Rk,Squad,Comp,#_Pl,Age,Playing_Time_MP,Playing_Time_Min,Playing_Time_Mn/MP,Playing_Time_Min%,Playing_Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team_Success_PPM,Team_Success_onG,Team_Success_onGA,Team_Success_+/-,Team_Success_+/-90,Team_Success_xG_onxG,Team_Success_xG_onxGA,Team_Success_xG_xG+/-,Team_Success_xG_xG+/-90
31,Everton,eng Premier League,33,26.7,38,3420,90,100,38.0,418,85,317,97,21,240,1.03,43,66,-23,-0.61,41.2,55.4,-14.2,-0.37
32,Fiorentina,it Serie A,28,26.4,38,3420,90,100,38.0,418,81,235,179,21,275,1.63,59,51,8,0.21,60.0,40.6,19.4,0.51
33,Freiburg,de Bundesliga,26,26.5,34,3060,90,100,34.0,374,83,219,157,17,145,1.62,58,46,12,0.35,50.4,44.0,6.4,0.19
34,Genoa,it Serie A,40,27.0,38,3420,90,100,38.0,418,78,241,179,27,268,0.74,27,60,-33,-0.87,37.2,54.1,-16.9,-0.44
35,Getafe,es La Liga,31,26.6,38,3420,90,100,38.0,418,83,259,153,19,251,1.03,33,41,-8,-0.21,29.3,38.6,-9.3,-0.25
36,Gladbach,de Bundesliga,26,26.0,34,3060,90,100,34.0,374,84,256,118,20,181,1.32,54,61,-7,-0.21,56.2,55.0,1.2,0.04
37,Granada,es La Liga,32,28.1,38,3420,90,100,38.0,418,80,241,175,22,243,1.0,44,61,-17,-0.45,39.0,61.2,-22.2,-0.59
38,Greuther Fürth,de Bundesliga,29,25.9,34,3060,90,100,34.0,374,83,236,139,19,151,0.53,28,82,-54,-1.59,30.0,60.2,-30.2,-0.89
39,Hellas Verona,it Serie A,31,26.8,38,3420,90,100,38.0,418,81,250,165,23,244,1.39,65,59,6,0.16,50.4,49.0,1.4,0.04
40,Hertha BSC,de Bundesliga,36,26.7,34,3060,90,100,34.0,374,80,222,152,24,151,0.97,37,71,-34,-1.0,33.3,54.3,-21.0,-0.62
41,Hoffenheim,de Bundesliga,32,26.1,34,3060,90,100,34.0,374,81,219,155,22,141,1.35,58,60,-2,-0.06,58.3,54.6,3.7,0.11
42,Inter,it Serie A,27,28.9,38,3420,90,100,38.0,418,81,232,186,19,264,2.21,84,32,52,1.37,81.6,39.1,42.5,1.12
43,Juventus,it Serie A,32,27.4,38,3420,90,100,38.0,418,81,257,161,23,223,1.84,57,37,20,0.53,51.4,38.1,13.4,0.35
44,Köln,de Bundesliga,26,27.0,34,3060,90,100,34.0,374,82,216,158,19,148,1.53,52,49,3,0.09,50.1,50.6,-0.6,-0.02
45,Lazio,it Serie A,27,29.0,38,3420,90,100,38.0,418,82,258,155,21,288,1.68,77,58,19,0.5,55.3,47.7,7.6,0.2
46,Leeds United,eng Premier League,29,26.1,38,3420,90,100,38.0,418,82,312,106,29,234,1.0,42,79,-37,-0.97,44.4,67.8,-23.5,-0.62
47,Leicester City,eng Premier League,28,26.5,38,3420,90,100,38.0,418,84,308,109,23,232,1.37,62,59,3,0.08,47.8,59.3,-11.5,-0.3
48,Lens,fr Ligue 1,28,26.1,38,3420,90,100,38.0,418,83,246,170,16,168,1.63,62,48,14,0.37,50.2,42.7,7.5,0.2
49,Levante,es La Liga,31,28.0,38,3420,90,100,38.0,418,81,237,180,21,261,0.92,51,76,-25,-0.66,55.1,55.0,0.1,0.0
50,Leverkusen,de Bundesliga,29,24.4,34,3060,90,100,34.0,374,83,219,154,17,136,1.88,80,47,33,0.97,62.6,44.0,18.6,0.55
51,Lille,fr Ligue 1,26,26.1,38,3420,90,100,38.0,418,83,269,145,18,181,1.45,48,48,0,0.0,50.5,39.9,10.6,0.28
52,Liverpool,eng Premier League,27,27.7,38,3420,90,100,38.0,418,85,306,111,19,231,2.42,94,26,68,1.79,88.7,33.8,54.9,1.45
53,Lorient,fr Ligue 1,29,26.2,38,3420,90,100,38.0,418,83,263,153,17,190,0.95,35,63,-28,-0.74,41.3,50.5,-9.2,-0.24
54,Lyon,fr Ligue 1,30,25.6,38,3420,90,100,38.0,418,82,275,139,22,184,1.63,66,51,15,0.39,66.9,54.6,12.4,0.33
55,Mainz 05,de Bundesliga,28,26.2,34,3060,90,100,34.0,374,82,221,150,18,148,1.35,50,45,5,0.15,50.4,43.9,6.5,0.19
56,Mallorca,es La Liga,33,27.9,38,3420,90,100,38.0,418,82,237,178,20,273,1.03,36,63,-27,-0.71,38.8,49.3,-10.5,-0.28
57,Manchester City,eng Premier League,26,27.0,38,3420,90,100,38.0,418,86,338,79,20,261,2.45,99,26,73,1.92,88.7,24.6,64.0,1.68
58,Manchester Utd,eng Premier League,29,27.2,38,3420,90,100,38.0,418,85,303,114,20,227,1.53,57,57,0,0.0,55.8,53.0,2.8,0.07
59,Marseille,fr Ligue 1,27,25.0,38,3420,90,100,38.0,418,84,273,144,17,196,1.87,63,38,25,0.66,58.2,39.0,19.2,0.51
60,Metz,fr Ligue 1,36,25.9,38,3420,90,100,38.0,418,81,269,146,25,191,0.82,35,69,-34,-0.89,29.2,62.5,-33.4,-0.88
61,Milan,it Serie A,28,25.6,38,3420,90,100,38.0,418,80,244,173,23,251,2.26,69,31,38,1.0,59.7,35.9,23.8,0.63
62,Monaco,fr Ligue 1,27,24.4,38,3420,90,100,38.0,418,81,246,168,21,173,1.82,65,40,25,0.66,59.3,40.3,19.0,0.5
63,Montpellier,fr Ligue 1,27,25.8,38,3420,90,100,38.0,418,83,248,162,16,168,1.13,49,61,-12,-0.32,42.7,57.1,-14.4,-0.38
64,Nantes,fr Ligue 1,26,26.1,38,3420,90,100,38.0,418,83,256,159,17,170,1.45,55,48,7,0.18,45.5,52.7,-7.2,-0.19
65,Napoli,it Serie A,27,27.9,38,3420,90,100,38.0,418,82,247,172,18,220,2.08,74,31,43,1.13,57.8,32.5,25.3,0.67
66,Newcastle Utd,eng Premier League,29,27.5,38,3420,90,100,38.0,418,85,309,108,18,233,1.29,44,62,-18,-0.47,38.1,57.1,-19.0,-0.5
67,Nice,fr Ligue 1,27,25.0,38,3420,90,100,38.0,418,81,245,169,20,171,1.76,52,36,16,0.42,55.6,42.5,13.1,0.35
68,Norwich City,eng Premier League,28,26.2,38,3420,90,100,38.0,418,84,304,114,21,227,0.58,23,84,-61,-1.61,32.3,75.5,-43.2,-1.14
69,Osasuna,es La Liga,29,27.7,38,3420,90,100,38.0,418,83,242,175,17,269,1.24,37,51,-14,-0.37,36.7,46.3,-9.6,-0.25
70,Paris S-G,fr Ligue 1,36,27.8,38,3420,90,100,38.0,418,85,276,140,15,201,2.26,90,36,54,1.42,76.7,39.8,36.9,0.97
71,Rayo Vallecano,es La Liga,28,27.5,38,3420,90,100,38.0,418,81,238,178,20,224,1.11,39,50,-11,-0.29,42.8,48.4,-5.6,-0.15
72,RB Leipzig,de Bundesliga,29,25.3,34,3060,90,100,34.0,374,81,220,154,22,148,1.71,72,37,35,1.03,64.5,40.1,24.5,0.72
73,Real Madrid,es La Liga,31,27.7,38,3420,90,100,38.0,418,83,256,163,19,248,2.26,80,31,49,1.29,71.7,43.9,27.8,0.73
74,Real Sociedad,es La Liga,32,25.7,38,3420,90,100,38.0,418,81,235,179,19,237,1.63,40,37,3,0.08,51.5,38.7,12.8,0.34
75,Reims,fr Ligue 1,35,24.0,38,3420,90,100,38.0,418,79,247,168,27,174,1.21,43,44,-1,-0.03,37.7,46.4,-8.7,-0.23
76,Rennes,fr Ligue 1,28,25.3,38,3420,90,100,38.0,418,84,249,168,15,173,1.74,82,40,42,1.11,62.8,42.9,19.8,0.52
77,Roma,it Serie A,29,26.4,38,3420,90,100,38.0,418,83,262,151,19,298,1.66,59,43,16,0.42,65.1,38.4,26.8,0.7
78,Saint-Étienne,fr Ligue 1,39,25.1,38,3420,90,100,38.0,418,79,229,185,23,155,0.84,42,77,-35,-0.92,38.3,58.2,-19.9,-0.52
79,Salernitana,it Serie A,42,27.7,38,3420,90,100,38.0,418,80,235,179,23,246,0.82,33,78,-45,-1.18,36.5,65.2,-28.7,-0.76
80,Sampdoria,it Serie A,34,29.0,38,3420,90,100,38.0,418,82,249,167,20,264,0.95,46,63,-17,-0.45,36.7,56.1,-19.3,-0.51
81,Sassuolo,it Serie A,29,26.1,38,3420,90,100,38.0,418,83,251,165,17,264,1.32,64,66,-2,-0.05,55.7,66.4,-10.7,-0.28
82,Sevilla,es La Liga,33,28.6,38,3420,90,100,38.0,418,79,238,179,25,262,1.84,53,30,23,0.61,42.4,36.9,5.4,0.14
83,Southampton,eng Premier League,25,25.7,38,3420,90,100,38.0,418,85,307,110,19,232,1.05,43,67,-24,-0.63,44.8,60.0,-15.2,-0.4
84,Spezia,it Serie A,30,24.4,38,3420,90,100,38.0,418,82,278,137,23,268,0.95,41,71,-30,-0.79,40.1,64.4,-24.3,-0.64
85,Strasbourg,fr Ligue 1,26,27.0,38,3420,90,100,38.0,418,84,270,145,18,180,1.66,60,43,17,0.45,55.6,43.5,12.1,0.32
86,Stuttgart,de Bundesliga,34,24.0,34,3060,90,100,34.0,374,83,240,135,20,170,0.97,41,59,-18,-0.53,43.7,54.0,-10.2,-0.3
87,Torino,it Serie A,31,25.2,38,3420,90,100,38.0,418,81,253,163,22,284,1.32,46,41,5,0.13,48.7,38.9,9.8,0.26
88,Tottenham,eng Premier League,25,26.5,38,3420,90,100,38.0,418,85,311,106,18,236,1.87,69,40,29,0.76,61.2,39.3,21.9,0.58
89,Troyes,fr Ligue 1,35,27.1,38,3420,90,100,38.0,418,82,253,164,20,170,1.0,37,53,-16,-0.42,39.2,50.8,-11.5,-0.3
90,Udinese,it Serie A,29,26.2,38,3420,90,100,38.0,418,82,259,155,21,269,1.24,61,58,3,0.08,51.3,52.4,-1.0,-0.03
91,Union Berlin,de Bundesliga,28,28.3,34,3060,90,100,34.0,374,83,220,154,18,151,1.68,50,44,6,0.18,47.0,38.5,8.5,0.25
92,Valencia,es La Liga,34,24.8,38,3420,90,100,38.0,418,81,235,179,20,246,1.26,48,53,-5,-0.13,39.0,47.7,-8.7,-0.23
93,Venezia,it Serie A,39,26.1,38,3420,90,100,38.0,418,79,229,183,24,264,0.71,34,69,-35,-0.92,36.5,71.8,-35.3,-0.93
94,Villarreal,es La Liga,29,28.0,38,3420,90,100,38.0,418,81,235,183,21,234,1.55,63,37,26,0.68,64.2,44.8,19.4,0.51
95,Watford,eng Premier League,30,28.4,38,3420,90,100,38.0,418,84,309,106,23,234,0.61,34,77,-43,-1.13,40.0,64.5,-24.5,-0.64
96,West Ham,eng Premier League,25,28.2,38,3420,90,100,38.0,418,86,320,95,17,247,1.47,60,51,9,0.24,51.4,53.5,-2.1,-0.06
97,Wolfsburg,de Bundesliga,30,26.0,34,3060,90,100,34.0,374,82,232,139,21,161,1.24,43,54,-11,-0.32,47.7,47.3,0.4,0.01
98,Wolves,eng Premier League,26,27.3,38,3420,90,100,38.0,418,86,310,107,16,230,1.34,38,43,-5,-0.13,37.5,56.9,-19.4,-0.51
