Rk,Squad,Comp,#_Pl,90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att_GK,Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal_Kicks_Att,Goal_Kicks_Launch%,Goal_Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist
68,Norwich City,eng Premier League,2,38.0,84,9,1,9,2,67.6,0.27,-14.4,-0.38,179,528,33.9,1065,215,36.3,34.5,311,45.3,38.5,617,17,2.8,33,0.87,17.3
69,Osasuna,es La Liga,2,38.0,51,4,0,11,2,49.1,0.29,0.1,0.0,396,876,45.2,884,84,68.6,43.6,315,85.7,58.5,546,24,4.4,71,1.87,22.0
70,Paris S-G,fr Ligue 1,4,38.0,36,3,0,5,1,35.9,0.23,0.9,0.02,43,106,40.6,784,209,10.3,22.0,242,10.3,21.4,421,16,3.8,56,1.47,18.4
71,Rayo Vallecano,es La Liga,2,38.0,50,7,0,4,1,49.7,0.25,0.7,0.02,224,648,34.6,889,193,50.6,34.6,283,70.0,52.2,495,44,8.9,41,1.08,11.0
72,RB Leipzig,de Bundesliga,3,34.0,37,3,0,6,1,33.4,0.28,-2.6,-0.08,120,317,37.9,975,163,25.5,36.4,225,30.2,31.0,353,14,4.0,65,1.91,
73,Real Madrid,es La Liga,2,38.0,31,3,1,2,0,37.0,0.25,6.0,0.16,79,261,30.3,926,201,21.0,23.3,289,23.2,28.2,506,24,4.7,31,0.82,9.9
74,Real Sociedad,es La Liga,2,38.0,37,5,1,8,0,35.5,0.24,-1.5,-0.04,211,521,40.5,1094,139,34.1,32.9,269,55.0,44.0,522,21,4.0,51,1.34,16.4
75,Reims,fr Ligue 1,1,38.0,44,5,2,8,0,42.9,0.24,-1.1,-0.03,151,479,31.5,964,217,35.8,34.7,296,45.3,38.2,645,37,5.7,53,1.39,14.8
76,Rennes,fr Ligue 1,3,38.0,40,5,0,5,1,37.7,0.32,-1.3,-0.03,188,458,41.0,978,181,30.3,31.2,224,72.3,50.8,519,25,4.8,56,1.47,21.5
77,Roma,it Serie A,1,38.0,43,5,2,5,2,42.2,0.25,1.2,0.03,174,393,44.3,844,141,38.2,34.2,232,30.6,30.7,393,12,3.1,26,0.68,14.3
78,Saint-Étienne,fr Ligue 1,3,38.0,77,8,3,6,4,68.6,0.33,-4.4,-0.12,179,545,32.8,874,223,40.6,34.4,290,65.5,47.8,453,29,6.4,81,2.13,14.1
79,Salernitana,it Serie A,3,38.0,78,6,0,6,2,68.1,0.28,-7.9,-0.21,324,676,47.9,840,125,53.6,36.4,328,68.9,48.1,580,22,3.8,27,0.71,4.0
80,Sampdoria,it Serie A,3,38.0,63,3,1,4,2,55.8,0.28,-5.2,-0.14,268,626,42.8,1035,162,41.1,33.2,325,61.8,43.2,583,29,5.0,27,0.71,10.2
81,Sassuolo,it Serie A,3,38.0,66,8,0,11,1,58.5,0.28,-6.5,-0.17,188,436,43.1,1179,178,30.3,26.7,321,24.6,23.9,500,22,4.4,30,0.79,6.0
82,Sevilla,es La Liga,3,38.0,30,2,2,6,0,31.3,0.24,1.3,0.03,181,446,40.6,1051,145,29.0,29.1,277,50.9,40.6,503,32,6.4,36,0.95,13.7
83,Southampton,eng Premier League,3,38.0,67,2,0,12,2,57.2,0.31,-7.8,-0.21,196,612,32.0,884,149,46.4,38.4,285,70.9,49.3,573,42,7.3,33,0.87,14.0
84,Spezia,it Serie A,3,38.0,71,10,3,7,3,60.8,0.24,-7.2,-0.19,227,689,32.9,1116,177,45.6,40.1,316,57.0,44.9,575,30,5.2,33,0.87,11.8
85,Strasbourg,fr Ligue 1,2,38.0,43,4,0,5,1,35.1,0.24,-6.9,-0.18,167,407,41.0,710,150,39.4,26.0,277,45.8,37.7,488,15,3.1,39,1.03,12.0
86,Stuttgart,de Bundesliga,2,34.0,59,4,1,8,1,53.0,0.31,-5.0,-0.15,102,257,39.7,860,174,21.3,26.8,282,26.2,28.9,514,19,3.7,41,1.21,17.8
87,Torino,it Serie A,3,38.0,41,9,2,4,0,37.1,0.21,-3.9,-0.1,251,871,28.8,1116,135,57.9,39.4,254,88.6,63.0,448,25,5.6,33,0.87,14.6
88,Tottenham,eng Premier League,1,38.0,40,2,1,5,1,37.6,0.26,-1.4,-0.04,115,279,41.2,672,161,29.8,31.0,282,28.0,26.4,567,33,5.8,45,1.18,14.2
89,Troyes,fr Ligue 1,2,38.0,53,10,2,8,2,53.1,0.28,2.1,0.06,215,549,39.2,976,199,38.6,35.7,323,53.3,39.7,520,30,5.8,34,0.89,11.4
90,Udinese,it Serie A,2,38.0,58,5,0,4,1,52.5,0.29,-4.5,-0.12,179,472,37.9,745,125,45.9,29.6,295,44.1,36.8,518,17,3.3,12,0.32,13.2
91,Union Berlin,de Bundesliga,2,34.0,44,2,0,5,4,33.9,0.28,-6.1,-0.18,206,594,34.7,992,150,44.2,36.3,265,58.9,43.6,482,40,8.3,27,0.79,10.2
92,Valencia,es La Liga,3,38.0,53,7,0,7,3,54.1,0.29,4.1,0.11,248,623,39.8,749,140,55.3,39.8,298,70.1,50.4,534,20,3.7,45,1.18,16.0
93,Venezia,it Serie A,3,38.0,69,11,0,5,2,68.2,0.26,1.2,0.03,182,516,35.3,970,213,38.8,30.3,336,41.7,36.3,640,22,3.4,24,0.63,13.8
94,Villarreal,es La Liga,2,38.0,37,4,0,3,1,37.1,0.26,1.1,0.03,146,385,37.9,1232,199,23.1,28.0,281,35.9,35.3,583,25,4.3,66,1.74,16.8
95,Watford,eng Premier League,2,38.0,77,6,1,6,3,60.3,0.29,-13.7,-0.36,267,830,32.2,932,123,61.1,44.7,311,83.9,57.1,642,27,4.2,49,1.29,15.9
96,West Ham,eng Premier League,2,38.0,51,2,2,8,2,48.0,0.27,-1.0,-0.03,202,553,36.5,748,167,50.5,46.3,305,57.4,42.9,610,29,4.8,12,0.32,5.5
97,Wolfsburg,de Bundesliga,2,34.0,54,4,1,6,1,53.3,0.31,0.3,0.01,183,428,42.8,1028,166,30.7,31.8,256,43.8,38.7,510,33,6.5,37,1.09,13.6
98,Wolves,eng Premier League,2,38.0,43,9,1,2,1,49.3,0.25,7.3,0.19,122,423,28.8,863,220,35.6,36.1,275,42.2,36.5,562,44,7.8,41,1.08,14.2
