Rk,Squad,Comp,#_Pl,90s,SCA_SCA,SCA_SCA90,SCA_Types_PassLive,SCA_Types_PassDead,SCA_Types_TO,SCA_Types_Sh,SCA_Types_Fld,SCA_Types_Def,GCA_GCA,GCA_GCA90,GCA_Types_PassLive,GCA_Types_PassDead,GCA_Types_TO,GCA_Types_Sh,GCA_Types_Fld,GCA_Types_Def
58,Manchester Utd,eng Premier League,29,38.0,917,24.13,706,65,56,38,39,13,104,2.74,77,6,6,7,5,3
59,Marseille,fr Ligue 1,27,38.0,904,23.79,662,78,43,53,54,14,110,2.89,75,7,5,8,12,3
60,Metz,fr Ligue 1,36,38.0,634,16.68,449,62,33,36,41,13,55,1.45,39,3,3,5,5,0
61,Milan,it Serie A,28,38.0,1026,27.0,717,75,71,85,59,19,105,2.76,75,2,7,14,5,2
62,Monaco,fr Ligue 1,27,38.0,779,20.5,572,74,39,40,41,13,107,2.82,87,3,4,5,8,0
63,Montpellier,fr Ligue 1,27,38.0,736,19.37,516,60,41,41,61,17,85,2.24,59,7,6,6,6,1
64,Nantes,fr Ligue 1,26,38.0,723,19.03,498,81,45,48,38,13,89,2.34,62,6,7,6,7,1
65,Napoli,it Serie A,27,38.0,1021,26.87,778,63,57,53,48,22,126,3.32,89,9,3,11,10,4
66,Newcastle Utd,eng Premier League,29,38.0,758,19.95,504,81,61,57,44,11,70,1.84,46,4,5,9,6,0
67,Nice,fr Ligue 1,27,38.0,789,20.76,575,69,52,41,39,13,94,2.47,70,4,5,6,9,0
68,Norwich City,eng Premier League,28,38.0,637,16.76,435,67,41,33,50,11,35,0.92,27,2,1,1,3,1
69,Osasuna,es La Liga,29,38.0,721,18.97,502,85,28,49,44,13,62,1.63,42,7,0,7,4,2
70,Paris S-G,fr Ligue 1,36,38.0,1018,26.79,767,56,83,54,44,14,159,4.18,119,6,18,9,6,1
71,Rayo Vallecano,es La Liga,28,38.0,862,22.68,603,98,37,54,52,18,63,1.66,36,5,7,8,5,2
72,RB Leipzig,de Bundesliga,29,34.0,762,22.41,551,75,44,45,42,5,129,3.79,88,10,10,7,13,1
73,Real Madrid,es La Liga,31,38.0,1195,31.45,922,68,83,56,49,17,139,3.66,102,2,13,11,8,3
74,Real Sociedad,es La Liga,32,38.0,773,20.34,530,70,56,57,46,14,69,1.82,38,3,6,12,10,0
75,Reims,fr Ligue 1,35,38.0,692,18.21,498,59,52,32,38,13,71,1.87,46,7,4,6,8,0
76,Rennes,fr Ligue 1,28,38.0,971,25.55,712,103,32,74,37,13,151,3.97,120,7,6,10,6,2
77,Roma,it Serie A,29,38.0,1031,27.13,695,110,60,93,56,17,94,2.47,54,9,9,13,9,0
78,Saint-Étienne,fr Ligue 1,39,38.0,749,19.71,517,69,59,42,48,14,65,1.71,37,9,5,7,5,2
79,Salernitana,it Serie A,42,38.0,739,19.45,500,85,35,55,54,10,58,1.53,33,7,3,8,7,0
80,Sampdoria,it Serie A,34,38.0,680,17.89,496,65,33,41,35,10,69,1.82,47,6,3,7,5,1
81,Sassuolo,it Serie A,29,38.0,1010,26.58,795,56,72,37,38,12,104,2.74,80,4,10,2,8,0
82,Sevilla,es La Liga,33,38.0,784,20.63,578,78,35,35,43,15,95,2.5,63,9,8,7,5,3
83,Southampton,eng Premier League,25,38.0,814,21.42,585,68,43,51,49,18,71,1.87,44,5,6,4,9,3
84,Spezia,it Serie A,30,38.0,663,17.45,469,59,45,40,38,12,61,1.61,39,4,3,9,3,3
85,Strasbourg,fr Ligue 1,26,38.0,810,21.32,588,82,30,55,43,12,98,2.58,70,5,5,10,8,0
86,Stuttgart,de Bundesliga,34,34.0,794,23.35,552,77,52,57,42,14,70,2.06,43,8,5,10,4,0
87,Torino,it Serie A,31,38.0,827,21.76,589,92,35,61,41,9,74,1.95,50,3,6,9,5,1
88,Tottenham,eng Premier League,25,38.0,882,23.21,678,51,46,61,37,9,117,3.08,95,3,4,8,6,1
89,Troyes,fr Ligue 1,35,38.0,668,17.58,472,60,44,43,38,11,54,1.42,33,4,2,9,6,0
90,Udinese,it Serie A,29,38.0,860,22.63,582,88,58,68,51,13,92,2.42,54,8,8,13,8,1
91,Union Berlin,de Bundesliga,28,34.0,688,20.24,496,61,30,58,36,7,70,2.06,49,2,6,11,2,0
92,Valencia,es La Liga,34,38.0,718,18.89,479,93,45,26,64,11,83,2.18,53,8,7,3,11,1
93,Venezia,it Serie A,39,38.0,617,16.24,440,56,30,31,46,14,57,1.5,41,4,1,5,6,0
94,Villarreal,es La Liga,29,38.0,800,21.05,593,73,57,38,28,11,112,2.95,73,12,11,10,5,1
95,Watford,eng Premier League,30,38.0,693,18.24,475,59,48,43,52,16,57,1.5,36,5,4,7,3,2
96,West Ham,eng Premier League,25,38.0,770,20.26,569,68,47,50,28,8,102,2.68,72,10,5,9,5,1
97,Wolfsburg,de Bundesliga,30,34.0,723,21.26,502,70,43,51,51,6,68,2.0,47,3,3,8,7,0
98,Wolves,eng Premier League,26,38.0,692,18.21,496,44,65,37,31,19,58,1.53,37,4,5,8,2,2
