Rk,Squad,Comp,#_Pl,Playing_Time_MP,Playing_Time_Starts,Playing_Time_Min,90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty_Kicks_PKatt,Penalty_Kicks_PKA,Penalty_Kicks_PKsv,Penalty_Kicks_PKm,Penalty_Kicks_Save%
13,Bologna,it Serie A,2,38,38,3420,38.0,65,1.71,189,124,68.8,12,11,15,2,5.3,8,6,1,1,14.3
14,Bordeaux,fr Ligue 1,1,28,28,2520,28.0,34,1.21,108,74,70.4,9,10,9,6,21.4,3,2,1,0,33.3
15,Bournemouth,eng Premier League,2,38,38,3420,38.0,65,1.71,192,126,68.8,9,7,22,5,13.2,6,5,1,0,16.7
16,Brescia,it Serie A,3,38,38,3420,38.0,79,2.08,236,159,70.3,6,7,25,6,15.8,11,9,1,1,10.0
17,Brest,fr Ligue 1,2,28,28,2520,28.0,37,1.32,143,104,76.9,8,10,10,8,28.6,6,4,2,0,33.3
18,Brighton,eng Premier League,1,38,38,3420,38.0,54,1.42,168,116,69.0,9,14,15,9,23.7,2,2,0,0,0.0
19,Burnley,eng Premier League,1,38,38,3420,38.0,50,1.32,167,117,72.5,15,9,14,15,39.5,5,4,1,0,20.0
20,Cagliari,it Serie A,3,38,38,3418,38.0,56,1.47,195,141,74.9,11,12,15,7,18.4,9,7,1,1,12.5
21,Celta Vigo,es La Liga,3,38,38,3420,38.0,49,1.29,149,100,70.5,7,16,15,12,31.6,5,5,0,0,0.0
22,Chelsea,eng Premier League,2,38,38,3420,38.0,54,1.42,115,64,54.8,20,6,12,9,23.7,2,2,0,0,0.0
23,Crystal Palace,eng Premier League,2,38,38,3420,38.0,50,1.32,172,124,70.9,11,10,17,10,26.3,1,0,0,1,
24,Dijon,fr Ligue 1,2,28,28,2520,28.0,37,1.32,128,93,71.9,7,9,12,6,21.4,1,1,0,0,0.0
25,Dortmund,de Bundesliga,2,34,34,3060,34.0,41,1.21,102,64,62.7,21,6,7,15,44.1,3,3,0,0,0.0
26,Düsseldorf,de Bundesliga,2,34,34,3060,34.0,67,1.97,177,112,63.8,6,12,16,4,11.8,5,3,2,0,40.0
27,Eibar,es La Liga,2,38,38,3420,38.0,56,1.47,138,81,62.3,11,9,18,11,28.9,6,4,2,0,33.3
28,Eint Frankfurt,de Bundesliga,3,34,34,3060,34.0,60,1.76,174,116,67.2,13,6,15,5,14.7,3,3,0,0,0.0
29,Espanyol,es La Liga,2,38,38,3412,38.0,58,1.53,163,106,68.1,5,10,23,6,15.8,7,6,1,0,14.3
30,Everton,eng Premier League,1,38,38,3420,38.0,56,1.47,147,94,63.9,13,10,15,9,23.7,4,3,0,1,0.0
31,Fiorentina,it Serie A,3,38,38,3420,38.0,48,1.26,162,112,75.9,12,13,13,11,28.9,11,9,2,0,18.2
32,Freiburg,de Bundesliga,3,34,34,3060,34.0,47,1.38,191,144,77.0,13,9,12,7,20.6,4,3,0,1,0.0
33,Genoa,it Serie A,2,38,38,3420,38.0,73,1.92,201,130,67.2,10,9,19,7,18.4,9,7,0,2,0.0
34,Getafe,es La Liga,1,38,38,3420,38.0,37,0.97,109,73,70.6,14,12,12,15,39.5,6,5,1,0,16.7
35,Gladbach,de Bundesliga,1,34,34,3060,34.0,40,1.18,158,117,75.3,20,5,9,7,20.6,2,1,1,0,50.0
36,Granada,es La Liga,2,38,38,3420,38.0,45,1.18,156,110,73.7,16,8,14,13,34.2,5,4,1,0,20.0
37,Hellas Verona,it Serie A,2,38,38,3420,38.0,51,1.34,174,124,75.9,12,13,13,10,26.3,9,9,0,0,0.0
38,Hertha BSC,de Bundesliga,3,34,34,3058,34.0,59,1.74,173,116,69.9,11,8,15,9,26.5,7,7,0,0,0.0
39,Hoffenheim,de Bundesliga,2,34,34,3060,34.0,53,1.56,167,114,71.9,15,7,12,8,23.5,8,6,2,0,25.0
40,Inter,it Serie A,2,38,38,3420,38.0,36,0.95,118,82,72.0,24,10,4,14,36.8,4,3,1,0,25.0
41,Juventus,it Serie A,3,38,38,3420,38.0,43,1.13,162,118,79.0,26,5,7,12,31.6,12,9,1,2,10.0
42,Köln,de Bundesliga,1,34,34,3060,34.0,69,2.03,156,87,58.3,10,6,18,6,17.6,6,4,2,0,33.3
43,Lazio,it Serie A,1,38,38,3420,38.0,42,1.11,154,112,77.3,24,6,8,11,28.9,9,7,1,1,12.5
44,Lecce,it Serie A,2,38,38,3420,38.0,85,2.24,256,172,71.1,9,8,21,3,7.9,13,11,2,0,15.4
45,Leganés,es La Liga,2,38,38,3419,38.0,51,1.34,138,87,67.4,8,12,18,9,23.7,7,6,1,0,14.3
46,Leicester City,eng Premier League,1,38,38,3420,38.0,41,1.08,135,94,75.6,18,8,12,13,34.2,10,8,2,0,20.0
47,Levante,es La Liga,2,38,38,3420,38.0,53,1.39,215,161,76.7,14,7,17,6,15.8,6,3,2,1,40.0
48,Leverkusen,de Bundesliga,1,34,34,3060,34.0,44,1.29,143,99,70.6,19,6,9,10,29.4,2,2,0,0,0.0
49,Lille,fr Ligue 1,1,28,28,2520,28.0,27,0.96,83,58,72.3,15,4,9,12,42.9,6,4,1,1,20.0
50,Liverpool,eng Premier League,2,38,38,3418,38.0,33,0.87,107,75,70.1,32,3,3,15,39.5,1,1,0,0,0.0
51,Lyon,fr Ligue 1,2,28,28,2520,28.0,27,0.96,97,73,74.2,11,7,10,9,32.1,3,2,0,1,0.0
52,Mainz 05,de Bundesliga,2,34,34,3060,34.0,65,1.91,181,115,65.7,11,4,19,5,14.7,5,3,2,0,40.0
53,Mallorca,es La Liga,3,38,38,3420,38.0,65,1.71,190,125,73.7,9,6,23,5,13.2,16,15,1,0,6.3
54,Manchester City,eng Premier League,2,38,38,3418,38.0,35,0.92,110,76,70.9,26,3,9,17,44.7,3,3,0,0,0.0
55,Manchester Utd,eng Premier League,1,38,38,3420,38.0,36,0.95,131,96,74.8,18,12,8,13,34.2,3,3,0,0,0.0
56,Marseille,fr Ligue 1,2,28,28,2520,28.0,29,1.04,99,71,74.7,16,8,4,11,39.3,5,4,1,0,20.0
57,Metz,fr Ligue 1,2,28,28,2520,28.0,35,1.25,135,100,77.0,8,10,10,8,28.6,4,4,0,0,0.0
58,Milan,it Serie A,3,38,38,3420,38.0,46,1.21,154,104,73.4,19,9,10,12,31.6,10,5,5,0,50.0
59,Monaco,fr Ligue 1,1,28,28,2520,28.0,44,1.57,134,91,71.6,11,7,10,7,25.0,6,6,0,0,0.0
60,Montpellier,fr Ligue 1,3,28,28,2517,28.0,34,1.22,132,98,76.5,11,7,10,8,28.6,5,3,2,0,40.0
61,Nantes,fr Ligue 1,2,28,28,2520,28.0,31,1.11,101,68,72.3,11,4,13,10,35.7,6,3,2,1,40.0
62,Napoli,it Serie A,2,38,38,3420,38.0,50,1.32,138,88,68.8,18,8,12,7,18.4,8,7,1,0,12.5
63,Newcastle Utd,eng Premier League,1,38,38,3420,38.0,58,1.53,195,139,71.3,11,11,16,11,28.9,2,2,0,0,0.0
64,Nice,fr Ligue 1,2,28,28,2520,28.0,38,1.36,137,100,75.9,11,8,9,4,14.3,7,5,1,1,16.7
65,Nîmes,fr Ligue 1,2,28,28,2520,28.0,44,1.57,127,84,68.5,7,6,15,7,25.0,4,4,0,0,0.0
66,Norwich City,eng Premier League,3,38,38,3420,38.0,75,1.97,210,135,66.2,5,6,27,5,13.2,7,4,3,0,42.9
67,Osasuna,es La Liga,3,38,38,3418,38.0,54,1.42,143,89,65.7,13,13,12,11,28.9,5,5,0,0,0.0
68,Paderborn 07,de Bundesliga,2,34,34,3060,34.0,74,2.18,185,112,62.2,4,8,22,5,14.7,5,4,1,0,20.0
69,Paris S-G,fr Ligue 1,4,27,27,2430,27.0,24,0.89,81,58,70.4,22,2,3,14,51.9,0,0,0,0,
70,Parma,it Serie A,2,38,38,3420,38.0,57,1.5,212,152,76.4,14,7,17,6,15.8,11,7,3,1,30.0
71,RB Leipzig,de Bundesliga,2,34,34,3060,34.0,37,1.09,121,84,71.1,18,12,4,10,29.4,2,2,0,0,0.0
72,Real Madrid,es La Liga,2,38,38,3420,38.0,25,0.66,110,85,79.1,26,9,3,19,50.0,2,2,0,0,0.0
73,Real Sociedad,es La Liga,2,38,38,3420,38.0,48,1.26,144,96,71.5,16,8,14,9,23.7,9,7,1,1,12.5
74,Reims,fr Ligue 1,2,28,28,2520,28.0,21,0.75,91,66,79.1,10,11,7,12,42.9,6,2,4,0,66.7
75,Rennes,fr Ligue 1,2,28,28,2520,28.0,24,0.86,98,73,78.6,15,5,8,10,35.7,5,3,2,0,40.0
76,Roma,it Serie A,3,38,38,3420,38.0,51,1.34,158,106,73.4,21,7,10,7,18.4,10,9,1,0,10.0
77,Saint-Étienne,fr Ligue 1,3,28,28,2520,28.0,45,1.61,125,80,68.0,8,6,14,5,17.9,6,5,0,1,0.0
78,Sampdoria,it Serie A,2,38,38,3420,38.0,65,1.71,178,117,68.0,12,6,20,9,23.7,9,8,0,1,0.0
79,Sassuolo,it Serie A,3,38,38,3420,38.0,63,1.66,184,124,70.1,14,9,15,7,18.4,9,8,1,0,11.1
80,Schalke 04,de Bundesliga,2,34,34,3057,34.0,58,1.71,173,117,69.9,9,12,13,7,20.6,6,6,0,0,0.0
81,Sevilla,es La Liga,2,38,38,3420,38.0,34,0.89,117,83,73.5,19,13,6,17,44.7,4,3,1,0,25.0
82,Sheffield Utd,eng Premier League,2,38,38,3420,38.0,39,1.03,139,99,72.7,14,12,12,13,34.2,3,1,1,1,50.0
83,Southampton,eng Premier League,2,38,38,3420,38.0,60,1.58,168,108,66.1,15,7,16,9,23.7,4,3,1,0,25.0
84,SPAL,it Serie A,3,38,38,3420,38.0,77,2.03,228,153,69.3,5,5,28,3,7.9,8,7,1,0,12.5
85,Strasbourg,fr Ligue 1,1,27,27,2430,27.0,32,1.19,104,71,75.0,11,5,11,8,29.6,7,6,1,0,14.3
86,Torino,it Serie A,3,38,38,3420,38.0,68,1.79,208,142,72.1,11,7,20,7,18.4,11,10,1,0,9.1
87,Tottenham,eng Premier League,2,38,38,3420,38.0,47,1.24,181,134,76.8,16,11,11,8,21.1,7,5,2,0,28.6
88,Toulouse,fr Ligue 1,3,28,28,2520,28.0,58,2.07,146,87,62.3,3,4,21,3,10.7,5,3,2,0,40.0
89,Udinese,it Serie A,1,38,38,3420,38.0,51,1.34,194,141,77.8,12,9,17,14,36.8,10,8,2,0,20.0
90,Union Berlin,de Bundesliga,2,34,34,3060,34.0,58,1.71,167,109,67.1,12,5,17,8,23.5,4,3,1,0,25.0
91,Valencia,es La Liga,2,38,38,3420,38.0,53,1.39,190,136,75.8,14,11,13,8,21.1,9,7,2,0,22.2
92,Valladolid,es La Liga,3,38,38,3420,38.0,43,1.13,139,95,74.1,9,15,14,12,31.6,8,7,1,0,12.5
93,Villarreal,es La Liga,2,38,38,3420,38.0,49,1.29,164,116,75.0,18,6,14,12,31.6,9,8,1,0,11.1
94,Watford,eng Premier League,1,38,38,3420,38.0,64,1.68,178,116,68.5,8,10,20,9,23.7,9,8,1,0,11.1
95,Werder Bremen,de Bundesliga,2,34,34,3060,34.0,69,2.03,174,108,60.9,8,7,19,4,11.8,1,1,0,0,0.0
96,West Ham,eng Premier League,4,38,38,3420,38.0,62,1.63,187,127,69.5,10,9,19,7,18.4,6,5,1,0,16.7
97,Wolfsburg,de Bundesliga,2,34,34,3060,34.0,46,1.35,142,97,71.1,13,10,11,8,23.5,5,5,0,0,0.0
98,Wolves,eng Premier League,1,38,38,3420,38.0,40,1.05,129,88,69.8,15,14,9,13,34.2,3,1,2,0,66.7
