Rk,Squad,Comp,#_Pl,Age,Playing_Time_MP,Playing_Time_Min,Playing_Time_Mn/MP,Playing_Time_Min%,Playing_Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team_Success_PPM,Team_Success_onG,Team_Success_onGA,Team_Success_+/-,Team_Success_+/-90,Team_Success_xG_onxG,Team_Success_xG_onxGA,Team_Success_xG_xG+/-,Team_Success_xG_xG+/-90
28,Eint Frankfurt,de Bundesliga,27,27.0,34,3060,90,100,34.0,374,84,,109,21,194,1.32,59,60,-1,-0.03,59.5,49.9,9.6,0.28
29,Espanyol,es La Liga,31,27.7,38,3420,90,100,38.0,418,83,,130,19,189,0.66,27,58,-31,-0.82,38.6,51.0,-12.4,-0.33
30,Everton,eng Premier League,24,25.5,38,3420,90,100,38.0,418,83,,120,24,164,1.29,44,56,-12,-0.32,50.8,48.3,2.5,0.07
31,Fiorentina,it Serie A,33,25.1,38,3420,90,100,38.0,418,83,,129,21,323,1.29,51,48,3,0.08,53.6,48.9,4.7,0.12
32,Freiburg,de Bundesliga,26,26.4,34,3060,90,100,34.0,374,84,,111,20,189,1.41,48,47,1,0.03,46.7,64.6,-17.8,-0.52
33,Genoa,it Serie A,34,26.8,38,3420,90,100,38.0,418,82,,135,23,305,1.03,47,73,-26,-0.68,48.7,60.0,-11.3,-0.3
34,Getafe,es La Liga,30,27.5,38,3420,90,100,38.0,418,84,,128,19,175,1.42,43,37,6,0.16,41.6,41.4,0.2,0.0
35,Gladbach,de Bundesliga,25,26.3,34,3060,90,100,34.0,374,84,,112,18,183,1.91,66,40,26,0.76,72.0,45.9,26.1,0.77
36,Granada,es La Liga,27,26.8,38,3420,90,100,38.0,418,82,,133,24,174,1.47,52,45,7,0.18,44.9,42.6,2.3,0.06
37,Hellas Verona,it Serie A,30,26.1,38,3420,90,100,38.0,418,83,,128,22,320,1.29,47,51,-4,-0.11,50.5,53.7,-3.2,-0.08
38,Hertha BSC,de Bundesliga,32,26.2,34,3060,90,100,34.0,374,83,,109,22,195,1.21,48,59,-11,-0.32,43.1,54.5,-11.4,-0.34
39,Hoffenheim,de Bundesliga,31,26.0,34,3060,90,100,34.0,374,82,,114,24,187,1.53,53,53,0,0.0,56.1,59.6,-3.4,-0.1
40,Inter,it Serie A,29,27.7,38,3420,90,100,38.0,418,84,,134,18,298,2.16,81,36,45,1.18,69.4,40.7,28.7,0.76
41,Juventus,it Serie A,30,28.6,38,3420,90,100,38.0,418,82,,127,25,272,2.18,76,43,33,0.87,71.1,44.9,26.1,0.69
42,Köln,de Bundesliga,29,25.6,34,3060,90,100,34.0,374,82,,117,24,187,1.06,51,69,-18,-0.53,48.9,53.3,-4.4,-0.13
43,Lazio,it Serie A,27,27.9,38,3420,90,100,38.0,418,83,,137,22,307,2.05,79,42,37,0.97,68.0,51.1,16.9,0.44
44,Lecce,it Serie A,30,28.7,38,3420,90,100,38.0,418,82,,120,26,325,0.92,52,85,-33,-0.87,54.7,85.6,-30.8,-0.81
45,Leganés,es La Liga,29,26.9,38,3420,90,100,38.0,418,82,,130,25,190,0.95,30,51,-21,-0.55,39.9,42.8,-2.9,-0.08
46,Leicester City,eng Premier League,24,26.1,38,3420,90,100,38.0,418,84,,112,21,172,1.63,67,41,26,0.68,62.2,45.5,16.7,0.44
47,Levante,es La Liga,29,27.7,38,3420,90,100,38.0,418,84,,134,19,187,1.29,47,53,-6,-0.16,48.1,62.9,-14.8,-0.39
48,Leverkusen,de Bundesliga,24,26.1,34,3060,90,100,34.0,374,82,,113,25,186,1.85,61,44,17,0.5,59.1,51.2,7.8,0.23
49,Lille,fr Ligue 1,25,24.3,28,2520,90,100,28.0,308,85,,80,17,116,1.75,35,27,8,0.29,40.3,31.4,8.8,0.32
50,Liverpool,eng Premier League,24,26.6,38,3420,90,100,38.0,418,85,,127,17,157,2.61,85,33,52,1.37,68.9,37.7,31.2,0.82
51,Lyon,fr Ligue 1,27,24.8,28,2520,90,100,28.0,308,84,,81,21,115,1.43,42,27,15,0.54,37.6,27.1,10.6,0.38
52,Mainz 05,de Bundesliga,25,24.6,34,3060,90,100,34.0,374,83,,117,23,189,1.09,44,65,-21,-0.62,48.2,59.6,-11.5,-0.34
53,Mallorca,es La Liga,32,26.8,38,3420,90,100,38.0,418,83,,132,22,185,0.87,40,65,-25,-0.66,41.1,63.5,-22.4,-0.59
54,Manchester City,eng Premier League,24,26.9,38,3420,90,100,38.0,418,83,,120,22,166,2.13,102,35,67,1.76,92.0,36.2,55.7,1.47
55,Manchester Utd,eng Premier League,29,24.8,38,3420,90,100,38.0,418,85,,119,16,165,1.74,66,36,30,0.79,62.2,37.7,24.5,0.64
56,Marseille,fr Ligue 1,23,27.1,28,2520,90,100,28.0,308,86,,82,15,114,2.0,41,29,12,0.43,36.2,31.8,4.4,0.16
57,Metz,fr Ligue 1,24,25.9,28,2520,90,100,28.0,308,85,,77,18,119,1.21,27,35,-8,-0.29,27.1,38.1,-11.0,-0.39
58,Milan,it Serie A,32,24.6,38,3420,90,100,38.0,418,82,,128,25,302,1.74,63,46,17,0.45,62.8,45.1,17.6,0.46
59,Monaco,fr Ligue 1,28,26.0,28,2520,90,100,28.0,308,85,,76,16,117,1.43,44,44,0,0.0,48.9,42.7,6.1,0.22
60,Montpellier,fr Ligue 1,27,28.5,28,2520,90,100,28.0,308,86,,74,16,121,1.43,35,34,1,0.04,35.3,34.7,0.5,0.02
61,Nantes,fr Ligue 1,29,25.4,28,2520,90,100,28.0,308,86,,71,17,124,1.32,28,31,-3,-0.11,30.2,31.5,-1.2,-0.04
62,Napoli,it Serie A,25,26.9,38,3420,90,100,38.0,418,83,,135,21,277,1.63,61,50,11,0.29,61.7,44.7,16.9,0.45
63,Newcastle Utd,eng Premier League,28,26.5,38,3420,90,100,38.0,418,84,,118,20,166,1.16,38,58,-20,-0.53,35.5,65.6,-30.1,-0.79
64,Nice,fr Ligue 1,31,23.9,28,2520,90,100,28.0,308,84,,82,18,114,1.46,41,38,3,0.11,35.7,43.9,-8.2,-0.29
65,Nîmes,fr Ligue 1,28,25.4,28,2520,90,100,28.0,308,85,,80,15,116,0.96,29,44,-15,-0.54,30.3,40.9,-10.6,-0.38
66,Norwich City,eng Premier League,30,26.0,38,3420,90,100,38.0,418,85,,126,17,157,0.55,26,75,-49,-1.29,37.0,66.5,-29.5,-0.78
67,Osasuna,es La Liga,31,27.7,38,3420,90,100,38.0,418,83,,129,20,185,1.37,46,54,-8,-0.21,49.4,49.4,0.1,0.0
68,Paderborn 07,de Bundesliga,27,25.7,34,3060,90,100,34.0,374,83,,119,22,187,0.59,37,74,-37,-1.09,39.2,67.3,-28.1,-0.83
69,Paris S-G,fr Ligue 1,31,27.2,27,2430,90,100,27.0,297,84,,79,23,110,2.52,75,24,51,1.89,74.2,23.1,51.1,1.89
70,Parma,it Serie A,25,28.8,38,3420,90,100,38.0,418,83,,136,22,244,1.29,56,57,-1,-0.03,48.4,64.3,-15.9,-0.42
71,RB Leipzig,de Bundesliga,29,24.2,34,3060,90,100,34.0,374,83,,113,23,182,1.94,81,37,44,1.29,71.3,38.8,32.6,0.96
72,Real Madrid,es La Liga,26,27.6,38,3420,90,100,38.0,418,85,,120,18,198,2.29,70,25,45,1.18,67.9,33.3,34.6,0.91
73,Real Sociedad,es La Liga,27,24.8,38,3420,90,100,38.0,418,83,,126,22,195,1.47,56,48,8,0.21,48.9,43.0,5.8,0.15
74,Reims,fr Ligue 1,26,25.3,28,2520,90,100,28.0,308,85,,81,18,115,1.46,26,21,5,0.18,30.6,28.5,2.1,0.08
75,Rennes,fr Ligue 1,26,25.5,28,2520,90,100,28.0,308,85,,83,17,111,1.79,38,24,14,0.5,37.1,30.2,6.9,0.25
76,Roma,it Serie A,31,26.9,38,3420,90,100,38.0,418,83,,131,21,272,1.84,77,51,26,0.68,73.2,49.4,23.9,0.63
77,Saint-Étienne,fr Ligue 1,31,27.0,28,2520,90,100,28.0,308,84,,82,23,114,1.07,29,45,-16,-0.57,31.4,38.8,-7.4,-0.26
78,Sampdoria,it Serie A,31,26.0,38,3420,90,100,38.0,418,82,,127,24,321,1.11,48,65,-17,-0.45,50.2,54.9,-4.7,-0.12
79,Sassuolo,it Serie A,31,26.4,38,3420,90,100,38.0,418,83,,138,21,306,1.34,69,63,6,0.16,52.9,62.0,-9.2,-0.24
80,Schalke 04,de Bundesliga,29,24.6,34,3060,90,100,34.0,374,84,,106,21,179,1.15,38,58,-20,-0.59,37.8,51.6,-13.8,-0.41
81,Sevilla,es La Liga,26,27.7,38,3420,90,100,38.0,418,83,,133,23,187,1.84,54,34,20,0.53,53.2,36.1,17.1,0.45
82,Sheffield Utd,eng Premier League,26,26.9,38,3420,90,100,38.0,418,84,,110,22,171,1.42,39,39,0,0.0,43.0,51.0,-7.9,-0.21
83,Southampton,eng Premier League,25,25.9,38,3420,90,100,38.0,418,85,,111,18,171,1.37,51,60,-9,-0.24,56.1,52.8,3.3,0.09
84,SPAL,it Serie A,34,27.5,38,3420,90,100,38.0,418,83,,129,22,307,0.53,27,77,-50,-1.32,40.7,68.6,-27.9,-0.73
85,Strasbourg,fr Ligue 1,25,25.8,27,2430,90,100,27.0,297,86,,80,15,109,1.41,32,32,0,0.0,34.2,32.2,2.0,0.07
86,Torino,it Serie A,27,27.3,38,3420,90,100,38.0,418,84,,118,21,277,1.05,46,68,-22,-0.58,44.8,60.8,-16.0,-0.42
87,Tottenham,eng Premier League,29,26.7,38,3420,90,100,38.0,418,85,,113,18,171,1.55,61,47,14,0.37,47.9,54.2,-6.3,-0.17
88,Toulouse,fr Ligue 1,30,25.1,28,2520,90,100,28.0,308,84,,82,20,113,0.46,22,58,-36,-1.29,31.7,45.6,-13.9,-0.5
89,Udinese,it Serie A,25,26.5,38,3420,90,100,38.0,418,84,,124,19,299,1.18,37,51,-14,-0.37,41.6,53.4,-11.8,-0.31
90,Union Berlin,de Bundesliga,26,27.7,34,3060,90,100,34.0,374,84,,113,20,193,1.21,41,58,-17,-0.5,41.4,54.3,-12.8,-0.38
91,Valencia,es La Liga,28,27.0,38,3420,90,100,38.0,418,83,,132,22,187,1.39,46,53,-7,-0.18,43.3,56.0,-12.7,-0.33
92,Valladolid,es La Liga,30,27.1,38,3420,90,100,38.0,418,83,,126,22,179,1.11,32,43,-11,-0.29,36.6,54.5,-18.0,-0.47
93,Villarreal,es La Liga,25,27.6,38,3420,90,100,38.0,418,84,,132,20,188,1.58,63,49,14,0.37,63.6,46.3,17.3,0.45
94,Watford,eng Premier League,26,28.9,38,3420,90,100,38.0,418,84,,113,20,171,0.89,36,64,-28,-0.74,48.9,58.1,-9.3,-0.24
95,Werder Bremen,de Bundesliga,30,26.7,34,3060,90,100,34.0,374,84,,117,18,168,0.91,42,69,-27,-0.79,39.4,55.4,-16.0,-0.47
96,West Ham,eng Premier League,29,27.4,38,3420,90,100,38.0,418,85,,107,21,177,1.03,49,62,-13,-0.34,48.6,63.8,-15.2,-0.4
97,Wolfsburg,de Bundesliga,26,26.0,34,3060,90,100,34.0,374,85,,106,18,199,1.44,48,46,2,0.06,52.8,42.9,9.9,0.29
98,Wolves,eng Premier League,21,26.6,38,3420,90,100,38.0,418,86,,97,19,187,1.55,51,40,11,0.29,54.1,38.0,16.1,0.42
