Rk,Squad,Comp,#_Pl,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial_Duels_Won,Aerial_Duels_Lost,Aerial_Duels_Won%
63,Milan,it Serie A,24,38.0,75,,4,495,478,88,872,354,376,4,3,1,1954,440,500,46.8
64,Monaco,fr Ligue 1,32,38.0,71,4.0,1,508,517,73,764,497,433,8,5,1,2069,612,609,50.1
65,Montpellier,fr Ligue 1,23,38.0,72,1.0,0,447,528,83,849,499,450,2,6,0,2220,633,554,53.3
66,Nantes,fr Ligue 1,30,38.0,68,6.0,5,490,409,85,789,426,510,4,4,1,2243,667,692,49.1
67,Napoli,it Serie A,23,38.0,58,,1,349,369,80,672,341,407,7,2,0,2393,375,436,46.2
68,Newcastle Utd,eng Premier League,27,38.0,54,,1,409,369,63,616,441,426,1,6,3,2021,884,927,48.8
69,Nice,fr Ligue 1,31,38.0,82,4.0,2,445,533,63,572,437,398,9,5,3,1939,388,381,50.5
70,Paris S-G,fr Ligue 1,28,38.0,69,6.0,4,425,493,93,682,329,435,7,5,1,2023,353,265,57.1
71,RB Leipzig,de Bundesliga,23,34.0,48,,3,452,485,87,521,397,509,4,5,0,1700,638,544,54.0
72,Real Madrid,es La Liga,24,38.0,67,4.0,2,436,517,115,904,424,470,9,4,2,2087,406,369,52.4
73,Real Sociedad,es La Liga,27,38.0,64,5.0,4,419,538,91,782,446,374,5,8,1,2038,498,467,51.6
74,Rennes,fr Ligue 1,28,38.0,67,5.0,3,479,525,89,766,415,409,7,8,2,2194,674,642,51.2
75,Roma,it Serie A,27,38.0,48,,1,396,439,71,962,477,384,4,5,0,2201,664,471,58.5
76,Saint-Étienne,fr Ligue 1,30,38.0,72,8.0,1,510,492,90,657,401,447,10,7,1,2035,627,597,51.2
77,Sampdoria,it Serie A,27,38.0,69,,2,426,485,54,777,335,423,6,10,2,1997,463,545,45.9
78,Sassuolo,it Serie A,28,38.0,89,,4,488,556,80,793,506,375,6,3,2,2077,592,528,52.9
79,Schalke 04,de Bundesliga,24,34.0,66,,1,549,504,81,583,498,534,9,6,1,1871,558,510,52.2
80,Sevilla,es La Liga,31,38.0,99,3.0,2,562,493,137,657,409,535,3,8,1,2129,582,504,53.6
81,Southampton,eng Premier League,26,38.0,65,,1,416,377,73,800,462,454,3,2,0,2222,687,821,45.6
82,SPAL,it Serie A,29,38.0,101,,2,479,640,91,727,527,414,5,12,4,1776,507,545,48.2
83,Stoke City,eng Premier League,30,38.0,62,,0,436,375,87,598,461,437,2,5,2,1832,974,774,55.7
84,Strasbourg,fr Ligue 1,25,38.0,72,4.0,1,523,437,76,776,515,490,7,7,0,2087,700,664,51.3
85,Stuttgart,de Bundesliga,26,34.0,59,,2,462,429,72,610,414,496,2,6,0,1477,627,694,47.5
86,Swansea City,eng Premier League,26,38.0,51,,0,377,400,38,694,390,417,1,6,2,1877,687,769,47.2
87,Torino,it Serie A,27,38.0,78,,4,568,508,71,612,421,405,2,8,0,2122,614,573,51.7
88,Tottenham,eng Premier League,25,38.0,52,,1,384,394,88,825,380,399,3,3,1,2142,605,583,50.9
89,Toulouse,fr Ligue 1,25,38.0,93,3.0,1,590,495,75,822,479,465,9,6,2,2074,748,672,52.7
90,Troyes,fr Ligue 1,25,38.0,78,7.0,2,495,388,63,689,437,410,3,5,1,2018,641,787,44.9
91,Udinese,it Serie A,27,38.0,72,,0,531,392,60,711,459,415,5,6,5,1934,539,577,48.3
92,Valencia,es La Liga,25,38.0,107,5.0,4,518,548,83,605,459,492,7,5,0,2023,534,460,53.7
93,Villarreal,es La Liga,32,38.0,117,6.0,4,598,458,111,517,427,466,5,8,0,2021,553,533,50.9
94,Watford,eng Premier League,29,38.0,65,,1,441,381,74,713,467,432,6,6,1,2105,841,883,48.8
95,Werder Bremen,de Bundesliga,25,34.0,55,,0,522,443,69,655,421,435,0,4,2,1368,636,617,50.8
96,West Brom,eng Premier League,24,38.0,73,,0,440,345,79,784,470,385,0,1,2,2094,785,784,50.0
97,West Ham,eng Premier League,27,38.0,75,,1,379,450,97,733,482,410,4,6,1,2017,743,771,49.1
98,Wolfsburg,de Bundesliga,29,34.0,65,,5,444,499,57,556,403,430,6,9,2,1300,601,591,50.4
