Rk,Squad,Comp,#_Pl,Age,Playing_Time_MP,Playing_Time_Min,Playing_Time_Mn/MP,Playing_Time_Min%,Playing_Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team_Success_PPM,Team_Success_onG,Team_Success_onGA,Team_Success_+/-,Team_Success_+/-90,Team_Success_xG_onxG,Team_Success_xG_onxGA,Team_Success_xG_xG+/-,Team_Success_xG_xG+/-90
28,Eint Frankfurt,de Bundesliga,28,26.4,34,3060,90,100,34.0,374,,,101,0,137,1.44,45,45,0,0.0,42.2,41.7,0.5,0.01
29,Espanyol,es La Liga,25,26.8,38,3420,90,100,38.0,418,84.0,312.0,105,25,161,1.29,36,42,-6,-0.16,41.1,52.3,-11.1,-0.29
30,Everton,eng Premier League,30,26.7,38,3420,90,100,38.0,418,,,114,0,152,1.29,44,58,-14,-0.37,40.5,52.4,-11.9,-0.31
31,Fiorentina,it Serie A,27,25.0,38,3420,90,100,38.0,418,,,111,0,325,1.5,54,46,8,0.21,54.5,40.8,13.7,0.36
32,Freiburg,de Bundesliga,29,24.8,34,3060,90,100,34.0,374,,,96,0,142,1.06,32,56,-24,-0.71,39.6,46.1,-6.6,-0.19
33,Genoa,it Serie A,33,27.9,38,3420,90,100,38.0,418,,,113,0,329,1.08,33,43,-10,-0.26,43.5,42.6,0.9,0.02
34,Getafe,es La Liga,32,28.2,38,3420,90,100,38.0,418,84.0,300.0,113,19,153,1.45,42,33,9,0.24,48.2,39.7,8.5,0.22
35,Girona,es La Liga,25,26.3,38,3420,90,100,38.0,418,85.0,312.0,106,19,159,1.34,50,59,-9,-0.24,50.6,50.4,0.2,0.01
36,Gladbach,de Bundesliga,27,25.7,34,3060,90,100,34.0,374,,,97,0,140,1.38,47,52,-5,-0.15,51.1,52.0,-0.8,-0.02
37,Guingamp,fr Ligue 1,23,27.2,38,3420,90,100,38.0,418,84.0,304.0,113,20,153,1.24,48,59,-11,-0.29,45.5,49.0,-3.5,-0.09
38,Hamburger SV,de Bundesliga,29,25.0,34,3060,90,100,34.0,374,,,97,0,138,0.91,29,53,-24,-0.71,37.7,55.9,-18.2,-0.54
39,Hannover 96,de Bundesliga,26,26.4,34,3060,90,100,34.0,374,,,100,0,136,1.15,44,54,-10,-0.29,44.6,55.6,-11.0,-0.32
40,Hellas Verona,it Serie A,32,25.9,38,3420,90,100,38.0,418,,,113,0,317,0.66,30,78,-48,-1.26,33.0,70.2,-37.1,-0.98
41,Hertha BSC,de Bundesliga,25,26.4,34,3060,90,100,34.0,374,,,95,0,142,1.26,43,46,-3,-0.09,39.2,44.3,-5.1,-0.15
42,Hoffenheim,de Bundesliga,26,25.0,34,3060,90,100,34.0,374,,,102,0,136,1.62,66,48,18,0.53,50.5,47.2,3.3,0.1
43,Huddersfield,eng Premier League,25,26.4,38,3420,90,100,38.0,418,,,112,0,154,0.97,28,58,-30,-0.79,31.3,48.5,-17.2,-0.45
44,Inter,it Serie A,22,27.6,38,3420,90,100,38.0,418,,,110,0,283,1.89,66,30,36,0.95,56.7,37.2,19.6,0.52
45,Juventus,it Serie A,24,29.2,38,3420,90,100,38.0,418,,,111,0,267,2.5,86,24,62,1.63,55.3,27.4,27.9,0.73
46,Köln,de Bundesliga,31,25.3,34,3060,90,100,34.0,374,,,101,0,136,0.65,35,70,-35,-1.03,43.2,67.4,-24.1,-0.71
47,La Coruña,es La Liga,32,28.2,38,3420,90,100,38.0,418,84.0,303.0,113,22,150,0.76,38,76,-38,-1.0,51.6,58.7,-7.1,-0.19
48,Las Palmas,es La Liga,36,27.0,38,3420,90,100,38.0,418,84.0,309.0,106,24,160,0.58,24,74,-50,-1.32,38.5,70.5,-32.0,-0.84
49,Lazio,it Serie A,24,26.5,38,3420,90,100,38.0,418,,,114,0,313,1.89,89,49,40,1.05,63.7,43.9,19.9,0.52
50,Leganés,es La Liga,28,27.8,38,3420,90,100,38.0,418,84.0,304.0,109,23,157,1.13,34,51,-17,-0.45,39.9,47.6,-7.6,-0.2
51,Leicester City,eng Premier League,27,27.2,38,3420,90,100,38.0,418,,,107,0,159,1.24,56,60,-4,-0.11,50.0,48.1,1.9,0.05
52,Levante,es La Liga,33,25.7,38,3420,90,100,38.0,418,83.0,303.0,112,25,151,1.21,44,58,-14,-0.37,44.7,63.6,-18.8,-0.5
53,Leverkusen,de Bundesliga,24,24.0,34,3060,90,100,34.0,374,,,102,0,135,1.62,58,44,14,0.41,57.5,38.9,18.6,0.55
54,Lille,fr Ligue 1,25,22.6,38,3420,90,100,38.0,418,83.0,303.0,109,25,157,1.0,41,67,-26,-0.68,36.4,57.9,-21.5,-0.57
55,Liverpool,eng Premier League,27,25.6,38,3420,90,100,38.0,418,,,111,0,155,1.97,84,38,46,1.21,72.9,33.8,39.1,1.03
56,Lyon,fr Ligue 1,26,24.4,38,3420,90,100,38.0,418,85.0,308.0,108,18,158,2.05,87,43,44,1.16,63.4,40.1,23.3,0.61
57,Mainz 05,de Bundesliga,27,25.3,34,3060,90,100,34.0,374,,,101,0,137,1.06,38,52,-14,-0.41,35.4,47.9,-12.5,-0.37
58,Málaga,es La Liga,37,27.2,38,3420,90,100,38.0,418,83.0,299.0,113,23,152,0.53,24,61,-37,-0.97,38.4,59.4,-21.0,-0.55
59,Manchester City,eng Premier League,25,26.4,38,3420,90,100,38.0,418,,,106,0,158,2.63,106,27,79,2.08,78.6,23.8,54.8,1.44
60,Manchester Utd,eng Premier League,27,26.7,38,3420,90,100,38.0,418,,,111,0,155,2.13,68,28,40,1.05,55.7,40.7,15.0,0.4
61,Marseille,fr Ligue 1,26,27.2,38,3420,90,100,38.0,418,84.0,303.0,113,21,153,2.03,80,47,33,0.87,78.1,41.8,36.3,0.96
62,Metz,fr Ligue 1,36,27.4,38,3420,90,100,38.0,418,84.0,308.0,102,22,157,0.68,34,76,-42,-1.11,40.3,71.3,-31.0,-0.81
63,Milan,it Serie A,24,25.0,38,3420,90,100,38.0,418,,,107,0,334,1.68,56,42,14,0.37,51.2,36.9,14.3,0.38
64,Monaco,fr Ligue 1,32,25.8,38,3420,90,100,38.0,418,84.0,305.0,111,20,155,2.11,85,45,40,1.05,62.3,48.5,13.8,0.36
65,Montpellier,fr Ligue 1,23,26.4,38,3420,90,100,38.0,418,84.0,306.0,110,21,155,1.34,36,33,3,0.08,42.6,39.0,3.6,0.1
66,Nantes,fr Ligue 1,30,25.6,38,3420,90,100,38.0,418,83.0,301.0,111,24,155,1.37,36,41,-5,-0.13,41.8,38.1,3.7,0.1
67,Napoli,it Serie A,23,28.0,38,3420,90,100,38.0,418,,,113,0,308,2.39,77,29,48,1.26,67.1,27.1,40.1,1.05
68,Newcastle Utd,eng Premier League,27,25.6,38,3420,90,100,38.0,418,,,112,0,154,1.16,39,47,-8,-0.21,41.6,52.4,-10.8,-0.28
69,Nice,fr Ligue 1,31,25.0,38,3420,90,100,38.0,418,86.0,319.0,95,15,171,1.42,53,52,1,0.03,49.2,49.5,-0.3,-0.01
70,Paris S-G,fr Ligue 1,28,26.1,38,3420,90,100,38.0,418,85.0,306.0,105,19,161,2.45,108,29,79,2.08,86.1,34.3,51.7,1.36
71,RB Leipzig,de Bundesliga,23,23.4,34,3060,90,100,34.0,374,,,98,0,139,1.56,57,53,4,0.12,51.9,46.7,5.2,0.15
72,Real Madrid,es La Liga,24,27.1,38,3420,90,100,38.0,418,85.0,308.0,105,20,161,2.0,94,44,50,1.32,85.4,43.2,42.2,1.11
73,Real Sociedad,es La Liga,27,25.9,38,3420,90,100,38.0,418,85.0,306.0,108,20,158,1.29,66,59,7,0.18,53.7,50.5,3.1,0.08
74,Rennes,fr Ligue 1,28,24.2,38,3420,90,100,38.0,418,85.0,314.0,101,21,164,1.53,50,44,6,0.16,49.8,49.3,0.5,0.01
75,Roma,it Serie A,27,27.4,38,3420,90,100,38.0,418,,,114,0,305,2.03,61,28,33,0.87,63.4,37.2,26.2,0.69
76,Saint-Étienne,fr Ligue 1,30,26.6,38,3420,90,100,38.0,418,83.0,304.0,107,24,158,1.45,47,50,-3,-0.08,51.0,54.1,-3.1,-0.08
77,Sampdoria,it Serie A,27,27.0,38,3420,90,100,38.0,418,,,110,0,311,1.42,56,60,-4,-0.11,53.5,60.3,-6.8,-0.18
78,Sassuolo,it Serie A,28,27.2,38,3420,90,100,38.0,418,,,113,0,322,1.13,29,59,-30,-0.79,46.3,48.9,-2.6,-0.07
79,Schalke 04,de Bundesliga,24,26.1,34,3060,90,100,34.0,374,,,102,0,136,1.85,53,37,16,0.47,46.7,40.2,6.6,0.19
80,Sevilla,es La Liga,31,27.1,38,3420,90,100,38.0,418,84.0,303.0,114,22,152,1.53,49,58,-9,-0.24,59.5,54.4,5.2,0.14
81,Southampton,eng Premier League,26,26.2,38,3420,90,100,38.0,418,,,113,0,153,0.95,37,56,-19,-0.5,39.9,45.2,-5.3,-0.14
82,SPAL,it Serie A,29,26.7,38,3420,90,100,38.0,418,,,110,0,332,1.0,39,59,-20,-0.53,35.8,57.7,-21.9,-0.58
83,Stoke City,eng Premier League,30,27.5,38,3420,90,100,38.0,418,,,92,0,174,0.87,35,68,-33,-0.87,36.5,62.5,-26.0,-0.69
84,Strasbourg,fr Ligue 1,25,27.2,38,3420,90,100,38.0,418,85.0,304.0,110,18,156,1.0,44,67,-23,-0.61,45.5,58.4,-12.9,-0.34
85,Stuttgart,de Bundesliga,26,25.6,34,3060,90,100,34.0,374,,,100,0,137,1.5,36,36,0,0.0,40.3,43.5,-3.1,-0.09
86,Swansea City,eng Premier League,26,27.2,38,3420,90,100,38.0,418,,,109,0,157,0.87,28,56,-28,-0.74,31.6,58.6,-27.0,-0.71
87,Torino,it Serie A,27,28.1,38,3420,90,100,38.0,418,,,106,0,315,1.42,54,46,8,0.21,46.0,47.0,-1.0,-0.03
88,Tottenham,eng Premier League,25,25.8,38,3420,90,100,38.0,418,,,108,0,157,2.03,74,36,38,1.0,64.7,33.9,30.8,0.81
89,Toulouse,fr Ligue 1,25,23.9,38,3420,90,100,38.0,418,84.0,305.0,110,22,156,0.97,38,54,-16,-0.42,45.5,52.1,-6.6,-0.17
90,Troyes,fr Ligue 1,25,26.7,38,3420,90,100,38.0,418,83.0,298.0,114,23,152,0.87,32,59,-27,-0.71,38.0,52.0,-14.0,-0.37
91,Udinese,it Serie A,27,26.5,38,3420,90,100,38.0,418,,,113,0,319,1.05,48,63,-15,-0.39,43.2,49.3,-6.1,-0.16
92,Valencia,es La Liga,25,24.8,38,3420,90,100,38.0,418,85.0,306.0,107,18,159,1.92,65,38,27,0.71,56.0,48.3,7.7,0.2
93,Villarreal,es La Liga,32,26.6,38,3420,90,100,38.0,418,84.0,299.0,112,22,153,1.61,57,50,7,0.18,53.3,53.4,-0.1,0.0
94,Watford,eng Premier League,29,27.9,38,3420,90,100,38.0,418,,,111,0,155,1.08,44,64,-20,-0.53,45.0,51.8,-6.8,-0.18
95,Werder Bremen,de Bundesliga,25,26.3,34,3060,90,100,34.0,374,,,97,0,140,1.24,37,40,-3,-0.09,38.9,45.1,-6.2,-0.18
96,West Brom,eng Premier League,24,29.1,38,3420,90,100,38.0,418,,,108,0,157,0.82,31,56,-25,-0.66,36.5,47.9,-11.4,-0.3
97,West Ham,eng Premier League,27,28.0,38,3420,90,100,38.0,418,,,97,0,167,1.11,48,68,-20,-0.53,36.7,55.1,-18.4,-0.48
98,Wolfsburg,de Bundesliga,29,25.1,34,3060,90,100,34.0,374,,,91,0,147,0.97,36,48,-12,-0.35,34.2,52.0,-17.8,-0.52
