Rk,Squad,Comp,#_Pl,Playing_Time_MP,Playing_Time_Starts,Playing_Time_Min,90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty_Kicks_PKatt,Penalty_Kicks_PKA,Penalty_Kicks_PKsv,Penalty_Kicks_PKm,Penalty_Kicks_Save%
44,Köln,de Bundesliga,1,34,34,3060,34.0,60,1.76,168,108,66.1,5,12,17,4,11.8,3,3,0,0,0.0
45,Las Palmas,es La Liga,2,38,38,3416,38.0,47,1.24,156,109,73.1,10,10,18,8,21.1,9,5,3,1,37.5
46,Lazio,it Serie A,2,38,38,3420,38.0,39,1.03,148,109,75.0,18,7,13,13,34.2,3,2,0,1,0.0
47,Le Havre,fr Ligue 1,2,34,34,3060,34.0,45,1.32,158,114,72.8,7,11,16,7,20.6,4,2,1,1,33.3
48,Lecce,it Serie A,1,38,38,3420,38.0,54,1.42,173,119,71.7,8,14,16,7,18.4,6,5,1,0,16.7
49,Lens,fr Ligue 1,2,34,34,3060,34.0,37,1.09,138,101,77.5,14,9,11,14,41.2,8,6,1,1,14.3
50,Leverkusen,de Bundesliga,2,34,34,3060,34.0,24,0.71,105,81,77.1,28,6,0,16,47.1,0,0,0,0,
51,Lille,fr Ligue 1,2,34,34,3060,34.0,34,1.0,128,94,75.8,16,11,7,15,44.1,5,3,2,0,40.0
52,Liverpool,eng Premier League,2,38,38,3420,38.0,41,1.08,147,108,72.8,24,10,4,10,26.3,1,1,0,0,0.0
53,Lorient,fr Ligue 1,1,34,34,3060,34.0,66,1.94,207,142,72.0,7,8,19,4,11.8,8,8,0,0,0.0
54,Luton Town,eng Premier League,2,38,38,3420,38.0,85,2.24,223,142,63.7,6,8,24,2,5.3,4,4,0,0,0.0
55,Lyon,fr Ligue 1,2,34,34,3060,34.0,55,1.62,169,114,69.8,16,5,13,10,29.4,6,4,1,1,20.0
56,Mainz 05,de Bundesliga,2,34,34,3060,34.0,51,1.5,145,95,66.9,7,14,13,8,23.5,4,3,0,1,0.0
57,Mallorca,es La Liga,3,38,38,3420,38.0,44,1.16,148,104,73.0,8,16,14,10,26.3,5,4,1,0,20.0
58,Manchester City,eng Premier League,2,38,38,3420,38.0,34,0.89,109,76,71.6,28,7,3,13,34.2,3,3,0,0,0.0
59,Manchester Utd,eng Premier League,1,38,38,3420,38.0,58,1.53,203,146,74.9,18,6,14,9,23.7,7,7,0,0,0.0
60,Marseille,fr Ligue 1,2,34,34,3060,34.0,41,1.21,130,90,70.8,13,11,10,7,20.6,3,3,0,0,0.0
61,Metz,fr Ligue 1,2,34,34,3060,34.0,58,1.71,188,130,72.3,8,5,21,6,17.6,6,6,0,0,0.0
62,Milan,it Serie A,4,38,38,3419,38.0,49,1.29,163,115,74.8,22,9,7,13,34.2,8,8,0,0,0.0
63,Monaco,fr Ligue 1,2,34,34,3060,34.0,42,1.24,151,110,75.5,20,7,7,12,35.3,6,5,1,0,16.7
64,Montpellier,fr Ligue 1,2,34,34,3060,34.0,48,1.41,171,125,74.3,10,12,12,10,29.4,5,4,1,0,20.0
65,Monza,it Serie A,2,38,38,3420,38.0,51,1.34,191,138,77.0,11,12,15,12,31.6,9,7,2,0,22.2
66,Nantes,fr Ligue 1,3,34,34,3060,34.0,55,1.62,156,101,70.5,9,6,19,8,23.5,10,9,0,1,0.0
67,Napoli,it Serie A,3,38,38,3420,38.0,48,1.26,128,78,64.1,13,14,11,7,18.4,4,2,2,0,50.0
68,Newcastle Utd,eng Premier League,3,38,38,3420,38.0,62,1.63,195,133,70.3,18,6,14,10,26.3,5,4,1,0,20.0
69,Nice,fr Ligue 1,1,34,34,3060,34.0,29,0.85,105,74,77.1,15,10,9,17,50.0,8,5,3,0,37.5
70,Nott'ham Forest,eng Premier League,3,38,38,3420,38.0,67,1.76,163,98,61.3,9,9,20,4,10.5,4,4,0,0,0.0
71,Osasuna,es La Liga,2,38,38,3420,38.0,56,1.47,152,95,63.8,12,9,17,10,26.3,2,1,1,0,50.0
72,Paris S-G,fr Ligue 1,3,34,34,3058,34.0,33,0.97,147,113,80.3,22,10,2,12,35.3,5,4,1,0,20.0
73,Rayo Vallecano,es La Liga,2,38,38,3420,38.0,48,1.26,151,104,68.9,8,14,16,13,34.2,2,1,1,0,50.0
74,RB Leipzig,de Bundesliga,2,34,34,3060,34.0,39,1.15,117,79,70.1,19,8,7,10,29.4,5,4,0,1,0.0
75,Real Madrid,es La Liga,3,38,38,3420,38.0,26,0.68,118,93,78.8,29,8,1,21,55.3,1,1,0,0,0.0
76,Real Sociedad,es La Liga,2,38,38,3417,38.0,39,1.03,135,96,75.6,16,12,10,15,39.5,7,6,1,0,14.3
77,Reims,fr Ligue 1,1,34,34,3060,34.0,47,1.38,137,90,70.1,13,8,13,8,23.5,7,6,1,0,14.3
78,Rennes,fr Ligue 1,1,34,34,3060,34.0,46,1.35,147,104,70.7,12,10,12,7,20.6,3,3,0,0,0.0
79,Roma,it Serie A,2,38,38,3420,38.0,46,1.21,151,107,71.5,18,9,11,11,28.9,5,3,1,1,25.0
80,Salernitana,it Serie A,3,38,38,3420,38.0,81,2.13,207,128,65.7,2,11,25,2,5.3,10,10,0,0,0.0
81,Sassuolo,it Serie A,2,38,38,3420,38.0,75,1.97,173,101,61.3,7,9,22,3,7.9,11,8,1,2,11.1
82,Sevilla,es La Liga,3,38,38,3420,38.0,54,1.42,175,123,72.0,10,11,17,8,21.1,5,5,0,0,0.0
83,Sheffield Utd,eng Premier League,2,38,38,3420,38.0,104,2.74,263,166,62.4,3,7,28,1,2.6,7,5,0,2,0.0
84,Strasbourg,fr Ligue 1,2,34,34,3060,34.0,50,1.47,125,77,63.2,10,9,15,5,14.7,5,4,1,0,20.0
85,Stuttgart,de Bundesliga,2,34,34,3060,34.0,39,1.15,129,93,72.1,23,4,7,12,35.3,3,3,0,0,0.0
86,Torino,it Serie A,2,38,38,3420,38.0,36,0.95,143,107,79.7,13,14,11,18,47.4,7,7,0,0,0.0
87,Tottenham,eng Premier League,1,38,38,3420,38.0,61,1.61,167,109,67.7,20,6,12,7,18.4,7,7,0,0,0.0
88,Toulouse,fr Ligue 1,1,34,34,3060,34.0,46,1.35,139,93,69.8,11,10,13,6,17.6,4,4,0,0,0.0
89,Udinese,it Serie A,2,38,38,3420,38.0,53,1.39,157,105,72.0,6,19,13,9,23.7,9,9,0,0,0.0
90,Union Berlin,de Bundesliga,2,34,34,3060,34.0,58,1.71,168,109,68.5,9,6,19,7,20.6,7,5,2,0,28.6
91,Valencia,es La Liga,3,38,38,3420,38.0,45,1.18,160,114,73.8,13,10,15,13,34.2,6,3,3,0,50.0
92,Villarreal,es La Liga,2,38,38,3420,38.0,65,1.71,214,150,72.4,14,11,13,6,15.8,6,6,0,0,0.0
93,Werder Bremen,de Bundesliga,2,34,34,3060,34.0,54,1.59,166,113,71.1,11,9,14,7,20.6,6,6,0,0,0.0
94,West Ham,eng Premier League,2,38,38,3420,38.0,74,1.95,241,169,72.6,14,10,14,5,13.2,10,8,2,0,20.0
95,Wolfsburg,de Bundesliga,2,34,34,3060,34.0,56,1.65,151,98,64.2,10,7,17,6,17.6,3,2,0,1,0.0
96,Wolves,eng Premier League,2,38,38,3420,38.0,65,1.71,203,139,71.9,13,7,18,5,13.2,8,8,0,0,0.0
