Rk,Squad,Comp,#_Pl,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial_Duels_Won,Aerial_Duels_Lost,Aerial_Duels_Won%
46,Lazio,it Serie A,22,38.0,101,5,2,473,435,72,624,295,348,3,3,0,1764,399,453,46.8
47,Le Havre,fr Ligue 1,27,34.0,67,6,3,433,368,52,544,363,332,7,4,2,1638,485,482,50.2
48,Lecce,it Serie A,26,38.0,89,5,2,504,481,56,650,308,374,4,6,1,1779,548,616,47.1
49,Lens,fr Ligue 1,27,34.0,78,4,1,445,424,75,736,298,339,5,8,1,1775,451,388,53.8
50,Leverkusen,de Bundesliga,24,34.0,59,0,0,305,342,73,586,224,277,7,0,0,1847,363,316,53.5
51,Lille,fr Ligue 1,28,34.0,67,3,1,376,489,46,533,292,370,3,5,2,1642,355,346,50.6
52,Liverpool,eng Premier League,30,38.0,69,5,2,463,376,100,817,292,418,8,1,2,2034,583,441,56.9
53,Lorient,fr Ligue 1,38,34.0,66,1,0,403,416,56,565,337,326,1,8,1,1684,410,394,51.0
54,Luton Town,eng Premier League,28,38.0,71,0,0,443,448,67,841,325,368,2,4,4,1868,635,631,50.2
55,Lyon,fr Ligue 1,35,34.0,57,6,1,425,367,52,560,304,331,4,6,1,1715,396,367,51.9
56,Mainz 05,de Bundesliga,30,34.0,99,3,1,473,410,59,633,346,328,4,4,1,1786,665,761,46.6
57,Mallorca,es La Liga,25,38.0,105,4,2,567,412,104,763,365,388,2,5,1,1816,773,686,53.0
58,Manchester City,eng Premier League,25,38.0,53,2,1,289,410,42,700,233,305,8,3,1,1734,325,288,53.0
59,Manchester Utd,eng Premier League,31,38.0,83,1,1,401,340,91,594,313,409,6,7,1,1851,436,450,49.2
60,Marseille,fr Ligue 1,33,34.0,61,5,2,374,426,69,713,332,371,4,3,1,1753,372,365,50.5
61,Metz,fr Ligue 1,30,34.0,54,3,0,419,374,45,563,348,334,5,6,0,1574,390,534,42.2
62,Milan,it Serie A,35,38.0,82,8,2,429,410,57,660,252,333,6,8,1,1616,432,410,51.3
63,Monaco,fr Ligue 1,30,34.0,79,8,4,481,400,73,517,394,412,5,6,2,1949,402,394,50.5
64,Montpellier,fr Ligue 1,31,34.0,68,4,0,432,447,55,601,308,379,4,5,3,1784,426,449,48.7
65,Monza,it Serie A,31,38.0,88,5,4,458,408,40,584,279,334,2,9,0,1468,442,462,48.9
66,Nantes,fr Ligue 1,35,34.0,67,3,0,448,375,51,627,332,352,5,10,0,1621,387,424,47.7
67,Napoli,it Serie A,29,38.0,77,5,3,381,451,71,737,241,326,8,4,0,1707,470,483,49.3
68,Newcastle Utd,eng Premier League,32,38.0,79,1,1,386,469,59,648,285,391,9,5,1,1836,453,418,52.0
69,Nice,fr Ligue 1,27,34.0,62,4,0,402,373,52,605,292,308,7,8,1,1707,374,360,51.0
70,Nott'ham Forest,eng Premier League,33,38.0,82,3,2,428,371,77,595,331,430,1,4,2,1807,584,557,51.2
71,Osasuna,es La Liga,29,38.0,78,5,1,518,392,68,813,263,311,4,2,0,1802,750,655,53.4
72,Paris S-G,fr Ligue 1,29,34.0,51,3,1,353,362,53,513,268,360,9,5,0,1761,275,267,50.7
73,Rayo Vallecano,es La Liga,26,38.0,108,5,3,563,518,96,688,308,372,3,2,2,1908,506,578,46.7
74,RB Leipzig,de Bundesliga,26,34.0,61,1,1,354,388,67,608,240,317,7,5,1,1743,426,394,52.0
75,Real Madrid,es La Liga,27,38.0,69,4,1,368,523,79,618,296,368,3,1,1,1766,329,272,54.7
76,Real Sociedad,es La Liga,31,38.0,98,2,0,604,442,92,672,253,405,1,7,1,1816,759,714,51.5
77,Reims,fr Ligue 1,29,34.0,70,3,2,444,324,84,618,342,392,4,7,1,1825,395,390,50.3
78,Rennes,fr Ligue 1,29,34.0,66,4,0,424,438,36,554,328,311,10,3,3,1669,386,424,47.7
79,Roma,it Serie A,30,38.0,95,3,1,455,430,66,654,242,336,7,5,3,1602,478,443,51.9
80,Salernitana,it Serie A,39,38.0,91,3,1,450,470,61,596,279,327,1,10,2,1634,520,662,44.0
81,Sassuolo,it Serie A,30,38.0,71,4,2,387,398,26,661,267,310,6,11,4,1600,452,607,42.7
82,Sevilla,es La Liga,35,38.0,108,4,0,477,443,77,934,313,463,1,5,2,1901,610,525,53.7
83,Sheffield Utd,eng Premier League,35,38.0,101,5,3,423,318,64,428,348,405,3,7,7,1637,586,694,45.8
84,Strasbourg,fr Ligue 1,30,34.0,59,2,1,462,413,35,554,347,383,4,5,3,1568,374,413,47.5
85,Stuttgart,de Bundesliga,27,34.0,56,1,1,329,373,50,537,269,316,7,3,3,1754,430,429,50.1
86,Torino,it Serie A,30,38.0,75,2,1,471,419,63,761,329,275,2,7,0,1679,588,594,49.7
87,Tottenham,eng Premier League,29,38.0,92,4,2,425,510,83,710,355,451,2,7,3,1907,359,388,48.1
88,Toulouse,fr Ligue 1,26,34.0,77,1,1,501,448,50,526,294,358,9,4,0,1759,472,421,52.9
89,Udinese,it Serie A,32,38.0,94,5,3,496,418,57,556,327,381,4,9,1,1752,561,467,54.6
90,Union Berlin,de Bundesliga,30,34.0,67,7,3,402,339,61,662,305,352,3,7,1,1705,620,619,50.0
91,Valencia,es La Liga,29,38.0,64,5,2,481,475,69,593,324,379,7,6,2,1863,485,628,43.6
92,Villarreal,es La Liga,32,38.0,110,8,4,488,462,92,592,304,348,5,6,1,1697,474,357,57.0
93,Werder Bremen,de Bundesliga,30,34.0,73,2,0,396,396,70,543,284,351,5,6,1,1758,508,575,46.9
94,West Ham,eng Premier League,26,38.0,82,3,3,390,392,71,661,361,426,4,10,4,1817,576,570,50.3
95,Wolfsburg,de Bundesliga,28,34.0,86,5,2,415,412,41,593,268,303,3,3,3,1580,512,467,52.3
96,Wolves,eng Premier League,27,38.0,102,4,2,476,405,78,578,284,430,4,8,1,1885,441,491,47.3
