Rk,Squad,Comp,#_Pl,Age,Playing_Time_MP,Playing_Time_Min,Playing_Time_Mn/MP,Playing_Time_Min%,Playing_Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team_Success_PPM,Team_Success_onG,Team_Success_onGA,Team_Success_+/-,Team_Success_+/-90,Team_Success_xG_onxG,Team_Success_xG_onxGA,Team_Success_xG_xG+/-,Team_Success_xG_xG+/-90
15,Brentford,eng Premier League,28,26.6,38,3420,90,100,38.0,418,83,247,170,16,172,1.03,56,65,-9,-0.24,58.2,56.0,2.2,0.06
16,Brest,fr Ligue 1,25,27.0,34,3060,90,100,34.0,374,83,216,155,17,145,1.79,53,34,19,0.56,48.3,39.2,9.1,0.27
17,Brighton,eng Premier League,30,25.9,38,3420,90,100,38.0,418,80,239,176,23,166,1.26,55,62,-7,-0.18,56.8,55.4,1.4,0.04
18,Burnley,eng Premier League,31,24.5,38,3420,90,100,38.0,418,82,255,162,19,180,0.63,41,78,-37,-0.97,40.6,70.4,-29.7,-0.78
19,Cádiz,es La Liga,34,28.5,38,3420,90,100,38.0,418,80,227,186,21,257,0.87,26,55,-29,-0.76,36.0,52.3,-16.3,-0.43
20,Cagliari,it Serie A,29,26.1,38,3420,90,100,38.0,418,80,232,184,23,311,0.95,42,68,-26,-0.68,42.9,54.5,-11.6,-0.3
21,Celta Vigo,es La Liga,31,26.7,38,3420,90,100,38.0,418,82,249,167,19,277,1.08,46,57,-11,-0.29,50.7,54.6,-3.8,-0.1
22,Chelsea,eng Premier League,32,24.2,38,3420,90,100,38.0,418,84,267,148,17,193,1.66,77,63,14,0.37,74.5,58.1,16.4,0.43
23,Clermont Foot,fr Ligue 1,31,26.8,34,3060,90,100,34.0,374,82,213,156,17,150,0.74,26,60,-34,-1.0,36.0,63.7,-27.6,-0.81
24,Crystal Palace,eng Premier League,26,26.7,38,3420,90,100,38.0,418,85,292,126,16,214,1.29,57,58,-1,-0.03,48.6,52.0,-3.4,-0.09
25,Darmstadt 98,de Bundesliga,32,27.1,34,3060,90,100,34.0,374,80,207,163,22,141,0.5,30,86,-56,-1.65,32.3,73.1,-40.8,-1.2
26,Dortmund,de Bundesliga,32,26.8,34,3060,90,100,34.0,374,80,218,153,23,153,1.85,68,43,25,0.74,63.5,52.0,11.5,0.34
27,Eint Frankfurt,de Bundesliga,34,25.3,34,3060,90,100,34.0,374,82,206,164,18,142,1.38,51,50,1,0.03,46.2,52.1,-5.9,-0.17
28,Empoli,it Serie A,34,26.0,38,3420,90,100,38.0,418,80,235,184,23,266,0.95,29,54,-25,-0.66,36.2,52.9,-16.7,-0.44
29,Everton,eng Premier League,26,27.1,38,3420,90,100,38.0,418,85,299,121,19,218,1.26,40,51,-11,-0.29,54.0,55.2,-1.2,-0.03
30,Fiorentina,it Serie A,30,27.0,38,3420,90,100,38.0,418,81,234,184,21,336,1.58,61,46,15,0.39,51.7,48.2,3.6,0.09
31,Freiburg,de Bundesliga,25,27.0,34,3060,90,100,34.0,374,83,226,144,17,139,1.24,45,58,-13,-0.38,49.4,50.5,-1.1,-0.03
32,Frosinone,it Serie A,34,24.3,38,3420,90,100,38.0,418,82,242,177,18,312,0.92,44,69,-25,-0.66,45.8,57.7,-12.0,-0.32
33,Fulham,eng Premier League,25,28.4,38,3420,90,100,38.0,418,82,244,170,18,171,1.24,55,61,-6,-0.16,50.8,62.9,-12.1,-0.32
34,Genoa,it Serie A,34,26.7,38,3420,90,100,38.0,418,83,256,160,19,279,1.29,45,45,0,0.0,35.7,42.8,-7.1,-0.19
35,Getafe,es La Liga,33,27.3,38,3420,90,100,38.0,418,80,241,171,22,195,1.13,42,54,-12,-0.32,45.7,53.8,-8.1,-0.21
36,Girona,es La Liga,25,26.1,38,3420,90,100,38.0,418,83,251,167,19,221,2.13,85,46,39,1.03,70.8,54.3,16.5,0.43
37,Gladbach,de Bundesliga,27,25.4,34,3060,90,100,34.0,374,82,207,167,18,138,1.0,56,67,-11,-0.32,46.5,54.2,-7.8,-0.23
38,Granada,es La Liga,40,26.7,38,3420,90,100,38.0,418,82,236,180,19,244,0.55,38,79,-41,-1.08,42.6,64.2,-21.6,-0.57
39,Heidenheim,de Bundesliga,22,26.7,34,3060,90,100,34.0,374,82,219,156,18,149,1.24,50,55,-5,-0.15,39.4,61.8,-22.5,-0.66
40,Hellas Verona,it Serie A,36,25.7,38,3420,90,100,38.0,418,81,236,179,21,312,1.0,38,51,-13,-0.34,38.0,48.7,-10.7,-0.28
41,Hoffenheim,de Bundesliga,30,27.7,34,3060,90,100,34.0,374,81,217,153,20,151,1.35,66,66,0,0.0,53.6,60.8,-7.2,-0.21
42,Inter,it Serie A,27,29.1,38,3420,90,100,38.0,418,81,229,190,20,289,2.47,89,22,67,1.76,78.2,31.2,47.1,1.24
43,Juventus,it Serie A,31,26.5,38,3420,90,100,38.0,418,81,244,173,20,261,1.87,54,31,23,0.61,54.6,30.1,24.6,0.65
44,Köln,de Bundesliga,26,25.4,34,3060,90,100,34.0,374,81,212,160,20,145,0.79,28,60,-32,-0.94,39.3,64.6,-25.3,-0.74
45,Las Palmas,es La Liga,29,25.6,38,3420,90,100,38.0,418,81,238,177,20,266,1.05,33,47,-14,-0.37,33.2,56.6,-23.5,-0.62
46,Lazio,it Serie A,22,28.2,38,3420,90,100,38.0,418,79,232,183,24,253,1.61,49,39,10,0.26,46.5,42.0,4.5,0.12
47,Le Havre,fr Ligue 1,27,26.2,34,3060,90,100,34.0,374,82,207,163,17,143,0.94,34,45,-11,-0.32,37.3,50.6,-13.3,-0.39
48,Lecce,it Serie A,26,24.9,38,3420,90,100,38.0,418,80,234,180,22,295,1.0,32,54,-22,-0.58,43.1,53.3,-10.2,-0.27
49,Lens,fr Ligue 1,27,26.7,34,3060,90,100,34.0,374,81,209,163,19,142,1.5,45,37,8,0.24,54.1,46.7,7.4,0.22
50,Leverkusen,de Bundesliga,24,26.2,34,3060,90,100,34.0,374,85,232,142,14,164,2.65,89,24,65,1.91,73.6,29.9,43.7,1.29
51,Lille,fr Ligue 1,28,25.1,34,3060,90,100,34.0,374,85,244,130,15,175,1.74,52,34,18,0.53,48.6,36.5,12.2,0.36
52,Liverpool,eng Premier League,30,26.3,38,3420,90,100,38.0,418,82,248,166,20,176,2.16,86,41,45,1.18,87.8,45.7,42.0,1.11
53,Lorient,fr Ligue 1,38,24.7,34,3060,90,100,34.0,374,81,226,148,22,158,0.85,43,66,-23,-0.68,37.1,54.5,-17.3,-0.51
54,Luton Town,eng Premier League,28,26.7,38,3420,90,100,38.0,418,82,260,158,20,184,0.68,52,85,-33,-0.87,42.4,78.0,-35.5,-0.94
55,Lyon,fr Ligue 1,35,26.6,34,3060,90,100,34.0,374,81,226,142,22,163,1.56,49,55,-6,-0.18,49.8,52.4,-2.5,-0.07
56,Mainz 05,de Bundesliga,30,26.7,34,3060,90,100,34.0,374,83,224,148,18,148,1.03,39,51,-12,-0.35,44.6,44.5,0.2,0.01
57,Mallorca,es La Liga,25,28.7,38,3420,90,100,38.0,418,80,230,186,22,263,1.05,33,44,-11,-0.29,40.5,42.9,-2.5,-0.06
58,Manchester City,eng Premier League,25,26.6,38,3420,90,100,38.0,418,85,301,115,19,221,2.39,96,34,62,1.63,80.5,35.6,44.9,1.18
59,Manchester Utd,eng Premier League,31,26.1,38,3420,90,100,38.0,418,84,266,153,17,189,1.58,57,58,-1,-0.03,56.5,68.9,-12.5,-0.33
60,Marseille,fr Ligue 1,33,27.3,34,3060,90,100,34.0,374,82,233,137,20,169,1.47,52,41,11,0.32,54.9,35.4,19.5,0.57
61,Metz,fr Ligue 1,30,26.5,34,3060,90,100,34.0,374,83,233,138,19,168,0.85,35,58,-23,-0.68,34.2,54.5,-20.3,-0.6
62,Milan,it Serie A,35,26.6,38,3420,90,100,38.0,418,80,236,176,22,264,1.97,76,49,27,0.71,66.2,45.4,20.8,0.55
63,Monaco,fr Ligue 1,30,25.0,34,3060,90,100,34.0,374,84,242,125,16,181,1.97,68,42,26,0.76,55.0,43.5,11.5,0.34
64,Montpellier,fr Ligue 1,31,26.1,34,3060,90,100,34.0,374,82,230,140,20,163,1.24,43,48,-5,-0.15,46.0,50.9,-4.8,-0.14
65,Monza,it Serie A,31,26.8,38,3420,90,100,38.0,418,79,226,189,24,336,1.18,39,51,-12,-0.32,39.5,56.3,-16.8,-0.44
66,Nantes,fr Ligue 1,35,26.8,34,3060,90,100,34.0,374,81,217,154,20,150,0.97,30,55,-25,-0.74,37.6,53.0,-15.5,-0.45
67,Napoli,it Serie A,29,27.2,38,3420,90,100,38.0,418,82,244,171,19,264,1.39,55,48,7,0.18,61.4,38.4,23.0,0.61
68,Newcastle Utd,eng Premier League,32,27.2,38,3420,90,100,38.0,418,83,272,149,19,193,1.58,85,62,23,0.61,76.0,61.4,14.6,0.38
69,Nice,fr Ligue 1,27,25.8,34,3060,90,100,34.0,374,82,211,160,19,144,1.62,40,29,11,0.32,49.9,35.5,14.4,0.42
70,Nott'ham Forest,eng Premier League,33,25.7,38,3420,90,100,38.0,418,83,257,158,18,182,0.95,49,67,-18,-0.47,49.9,53.3,-3.4,-0.09
71,Osasuna,es La Liga,29,27.7,38,3420,90,100,38.0,418,82,233,182,19,211,1.18,45,56,-11,-0.29,40.5,49.9,-9.4,-0.25
72,Paris S-G,fr Ligue 1,29,24.7,34,3060,90,100,34.0,374,81,230,141,23,165,2.24,81,33,48,1.41,68.8,40.0,28.8,0.85
73,Rayo Vallecano,es La Liga,26,29.4,38,3420,90,100,38.0,418,81,229,186,21,255,1.0,29,48,-19,-0.5,42.3,44.6,-2.3,-0.06
74,RB Leipzig,de Bundesliga,26,25.6,34,3060,90,100,34.0,374,83,210,165,16,139,1.91,77,39,38,1.12,65.6,40.1,25.5,0.75
75,Real Madrid,es La Liga,27,27.4,38,3420,90,100,38.0,418,83,251,164,18,192,2.5,87,26,61,1.61,68.8,35.4,33.4,0.88
76,Real Sociedad,es La Liga,31,25.8,38,3420,90,100,38.0,418,80,241,178,23,271,1.58,51,39,12,0.32,44.9,41.3,3.6,0.1
77,Reims,fr Ligue 1,29,25.9,34,3060,90,100,34.0,374,82,217,155,18,151,1.38,42,47,-5,-0.15,44.5,46.4,-1.9,-0.06
78,Rennes,fr Ligue 1,29,25.2,34,3060,90,100,34.0,374,81,212,160,19,145,1.35,53,46,7,0.21,53.1,41.2,11.8,0.35
79,Roma,it Serie A,30,27.7,38,3420,90,100,38.0,418,81,248,171,22,290,1.66,65,46,19,0.5,51.4,41.8,9.6,0.25
80,Salernitana,it Serie A,39,27.2,38,3420,90,100,38.0,418,80,237,180,24,281,0.45,32,81,-49,-1.29,30.3,74.4,-44.1,-1.16
81,Sassuolo,it Serie A,30,26.4,38,3420,90,100,38.0,418,81,237,177,20,284,0.79,43,75,-32,-0.84,39.8,61.6,-21.8,-0.57
82,Sevilla,es La Liga,35,28.6,38,3420,90,100,38.0,418,82,248,168,20,274,1.08,48,54,-6,-0.16,44.9,55.9,-11.0,-0.29
83,Sheffield Utd,eng Premier League,35,25.7,38,3420,90,100,38.0,418,81,263,152,23,188,0.42,35,104,-69,-1.82,38.3,76.6,-38.3,-1.01
84,Strasbourg,fr Ligue 1,30,24.1,34,3060,90,100,34.0,374,83,233,141,20,165,1.15,38,50,-12,-0.35,41.9,45.5,-3.5,-0.1
85,Stuttgart,de Bundesliga,27,25.0,34,3060,90,100,34.0,374,83,216,157,16,148,2.15,78,39,39,1.15,70.9,38.1,32.7,0.96
86,Torino,it Serie A,30,26.4,38,3420,90,100,38.0,418,82,257,160,19,274,1.39,36,36,0,0.0,37.7,37.4,0.3,0.01
87,Tottenham,eng Premier League,29,25.2,38,3420,90,100,38.0,418,82,244,170,19,170,1.74,74,61,13,0.34,68.2,63.4,4.8,0.13
88,Toulouse,fr Ligue 1,26,23.8,34,3060,90,100,34.0,374,82,219,154,20,152,1.26,42,46,-4,-0.12,40.3,48.1,-7.8,-0.23
89,Udinese,it Serie A,32,25.7,38,3420,90,100,38.0,418,82,248,170,20,330,0.97,37,53,-16,-0.42,39.1,49.1,-10.0,-0.26
90,Union Berlin,de Bundesliga,30,28.1,34,3060,90,100,34.0,374,79,201,167,22,136,0.97,33,58,-25,-0.74,40.1,50.5,-10.4,-0.31
91,Valencia,es La Liga,29,23.8,38,3420,90,100,38.0,418,81,237,179,20,229,1.29,40,45,-5,-0.13,43.1,47.6,-4.5,-0.12
92,Villarreal,es La Liga,32,27.9,38,3420,90,100,38.0,418,80,235,178,22,186,1.39,65,65,0,0.0,55.6,58.7,-3.2,-0.08
93,Werder Bremen,de Bundesliga,30,27.0,34,3060,90,100,34.0,374,84,219,153,15,142,1.24,48,54,-6,-0.18,46.9,56.5,-9.6,-0.28
94,West Ham,eng Premier League,26,28.3,38,3420,90,100,38.0,418,85,307,109,17,233,1.37,60,74,-14,-0.37,52.3,71.1,-18.8,-0.49
95,Wolfsburg,de Bundesliga,28,25.6,34,3060,90,100,34.0,374,82,215,155,19,149,1.09,41,56,-15,-0.44,39.2,44.7,-5.5,-0.16
96,Wolves,eng Premier League,27,26.6,38,3420,90,100,38.0,418,83,268,146,20,196,1.21,50,65,-15,-0.39,46.7,67.7,-21.0,-0.55
