Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
60,Diego Benaglio,ch SUI,GK,fr Monaco,34,1983,4.5,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
61,Medhi Benatia,ma MAR,DF,it Juventus,31,1987,1.0,2,2,2,0,0,1,1,100.0,0,0,0,0,2,4,2,0,Matches
62,Loris Benito,ch SUI,DF,ch Young Boys,26,1992,6.0,11,7,4,2,5,0,4,0.0,4,8,1,7,7,18,23,0,Matches
63,Nabil Bentaleb,dz ALG,MF,de Schalke 04,23,1994,4.7,18,8,8,9,1,5,13,38.5,8,4,2,2,5,23,8,0,Matches
64,Rodrigo Bentancur,uy URU,MF,it Juventus,21,1997,6.1,15,11,8,6,1,2,9,22.2,7,10,2,8,9,24,7,1,Matches
65,Karim Benzema,fr FRA,FW,es Real Madrid,30,1987,6.5,2,2,0,1,1,0,1,0.0,1,1,0,1,2,4,8,0,Matches
66,Steve von Bergen,ch SUI,DF,ch Young Boys,35,1983,4.5,7,7,2,4,1,2,3,66.7,1,4,3,1,10,17,17,0,Matches
67,Steven Bergwijn,nl NED,FW,nl PSV Eindhoven,20,1997,4.4,4,3,1,2,1,2,5,40.0,3,1,0,1,3,7,2,0,Matches
68,Federico Bernardeschi,it ITA,"MF,FW",it Juventus,24,1994,6.1,4,2,2,1,1,3,3,100.0,0,9,0,9,5,9,6,0,Matches
69,Juan Bernat,es ESP,DF,fr Paris S-G,25,1993,7.5,12,8,5,7,0,3,8,37.5,5,4,1,3,10,22,24,0,Matches
70,Leonardo Bertone,ch SUI,MF,ch Young Boys,24,1994,1.2,1,0,0,1,0,1,3,33.3,2,1,1,0,1,2,6,0,Matches
71,Giulian Biancone,fr FRA,DF,fr Monaco,18,2000,1.9,3,2,3,0,0,2,4,50.0,2,5,1,4,3,6,6,0,Matches
72,Ermin Bičakčić,ba BIH,DF,de Hoffenheim,28,1990,2.8,6,4,6,0,0,5,9,55.6,4,2,2,0,5,11,4,0,Matches
73,Jaka Bijol,si SVN,MF,ru CSKA Moscow,19,1999,3.0,9,6,6,3,0,3,8,37.5,5,3,0,3,4,13,10,0,Matches
74,Kristijan Bistrović,hr CRO,MF,ru CSKA Moscow,20,1998,2.0,1,1,1,0,0,1,5,20.0,4,2,0,2,0,1,3,0,Matches
75,Leonardo Bittencourt,de GER,MF,de Hoffenheim,24,1993,1.6,7,6,3,2,2,3,9,33.3,6,3,0,3,3,10,0,0,Matches
76,Daley Blind,nl NED,"DF,MF",nl Ajax,28,1990,12.0,23,11,12,9,2,9,19,47.4,10,22,10,12,20,43,45,0,Matches
77,Richmond Boakye,gh GHA,FW,rs Red Star,25,1993,2.1,0,0,0,0,0,0,1,0.0,1,2,0,2,1,1,3,0,Matches
78,Jérôme Boateng,de GER,DF,de Bayern Munich,29,1988,5.0,7,5,1,4,2,4,5,80.0,1,4,3,1,10,17,17,0,Matches
79,Serhiy Bolbat,ua UKR,FW,ua Shakhtar,25,1993,1.9,1,1,1,0,0,0,1,0.0,1,0,0,0,2,3,1,0,Matches
80,Leonardo Bonucci,it ITA,DF,it Juventus,31,1987,10.0,7,5,4,2,1,2,5,40.0,3,11,9,2,12,19,27,0,Matches
81,Milan Borjan,ca CAN,GK,rs Red Star,30,1987,6.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,1,Matches
82,Lucas Boyé,ar ARG,"FW,MF",gr AEK Athens,22,1996,1.4,2,1,2,0,0,1,5,20.0,4,1,0,1,2,4,1,0,Matches
83,Yacine Brahimi,dz ALG,"FW,MF",pt Porto,28,1990,6.9,8,6,6,0,2,2,7,28.6,5,5,0,5,6,14,2,0,Matches
84,Joshua Brenet,cw CUW,"DF,FW",de Hoffenheim,24,1994,1.5,4,1,2,2,0,2,5,40.0,3,0,0,0,0,4,4,0,Matches
85,Marcelo Brozović,hr CRO,MF,it Inter,25,1992,5.9,17,7,12,5,0,2,12,16.7,10,10,2,8,9,26,6,0,Matches
86,Jeffrey Bruma,nl NED,DF,de Schalke 04,26,1991,2.0,2,1,1,1,0,0,1,0.0,1,4,2,2,1,3,5,0,Matches
87,Jacob Bruun Larsen,dk DEN,FW,de Dortmund,19,1998,1.7,2,1,0,2,0,0,3,0.0,3,0,0,0,3,5,1,0,Matches
88,Gianluigi Buffon,it ITA,GK,fr Paris S-G,40,1978,5.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,1,Matches
89,Guido Burgstaller,at AUT,FW,de Schalke 04,29,1989,2.6,0,0,0,0,0,0,2,0.0,2,2,0,2,0,0,0,0,Matches
90,Roman Bürki,ch SUI,GK,de Dortmund,27,1990,7.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
91,Sergio Busquets,es ESP,MF,es Barcelona,30,1988,11.5,41,21,14,25,2,14,31,45.2,17,14,3,11,15,56,11,1,Matches
92,Bohdan Butko,ua UKR,DF,ua Shakhtar,27,1991,1.5,1,1,0,0,1,1,2,50.0,1,1,0,1,1,2,9,0,Matches
93,Daniel Caligiuri,it ITA,"DF,FW",de Schalke 04,30,1988,5.7,20,17,9,9,2,5,20,25.0,15,16,2,14,11,31,18,0,Matches
94,José Callejón,es ESP,MF,it Napoli,31,1987,5.7,6,2,2,3,1,2,12,16.7,10,2,0,2,6,12,4,0,Matches
95,Emre Can,de GER,"MF,DF",it Juventus,24,1994,3.8,4,1,0,3,1,2,6,33.3,4,5,1,4,8,12,8,0,Matches
96,João Cancelo,pt POR,DF,it Juventus,24,1994,5.3,15,10,8,7,0,8,15,53.3,7,3,0,3,6,21,12,0,Matches
97,Antonio Candreva,it ITA,"FW,MF",it Inter,31,1987,1.5,0,0,0,0,0,0,2,0.0,2,3,0,3,0,0,4,0,Matches
98,Dani Carvajal,es ESP,DF,es Real Madrid,26,1992,4.7,9,6,5,4,0,3,6,50.0,3,4,3,1,8,17,10,2,Matches
99,Casemiro,br BRA,MF,es Real Madrid,26,1992,5.6,14,9,8,5,1,5,14,35.7,9,15,6,9,13,27,8,0,Matches
100,Iker Casillas,es ESP,GK,pt Porto,37,1981,10.3,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,7,0,Matches
101,Nicolás Castillo,cl CHI,FW,pt Benfica,25,1993,0.2,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,Matches
102,Goran Čaušić,rs SRB,MF,rs Red Star,26,1992,3.5,8,4,4,4,0,2,4,50.0,2,6,3,3,6,14,9,1,Matches
103,Edinson Cavani,uy URU,FW,fr Paris S-G,31,1987,4.6,0,0,0,0,0,0,2,0.0,2,3,0,3,4,4,4,0,Matches
104,Dani Ceballos,es ESP,MF,es Real Madrid,21,1996,2.1,0,0,0,0,0,0,0,,0,5,0,5,1,1,1,0,Matches
105,Muğdat Çelik,tr TUR,FW,tr Galatasaray,28,1990,0.5,1,0,0,1,0,1,2,50.0,1,0,0,0,0,1,1,1,Matches
106,Aleš Čermák,cz CZE,MF,cz Viktoria Plzeň,23,1994,3.9,5,2,1,3,1,1,5,20.0,4,3,0,3,1,6,4,0,Matches
107,Franco Cervi,ar ARG,"FW,MF",pt Benfica,24,1994,3.4,15,8,7,6,2,7,13,53.8,6,7,0,7,2,17,1,0,Matches
108,Nacer Chadli,be BEL,MF,fr Monaco,28,1989,3.5,2,1,0,2,0,0,2,0.0,2,5,1,4,3,5,8,0,Matches
109,Fyodor Chalov,ru RUS,FW,ru CSKA Moscow,20,1998,5.6,4,3,2,1,1,0,4,0.0,4,4,0,4,0,4,3,0,Matches
110,Pape Cheikh Diop,sn SEN,MF,fr Lyon,20,1997,1.2,5,4,1,3,1,1,4,25.0,3,4,0,4,0,5,2,0,Matches
111,Nikita Chernov,ru RUS,DF,ru CSKA Moscow,22,1996,3.9,8,4,4,4,0,2,4,50.0,2,5,1,4,4,12,36,0,Matches
112,Denis Cheryshev,ru RUS,"MF,DF",es Valencia,27,1990,1.2,3,1,0,3,0,1,6,16.7,5,2,0,2,2,5,0,1,Matches
113,Giorgio Chiellini,it ITA,DF,it Juventus,33,1984,6.0,8,6,7,1,0,6,9,66.7,3,8,6,2,10,18,36,1,Matches
114,Tahith Chong,nl NED,MF,eng Manchester Utd,18,1999,0.1,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,1,0,Matches
115,Tomáš Chorý,cz CZE,FW,cz Viktoria Plzeň,23,1995,2.7,3,2,1,2,0,0,2,0.0,2,2,0,2,1,4,3,0,Matches
116,Dmytro Chygrynskiy,ua UKR,DF,gr AEK Athens,31,1986,5.0,10,8,10,0,0,5,7,71.4,2,12,5,7,8,18,23,0,Matches
117,Jasper Cillessen,nl NED,GK,es Barcelona,29,1989,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
118,Kingsley Coman,fr FRA,"FW,MF",de Bayern Munich,22,1996,1.4,1,1,1,0,0,1,5,20.0,4,2,0,2,1,2,0,0,Matches
119,Germán Conti,ar ARG,DF,pt Benfica,24,1994,3.0,6,6,5,1,0,2,4,50.0,2,5,4,1,11,17,15,1,Matches
120,Dion Cools,my MAS,"DF,FW",be Club Brugge,22,1996,1.3,0,0,0,0,0,0,0,,0,1,0,1,1,1,5,0,Matches
121,Francis Coquelin,fr FRA,MF,es Valencia,27,1991,3.1,7,5,3,4,0,3,7,42.9,4,1,1,0,10,17,5,0,Matches
122,Ante Ćorić,hr CRO,MF,it Roma,21,1997,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
123,Vedran Ćorluka,hr CRO,DF,ru Loko Moscow,32,1986,3.0,5,4,3,2,0,3,5,60.0,2,3,3,0,3,8,14,0,Matches
124,Maxwel Cornet,ci CIV,"FW,MF",fr Lyon,21,1996,2.4,6,2,5,0,1,3,3,100.0,0,2,1,1,1,7,1,0,Matches
125,Jesús Corona,mx MEX,"FW,MF",pt Porto,25,1993,6.2,15,12,6,6,3,6,10,60.0,4,7,1,6,8,23,1,0,Matches
126,Ángel Correa,ar ARG,"MF,FW",es Atlético Madrid,23,1995,3.9,10,6,3,4,3,2,8,25.0,6,5,0,5,6,16,2,0,Matches
127,Uroš Ćosić,rs SRB,"DF,MF",gr AEK Athens,25,1992,3.3,2,2,1,1,0,0,3,0.0,3,1,1,0,8,10,14,0,Matches
128,Bruno Xavier Almeida Costa,pt POR,MF,pt Porto,21,1997,0.3,2,2,1,0,1,0,1,0.0,1,1,1,0,0,2,0,0,Matches
129,Diego Costa,es ESP,FW,es Atlético Madrid,29,1988,3.4,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,2,0,Matches
130,Douglas Costa,br BRA,"FW,DF",it Juventus,27,1990,1.8,1,1,1,0,0,0,1,0.0,1,3,0,3,1,2,2,0,Matches
131,Thibaut Courtois,be BEL,GK,es Real Madrid,26,1992,5.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,Matches
132,Philippe Coutinho,br BRA,"FW,MF",es Barcelona,26,1992,9.5,6,3,1,3,2,5,15,33.3,10,10,1,9,10,16,1,0,Matches
133,Bryan Cristante,it ITA,MF,it Roma,23,1995,5.7,16,8,3,11,2,4,15,26.7,11,11,2,9,7,23,6,0,Matches
134,Juan Cuadrado,co COL,"MF,DF",it Juventus,30,1988,3.6,10,6,5,2,3,4,10,40.0,6,1,0,1,3,13,1,0,Matches
135,Danilo D'Ambrosio,it ITA,DF,it Inter,29,1988,4.0,11,6,6,5,0,3,9,33.3,6,1,0,1,6,17,4,0,Matches
136,Colin Dagba,fr FRA,FW,fr Paris S-G,19,1998,0.1,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,Matches
137,Mahmoud Dahoud,de GER,MF,de Dortmund,22,1996,3.5,4,2,1,3,0,2,12,16.7,10,4,0,4,7,11,2,1,Matches
138,Diogo Dalot,pt POR,"DF,MF",eng Manchester Utd,19,1999,2.7,4,2,1,3,0,1,6,16.7,5,3,1,2,2,6,10,0,Matches
139,Oleh Danchenko,ua UKR,DF,ua Shakhtar,23,1994,1.0,2,1,1,1,0,1,2,50.0,1,0,0,0,2,4,3,0,Matches
140,Danilo,br BRA,DF,eng Manchester City,27,1991,1.3,0,0,0,0,0,0,0,,0,1,0,1,2,2,2,0,Matches
141,Arnaut Danjuma,nl NED,"DF,FW",be Club Brugge,21,1997,1.8,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,Matches
142,Ben Davies,wls WAL,DF,eng Tottenham,25,1993,6.3,8,4,5,2,1,4,10,40.0,6,11,3,8,10,18,20,0,Matches
143,Kevin De Bruyne,be BEL,MF,eng Manchester City,27,1991,2.7,3,2,2,0,1,0,5,0.0,5,6,1,5,2,5,1,0,Matches
144,Daniele De Rossi,it ITA,MF,it Roma,35,1983,3.4,3,2,2,1,0,2,9,22.2,7,3,2,1,7,10,6,0,Matches
145,Mattia De Sciglio,it ITA,DF,it Juventus,25,1992,3.4,4,2,1,1,2,2,3,66.7,1,0,0,0,6,10,6,0,Matches
146,Saulo Decarli,ch SUI,MF,be Club Brugge,26,1992,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
147,Miloš Degenek,au AUS,DF,rs Red Star,24,1994,6.0,8,4,8,0,0,5,7,71.4,2,10,6,4,13,21,47,0,Matches
148,Thomas Delaney,dk DEN,MF,de Dortmund,26,1991,3.3,6,5,3,3,0,3,6,50.0,3,6,2,4,8,14,7,0,Matches
149,Fabian Delph,eng ENG,"DF,MF",eng Manchester City,28,1989,2.9,2,1,1,1,0,1,6,16.7,5,4,1,3,5,7,4,1,Matches
150,Mousa Dembélé,be BEL,MF,eng Tottenham,31,1987,1.8,4,0,1,3,0,4,4,100.0,0,3,0,3,2,6,0,0,Matches
151,Moussa Dembélé,fr FRA,FW,fr Lyon,22,1996,3.3,2,2,0,2,0,0,0,,0,4,1,3,1,3,3,0,Matches
152,Ousmane Dembélé,fr FRA,FW,es Barcelona,21,1997,4.6,2,1,0,1,1,1,3,33.3,2,2,0,2,1,3,0,0,Matches
153,Kerem Demirbay,de GER,MF,de Hoffenheim,25,1993,4.1,7,4,3,4,0,0,10,0.0,10,7,1,6,4,11,2,0,Matches
154,Jason Denayer,be BEL,DF,fr Lyon,23,1995,8.0,9,7,8,1,0,5,6,83.3,1,17,8,9,11,20,37,1,Matches
155,Igor Denisov,ru RUS,MF,ru Loko Moscow,34,1984,5.2,10,6,4,5,1,6,20,30.0,14,5,1,4,8,18,5,0,Matches
156,Emmanuel Dennis,ng NGA,"FW,MF",be Club Brugge,20,1997,2.0,3,2,2,0,1,1,3,33.3,2,2,0,2,4,7,4,0,Matches
157,Stefano Denswil,sr SUR,DF,be Club Brugge,25,1993,6.0,5,4,1,4,0,2,4,50.0,2,3,2,1,9,14,18,0,Matches
158,Dentinho,br BRA,"MF,FW",ua Shakhtar,29,1989,0.1,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0,Matches
159,Eren Derdiyok,ch SUI,FW,tr Galatasaray,30,1988,3.7,1,1,1,0,0,0,0,,0,6,1,5,1,2,4,0,Matches
160,Ángel Di María,ar ARG,"MF,FW",fr Paris S-G,30,1988,7.3,6,4,4,2,0,2,11,18.2,9,5,1,4,6,12,6,1,Matches
161,Franco Di Santo,ar ARG,FW,de Schalke 04,29,1989,1.0,1,1,0,0,1,1,1,100.0,0,0,0,0,0,1,1,0,Matches
162,Moussa Diaby,fr FRA,DF,fr Paris S-G,19,1999,0.1,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,Matches
163,Mouctar Diakhaby,gn GUI,DF,es Valencia,21,1996,3.0,8,5,7,0,1,3,3,100.0,0,4,3,1,5,13,12,0,Matches
164,Abdou Diallo,sn SEN,DF,de Dortmund,22,1996,6.9,12,8,5,6,1,5,7,71.4,2,10,5,5,8,20,21,0,Matches
165,Rúben Dias,pt POR,DF,pt Benfica,21,1997,4.5,7,6,3,4,0,4,5,80.0,1,4,3,1,8,15,17,1,Matches
166,Krépin Diatta,sn SEN,"DF,FW",be Club Brugge,19,1999,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
167,Eric Dier,eng ENG,MF,eng Tottenham,24,1994,3.0,3,3,1,1,1,2,4,50.0,2,5,1,4,4,7,9,0,Matches
168,Sofiane Diop,fr FRA,"FW,MF",fr Monaco,18,2000,3.0,2,0,0,2,0,1,5,20.0,4,2,0,2,1,3,0,0,Matches
169,Kasper Dolberg,dk DEN,FW,nl Ajax,20,1997,3.3,4,3,0,4,0,1,5,20.0,4,0,0,0,2,6,0,0,Matches
170,Jaume Doménech,es ESP,GK,es Valencia,27,1990,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
171,Ryan Donk,sr SUR,"MF,DF",tr Galatasaray,32,1986,5.2,8,5,5,3,0,2,6,33.3,4,6,4,2,7,15,18,0,Matches
172,Julian Draxler,de GER,MF,fr Paris S-G,24,1993,3.2,4,4,1,1,2,1,5,20.0,4,1,0,1,1,5,1,0,Matches
173,Leo Dubois,fr FRA,DF,fr Lyon,23,1994,3.2,2,0,1,1,0,1,4,25.0,3,6,3,3,6,8,10,0,Matches
174,Denzel Dumfries,nl NED,DF,nl PSV Eindhoven,22,1996,6.0,9,5,8,1,0,5,12,41.7,7,13,7,6,8,17,37,0,Matches
175,Paulo Dybala,ar ARG,"FW,MF",it Juventus,24,1993,5.8,6,3,0,4,2,1,4,25.0,3,9,0,9,2,8,2,1,Matches
176,Alan Dzagoev,ru RUS,"MF,FW",ru CSKA Moscow,28,1990,1.9,0,0,0,0,0,0,2,0.0,2,1,0,1,1,1,2,0,Matches
177,Edin Džeko,ba BIH,FW,it Roma,32,1986,6.3,2,1,1,0,1,0,3,0.0,3,2,0,2,0,2,8,0,Matches
178,Lorenzo Ebecilio,nl NED,"MF,FW",rs Red Star,26,1991,1.3,3,1,0,2,1,1,4,25.0,3,2,1,1,3,6,0,0,Matches
179,Éder,pt POR,FW,ru Loko Moscow,30,1987,3.4,3,2,1,2,0,1,1,100.0,0,2,0,2,0,3,0,0,Matches
180,Ederson,br BRA,GK,eng Manchester City,24,1993,10.0,0,0,0,0,0,0,0,,0,0,0,0,2,2,1,1,Matches
181,Carel Eiting,nl NED,MF,nl Ajax,20,1998,1.0,1,0,0,1,0,1,1,100.0,0,2,0,2,2,3,1,0,Matches
