Rk,Player,Nation,Pos,Squad,Age,Born,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial_Duels_Won,Aerial_Duels_Lost,Aerial_Duels_Won%,Matches
41,Iyayi Atiemwen,ng NGA,FW,hr Dinamo Zagreb,23,1996,0.1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,100.0,Matches
42,Serge Aurier,ci CIV,DF,eng Tottenham,26,1992,5.0,0,0,0,7,9,0,16,2,7,0,0,0,28,13,5,72.2,Matches
43,Sardar Azmoun,ir IRN,FW,ru Zenit,24,1995,5.1,1,0,0,8,1,3,5,3,1,0,0,1,13,17,21,44.7,Matches
44,César Azpilicueta,es ESP,DF,eng Chelsea,29,1989,6.8,2,0,0,11,1,0,19,11,5,0,0,0,28,16,6,72.7,Matches
45,Ryan Babel,nl NED,FW,tr Galatasaray,32,1986,3.7,1,0,0,7,6,2,3,0,1,0,0,0,12,4,8,33.3,Matches
46,Leon Bailey,jm JAM,"FW,MF",de Leverkusen,21,1997,1.3,0,0,0,1,3,0,10,0,0,0,0,0,5,3,0,100.0,Matches
47,Gareth Bale,wls WAL,"FW,MF",es Real Madrid,30,1989,1.3,0,0,0,1,2,0,2,4,0,0,0,0,2,2,1,66.7,Matches
48,Leonardo Balerdi,ar ARG,MF,de Dortmund,20,1999,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches
49,Jonathan Bamba,ci CIV,"FW,MF",fr Lille,23,1996,3.1,0,0,0,2,2,0,12,3,3,0,0,0,20,3,5,37.5,Matches
50,Nicolò Barella,it ITA,MF,it Inter,22,1997,3.2,2,0,0,8,13,0,3,7,6,0,0,0,22,0,2,0.0,Matches
51,Dmitri Barinov,ru RUS,MF,ru Loko Moscow,22,1996,5.0,3,0,0,16,5,0,1,5,3,0,0,0,20,6,4,60.0,Matches
52,Ross Barkley,eng ENG,"FW,MF",eng Chelsea,25,1993,1.8,0,0,0,1,4,0,2,1,0,0,0,0,6,0,0,,Matches
53,Wílmar Barrios,co COL,MF,ru Zenit,25,1993,6.0,2,0,0,9,15,0,0,23,12,0,0,0,53,5,6,45.5,Matches
54,Musa Barrow,gm GAM,MF,it Atalanta,20,1998,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
55,Michy Batshuayi,be BEL,FW,eng Chelsea,25,1993,1.0,0,0,0,4,0,3,0,0,0,0,0,0,3,3,5,37.5,Matches
56,Julian Baumgartlinger,at AUT,MF,de Leverkusen,31,1988,3.8,0,0,0,8,2,0,1,4,10,0,0,0,26,4,2,66.7,Matches
57,Ömer Bayram,tr TUR,"FW,MF",tr Galatasaray,28,1991,2.8,0,0,0,2,6,0,15,2,1,0,0,0,15,0,8,0.0,Matches
58,Donny van de Beek,nl NED,MF,nl Ajax,22,1997,5.0,1,0,0,6,4,1,1,10,3,0,0,0,30,5,4,55.6,Matches
59,Younès Belhanda,ma MAR,"MF,FW",tr Galatasaray,29,1990,3.4,1,0,0,9,4,0,0,3,3,0,0,0,13,1,0,100.0,Matches
60,Karim Bellarabi,de GER,"FW,MF",de Leverkusen,29,1990,4.6,2,0,0,9,1,3,27,2,2,0,0,0,26,0,2,0.0,Matches
61,Lars Bender,de GER,DF,de Leverkusen,30,1989,3.0,0,0,0,5,2,1,8,5,6,0,0,0,19,4,8,33.3,Matches
62,Sven Bender,de GER,DF,de Leverkusen,30,1989,6.0,0,0,0,6,3,0,0,19,6,0,0,0,39,16,4,80.0,Matches
63,Rodrigo Bentancur,uy URU,MF,it Juventus,22,1997,4.7,2,0,0,11,8,1,15,6,14,0,0,0,29,9,4,69.2,Matches
64,Karim Benzema,fr FRA,FW,es Real Madrid,31,1987,7.2,0,0,0,2,2,5,1,2,3,0,0,0,8,11,9,55.0,Matches
65,Yassine Benzia,dz ALG,MF,gr Olympiacos,24,1994,0.9,2,1,1,3,6,0,1,0,6,0,0,0,6,2,2,50.0,Matches
66,Sander Berge,no NOR,MF,be Genk,21,1998,6.0,0,0,0,3,3,1,9,7,7,0,0,0,48,11,6,64.7,Matches
67,Steven Bergwijn,nl NED,"MF,FW",eng Tottenham,21,1997,1.0,0,0,0,1,1,0,0,0,1,0,0,0,2,2,0,100.0,Matches
68,Federico Bernardeschi,it ITA,MF,it Juventus,25,1994,2.9,0,0,0,3,6,0,12,0,1,0,1,0,10,2,2,50.0,Matches
69,Juan Bernat,es ESP,DF,fr Paris S-G,26,1993,9.7,3,0,0,8,16,1,10,12,11,0,0,0,38,14,7,66.7,Matches
70,Antoine Bernede,fr FRA,MF,at RB Salzburg,20,1999,1.0,1,0,0,1,0,0,0,2,1,0,0,0,16,0,1,0.0,Matches
71,Cristiano Biraghi,it ITA,"DF,FW",it Inter,26,1992,2.4,1,0,0,2,1,0,15,2,1,0,0,0,9,0,1,0.0,Matches
72,Daley Blind,nl NED,DF,nl Ajax,29,1990,4.7,3,1,1,5,2,0,2,4,6,0,0,0,33,11,9,55.0,Matches
73,Richmond Boakye,gh GHA,FW,rs Red Star,26,1993,2.1,1,0,0,2,8,0,0,0,0,0,0,0,11,5,17,22.7,Matches
74,Jérôme Boateng,de GER,DF,de Bayern Munich,30,1988,6.4,1,0,0,4,1,0,2,9,4,0,0,0,31,12,3,80.0,Matches
75,Serhiy Bolbat,ua UKR,DF,ua Shakhtar,26,1993,2.7,2,0,0,5,7,0,1,4,3,0,0,0,14,0,2,0.0,Matches
76,Theo Bongonda,cd COD,"MF,FW",be Genk,23,1995,2.9,1,0,0,2,7,1,16,0,1,0,0,0,13,3,3,50.0,Matches
77,Leonardo Bonucci,it ITA,DF,it Juventus,32,1987,7.0,1,0,0,6,7,0,2,9,3,0,0,0,36,11,14,44.0,Matches
78,Neto Borges,br BRA,DF,be Genk,22,1996,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,100.0,Matches
79,Jan Bořil,cz CZE,DF,cz Slavia Prague,28,1991,6.0,2,0,0,11,7,1,10,7,2,0,0,0,34,13,9,59.1,Matches
80,Milan Borjan,ca CAN,GK,rs Red Star,31,1987,6.0,1,0,0,0,1,0,0,0,0,0,0,0,5,2,1,66.7,Matches
81,Andreas Bouchalakis,gr GRE,MF,gr Olympiacos,26,1993,5.3,1,0,0,7,1,0,2,9,3,0,0,0,25,7,6,53.8,Matches
82,Domagoj Bradarić,hr CRO,"MF,DF",fr Lille,19,1999,3.0,1,0,0,3,2,0,17,1,3,0,0,0,30,1,4,20.0,Matches
83,Julian Brandt,de GER,"MF,FW",de Dortmund,23,1996,5.4,1,0,0,4,1,2,8,2,1,0,0,0,35,6,7,46.2,Matches
84,Claudio Bravo,cl CHI,GK,eng Manchester City,36,1983,1.4,0,1,0,1,0,0,0,0,0,0,0,0,3,1,0,100.0,Matches
85,Marcelo Brozović,hr CRO,MF,it Inter,26,1992,5.8,1,0,0,9,7,0,4,10,8,0,0,0,43,2,2,50.0,Matches
86,Jacob Bruun Larsen,dk DEN,FW,de Dortmund,20,1998,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
87,Gianluigi Buffon,it ITA,GK,it Juventus,41,1978,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
88,Mick van Buren,nl NED,FW,cz Slavia Prague,26,1992,0.5,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,33.3,Matches
89,Roman Bürki,ch SUI,GK,de Dortmund,28,1990,8.0,0,0,0,0,2,0,0,0,0,0,0,0,10,1,0,100.0,Matches
90,Sergio Busquets,es ESP,MF,es Barcelona,31,1988,5.6,3,0,0,8,8,0,0,15,6,0,0,0,40,5,3,62.5,Matches
91,Adem Büyük,tr TUR,FW,tr Galatasaray,31,1987,1.0,0,0,0,2,6,0,0,0,0,0,0,0,4,6,8,42.9,Matches
92,Willy Caballero,ar ARG,GK,eng Chelsea,37,1981,2.0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,,Matches
93,Mattia Caldara,it ITA,DF,it Atalanta,25,1994,2.8,0,0,0,7,1,1,0,5,1,0,0,0,13,2,6,25.0,Matches
94,José Callejón,es ESP,"MF,FW",it Napoli,32,1987,6.3,0,0,0,4,9,0,28,4,4,2,0,0,20,0,5,0.0,Matches
95,Mohamed Camara,gn GUI,MF,gr Olympiacos,22,1997,4.6,1,0,0,6,10,0,3,5,5,0,0,0,22,7,9,43.8,Matches
96,Emre Can,de GER,MF,de Dortmund,25,1994,2.0,0,1,0,6,2,0,1,1,1,0,0,0,19,2,1,66.7,Matches
97,José Cañas,es ESP,MF,rs Red Star,32,1987,3.5,0,0,0,1,5,0,0,4,2,0,0,0,17,1,1,50.0,Matches
98,João Cancelo,pt POR,DF,eng Manchester City,25,1994,6.3,1,0,0,4,2,0,17,13,14,0,0,0,35,7,6,53.8,Matches
99,Antonio Candreva,it ITA,"FW,DF",it Inter,32,1987,4.3,2,0,0,3,6,1,16,4,3,0,0,0,18,2,3,40.0,Matches
100,Maxence Caqueret,fr FRA,MF,fr Lyon,19,2000,3.0,1,0,0,9,0,0,0,6,3,0,0,0,19,2,5,28.6,Matches
101,Yannick Carrasco,be BEL,"MF,FW",es Atlético Madrid,25,1993,1.0,0,0,0,0,3,0,3,0,1,0,0,0,3,1,1,50.0,Matches
102,Dani Carvajal,es ESP,DF,es Real Madrid,27,1992,6.9,1,0,0,7,6,0,22,6,10,0,1,0,53,3,11,21.4,Matches
103,Casemiro,br BRA,MF,es Real Madrid,27,1992,7.7,1,0,0,10,9,1,4,8,12,0,0,0,63,12,10,54.5,Matches
104,Timothy Castagne,be BEL,DF,it Atalanta,23,1995,4.4,1,0,0,8,2,0,11,1,1,0,0,0,17,5,7,41.7,Matches
105,Edinson Cavani,uy URU,FW,fr Paris S-G,32,1987,1.5,0,0,0,3,3,2,0,0,1,0,0,0,3,2,6,25.0,Matches
106,Zeki Çelik,tr TUR,"DF,MF",fr Lille,22,1997,6.0,2,0,0,9,6,0,16,11,6,0,0,0,32,4,11,26.7,Matches
107,Murilo Cerqueira,br BRA,"MF,DF",ru Loko Moscow,22,1997,4.1,1,0,0,7,4,0,1,15,6,0,0,0,16,5,3,62.5,Matches
108,Franco Cervi,ar ARG,MF,pt Benfica,25,1994,4.4,0,0,0,3,6,1,9,3,12,0,0,0,28,2,6,25.0,Matches
109,Rayan Cherki,fr FRA,"DF,MF",fr Lyon,15,2003,0.4,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,,Matches
110,Denis Cheryshev,ru RUS,"MF,FW",es Valencia,28,1990,2.9,0,0,0,3,8,2,8,1,1,0,0,0,12,3,5,37.5,Matches
111,Chiquinho,pt POR,FW,pt Benfica,24,1995,3.0,0,0,0,2,4,0,5,3,3,0,0,0,14,2,3,40.0,Matches
112,Andreas Christensen,dk DEN,DF,eng Chelsea,23,1996,4.0,0,0,0,1,3,0,0,3,1,0,0,0,14,6,5,54.5,Matches
113,Jasper Cillessen,nl NED,GK,es Valencia,30,1989,6.0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,100.0,Matches
114,Kingsley Coman,fr FRA,FW,de Bayern Munich,23,1996,6.1,0,0,0,5,10,1,34,0,2,0,1,0,22,5,6,45.5,Matches
115,Dion Cools,my MAS,MF,be Club Brugge,23,1996,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Matches
116,Francis Coquelin,fr FRA,"MF,DF",es Valencia,28,1991,4.8,2,0,0,5,9,0,0,11,7,0,0,0,39,5,8,38.5,Matches
117,Vedran Ćorluka,hr CRO,DF,ru Loko Moscow,33,1986,5.8,1,0,0,6,3,1,0,12,5,0,0,0,18,14,4,77.8,Matches
118,Maxwel Cornet,ci CIV,"DF,MF",fr Lyon,22,1996,6.1,2,0,0,9,8,2,22,8,6,0,0,0,36,6,11,35.3,Matches
119,Carlos Coronel,py PAR,GK,at RB Salzburg,22,1996,2.6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
120,Ángel Correa,ar ARG,"MF,FW",es Atlético Madrid,24,1995,4.9,2,0,0,11,5,1,4,5,3,0,0,0,20,1,4,20.0,Matches
121,Thierry Correia,pt POR,DF,es Valencia,20,1999,0.2,0,0,0,0,0,0,3,1,0,0,0,0,2,1,0,100.0,Matches
122,Diego Costa,es ESP,FW,es Atlético Madrid,30,1988,5.1,1,0,0,7,5,3,1,0,0,0,0,0,13,13,22,37.1,Matches
123,Douglas Costa,br BRA,MF,it Juventus,28,1990,0.2,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,,Matches
124,Jaume Costa,es ESP,DF,es Valencia,31,1988,2.7,1,0,0,4,5,0,3,5,4,0,0,0,14,2,3,40.0,Matches
125,Gaëtan Coucke,be BEL,GK,be Genk,20,1998,5.0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,100.0,Matches
126,Vladimír Coufal,cz CZE,DF,cz Slavia Prague,26,1992,6.0,1,0,0,6,3,0,10,6,4,0,0,0,37,10,8,55.6,Matches
127,Thibaut Courtois,be BEL,GK,es Real Madrid,27,1992,6.5,1,0,0,0,0,0,0,1,0,0,0,0,18,1,0,100.0,Matches
128,Philippe Coutinho,br BRA,"MF,FW",de Bayern Munich,27,1992,5.8,0,0,0,7,12,2,36,1,3,0,0,0,24,1,4,20.0,Matches
129,Juan Cuadrado,co COL,"DF,FW",it Juventus,31,1988,5.5,4,0,0,8,19,0,19,11,3,0,0,0,25,4,5,44.4,Matches
130,Carlos Cuesta,co COL,"DF,MF",be Genk,20,1999,4.0,0,0,0,3,0,0,0,7,4,0,0,0,14,5,1,83.3,Matches
131,Matheus Cunha,br BRA,FW,de RB Leipzig,20,1999,0.9,0,0,0,5,0,1,1,3,2,0,0,0,6,0,2,0.0,Matches
132,Danilo D'Ambrosio,it ITA,"DF,FW",it Inter,30,1988,2.0,0,0,0,6,2,1,2,4,3,0,0,0,8,2,1,66.7,Matches
133,Jacopo Da Riva,it ITA,MF,it Atalanta,18,2000,0.1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.0,Matches
134,Colin Dagba,fr FRA,DF,fr Paris S-G,20,1998,1.0,0,0,0,0,0,1,5,2,0,0,0,0,6,0,0,,Matches
135,Mahmoud Dahoud,de GER,MF,de Dortmund,23,1996,0.3,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,,Matches
136,Patson Daka,zm ZAM,FW,at RB Salzburg,20,1998,2.7,0,0,0,8,2,4,0,1,4,0,0,0,6,4,15,21.1,Matches
137,Danilo,br BRA,DF,it Juventus,28,1991,5.2,0,0,0,4,4,0,12,8,5,0,0,0,22,8,4,66.7,Matches
138,Alphonso Davies,ca CAN,DF,de Bayern Munich,18,2000,7.9,2,0,0,6,9,2,18,10,12,0,0,0,59,9,3,75.0,Matches
139,Ben Davies,wls WAL,DF,eng Tottenham,26,1993,3.0,1,0,0,2,1,0,6,2,1,0,1,0,5,2,2,50.0,Matches
140,Kevin De Bruyne,be BEL,"MF,FW",eng Manchester City,28,1991,6.3,1,0,0,8,9,1,61,6,5,0,0,0,29,5,3,62.5,Matches
141,Charles De Ketelaere,be BEL,"MF,FW",be Club Brugge,18,2001,1.4,1,0,0,9,2,1,2,1,3,0,0,0,8,3,1,75.0,Matches
142,Mattia De Sciglio,it ITA,DF,it Juventus,26,1992,2.0,0,0,0,2,2,0,3,1,3,0,0,0,14,3,3,50.0,Matches
143,Miloš Degenek,au AUS,DF,rs Red Star,25,1994,6.0,2,0,0,4,2,0,0,13,6,0,1,0,21,6,6,50.0,Matches
144,Thomas Delaney,dk DEN,MF,de Dortmund,27,1991,2.7,1,0,0,5,3,0,1,4,2,0,0,0,18,3,3,50.0,Matches
145,Simon Deli,ci CIV,DF,be Club Brugge,27,1991,6.0,0,0,0,7,2,0,0,12,3,0,0,0,43,13,6,68.4,Matches
146,Moussa Dembélé,fr FRA,FW,fr Lyon,23,1996,6.9,1,0,0,15,6,5,1,4,1,0,0,0,16,21,34,38.2,Matches
147,Ousmane Dembélé,fr FRA,FW,es Barcelona,22,1997,1.5,1,0,0,2,1,1,5,0,0,0,0,0,8,0,2,0.0,Matches
148,Merih Demiral,tr TUR,DF,it Juventus,21,1998,1.0,0,0,0,1,3,0,0,1,2,0,0,0,10,1,0,100.0,Matches
149,Kerem Demirbay,de GER,MF,de Leverkusen,26,1993,4.1,0,0,0,8,5,0,34,2,7,0,0,0,36,2,3,40.0,Matches
150,Diego Demme,de GER,MF,de RB Leipzig,27,1991,4.1,0,0,0,4,6,0,3,3,8,0,0,0,29,6,7,46.2,Matches
151,Diego Demme,de GER,MF,it Napoli,27,1991,1.4,0,0,0,1,2,0,0,4,0,0,0,0,9,0,0,,Matches
152,Jason Denayer,be BEL,"DF,MF",fr Lyon,24,1995,8.7,0,0,0,5,2,0,1,7,7,0,0,0,44,6,7,46.2,Matches
153,Emmanuel Dennis,ng NGA,"FW,MF",be Club Brugge,21,1997,5.0,0,0,0,13,7,5,16,3,8,0,0,0,27,8,12,40.0,Matches
154,Dentinho,br BRA,"FW,DF",ua Shakhtar,30,1989,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,Matches
155,Sergiño Dest,us USA,DF,nl Ajax,18,2000,4.5,0,0,0,5,4,0,7,3,5,0,0,0,32,2,4,33.3,Matches
156,Sébastien Dewaest,be BEL,DF,be Genk,28,1991,4.0,0,0,0,1,2,0,0,2,5,0,0,0,26,10,4,71.4,Matches
157,Giovanni Di Lorenzo,it ITA,"DF,MF",it Napoli,25,1993,8.0,0,0,0,7,14,0,16,2,11,0,0,0,55,12,10,54.5,Matches
158,Ángel Di María,ar ARG,"FW,MF",fr Paris S-G,31,1988,8.3,3,0,0,3,15,6,47,4,7,0,0,0,34,0,4,0.0,Matches
159,Moussa Diaby,fr FRA,"MF,FW",de Leverkusen,20,1999,2.0,0,0,0,3,4,0,15,0,0,0,0,0,11,0,1,0.0,Matches
160,Mbaye Diagne,sn SEN,FW,be Club Brugge,27,1991,0.5,0,0,0,1,1,0,0,0,0,1,0,0,0,1,2,33.3,Matches
161,Mouctar Diakhaby,gn GUI,DF,es Valencia,22,1996,3.4,3,1,1,5,3,0,1,5,2,0,2,0,22,3,3,50.0,Matches
162,Abdou Diallo,sn SEN,DF,fr Paris S-G,23,1996,1.2,0,0,0,5,0,0,0,0,1,0,0,0,8,1,0,100.0,Matches
163,Rúben Dias,pt POR,DF,pt Benfica,22,1997,6.0,1,0,0,6,7,0,2,5,3,0,1,1,39,17,14,54.8,Matches
164,Krépin Diatta,sn SEN,"FW,MF",be Club Brugge,20,1999,4.8,2,1,1,8,1,3,18,5,5,0,0,0,25,6,3,66.7,Matches
165,Brahim Díaz,ma MAR,FW,es Real Madrid,19,1999,0.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0,Matches
166,Eric Dier,eng ENG,"DF,MF",eng Tottenham,25,1994,3.5,1,0,0,4,3,0,1,4,2,0,0,0,24,3,11,21.4,Matches
167,Emir Dilaver,at AUT,DF,hr Dinamo Zagreb,28,1991,6.0,2,0,0,4,6,0,0,12,2,0,0,0,34,12,6,66.7,Matches
168,Tiago Djaló,pt POR,DF,fr Lille,19,2000,3.0,1,0,0,1,4,0,1,2,4,0,0,0,13,4,2,66.7,Matches
169,Berat Djimsiti,al ALB,DF,it Atalanta,26,1993,5.7,3,0,0,7,0,1,0,6,6,0,0,0,22,18,6,75.0,Matches
170,Dodô,br BRA,DF,ua Shakhtar,20,1998,3.1,1,1,0,3,3,0,4,1,3,0,0,0,11,1,0,100.0,Matches
171,Jaume Doménech,es ESP,GK,es Valencia,28,1990,2.0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,,Matches
172,Ryan Donk,sr SUR,DF,tr Galatasaray,33,1986,4.0,1,0,0,5,0,0,1,6,2,0,1,0,14,9,3,75.0,Matches
173,Aleksandar Dragović,at AUT,DF,de Leverkusen,28,1991,1.0,0,0,0,0,0,0,0,2,2,0,0,0,5,1,1,50.0,Matches
174,Julian Draxler,de GER,"MF,FW",fr Paris S-G,25,1993,0.8,0,0,0,2,1,0,2,1,0,0,0,0,7,0,0,,Matches
175,Sebastián Driussi,ar ARG,MF,ru Zenit,23,1996,4.0,0,0,0,2,6,0,19,3,8,0,0,0,36,6,3,66.7,Matches
176,Leo Dubois,fr FRA,DF,fr Lyon,24,1994,8.4,3,0,0,10,4,0,30,5,6,0,0,0,38,6,3,66.7,Matches
177,Paulo Dybala,ar ARG,"FW,MF",it Juventus,25,1993,3.5,0,0,0,1,10,1,21,1,1,0,0,0,14,1,3,25.0,Matches
178,Artem Dzyuba,ru RUS,FW,ru Zenit,30,1988,6.0,1,0,0,10,6,6,4,1,4,0,0,0,14,40,36,52.6,Matches
179,Éder,pt POR,FW,ru Loko Moscow,31,1987,3.8,0,0,0,3,11,3,2,3,1,0,0,0,16,10,24,29.4,Matches
180,Ederson,br BRA,GK,eng Manchester City,25,1993,7.5,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,100.0,Matches
181,Jurgen Ekkelenkamp,nl NED,MF,nl Ajax,19,2000,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,Matches
182,Omar Elabdellaoui,no NOR,DF,gr Olympiacos,27,1991,5.1,0,0,0,3,1,1,10,6,2,0,0,0,22,9,5,64.3,Matches
