Rk,Squad,Comp,#_Pl,Age,Playing_Time_MP,Playing_Time_Min,Playing_Time_Mn/MP,Playing_Time_Min%,Playing_Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team_Success_PPM,Team_Success_onG,Team_Success_onGA,Team_Success_+/-,Team_Success_+/-90,Team_Success_xG_onxG,Team_Success_xG_onxGA,Team_Success_xG_xG+/-,Team_Success_xG_xG+/-90
30,Espanyol,es La Liga,33,27.6,38,3420,90,100,38.0,418,81,246,169,21,238,0.97,52,69,-17,-0.45,48.3,59.8,-11.5,-0.3
31,Everton,eng Premier League,28,26.6,38,3420,90,100,38.0,418,84,300,116,20,225,0.95,34,57,-23,-0.61,45.2,65.5,-20.4,-0.54
32,Fiorentina,it Serie A,30,26.5,38,3420,90,100,38.0,418,79,229,188,23,323,1.47,53,43,10,0.26,55.0,43.4,11.7,0.31
33,Freiburg,de Bundesliga,27,27.4,34,3060,90,100,34.0,374,83,215,157,16,148,1.74,51,44,7,0.21,47.9,48.8,-0.9,-0.03
34,Fulham,eng Premier League,29,28.2,38,3420,90,100,38.0,418,84,265,152,15,190,1.37,55,53,2,0.05,46.2,63.6,-17.4,-0.46
35,Getafe,es La Liga,25,27.4,38,3420,90,100,38.0,418,82,249,165,20,269,1.11,34,45,-11,-0.29,36.7,46.0,-9.4,-0.25
36,Girona,es La Liga,29,26.0,38,3420,90,100,38.0,418,81,239,179,21,228,1.29,58,55,3,0.08,50.6,54.9,-4.3,-0.11
37,Gladbach,de Bundesliga,27,26.8,34,3060,90,100,34.0,374,86,241,133,12,173,1.26,52,55,-3,-0.09,52.1,53.4,-1.3,-0.04
38,Hellas Verona,it Serie A,36,26.6,38,3420,90,100,38.0,418,79,233,184,25,307,0.82,31,59,-28,-0.74,35.8,49.9,-14.1,-0.37
39,Hertha BSC,de Bundesliga,32,26.0,34,3060,90,100,34.0,374,80,220,153,24,153,0.85,42,69,-27,-0.79,39.4,60.0,-20.5,-0.6
40,Hoffenheim,de Bundesliga,31,26.8,34,3060,90,100,34.0,374,80,214,157,23,148,1.06,48,57,-9,-0.26,48.0,51.1,-3.1,-0.09
41,Inter,it Serie A,25,28.8,38,3420,90,100,38.0,418,81,230,187,20,271,1.89,71,42,29,0.76,68.0,36.5,31.6,0.83
42,Juventus,it Serie A,29,27.7,38,3420,90,100,38.0,418,81,249,169,23,240,1.89,56,33,23,0.61,55.3,41.6,13.7,0.36
43,Köln,de Bundesliga,27,26.0,34,3060,90,100,34.0,374,80,213,160,22,143,1.24,49,54,-5,-0.15,47.9,42.6,5.3,0.16
44,Lazio,it Serie A,24,28.6,38,3420,90,100,38.0,418,82,267,149,21,328,1.95,60,30,30,0.79,51.1,41.3,9.8,0.26
45,Lecce,it Serie A,29,24.8,38,3420,90,100,38.0,418,81,232,184,20,347,0.95,33,46,-13,-0.34,36.3,42.4,-6.1,-0.16
46,Leeds United,eng Premier League,29,25.3,38,3420,90,100,38.0,418,82,260,157,21,185,0.82,48,78,-30,-0.79,47.3,67.1,-19.8,-0.52
47,Leicester City,eng Premier League,28,26.1,38,3420,90,100,38.0,418,82,278,138,23,203,0.89,51,68,-17,-0.45,50.5,63.3,-12.8,-0.34
48,Lens,fr Ligue 1,29,26.4,38,3420,90,100,38.0,418,82,247,169,18,173,2.21,68,29,39,1.03,66.7,43.5,23.2,0.61
49,Leverkusen,de Bundesliga,27,24.7,34,3060,90,100,34.0,374,82,218,150,20,155,1.47,57,49,8,0.24,51.4,42.8,8.6,0.25
50,Lille,fr Ligue 1,26,26.0,38,3420,90,100,38.0,418,84,276,142,19,194,1.76,65,44,21,0.55,68.7,40.5,28.2,0.74
51,Liverpool,eng Premier League,28,27.4,38,3420,90,100,38.0,418,82,253,164,20,178,1.76,75,47,28,0.74,71.5,50.8,20.7,0.55
52,Lorient,fr Ligue 1,30,25.2,38,3420,90,100,38.0,418,83,270,145,20,195,1.45,52,53,-1,-0.03,44.5,58.2,-13.6,-0.36
53,Lyon,fr Ligue 1,29,25.5,38,3420,90,100,38.0,418,83,274,141,21,188,1.63,65,47,18,0.47,61.1,51.6,9.5,0.25
54,Mainz 05,de Bundesliga,27,27.0,34,3060,90,100,34.0,374,81,215,160,20,143,1.35,54,55,-1,-0.03,47.1,53.6,-6.5,-0.19
55,Mallorca,es La Liga,31,27.7,38,3420,90,100,38.0,418,82,250,165,19,280,1.32,37,43,-6,-0.16,35.2,46.4,-11.2,-0.3
56,Manchester City,eng Premier League,24,27.2,38,3420,90,100,38.0,418,84,294,123,19,219,2.34,94,33,61,1.61,78.6,32.1,46.5,1.22
57,Manchester Utd,eng Premier League,26,26.9,38,3420,90,100,38.0,418,83,269,149,19,192,1.97,58,43,15,0.39,67.7,50.4,17.3,0.45
58,Marseille,fr Ligue 1,30,27.3,38,3420,90,100,38.0,418,81,254,163,22,157,1.92,67,40,27,0.71,65.3,42.5,22.8,0.6
59,Milan,it Serie A,30,26.0,38,3420,90,100,38.0,418,80,234,183,23,321,1.84,64,43,21,0.55,58.8,41.1,17.7,0.47
60,Monaco,fr Ligue 1,27,24.7,38,3420,90,100,38.0,418,81,260,155,23,187,1.71,70,58,12,0.32,62.1,53.2,8.9,0.23
61,Montpellier,fr Ligue 1,31,26.0,38,3420,90,100,38.0,418,81,239,170,21,166,1.32,65,62,3,0.08,52.2,62.2,-10.0,-0.26
62,Monza,it Serie A,31,26.6,38,3420,90,100,38.0,418,79,229,188,23,363,1.37,48,52,-4,-0.11,45.9,51.3,-5.4,-0.14
63,Nantes,fr Ligue 1,29,26.7,38,3420,90,100,38.0,418,81,239,176,20,147,0.95,37,55,-18,-0.47,42.8,52.4,-9.7,-0.25
64,Napoli,it Serie A,27,26.4,38,3420,90,100,38.0,418,82,237,181,19,319,2.37,77,28,49,1.29,64.7,31.8,33.0,0.87
65,Newcastle Utd,eng Premier League,27,27.3,38,3420,90,100,38.0,418,84,263,155,16,185,1.87,68,33,35,0.92,71.9,39.5,32.3,0.85
66,Nice,fr Ligue 1,34,26.5,38,3420,90,100,38.0,418,81,255,162,22,176,1.53,48,37,11,0.29,57.2,44.6,12.6,0.33
67,Nott'ham Forest,eng Premier League,33,26.5,38,3420,90,100,38.0,418,82,261,159,21,183,1.0,38,68,-30,-0.79,39.3,64.2,-24.9,-0.66
68,Osasuna,es La Liga,26,27.5,38,3420,90,100,38.0,418,81,230,183,20,198,1.39,37,42,-5,-0.13,39.8,45.7,-5.9,-0.15
69,Paris S-G,fr Ligue 1,26,26.9,38,3420,90,100,38.0,418,82,266,149,20,180,2.24,89,40,49,1.29,78.2,48.3,29.9,0.79
70,Rayo Vallecano,es La Liga,28,27.9,38,3420,90,100,38.0,418,82,231,183,18,267,1.29,45,53,-8,-0.21,43.9,50.3,-6.4,-0.17
71,RB Leipzig,de Bundesliga,25,26.3,34,3060,90,100,34.0,374,82,214,158,20,123,1.94,64,41,23,0.68,62.7,37.2,25.4,0.75
72,Real Madrid,es La Liga,26,27.4,38,3420,90,100,38.0,418,83,265,151,18,248,2.05,75,36,39,1.03,75.5,38.9,36.6,0.96
73,Real Sociedad,es La Liga,30,25.9,38,3420,90,100,38.0,418,81,238,178,22,267,1.87,51,35,16,0.42,52.9,33.0,19.8,0.52
74,Reims,fr Ligue 1,34,24.9,38,3420,90,100,38.0,418,82,248,162,19,179,1.34,45,45,0,0.0,61.5,52.7,8.9,0.23
75,Rennes,fr Ligue 1,32,25.2,38,3420,90,100,38.0,418,82,242,174,19,167,1.79,69,39,30,0.79,61.4,44.1,17.3,0.45
76,Roma,it Serie A,30,27.4,38,3420,90,100,38.0,418,81,249,168,21,307,1.66,50,38,12,0.32,57.7,32.3,25.4,0.67
77,Salernitana,it Serie A,30,27.2,38,3420,90,100,38.0,418,80,240,177,23,296,1.11,48,62,-14,-0.37,36.7,67.1,-30.5,-0.8
78,Sampdoria,it Serie A,40,27.9,38,3420,90,100,38.0,418,80,243,174,23,252,0.5,24,71,-47,-1.24,34.1,66.3,-32.2,-0.85
79,Sassuolo,it Serie A,31,26.1,38,3420,90,100,38.0,418,81,239,175,21,291,1.18,47,61,-14,-0.37,51.6,49.7,1.9,0.05
80,Schalke 04,de Bundesliga,35,27.5,34,3060,90,100,34.0,374,81,228,145,23,158,0.91,35,71,-36,-1.06,39.6,57.1,-17.6,-0.52
81,Sevilla,es La Liga,35,28.7,38,3420,90,100,38.0,418,78,231,177,26,236,1.29,47,54,-7,-0.18,46.3,54.2,-7.9,-0.21
82,Southampton,eng Premier League,36,24.7,38,3420,90,100,38.0,418,81,243,175,22,167,0.66,36,73,-37,-0.97,37.8,60.8,-23.0,-0.61
83,Spezia,it Serie A,34,25.7,38,3420,90,100,38.0,418,81,248,168,22,310,0.82,31,62,-31,-0.82,41.5,59.5,-18.0,-0.47
84,Strasbourg,fr Ligue 1,29,27.3,38,3420,90,100,38.0,418,81,250,161,22,169,1.05,51,59,-8,-0.21,48.5,55.3,-6.7,-0.18
85,Stuttgart,de Bundesliga,30,24.7,34,3060,90,100,34.0,374,82,229,140,19,163,0.97,45,57,-12,-0.35,47.6,45.2,2.4,0.07
86,Torino,it Serie A,28,25.2,38,3420,90,100,38.0,418,82,255,164,20,304,1.39,42,41,1,0.03,41.8,40.0,1.8,0.05
87,Tottenham,eng Premier League,29,27.6,38,3420,90,100,38.0,418,85,278,140,15,202,1.58,70,63,7,0.18,57.0,49.6,7.4,0.2
88,Toulouse,fr Ligue 1,29,25.1,38,3420,90,100,38.0,418,82,253,162,20,180,1.26,51,57,-6,-0.16,52.5,57.0,-4.5,-0.12
89,Troyes,fr Ligue 1,32,25.8,38,3420,90,100,38.0,418,83,273,141,21,192,0.63,45,81,-36,-0.95,39.1,78.0,-38.9,-1.02
90,Udinese,it Serie A,30,26.1,38,3420,90,100,38.0,418,82,242,174,20,259,1.21,47,48,-1,-0.03,46.9,51.8,-4.9,-0.13
91,Union Berlin,de Bundesliga,28,27.9,34,3060,90,100,34.0,374,82,207,165,18,141,1.82,51,38,13,0.38,37.9,42.6,-4.7,-0.14
92,Valencia,es La Liga,28,24.2,38,3420,90,100,38.0,418,81,238,176,22,271,1.11,42,45,-3,-0.08,49.3,43.5,5.8,0.15
93,Valladolid,es La Liga,36,27.4,38,3420,90,100,38.0,418,78,227,189,27,225,1.05,33,63,-30,-0.79,38.5,65.2,-26.6,-0.7
94,Villarreal,es La Liga,32,28.4,38,3420,90,100,38.0,418,81,245,172,21,204,1.68,59,40,19,0.5,61.6,49.9,11.8,0.31
95,Werder Bremen,de Bundesliga,25,27.4,34,3060,90,100,34.0,374,82,222,151,18,146,1.06,51,64,-13,-0.38,41.1,52.9,-11.8,-0.35
96,West Ham,eng Premier League,25,28.2,38,3420,90,100,38.0,418,84,286,132,20,204,1.05,42,55,-13,-0.34,49.2,53.0,-3.9,-0.1
97,Wolfsburg,de Bundesliga,28,24.8,34,3060,90,100,34.0,374,81,218,158,21,148,1.44,57,48,9,0.26,51.3,51.3,0.0,0.0
98,Wolves,eng Premier League,32,26.7,38,3420,90,100,38.0,418,80,248,165,24,175,1.08,31,58,-27,-0.71,36.8,59.9,-23.0,-0.61
