Rk,Squad,Comp,#_Pl,Age,Playing_Time_MP,Playing_Time_Min,Playing_Time_Mn/MP,Playing_Time_Min%,Playing_Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team_Success_PPM,Team_Success_onG,Team_Success_onGA,Team_Success_+/-,Team_Success_+/-90,Team_Success_xG_onxG,Team_Success_xG_onxGA,Team_Success_xG_xG+/-,Team_Success_xG_xG+/-90
68,Nürnberg,de Bundesliga,27,24.9,34,3060,90,100,34.0,374,84,,96,20,141,0.56,26,68,-42,-1.24,35.7,52.9,-17.2,-0.51
69,Paris S-G,fr Ligue 1,30,26.2,38,3420,90,100,38.0,418,84,305.0,109,21,140,2.39,105,35,70,1.84,88.9,37.6,51.3,1.35
70,Parma,it Serie A,31,29.4,38,3420,90,100,38.0,418,85,302.0,113,19,306,1.08,41,61,-20,-0.53,40.2,65.3,-25.1,-0.66
71,Rayo Vallecano,es La Liga,29,26.6,38,3420,90,100,38.0,418,84,,111,20,155,0.84,41,70,-29,-0.76,48.7,60.0,-11.3,-0.3
72,RB Leipzig,de Bundesliga,23,24.0,34,3060,90,100,34.0,374,86,,100,15,138,1.94,63,29,34,1.0,65.7,40.5,25.2,0.74
73,Real Madrid,es La Liga,27,27.1,38,3420,90,100,38.0,418,84,,112,21,154,1.79,63,46,17,0.45,66.7,47.1,19.6,0.52
74,Real Sociedad,es La Liga,30,24.9,38,3420,90,100,38.0,418,84,,110,20,156,1.32,45,46,-1,-0.03,49.7,48.6,1.1,0.03
75,Reims,fr Ligue 1,27,26.2,38,3420,90,100,38.0,418,85,304.0,112,20,154,1.45,39,42,-3,-0.08,38.1,45.0,-6.9,-0.18
76,Rennes,fr Ligue 1,28,25.7,38,3420,90,100,38.0,418,85,311.0,105,21,161,1.37,55,52,3,0.08,55.6,47.6,8.0,0.21
77,Roma,it Serie A,26,27.5,38,3420,90,100,38.0,418,84,305.0,111,23,287,1.74,66,48,18,0.47,64.4,52.1,12.2,0.32
78,Saint-Étienne,fr Ligue 1,29,27.8,38,3420,90,100,38.0,418,84,298.0,113,19,151,1.74,59,41,18,0.47,56.7,50.4,6.3,0.17
79,Sampdoria,it Serie A,24,26.1,38,3420,90,100,38.0,418,84,303.0,112,22,314,1.39,60,51,9,0.24,50.5,55.0,-4.5,-0.12
80,Sassuolo,it Serie A,29,25.4,38,3420,90,100,38.0,418,84,299.0,113,21,333,1.13,53,60,-7,-0.18,48.5,57.4,-8.9,-0.23
81,Schalke 04,de Bundesliga,32,25.8,34,3060,90,100,34.0,374,84,,97,21,141,0.97,37,55,-18,-0.53,45.6,50.1,-4.5,-0.13
82,Sevilla,es La Liga,27,27.9,38,3420,90,100,38.0,418,84,,111,22,155,1.55,62,47,15,0.39,66.6,45.4,21.3,0.56
83,Southampton,eng Premier League,30,25.4,38,3420,90,100,38.0,418,85,,107,20,159,1.03,45,65,-20,-0.53,46.9,55.1,-8.2,-0.22
84,SPAL,it Serie A,28,27.8,38,3420,90,100,38.0,418,85,302.0,113,19,332,1.11,44,56,-12,-0.32,43.9,51.3,-7.3,-0.19
85,Strasbourg,fr Ligue 1,26,26.2,38,3420,90,100,38.0,418,86,307.0,109,17,156,1.29,58,48,10,0.26,41.3,51.2,-9.9,-0.26
86,Stuttgart,de Bundesliga,26,26.3,34,3060,90,100,34.0,374,84,,101,23,137,0.82,32,70,-38,-1.12,38.0,58.2,-20.1,-0.59
87,Torino,it Serie A,25,27.6,38,3420,90,100,38.0,418,85,304.0,112,20,273,1.66,52,37,15,0.39,46.6,47.7,-1.1,-0.03
88,Tottenham,eng Premier League,28,26.8,38,3420,90,100,38.0,418,86,,106,15,160,1.87,67,39,28,0.74,54.9,47.1,7.8,0.2
89,Toulouse,fr Ligue 1,29,25.5,38,3420,90,100,38.0,418,84,312.0,102,21,163,1.0,35,57,-22,-0.58,45.7,56.4,-10.7,-0.28
90,Udinese,it Serie A,31,25.3,38,3420,90,100,38.0,418,85,311.0,104,19,297,1.13,39,53,-14,-0.37,42.5,59.7,-17.2,-0.45
91,Valencia,es La Liga,25,26.4,38,3420,90,100,38.0,418,84,,108,23,158,1.61,51,35,16,0.42,60.7,42.9,17.8,0.47
92,Valladolid,es La Liga,28,27.4,38,3420,90,100,38.0,418,85,,113,18,152,1.08,32,51,-19,-0.5,41.1,58.5,-17.5,-0.46
93,Villarreal,es La Liga,26,27.1,38,3420,90,100,38.0,418,85,,113,19,152,1.16,49,52,-3,-0.08,53.9,55.0,-1.1,-0.03
94,Watford,eng Premier League,25,28.5,38,3420,90,100,38.0,418,85,,103,18,163,1.32,52,59,-7,-0.18,48.2,59.2,-11.0,-0.29
95,Werder Bremen,de Bundesliga,24,27.1,34,3060,90,100,34.0,374,84,,101,22,137,1.56,58,49,9,0.26,49.8,56.1,-6.4,-0.19
96,West Ham,eng Premier League,26,27.6,38,3420,90,100,38.0,418,84,,113,23,152,1.37,52,55,-3,-0.08,47.6,61.9,-14.3,-0.38
97,Wolfsburg,de Bundesliga,25,25.4,34,3060,90,100,34.0,374,86,,97,16,140,1.62,62,50,12,0.35,47.6,48.3,-0.7,-0.02
98,Wolves,eng Premier League,21,26.1,38,3420,90,100,38.0,418,85,,110,17,156,1.5,47,46,1,0.03,52.1,42.1,10.1,0.26
