Rk,Squad,Comp,#_Pl,Playing_Time_MP,Playing_Time_Starts,Playing_Time_Min,90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty_Kicks_PKatt,Penalty_Kicks_PKA,Penalty_Kicks_PKsv,Penalty_Kicks_PKm,Penalty_Kicks_Save%
32,Freiburg,de Bundesliga,2,34,34,3060,34.0,52,1.53,175,124,72.6,12,9,13,6,17.6,6,4,1,1,20.0
33,Fulham,eng Premier League,2,38,38,3420,38.0,53,1.39,170,118,72.9,5,13,20,9,23.7,7,7,0,0,0.0
34,Genoa,it Serie A,3,38,38,3419,38.0,58,1.53,188,132,72.9,10,12,16,9,23.7,7,7,0,0,0.0
35,Getafe,es La Liga,2,38,38,3420,38.0,43,1.13,111,70,67.6,9,11,18,14,36.8,8,7,1,0,12.5
36,Gladbach,de Bundesliga,2,34,34,3056,34.0,56,1.65,151,95,66.9,13,10,11,7,20.6,6,6,0,0,0.0
37,Granada,es La Liga,3,38,38,3420,38.0,65,1.71,170,101,65.3,13,7,18,9,23.7,12,6,5,1,45.5
38,Hellas Verona,it Serie A,3,38,38,3420,38.0,48,1.26,145,99,71.0,11,12,15,7,18.4,7,6,0,1,0.0
39,Hertha BSC,de Bundesliga,2,34,34,3060,34.0,52,1.53,141,89,68.1,8,11,15,9,26.5,8,7,1,0,12.5
40,Hoffenheim,de Bundesliga,2,34,34,3060,34.0,54,1.59,145,91,66.9,11,10,13,6,17.6,9,6,2,1,25.0
41,Huesca,es La Liga,2,38,38,3420,38.0,53,1.39,149,98,67.8,7,13,18,9,23.7,5,5,0,0,0.0
42,Inter,it Serie A,3,38,38,3420,38.0,35,0.92,118,82,74.6,28,7,3,14,36.8,7,5,2,0,28.6
43,Juventus,it Serie A,3,38,38,3420,38.0,38,1.0,121,82,73.6,23,9,6,8,21.1,9,6,3,0,33.3
44,Köln,de Bundesliga,2,34,34,3060,34.0,60,1.76,158,97,67.1,8,9,17,5,14.7,9,8,1,0,11.1
45,Lazio,it Serie A,2,38,38,3420,38.0,55,1.45,151,98,70.2,21,5,12,12,31.6,10,10,0,0,0.0
46,Leeds United,eng Premier League,2,38,38,3420,38.0,54,1.42,198,145,76.8,18,5,15,12,31.6,9,8,1,0,11.1
47,Leicester City,eng Premier League,1,38,38,3420,38.0,50,1.32,136,88,66.2,20,6,12,11,28.9,4,4,0,0,0.0
48,Lens,fr Ligue 1,2,38,38,3420,38.0,54,1.42,143,92,69.9,15,12,11,8,21.1,11,11,0,0,0.0
49,Levante,es La Liga,3,38,38,3420,38.0,57,1.5,163,108,66.9,9,14,15,4,10.5,4,3,0,1,0.0
50,Leverkusen,de Bundesliga,3,34,34,3060,34.0,39,1.15,112,74,66.1,14,10,10,9,26.5,2,1,1,0,50.0
51,Lille,fr Ligue 1,1,38,38,3420,38.0,23,0.61,107,85,79.4,24,11,3,21,55.3,2,1,1,0,50.0
52,Liverpool,eng Premier League,3,38,38,3420,38.0,42,1.11,140,97,72.9,20,9,9,12,31.6,8,4,1,3,20.0
53,Lorient,fr Ligue 1,2,38,38,3420,38.0,68,1.79,167,100,65.3,11,9,18,5,13.2,11,10,0,1,0.0
54,Lyon,fr Ligue 1,1,38,38,3420,38.0,43,1.13,134,92,71.6,22,10,6,11,28.9,7,5,1,1,16.7
55,Mainz 05,de Bundesliga,2,34,34,3060,34.0,56,1.65,162,107,69.1,10,9,15,5,14.7,7,6,0,1,0.0
56,Manchester City,eng Premier League,3,38,38,3420,38.0,32,0.84,100,67,76.0,27,5,6,19,50.0,10,8,2,0,20.0
57,Manchester Utd,eng Premier League,2,38,38,3420,38.0,44,1.16,141,98,71.6,21,11,6,13,34.2,4,4,0,0,0.0
58,Marseille,fr Ligue 1,2,38,38,3420,38.0,47,1.24,132,86,66.7,16,12,10,8,21.1,3,3,0,0,0.0
59,Metz,fr Ligue 1,2,38,38,3419,38.0,48,1.26,150,102,76.0,12,11,15,8,21.1,13,12,1,0,7.7
60,Milan,it Serie A,2,38,38,3420,38.0,41,1.08,133,92,71.4,24,7,7,14,36.8,5,3,1,1,25.0
61,Monaco,fr Ligue 1,3,38,38,3420,38.0,42,1.11,103,62,64.1,24,6,8,15,39.5,5,5,0,0,0.0
62,Montpellier,fr Ligue 1,2,38,38,3418,38.0,62,1.63,197,137,74.6,14,12,12,5,13.2,12,12,0,0,0.0
63,Nantes,fr Ligue 1,1,38,38,3420,38.0,55,1.45,168,113,73.2,9,13,16,5,13.2,12,10,1,1,9.1
64,Napoli,it Serie A,2,38,38,3420,38.0,41,1.08,123,83,70.7,24,5,9,14,36.8,5,5,0,0,0.0
65,Newcastle Utd,eng Premier League,2,38,38,3420,38.0,62,1.63,188,128,69.1,12,9,17,7,18.4,5,4,1,0,20.0
66,Nice,fr Ligue 1,1,38,38,3420,38.0,53,1.39,176,123,73.9,15,7,16,9,23.7,7,7,0,0,0.0
67,Nîmes,fr Ligue 1,1,38,38,3420,38.0,71,1.87,196,122,66.8,9,8,21,8,21.1,10,6,3,1,33.3
68,Osasuna,es La Liga,3,38,38,3415,38.0,48,1.27,142,94,69.7,11,11,16,11,28.9,8,5,2,1,28.6
69,Paris S-G,fr Ligue 1,3,38,38,3420,38.0,28,0.74,131,103,79.4,26,4,8,19,50.0,2,1,1,0,50.0
70,Parma,it Serie A,2,38,38,3420,38.0,83,2.18,191,111,58.1,3,11,24,5,13.2,3,3,0,0,0.0
71,RB Leipzig,de Bundesliga,2,34,34,3060,34.0,32,0.94,84,52,65.5,19,8,7,15,44.1,3,3,0,0,0.0
72,Real Madrid,es La Liga,1,38,38,3420,38.0,28,0.74,116,88,81.9,25,9,4,17,44.7,8,7,1,0,12.5
73,Real Sociedad,es La Liga,1,38,38,3420,38.0,38,1.0,105,67,66.7,17,11,10,14,36.8,5,3,1,1,25.0
74,Reims,fr Ligue 1,2,38,38,3420,38.0,50,1.32,168,117,73.2,9,15,14,10,26.3,8,5,2,1,28.6
75,Rennes,fr Ligue 1,3,38,38,3420,38.0,40,1.05,131,92,71.8,16,10,12,10,26.3,4,3,0,1,0.0
76,Roma,it Serie A,3,38,38,3420,38.0,55,1.45,167,114,70.1,18,8,12,11,28.9,6,5,1,0,16.7
77,Saint-Étienne,fr Ligue 1,3,38,38,3420,38.0,54,1.42,132,79,63.6,12,10,16,12,31.6,9,6,1,2,14.3
78,Sampdoria,it Serie A,2,38,38,3420,38.0,54,1.42,174,119,73.0,15,7,16,7,18.4,9,7,2,0,22.2
79,Sassuolo,it Serie A,2,38,38,3420,38.0,56,1.47,186,130,72.0,17,11,10,8,21.1,5,4,1,0,20.0
80,Schalke 04,de Bundesliga,3,34,34,3060,34.0,86,2.53,234,152,66.2,3,7,24,4,11.8,8,7,1,0,12.5
81,Sevilla,es La Liga,2,38,38,3420,38.0,33,0.87,120,87,75.8,24,5,9,17,44.7,6,4,2,0,33.3
82,Sheffield Utd,eng Premier League,1,38,38,3420,38.0,63,1.66,206,145,70.9,7,2,29,5,13.2,4,3,0,1,0.0
83,Southampton,eng Premier League,2,38,38,3420,38.0,68,1.79,178,110,66.3,12,7,19,9,23.7,9,8,1,0,11.1
84,Spezia,it Serie A,3,38,38,3420,38.0,72,1.89,178,105,64.6,9,12,17,5,13.2,10,9,1,0,10.0
85,Strasbourg,fr Ligue 1,3,38,38,3420,38.0,58,1.53,149,91,65.1,11,9,18,10,26.3,8,6,1,1,14.3
86,Stuttgart,de Bundesliga,2,34,34,3060,34.0,55,1.62,166,110,69.9,12,9,13,5,14.7,7,5,2,0,28.6
87,Torino,it Serie A,3,38,38,3420,38.0,69,1.82,157,88,61.8,7,16,15,8,21.1,10,9,0,1,0.0
88,Tottenham,eng Premier League,1,38,38,3420,38.0,45,1.18,155,113,77.4,18,8,12,12,31.6,10,10,0,0,0.0
89,Udinese,it Serie A,4,38,38,3420,38.0,58,1.53,159,101,72.3,10,10,18,8,21.1,14,14,0,0,0.0
90,Union Berlin,de Bundesliga,2,34,34,3060,34.0,43,1.26,136,93,71.3,12,14,8,7,20.6,5,4,1,0,20.0
91,Valencia,es La Liga,2,38,38,3420,38.0,53,1.39,175,121,72.6,10,13,15,7,18.4,8,5,3,0,37.5
92,Valladolid,es La Liga,2,38,38,3420,38.0,57,1.5,161,104,68.3,5,16,17,3,7.9,7,6,0,1,0.0
93,Villarreal,es La Liga,2,38,38,3420,38.0,44,1.16,126,83,70.6,15,13,10,10,26.3,9,7,1,1,12.5
94,Werder Bremen,de Bundesliga,1,34,34,3060,34.0,57,1.68,157,101,66.2,7,10,17,6,17.6,6,4,2,0,33.3
95,West Brom,eng Premier League,2,38,38,3420,38.0,76,2.0,240,166,71.3,5,11,22,6,15.8,11,7,1,3,12.5
96,West Ham,eng Premier League,2,38,38,3420,38.0,47,1.24,147,103,70.1,19,8,11,11,28.9,5,3,1,1,25.0
97,Wolfsburg,de Bundesliga,2,34,34,3060,34.0,37,1.09,122,84,72.1,17,10,7,14,41.2,5,3,2,0,40.0
98,Wolves,eng Premier League,2,38,38,3420,38.0,52,1.37,152,102,70.4,12,9,17,10,26.3,8,7,1,0,12.5
