Rk,Squad,Comp,#_Pl,90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att_GK,Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal_Kicks_Att,Goal_Kicks_Launch%,Goal_Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist
53,Lorient,fr Ligue 1,2,38.0,58,,,,,,,,,,,,,,,,,,,,,,,,
54,Lyon,fr Ligue 1,2,38.0,43,,,,,,,,,,,,,,,,,,,,,,,,
55,Mainz 05,de Bundesliga,1,34.0,42,,,,,,,,,,,,,,,,,,,,,,,,
56,Málaga,es La Liga,2,38.0,35,1.0,,,,,,,,,,,,,,,,,,,,,,,
57,Manchester City,eng Premier League,2,38.0,41,,,,,,,,,,,,,,,,,,,,,,,,
58,Manchester Utd,eng Premier League,2,38.0,35,,,,,,,,,,,,,,,,,,,,,,,,
59,Marseille,fr Ligue 1,2,38.0,42,,,,,,,,,,,,,,,,,,,,,,,,
60,Milan,it Serie A,3,38.0,43,,,,,,,,,,,,,,,,,,,,,,,,
61,Monaco,fr Ligue 1,2,38.0,50,,,,,,,,,,,,,,,,,,,,,,,,
62,Montpellier,fr Ligue 1,3,38.0,47,,,,,,,,,,,,,,,,,,,,,,,,
63,Nantes,fr Ligue 1,2,38.0,44,,,,,,,,,,,,,,,,,,,,,,,,
64,Napoli,it Serie A,2,38.0,34,,,,,,,,,,,,,,,,,,,,,,,,
65,Newcastle Utd,eng Premier League,3,38.0,65,,,,,,,,,,,,,,,,,,,,,,,,
66,Nice,fr Ligue 1,3,38.0,41,,,,,,,,,,,,,,,,,,,,,,,,
67,Norwich City,eng Premier League,2,38.0,67,,,,,,,,,,,,,,,,,,,,,,,,
68,Palermo,it Serie A,4,38.0,65,,,,,,,,,,,,,,,,,,,,,,,,
69,Paris S-G,fr Ligue 1,3,38.0,19,,,,,,,,,,,,,,,,,,,,,,,,
70,Rayo Vallecano,es La Liga,3,38.0,73,7.0,,,,,,,,,,,,,,,,,,,,,,,
71,Real Madrid,es La Liga,2,38.0,34,1.0,,,,,,,,,,,,,,,,,,,,,,,
72,Real Sociedad,es La Liga,2,38.0,48,5.0,,,,,,,,,,,,,,,,,,,,,,,
73,Reims,fr Ligue 1,3,38.0,57,,,,,,,,,,,,,,,,,,,,,,,,
74,Rennes,fr Ligue 1,2,38.0,54,,,,,,,,,,,,,,,,,,,,,,,,
75,Roma,it Serie A,2,38.0,41,,,,,,,,,,,,,,,,,,,,,,,,
76,Saint-Étienne,fr Ligue 1,1,38.0,37,,,,,,,,,,,,,,,,,,,,,,,,
77,Sampdoria,it Serie A,2,38.0,61,,,,,,,,,,,,,,,,,,,,,,,,
78,Sassuolo,it Serie A,2,38.0,40,,,,,,,,,,,,,,,,,,,,,,,,
79,Schalke 04,de Bundesliga,1,34.0,49,,,,,,,,,,,,,,,,,,,,,,,,
80,Sevilla,es La Liga,2,38.0,50,2.0,,,,,,,,,,,,,,,,,,,,,,,
81,Southampton,eng Premier League,4,38.0,41,,,,,,,,,,,,,,,,,,,,,,,,
82,Sporting Gijón,es La Liga,2,38.0,62,6.0,,,,,,,,,,,,,,,,,,,,,,,
83,Stoke City,eng Premier League,3,38.0,55,,,,,,,,,,,,,,,,,,,,,,,,
84,Stuttgart,de Bundesliga,3,34.0,75,,,,,,,,,,,,,,,,,,,,,,,,
85,Sunderland,eng Premier League,3,38.0,62,,,,,,,,,,,,,,,,,,,,,,,,
86,Swansea City,eng Premier League,2,38.0,52,,,,,,,,,,,,,,,,,,,,,,,,
87,Torino,it Serie A,2,38.0,55,,,,,,,,,,,,,,,,,,,,,,,,
88,Tottenham,eng Premier League,2,38.0,35,,,,,,,,,,,,,,,,,,,,,,,,
89,Toulouse,fr Ligue 1,3,38.0,55,,,,,,,,,,,,,,,,,,,,,,,,
90,Troyes,fr Ligue 1,3,38.0,83,,,,,,,,,,,,,,,,,,,,,,,,
91,Udinese,it Serie A,1,38.0,60,,,,,,,,,,,,,,,,,,,,,,,,
92,Valencia,es La Liga,3,38.0,48,2.0,,,,,,,,,,,,,,,,,,,,,,,
93,Villarreal,es La Liga,3,38.0,35,2.0,,,,,,,,,,,,,,,,,,,,,,,
94,Watford,eng Premier League,2,38.0,50,,,,,,,,,,,,,,,,,,,,,,,,
95,Werder Bremen,de Bundesliga,1,34.0,40,,,,,,,,,,,,,,,,,,,,,,,,
96,West Brom,eng Premier League,2,38.0,48,,,,,,,,,,,,,,,,,,,,,,,,
97,West Ham,eng Premier League,2,38.0,51,,,,,,,,,,,,,,,,,,,,,,,,
98,Wolfsburg,de Bundesliga,2,34.0,49,,,,,,,,,,,,,,,,,,,,,,,,
