Wk,Day,Date,Time,Home,xG,Score,xG1,Away,Attendance,Venue,Referee,Match_Report,Notes
6.0,Sat,2022-09-10,15:30,Hertha BSC,1.9,2–2,1.3,Leverkusen,40643.0,Olympiastadion Berlin,Benjamin Brand,Match Report,
6.0,Sat,2022-09-10,15:30,Hoffenheim,4.2,4–1,0.7,Mainz 05,20114.0,PreZero Arena,Daniel Schlager,Match Report,
6.0,Sat,2022-09-10,15:30,RB Leipzig,2.0,3–0,0.6,Dortmund,47069.0,Red Bull Arena,Sven Jablonski,Match Report,
6.0,Sat,2022-09-10,15:30,Bayern Munich,2.2,2–2,1.2,Stuttgart,75000.0,Allianz Arena,Christian Dingert,Match Report,
6.0,Sat,2022-09-10,18:30,Schalke 04,1.5,3–1,1.1,Bochum,62041.0,Veltins-Arena,Felix Zwayer,Match Report,
6.0,Sun,2022-09-11,15:30,Köln,0.6,0–1,1.5,Union Berlin,49500.0,RheinEnergieSTADION,Benjamin Cortus,Match Report,
6.0,Sun,2022-09-11,17:30,Freiburg,1.1,0–0,1.2,Gladbach,34700.0,Europa-Park Stadion,Tobias Stieler,Match Report,
,,,,,,,,,,,,,
7.0,Fri,2022-09-16,20:30,Mainz 05,0.7,1–1,0.4,Hertha BSC,25300.0,Mewa Arena,Frank Willenborg,Match Report,
7.0,Sat,2022-09-17,15:30,Dortmund,1.8,1–0,0.1,Schalke 04,81100.0,Signal Iduna Park,Felix Brych,Match Report,
7.0,Sat,2022-09-17,15:30,Leverkusen,1.8,1–1,2.1,Werder Bremen,30210.0,BayArena,Tobias Welz,Match Report,
7.0,Sat,2022-09-17,15:30,Stuttgart,1.0,1–3,1.0,Eint Frankfurt,47500.0,Mercedes-Benz Arena,Daniel Siebert,Match Report,
7.0,Sat,2022-09-17,15:30,Augsburg,1.7,1–0,1.6,Bayern Munich,30660.0,WWK Arena,Marco Fritz,Match Report,
7.0,Sat,2022-09-17,18:30,Gladbach,2.7,3–0,0.9,RB Leipzig,50186.0,Stadion im Borussia-Park,Patrick Ittrich,Match Report,
7.0,Sun,2022-09-18,15:30,Union Berlin,1.4,2–0,0.3,Wolfsburg,22012.0,Stadion An der Alten Försterei,Robert Schröder,Match Report,
7.0,Sun,2022-09-18,17:30,Bochum,0.2,1–1,2.1,Köln,25800.0,Vonovia Ruhrstadion,Bastian Dankert,Match Report,
7.0,Sun,2022-09-18,19:30,Hoffenheim,0.7,0–0,1.0,Freiburg,24233.0,PreZero Arena,Deniz Aytekin,Match Report,
,,,,,,,,,,,,,
8.0,Fri,2022-09-30,20:30,Bayern Munich,1.9,4–0,0.8,Leverkusen,75000.0,Allianz Arena,Tobias Stieler,Match Report,
8.0,Sat,2022-10-01,15:30,Wolfsburg,2.0,3–2,1.5,Stuttgart,24125.0,Volkswagen Arena,Felix Zwayer,Match Report,
8.0,Sat,2022-10-01,15:30,RB Leipzig,3.9,4–0,0.1,Bochum,44403.0,Red Bull Arena,Florian Badstübner,Match Report,
8.0,Sat,2022-10-01,15:30,Freiburg,2.0,2–1,1.6,Mainz 05,34700.0,Europa-Park Stadion,Sven Jablonski,Match Report,
8.0,Sat,2022-10-01,15:30,Köln,1.9,3–2,2.5,Dortmund,50000.0,RheinEnergieSTADION,Harm Osmers,Match Report,
8.0,Sat,2022-10-01,15:30,Eint Frankfurt,0.8,2–0,1.0,Union Berlin,50500.0,Deutsche Bank Park,Sascha Stegemann,Match Report,
8.0,Sat,2022-10-01,18:30,Werder Bremen,1.9,5–1,2.3,Gladbach,42100.0,Wohninvest Weserstadion,Matthias Jöllenbeck,Match Report,
8.0,Sun,2022-10-02,15:30,Hertha BSC,0.9,1–1,1.4,Hoffenheim,41653.0,Olympiastadion Berlin,Christian Dingert,Match Report,
8.0,Sun,2022-10-02,17:30,Schalke 04,1.8,2–3,1.4,Augsburg,60328.0,Veltins-Arena,Daniel Schlager,Match Report,
,,,,,,,,,,,,,
9.0,Fri,2022-10-07,20:30,Hoffenheim,1.7,1–2,1.3,Werder Bremen,25410.0,PreZero Arena,Benjamin Cortus,Match Report,
9.0,Sat,2022-10-08,15:30,Mainz 05,0.6,1–1,1.0,RB Leipzig,26100.0,Mewa Arena,Felix Brych,Match Report,
9.0,Sat,2022-10-08,15:30,Leverkusen,1.5,4–0,0.4,Schalke 04,30210.0,BayArena,Tobias Reichel,Match Report,
9.0,Sat,2022-10-08,15:30,Bochum,0.6,3–0,0.9,Eint Frankfurt,24850.0,Vonovia Ruhrstadion,Martin Petersen,Match Report,
9.0,Sat,2022-10-08,15:30,Augsburg,2.0,1–1,1.8,Wolfsburg,26220.0,WWK Arena,Daniel Siebert,Match Report,
9.0,Sat,2022-10-08,18:30,Dortmund,1.6,2–2,0.6,Bayern Munich,81365.0,Signal Iduna Park,Deniz Aytekin,Match Report,
9.0,Sun,2022-10-09,15:30,Gladbach,3.0,5–2,1.3,Köln,54042.0,Stadion im Borussia-Park,Sven Jablonski,Match Report,
9.0,Sun,2022-10-09,17:30,Hertha BSC,1.6,2–2,1.0,Freiburg,40481.0,Olympiastadion Berlin,Robert Schröder,Match Report,
9.0,Sun,2022-10-09,19:30,Stuttgart,1.0,0–1,0.7,Union Berlin,43250.0,Mercedes-Benz Arena,Bastian Dankert,Match Report,
,,,,,,,,,,,,,
10.0,Fri,2022-10-14,20:30,Schalke 04,0.7,0–3,3.2,Hoffenheim,59811.0,Veltins-Arena,Florian Badstübner,Match Report,
10.0,Sat,2022-10-15,15:30,Eint Frankfurt,3.9,5–1,0.4,Leverkusen,49700.0,Deutsche Bank Park,Frank Willenborg,Match Report,
10.0,Sat,2022-10-15,15:30,Werder Bremen,1.3,0–2,1.1,Mainz 05,41000.0,Wohninvest Weserstadion,Robert Hartmann,Match Report,
10.0,Sat,2022-10-15,15:30,Stuttgart,2.2,4–1,1.6,Bochum,45400.0,Mercedes-Benz Arena,Christian Dingert,Match Report,
10.0,Sat,2022-10-15,15:30,Wolfsburg,1.8,2–2,0.8,Gladbach,26701.0,Volkswagen Arena,Benjamin Cortus,Match Report,
10.0,Sat,2022-10-15,18:30,RB Leipzig,2.9,3–2,2.3,Hertha BSC,47069.0,Red Bull Arena,Harm Osmers,Match Report,
10.0,Sun,2022-10-16,15:30,Köln,1.5,3–2,0.4,Augsburg,49000.0,RheinEnergieSTADION,Felix Zwayer,Match Report,
10.0,Sun,2022-10-16,17:30,Union Berlin,1.9,2–0,0.8,Dortmund,22012.0,Stadion An der Alten Försterei,Tobias Stieler,Match Report,
10.0,Sun,2022-10-16,19:30,Bayern Munich,2.1,5–0,0.3,Freiburg,75000.0,Allianz Arena,Sascha Stegemann,Match Report,
,,,,,,,,,,,,,
11.0,Fri,2022-10-21,20:30,Mainz 05,1.9,5–0,0.7,Köln,31610.0,Mewa Arena,Matthias Jöllenbeck,Match Report,
11.0,Sat,2022-10-22,15:30,Dortmund,2.6,5–0,1.0,Stuttgart,81365.0,Signal Iduna Park,Daniel Schlager,Match Report,
11.0,Sat,2022-10-22,15:30,Freiburg,2.9,2–0,0.5,Werder Bremen,34700.0,Europa-Park Stadion,Bastian Dankert,Match Report,
11.0,Sat,2022-10-22,15:30,Leverkusen,2.2,2–2,1.2,Wolfsburg,26294.0,BayArena,Felix Brych,Match Report,
11.0,Sat,2022-10-22,15:30,Augsburg,1.6,3–3,2.4,RB Leipzig,25109.0,WWK Arena,Robert Schröder,Match Report,
11.0,Sat,2022-10-22,15:30,Hoffenheim,0.8,0–2,2.4,Bayern Munich,30150.0,PreZero Arena,Sven Jablonski,Match Report,
11.0,Sat,2022-10-22,18:30,Gladbach,1.0,1–3,1.9,Eint Frankfurt,53019.0,Stadion im Borussia-Park,Daniel Siebert,Match Report,
11.0,Sun,2022-10-23,15:30,Bochum,1.1,2–1,1.0,Union Berlin,25460.0,Vonovia Ruhrstadion,Deniz Aytekin,Match Report,
11.0,Sun,2022-10-23,17:30,Hertha BSC,0.8,2–1,0.6,Schalke 04,60165.0,Olympiastadion Berlin,Martin Petersen,Match Report,
,,,,,,,,,,,,,
12.0,Fri,2022-10-28,20:30,Werder Bremen,1.3,1–0,0.4,Hertha BSC,42100.0,Wohninvest Weserstadion,Tobias Reichel,Match Report,
12.0,Sat,2022-10-29,15:30,Stuttgart,2.6,2–1,1.0,Augsburg,46400.0,Mercedes-Benz Arena,Tobias Stieler,Match Report,
12.0,Sat,2022-10-29,15:30,Wolfsburg,2.0,4–0,0.5,Bochum,24037.0,Volkswagen Arena,Robert Hartmann,Match Report,
12.0,Sat,2022-10-29,15:30,RB Leipzig,1.2,2–0,0.1,Leverkusen,45598.0,Red Bull Arena,Sven Jablonski,Match Report,
12.0,Sat,2022-10-29,15:30,Bayern Munich,3.1,6–2,2.2,Mainz 05,75000.0,Allianz Arena,Felix Zwayer,Match Report,
12.0,Sat,2022-10-29,18:30,Eint Frankfurt,1.9,1–2,0.6,Dortmund,50000.0,Deutsche Bank Park,Sascha Stegemann,Match Report,
12.0,Sun,2022-10-30,15:30 (16:30),Union Berlin,0.9,2–1,1.0,Gladbach,22012.0,Stadion An der Alten Försterei,Harm Osmers,Match Report,
12.0,Sun,2022-10-30,17:30 (18:30),Schalke 04,0.6,0–2,2.3,Freiburg,61115.0,Veltins-Arena,Christian Dingert,Match Report,
12.0,Sun,2022-10-30,19:30 (20:30),Köln,1.2,1–1,0.9,Hoffenheim,49000.0,RheinEnergieSTADION,Frank Willenborg,Match Report,
,,,,,,,,,,,,,
13.0,Fri,2022-11-04,20:30 (21:30),Gladbach,0.9,3–1,1.1,Stuttgart,53178.0,Stadion im Borussia-Park,Matthias Jöllenbeck,Match Report,
13.0,Sat,2022-11-05,15:30 (16:30),Augsburg,1.2,1–2,1.2,Eint Frankfurt,30087.0,WWK Arena,Deniz Aytekin,Match Report,
13.0,Sat,2022-11-05,15:30 (16:30),Dortmund,1.5,3–0,0.6,Bochum,81365.0,Signal Iduna Park,Tobias Stieler,Match Report,
13.0,Sat,2022-11-05,15:30 (16:30),Mainz 05,1.0,0–3,0.6,Wolfsburg,26750.0,Mewa Arena,Daniel Siebert,Match Report,
13.0,Sat,2022-11-05,15:30 (16:30),Hoffenheim,0.9,1–3,1.7,RB Leipzig,23127.0,PreZero Arena,Martin Petersen,Match Report,
13.0,Sat,2022-11-05,15:30 (16:30),Hertha BSC,1.2,2–3,1.9,Bayern Munich,74667.0,Olympiastadion Berlin,Bastian Dankert,Match Report,
13.0,Sat,2022-11-05,18:30 (19:30),Werder Bremen,1.0,2–1,1.4,Schalke 04,41000.0,Wohninvest Weserstadion,Felix Brych,Match Report,
13.0,Sun,2022-11-06,15:30 (16:30),Leverkusen,1.9,5–0,0.3,Union Berlin,30210.0,BayArena,Robert Schröder,Match Report,
13.0,Sun,2022-11-06,17:30 (18:30),Freiburg,1.4,2–0,0.5,Köln,33800.0,Europa-Park Stadion,Florian Badstübner,Match Report,
,,,,,,,,,,,,,
14.0,Tue,2022-11-08,18:30 (19:30),Wolfsburg,2.4,2–0,1.6,Dortmund,28675.0,Volkswagen Arena,Christian Dingert,Match Report,
14.0,Tue,2022-11-08,20:30 (21:30),Bochum,2.0,2–1,0.8,Gladbach,25900.0,Vonovia Ruhrstadion,Daniel Schlager,Match Report,
14.0,Tue,2022-11-08,20:30 (21:30),Bayern Munich,4.4,6–1,1.3,Werder Bremen,75000.0,Allianz Arena,Robert Hartmann,Match Report,
14.0,Tue,2022-11-08,20:30 (21:30),Stuttgart,2.0,2–1,0.7,Hertha BSC,44500.0,Mercedes-Benz Arena,Frank Willenborg,Match Report,
14.0,Wed,2022-11-09,18:30 (19:30),Köln,1.4,1–2,1.4,Leverkusen,50000.0,RheinEnergieSTADION,Tobias Stieler,Match Report,
14.0,Wed,2022-11-09,20:30 (21:30),Eint Frankfurt,2.8,4–2,1.8,Hoffenheim,49000.0,Deutsche Bank Park,Felix Zwayer,Match Report,
14.0,Wed,2022-11-09,20:30 (21:30),Schalke 04,1.5,1–0,0.8,Mainz 05,58256.0,Veltins-Arena,Tobias Reichel,Match Report,
14.0,Wed,2022-11-09,20:30 (21:30),Union Berlin,1.2,2–2,0.6,Augsburg,22012.0,Stadion An der Alten Försterei,Sascha Stegemann,Match Report,
14.0,Wed,2022-11-09,20:30 (21:30),RB Leipzig,2.9,3–1,0.2,Freiburg,41240.0,Red Bull Arena,Harm Osmers,Match Report,
,,,,,,,,,,,,,
15.0,Fri,2022-11-11,20:30 (21:30),Gladbach,2.1,4–2,3.0,Dortmund,54042.0,Stadion im Borussia-Park,Sven Jablonski,Match Report,
15.0,Sat,2022-11-12,15:30 (16:30),Leverkusen,1.6,2–0,0.3,Stuttgart,30210.0,BayArena,Florian Badstübner,Match Report,
15.0,Sat,2022-11-12,15:30 (16:30),Werder Bremen,0.9,1–2,1.7,RB Leipzig,41500.0,Wohninvest Weserstadion,Matthias Jöllenbeck,Match Report,
15.0,Sat,2022-11-12,15:30 (16:30),Hertha BSC,1.8,2–0,1.8,Köln,60827.0,Olympiastadion Berlin,Christian Dingert,Match Report,
15.0,Sat,2022-11-12,15:30 (16:30),Hoffenheim,1.4,1–2,0.7,Wolfsburg,18014.0,PreZero Arena,Daniel Schlager,Match Report,
15.0,Sat,2022-11-12,15:30 (16:30),Augsburg,2.2,0–1,1.1,Bochum,28011.0,WWK Arena,Felix Brych,Match Report,
15.0,Sat,2022-11-12,18:30 (19:30),Schalke 04,0.8,0–2,1.9,Bayern Munich,62271.0,Veltins-Arena,Felix Zwayer,Match Report,
15.0,Sun,2022-11-13,15:30 (16:30),Mainz 05,1.5,1–1,1.8,Eint Frankfurt,33305.0,Mewa Arena,Robert Schröder,Match Report,
15.0,Sun,2022-11-13,17:30 (18:30),Freiburg,2.3,4–1,1.7,Union Berlin,33800.0,Europa-Park Stadion,Deniz Aytekin,Match Report,
,,,,,,,,,,,,,
16.0,Fri,2023-01-20,20:30 (21:30),RB Leipzig,0.7,1–1,0.7,Bayern Munich,47069.0,Red Bull Arena,Daniel Siebert,Match Report,
16.0,Sat,2023-01-21,15:30 (16:30),Stuttgart,1.6,1–1,1.4,Mainz 05,45903.0,Mercedes-Benz Arena,Felix Brych,Match Report,
16.0,Sat,2023-01-21,15:30 (16:30),Bochum,1.6,3–1,0.9,Hertha BSC,26000.0,Vonovia Ruhrstadion,Martin Petersen,Match Report,
16.0,Sat,2023-01-21,15:30 (16:30),Eint Frankfurt,1.2,3–0,1.8,Schalke 04,50000.0,Deutsche Bank Park,Marco Fritz,Match Report,
16.0,Sat,2023-01-21,15:30 (16:30),Wolfsburg,2.7,6–0,0.7,Freiburg,25849.0,Volkswagen Arena,Felix Zwayer,Match Report,
16.0,Sat,2023-01-21,15:30 (16:30),Union Berlin,2.9,3–1,1.0,Hoffenheim,21747.0,Stadion An der Alten Försterei,Robert Hartmann,Match Report,
16.0,Sat,2023-01-21,18:30 (19:30),Köln,3.0,7–1,0.3,Werder Bremen,50000.0,RheinEnergieSTADION,Robert Schröder,Match Report,
16.0,Sun,2023-01-22,15:30 (16:30),Dortmund,2.9,4–3,1.7,Augsburg,81365.0,Signal Iduna Park,Frank Willenborg,Match Report,
16.0,Sun,2023-01-22,17:30 (18:30),Gladbach,1.0,2–3,2.0,Leverkusen,53336.0,Stadion im Borussia-Park,Harm Osmers,Match Report,
,,,,,,,,,,,,,
17.0,Tue,2023-01-24,18:30 (19:30),Schalke 04,0.7,1–6,2.7,RB Leipzig,56841.0,Veltins-Arena,Benjamin Cortus,Match Report,
17.0,Tue,2023-01-24,20:30 (21:30),Hertha BSC,0.4,0–5,3.1,Wolfsburg,29483.0,Olympiastadion Berlin,Tobias Reichel,Match Report,
17.0,Tue,2023-01-24,20:30 (21:30),Hoffenheim,2.0,2–2,0.8,Stuttgart,23159.0,PreZero Arena,Florian Badstübner,Match Report,
17.0,Tue,2023-01-24,20:30 (21:30),Bayern Munich,1.4,1–1,0.8,Köln,75000.0,Allianz Arena,Tobias Stieler,Match Report,
17.0,Wed,2023-01-25,18:30 (19:30),Mainz 05,1.2,1–2,1.5,Dortmund,31500.0,Mewa Arena,Sascha Stegemann,Match Report,
17.0,Wed,2023-01-25,20:30 (21:30),Leverkusen,1.7,2–0,0.7,Bochum,25820.0,BayArena,Timo Gerach,Match Report,
17.0,Wed,2023-01-25,20:30 (21:30),Augsburg,0.9,1–0,0.3,Gladbach,23158.0,WWK Arena,Daniel Schlager,Match Report,
17.0,Wed,2023-01-25,20:30 (21:30),Werder Bremen,0.6,1–2,1.1,Union Berlin,41500.0,Wohninvest Weserstadion,Bastian Dankert,Match Report,
17.0,Wed,2023-01-25,20:30 (21:30),Freiburg,1.9,1–1,0.2,Eint Frankfurt,34700.0,Europa-Park Stadion,Deniz Aytekin,Match Report,
,,,,,,,,,,,,,
18.0,Fri,2023-01-27,20:30 (21:30),RB Leipzig,1.0,2–1,1.7,Stuttgart,46158.0,Red Bull Arena,Felix Zwayer,Match Report,
18.0,Sat,2023-01-28,15:30 (16:30),Hoffenheim,1.8,1–4,1.7,Gladbach,24119.0,PreZero Arena,Benjamin Brand,Match Report,
18.0,Sat,2023-01-28,15:30 (16:30),Werder Bremen,2.2,2–1,0.7,Wolfsburg,41000.0,Wohninvest Weserstadion,Daniel Siebert,Match Report,
18.0,Sat,2023-01-28,15:30 (16:30),Mainz 05,2.1,5–2,1.5,Bochum,23300.0,Mewa Arena,Patrick Ittrich,Match Report,
18.0,Sat,2023-01-28,15:30 (16:30),Freiburg,1.7,3–1,1.7,Augsburg,33500.0,Europa-Park Stadion,Christian Dingert,Match Report,
18.0,Sat,2023-01-28,15:30 (16:30),Hertha BSC,0.5,0–2,1.0,Union Berlin,74667.0,Olympiastadion Berlin,Felix Brych,Match Report,
18.0,Sat,2023-01-28,18:30 (19:30),Bayern Munich,1.6,1–1,0.6,Eint Frankfurt,75000.0,Allianz Arena,Sven Jablonski,Match Report,
18.0,Sun,2023-01-29,15:30 (16:30),Schalke 04,1.2,0–0,0.3,Köln,61571.0,Veltins-Arena,Matthias Jöllenbeck,Match Report,
18.0,Sun,2023-01-29,17:30 (18:30),Leverkusen,1.7,0–2,0.9,Dortmund,30210.0,BayArena,Tobias Welz,Match Report,
,,,,,,,,,,,,,
19.0,Fri,2023-02-03,20:30 (21:30),Augsburg,0.9,1–0,0.6,Leverkusen,27318.0,WWK Arena,Marco Fritz,Match Report,
19.0,Sat,2023-02-04,15:30 (16:30),Dortmund,1.9,5–1,0.4,Freiburg,81365.0,Signal Iduna Park,Robert Schröder,Match Report,
19.0,Sat,2023-02-04,15:30 (16:30),Bochum,2.7,5–2,0.9,Hoffenheim,23700.0,Vonovia Ruhrstadion,Bastian Dankert,Match Report,
19.0,Sat,2023-02-04,15:30 (16:30),Eint Frankfurt,2.2,3–0,0.9,Hertha BSC,49500.0,Deutsche Bank Park,Robert Hartmann,Match Report,
19.0,Sat,2023-02-04,15:30 (16:30),Union Berlin,1.1,2–1,1.3,Mainz 05,22012.0,Stadion An der Alten Försterei,Florian Badstübner,Match Report,
19.0,Sat,2023-02-04,15:30 (16:30),Köln,0.8,0–0,1.3,RB Leipzig,49200.0,RheinEnergieSTADION,Martin Petersen,Match Report,
19.0,Sat,2023-02-04,18:30 (19:30),Gladbach,1.1,0–0,1.0,Schalke 04,54042.0,Stadion im Borussia-Park,Deniz Aytekin,Match Report,
19.0,Sun,2023-02-05,15:30 (16:30),Stuttgart,1.3,0–2,0.5,Werder Bremen,47700.0,Mercedes-Benz Arena,Frank Willenborg,Match Report,
19.0,Sun,2023-02-05,17:30 (18:30),Wolfsburg,2.2,2–4,0.5,Bayern Munich,30000.0,Volkswagen Arena,Harm Osmers,Match Report,
,,,,,,,,,,,,,
20.0,Fri,2023-02-10,20:30 (21:30),Schalke 04,1.3,0–0,1.3,Wolfsburg,60836.0,Veltins-Arena,Benjamin Brand,Match Report,
20.0,Sat,2023-02-11,15:30 (16:30),Bayern Munich,3.7,3–0,0.3,Bochum,75000.0,Allianz Arena,Matthias Jöllenbeck,Match Report,
20.0,Sat,2023-02-11,15:30 (16:30),Mainz 05,2.4,3–1,1.5,Augsburg,22200.0,Mewa Arena,Sven Jablonski,Match Report,
20.0,Sat,2023-02-11,15:30 (16:30),Werder Bremen,0.6,0–2,2.5,Dortmund,42100.0,Wohninvest Weserstadion,Felix Brych,Match Report,
20.0,Sat,2023-02-11,15:30 (16:30),Hoffenheim,0.7,1–3,1.4,Leverkusen,20619.0,PreZero Arena,Tobias Stieler,Match Report,
