Rk,Squad,Comp,#_Pl,90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att_GK,Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal_Kicks_Att,Goal_Kicks_Launch%,Goal_Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist
13,Betis,es La Liga,2,38.0,41,3,1,7,1,44.0,0.29,4.0,0.1,229,635,36.1,956,149,44.0,39.6,315,67.9,49.1,582,22,3.8,43,1.13,12.1
14,Bochum,de Bundesliga,1,34.0,72,8,2,9,3,69.0,0.3,0.0,0.0,554,1175,47.1,1467,83,67.8,44.7,283,63.6,47.5,536,31,5.8,121,3.56,22.2
15,Bologna,it Serie A,2,38.0,49,7,1,6,3,48.3,0.25,2.3,0.06,151,380,39.7,927,211,30.5,35.6,306,31.7,31.7,502,29,5.8,24,0.63,
16,Bournemouth,eng Premier League,2,38.0,71,6,0,16,3,63.6,0.29,-4.4,-0.11,231,591,39.1,847,190,44.0,31.9,353,61.8,44.1,739,40,5.4,30,0.79,10.5
17,Brentford,eng Premier League,1,38.0,46,2,1,9,3,48.1,0.24,5.1,0.13,347,882,39.3,1361,160,50.9,39.5,275,68.7,51.0,598,53,8.9,54,1.42,15.7
18,Brest,fr Ligue 1,2,38.0,54,7,1,11,2,55.1,0.26,3.1,0.08,206,490,42.0,824,166,38.7,45.7,300,57.0,43.3,531,32,6.0,25,0.66,3.5
19,Brighton,eng Premier League,2,38.0,53,6,0,6,6,42.7,0.27,-4.3,-0.11,94,279,33.7,1067,151,21.4,28.9,247,20.6,23.2,355,27,7.6,32,0.84,12.3
20,Cádiz,es La Liga,2,38.0,53,9,1,7,0,53.4,0.22,0.4,0.01,270,829,32.6,916,150,59.1,46.4,322,89.4,64.2,651,44,6.8,30,0.79,13.6
21,Celta Vigo,es La Liga,2,38.0,53,5,1,10,1,42.9,0.27,-9.1,-0.24,184,506,36.4,934,171,37.5,35.3,289,54.0,43.9,509,22,4.3,39,1.03,18.1
22,Chelsea,eng Premier League,2,38.0,47,1,1,8,3,47.0,0.3,3.0,0.08,95,290,32.8,1087,198,18.2,26.3,248,37.1,31.9,460,24,5.2,63,1.66,16.9
23,Clermont Foot,fr Ligue 1,2,38.0,49,8,0,5,0,56.5,0.29,7.5,0.2,238,618,38.5,1196,177,41.4,33.6,308,39.9,35.9,478,35,7.3,30,0.79,21.3
24,Cremonese,it Serie A,3,38.0,69,5,3,11,1,68.1,0.29,0.1,0.0,214,704,30.4,1039,181,50.7,35.7,324,54.6,45.8,527,35,6.6,39,1.03,8.6
25,Crystal Palace,eng Premier League,3,38.0,49,4,0,8,3,44.7,0.26,-1.3,-0.03,153,446,34.3,930,189,33.7,32.3,273,48.7,37.6,539,29,5.4,40,1.05,13.1
26,Dortmund,de Bundesliga,2,34.0,44,1,0,7,1,41.7,0.28,-1.3,-0.04,124,312,39.7,1132,157,19.8,27.3,237,37.1,36.1,386,23,6.0,55,1.62,19.8
27,Eint Frankfurt,de Bundesliga,2,34.0,52,2,1,8,1,43.3,0.31,-7.7,-0.23,81,329,24.6,680,135,38.5,29.1,228,29.4,33.7,416,18,4.3,25,0.74,11.5
28,Elche,es La Liga,2,38.0,67,7,0,6,2,71.9,0.31,6.9,0.18,195,442,44.1,819,175,33.8,34.9,318,51.9,40.9,600,22,3.7,21,0.55,14.0
29,Empoli,it Serie A,3,38.0,49,4,0,10,1,48.6,0.28,0.6,0.01,163,530,30.8,1144,191,36.5,18.5,363,30.9,30.4,741,39,5.3,26,0.68,
30,Espanyol,es La Liga,4,38.0,69,5,1,9,2,54.5,0.27,-12.5,-0.33,305,659,46.3,865,122,49.7,36.2,347,66.0,48.0,557,27,4.8,46,1.21,13.8
31,Everton,eng Premier League,2,38.0,57,5,2,4,0,60.4,0.3,3.4,0.09,274,814,33.7,1012,156,57.7,34.9,325,70.8,52.4,589,23,3.9,52,1.37,5.0
32,Fiorentina,it Serie A,4,38.0,43,7,0,4,2,39.2,0.26,-1.8,-0.05,198,499,39.7,1183,166,32.6,32.4,245,46.1,40.6,336,14,4.2,60,1.58,9.3
33,Freiburg,de Bundesliga,1,34.0,44,5,0,4,0,46.4,0.28,2.4,0.07,271,665,40.8,1195,121,41.4,37.6,267,63.7,52.6,434,32,7.4,43,1.26,15.0
34,Fulham,eng Premier League,2,38.0,53,7,1,8,2,60.1,0.28,9.1,0.24,140,438,32.0,1176,193,28.4,46.0,280,37.1,35.0,490,36,7.3,48,1.26,14.0
35,Getafe,es La Liga,1,38.0,45,4,0,7,2,45.5,0.23,2.5,0.07,409,904,45.2,782,99,75.1,49.8,347,91.4,59.8,586,36,6.1,46,1.21,15.0
36,Girona,es La Liga,2,38.0,55,6,2,5,0,62.0,0.33,7.0,0.18,169,464,36.4,1075,192,28.4,28.7,329,48.3,41.9,597,43,7.2,59,1.55,16.9
37,Gladbach,de Bundesliga,4,34.0,55,6,1,4,1,57.7,0.3,3.7,0.11,141,461,30.6,1470,174,24.9,32.7,294,32.3,32.8,529,28,5.3,41,1.21,13.1
38,Hellas Verona,it Serie A,2,38.0,59,1,1,4,3,50.3,0.27,-5.7,-0.15,366,805,45.5,919,124,63.8,57.3,304,72.0,51.9,515,27,5.2,56,1.47,12.0
39,Hertha BSC,de Bundesliga,2,34.0,69,5,4,8,0,60.4,0.33,-8.6,-0.25,209,599,34.9,999,172,42.1,31.2,248,71.8,53.7,504,33,6.5,70,2.06,3.5
40,Hoffenheim,de Bundesliga,1,34.0,57,2,1,11,1,50.4,0.31,-5.6,-0.16,206,525,39.2,1131,168,36.3,33.6,282,40.8,36.0,529,43,8.1,43,1.26,13.4
41,Inter,it Serie A,3,38.0,42,3,0,6,3,34.8,0.23,-4.2,-0.11,151,364,41.5,1336,189,22.7,33.5,290,21.0,28.1,439,17,3.9,20,0.53,
42,Juventus,it Serie A,2,38.0,33,4,0,6,0,37.1,0.24,4.1,0.11,160,377,42.4,825,182,34.7,30.8,312,29.2,29.0,543,15,2.8,32,0.84,15.7
43,Köln,de Bundesliga,1,34.0,54,4,4,4,3,42.3,0.3,-8.7,-0.26,154,404,38.1,1144,117,30.2,31.3,244,24.2,28.4,468,19,4.1,22,0.65,13.4
44,Lazio,it Serie A,2,38.0,30,1,0,5,1,31.4,0.25,2.4,0.06,160,376,42.6,1014,167,30.6,,309,21.4,23.7,493,21,4.3,55,1.45,19.0
45,Lecce,it Serie A,1,38.0,46,5,2,6,3,43.5,0.24,0.5,0.01,194,721,26.9,869,143,57.1,42.1,289,77.9,52.8,534,23,4.3,42,1.11,14.1
46,Leeds United,eng Premier League,2,38.0,78,5,1,7,1,64.1,0.32,-12.9,-0.34,124,520,23.8,883,214,40.8,41.1,275,58.2,44.1,475,36,7.6,69,1.82,11.6
47,Leicester City,eng Premier League,2,38.0,68,4,4,8,5,55.4,0.29,-7.6,-0.2,132,497,26.6,1004,203,34.5,37.2,311,48.6,38.6,558,36,6.5,48,1.26,10.3
48,Lens,fr Ligue 1,2,38.0,29,3,0,6,1,34.0,0.24,6.0,0.16,183,449,40.8,1059,145,37.1,36.8,215,26.0,27.8,404,35,8.7,41,1.08,8.2
49,Leverkusen,de Bundesliga,2,34.0,49,7,1,5,2,42.7,0.25,-4.3,-0.13,121,384,31.5,887,155,32.8,30.3,259,35.9,32.5,410,28,6.8,27,0.79,13.0
50,Lille,fr Ligue 1,2,38.0,44,4,2,3,3,39.2,0.28,-1.8,-0.05,82,316,25.9,963,148,27.5,29.4,198,25.8,26.8,382,27,7.1,34,0.89,13.5
51,Liverpool,eng Premier League,2,38.0,47,2,0,0,2,54.1,0.33,9.1,0.24,118,285,41.4,1258,217,18.4,24.3,215,24.7,29.9,400,23,5.8,89,2.34,9.0
52,Lorient,fr Ligue 1,2,38.0,53,2,2,6,1,52.4,0.28,0.4,0.01,142,404,35.1,852,186,32.9,29.5,349,35.5,30.5,725,33,4.6,16,0.42,10.6
53,Lyon,fr Ligue 1,2,38.0,47,11,2,5,3,50.2,0.26,6.2,0.16,126,366,34.4,1010,164,29.8,28.7,236,27.5,30.2,436,25,5.7,35,0.92,17.2
54,Mainz 05,de Bundesliga,2,34.0,55,4,1,5,0,48.9,0.28,-6.1,-0.18,208,613,33.9,896,184,48.3,36.6,250,72.0,53.9,479,60,12.5,61,1.79,13.8
55,Mallorca,es La Liga,3,38.0,43,6,0,3,0,41.5,0.24,-1.5,-0.04,351,841,41.7,950,130,61.9,54.9,338,74.9,54.0,657,35,5.3,21,0.55,4.0
56,Manchester City,eng Premier League,2,38.0,33,3,1,4,1,30.3,0.3,-1.7,-0.05,128,287,44.6,1242,163,18.9,23.9,181,28.7,30.4,312,20,6.4,40,1.05,21.1
57,Manchester Utd,eng Premier League,1,38.0,43,2,2,6,1,41.3,0.27,-0.7,-0.02,141,449,31.4,909,128,37.0,32.3,302,37.4,31.7,526,15,2.9,32,0.84,14.8
58,Marseille,fr Ligue 1,2,38.0,40,5,0,7,3,37.7,0.24,0.7,0.02,123,371,33.2,1071,163,25.1,27.4,248,41.1,35.2,443,25,5.6,44,1.16,17.9
59,Milan,it Serie A,3,38.0,43,4,3,6,1,37.2,0.26,-4.8,-0.13,170,388,43.8,1124,194,28.2,32.9,246,28.9,28.9,416,24,5.8,45,1.18,14.4
60,Monaco,fr Ligue 1,1,38.0,58,5,1,4,3,49.5,0.24,-5.5,-0.14,189,445,42.5,869,203,32.5,32.8,272,59.9,44.8,454,36,7.9,33,0.87,12.7
61,Montpellier,fr Ligue 1,4,38.0,62,6,0,6,2,64.7,0.28,4.7,0.12,201,583,34.5,933,172,42.8,35.4,304,60.5,44.9,572,34,5.9,27,0.71,11.2
62,Monza,it Serie A,2,38.0,52,3,1,4,1,50.3,0.28,-0.7,-0.02,168,480,35.0,1230,240,31.5,22.6,313,29.7,30.3,548,14,2.6,34,0.89,25.7
63,Nantes,fr Ligue 1,2,38.0,55,9,1,6,4,56.3,0.26,5.3,0.14,194,525,37.0,962,211,36.9,33.2,253,67.2,49.2,504,43,8.5,39,1.03,7.0
64,Napoli,it Serie A,2,38.0,28,1,0,2,0,28.0,0.24,0.0,0.0,71,181,39.2,858,145,15.3,29.6,232,21.6,27.4,391,13,3.3,43,1.13,18.8
65,Newcastle Utd,eng Premier League,2,38.0,33,2,0,8,2,33.2,0.24,2.2,0.06,126,378,33.3,714,246,32.2,20.7,230,64.3,48.5,441,35,7.9,74,1.95,12.4
66,Nice,fr Ligue 1,2,38.0,37,3,2,5,0,39.0,0.24,2.0,0.05,178,408,43.6,946,130,30.5,28.1,308,38.6,35.3,481,26,5.4,26,0.68,13.8
67,Nott'ham Forest,eng Premier League,3,38.0,68,6,2,9,0,60.1,0.3,-7.9,-0.21,237,712,33.3,957,185,51.0,43.2,338,66.3,47.5,621,35,5.6,38,1.0,17.0
68,Osasuna,es La Liga,2,38.0,42,1,1,3,2,39.1,0.26,-0.9,-0.02,342,789,43.3,1084,145,53.4,42.7,315,66.7,50.8,534,30,5.6,57,1.5,18.5
69,Paris S-G,fr Ligue 1,2,38.0,40,2,1,3,1,43.3,0.26,4.3,0.11,54,148,36.5,687,167,15.7,19.0,252,15.9,21.8,437,33,7.6,27,0.71,
70,Rayo Vallecano,es La Liga,2,38.0,53,4,0,11,4,45.9,0.3,-3.1,-0.08,154,545,28.3,834,204,44.5,30.3,310,56.1,46.5,512,24,4.7,54,1.42,17.0
71,RB Leipzig,de Bundesliga,3,34.0,41,7,0,5,2,38.8,0.3,-0.2,-0.01,81,259,31.3,1244,172,16.2,33.6,210,27.1,30.2,377,23,6.1,49,1.44,12.5
72,Real Madrid,es La Liga,2,38.0,36,4,0,2,1,34.2,0.22,-0.8,-0.02,97,241,40.2,1108,230,17.7,27.7,253,17.8,25.0,420,33,7.9,51,1.34,15.4
73,Real Sociedad,es La Liga,1,38.0,35,1,1,3,2,32.8,0.24,-0.2,0.0,244,572,42.7,1062,138,40.9,35.9,244,56.6,46.2,453,18,4.0,47,1.24,15.9
74,Reims,fr Ligue 1,2,38.0,45,3,2,4,2,48.8,0.28,5.8,0.15,165,402,41.0,1007,216,31.2,36.3,263,33.5,33.7,533,48,9.0,39,1.03,12.2
75,Rennes,fr Ligue 1,2,38.0,39,3,0,7,1,38.9,0.28,0.9,0.02,186,487,38.2,1126,180,31.5,33.0,232,56.9,42.3,457,40,8.8,56,1.47,14.8
76,Roma,it Serie A,2,38.0,38,2,1,4,1,30.5,0.23,-6.5,-0.17,151,372,40.6,702,134,38.9,41.4,259,38.2,36.2,444,22,5.0,29,0.76,12.1
77,Salernitana,it Serie A,3,38.0,62,7,1,6,0,67.1,0.29,5.1,0.13,218,719,30.3,1064,132,47.7,37.9,360,58.6,44.7,540,28,5.2,23,0.61,6.0
78,Sampdoria,it Serie A,3,38.0,71,8,0,10,2,58.2,0.23,-10.8,-0.28,243,664,36.6,1032,164,45.0,35.6,349,57.3,43.1,571,34,6.0,26,0.68,10.5
79,Sassuolo,it Serie A,3,38.0,61,4,0,5,2,44.6,0.32,-14.4,-0.38,185,466,39.7,1176,199,31.6,29.7,376,25.0,27.7,509,30,5.9,28,0.74,9.0
80,Schalke 04,de Bundesliga,2,34.0,71,5,1,7,1,58.2,0.28,-11.8,-0.35,279,658,42.4,1022,129,46.4,36.8,269,68.4,51.5,483,18,3.7,32,0.94,11.6
81,Sevilla,es La Liga,2,38.0,54,2,1,5,3,49.5,0.3,-1.5,-0.04,218,629,34.7,1143,136,38.0,44.0,307,63.5,49.3,524,32,6.1,49,1.29,12.2
82,Southampton,eng Premier League,2,38.0,73,2,1,8,5,46.0,0.29,-22.0,-0.58,234,742,31.5,1115,173,50.5,38.1,303,59.1,44.9,548,42,7.7,55,1.45,15.1
83,Spezia,it Serie A,4,38.0,62,5,1,8,3,52.1,0.25,-6.9,-0.18,185,585,31.6,1019,177,43.0,24.3,339,43.4,36.6,566,18,3.2,41,1.08,22.0
84,Strasbourg,fr Ligue 1,1,38.0,59,10,1,6,0,56.5,0.27,-2.5,-0.06,159,455,34.9,745,130,46.2,36.9,226,49.1,40.1,504,31,6.2,32,0.84,12.8
85,Stuttgart,de Bundesliga,2,34.0,57,6,2,6,1,47.3,0.29,-8.7,-0.26,153,341,44.9,1099,184,23.9,29.2,227,34.4,35.1,463,18,3.9,43,1.26,18.9
86,Torino,it Serie A,1,38.0,41,5,0,6,0,35.8,0.23,-5.2,-0.14,285,939,30.4,1495,185,45.4,39.7,297,87.9,67.8,469,36,7.7,70,1.84,16.2
87,Tottenham,eng Premier League,2,38.0,63,3,1,7,1,55.1,0.3,-6.9,-0.18,113,342,33.0,804,180,31.0,30.2,283,32.9,29.5,515,25,4.9,45,1.18,15.2
88,Toulouse,fr Ligue 1,1,38.0,57,4,2,8,3,54.2,0.28,0.2,0.01,136,363,37.5,947,176,25.6,29.5,323,37.5,32.8,517,30,5.8,21,0.55,10.1
89,Troyes,fr Ligue 1,2,38.0,81,7,0,10,2,71.3,0.29,-7.7,-0.2,146,518,28.2,935,185,36.4,35.2,326,54.6,42.0,650,45,6.9,22,0.58,14.4
90,Udinese,it Serie A,1,38.0,48,6,2,3,2,48.7,0.31,2.7,0.07,144,380,37.9,858,142,32.4,32.0,316,32.3,32.9,547,13,2.4,21,0.55,12.2
91,Union Berlin,de Bundesliga,2,34.0,38,7,0,6,0,44.2,0.26,6.2,0.18,288,713,40.4,1274,137,46.5,37.1,218,55.5,43.1,481,51,10.6,36,1.06,15.1
92,Valencia,es La Liga,1,38.0,45,2,0,7,2,42.9,0.28,-0.1,0.0,177,522,33.9,806,142,42.7,35.1,276,64.5,48.1,457,35,7.7,47,1.24,16.3
93,Valladolid,es La Liga,3,38.0,63,6,1,0,1,62.6,0.28,0.6,0.02,192,553,34.7,963,170,38.3,35.8,358,51.4,41.9,563,20,3.6,33,0.87,16.1
94,Villarreal,es La Liga,3,38.0,40,4,0,4,1,43.7,0.27,4.7,0.12,114,330,34.5,1159,191,21.7,22.8,293,26.6,29.1,548,37,6.8,45,1.18,13.3
95,Werder Bremen,de Bundesliga,2,34.0,64,2,0,6,2,55.1,0.29,-6.9,-0.2,214,530,40.4,942,165,40.7,41.6,291,50.5,43.2,496,25,5.0,42,1.24,16.5
96,West Ham,eng Premier League,2,38.0,55,4,0,4,1,53.2,0.29,-0.8,-0.02,212,553,38.3,715,167,54.7,33.4,302,53.6,40.8,560,31,5.5,26,0.68,10.3
97,Wolfsburg,de Bundesliga,1,34.0,48,4,0,5,3,43.9,0.27,-1.1,-0.03,257,588,43.7,1291,183,34.2,33.7,293,50.2,43.1,489,29,5.9,51,1.5,16.5
98,Wolves,eng Premier League,2,38.0,58,2,0,6,1,52.2,0.28,-4.8,-0.13,130,464,28.0,992,196,29.8,32.9,283,59.4,45.1,577,48,8.3,29,0.76,8.0
