Wk,Day,Date,Time,Home,xG,Score,xG1,Away,Attendance,Venue,Referee,Match_Report,Notes
3,Fri,2017-08-18,20:45,Metz,0.8,0–1,2.2,Monaco,18136,Stade Saint-Symphorien,François Letexier,Match Report,
3,Sat,2017-08-19,17:00,Lyon,0.7,3–3,0.9,Bordeaux,42073,Groupama Stadium,Clément Turpin,Match Report,
3,Sat,2017-08-19,20:00,Montpellier,1.8,1–1,0.6,Strasbourg,12585,Stade de la Mosson,Hakim Ben El Hadj Salem,Match Report,
3,Sat,2017-08-19,20:00,Saint-Étienne,2.9,3–0,1.2,Amiens,30004,Stade Geoffroy-Guichard,Jérôme Brisard,Match Report,
3,Sat,2017-08-19,20:00,Troyes,0.8,0–1,0.9,Nantes,11035,Stade de l'Aube,Sébastien Desiage,Match Report,
3,Sat,2017-08-19,20:00,Rennes,1.2,2–2,1.4,Dijon,16888,Roazhon Park,Thomas Léonard,Match Report,
3,Sat,2017-08-19,20:00,Nice,1.0,2–0,0.5,Guingamp,21070,Stade de Nice,Benoît Millot,Match Report,
3,Sun,2017-08-20,15:00,Lille,0.7,0–2,1.8,Caen,28740,Stade Pierre-Mauroy,Karim Abed,Match Report,
3,Sun,2017-08-20,17:00,Marseille,1.3,1–1,0.6,Angers,51966,Orange Vélodrome,Jérôme Miguelgorry,Match Report,
3,Sun,2017-08-20,21:00,Paris S-G,2.6,6–2,0.5,Toulouse,47221,Parc des Princes,Amaury Delerue,Match Report,
,,,,,,,,,,,,,
4,Fri,2017-08-25,20:45,Paris S-G,2.2,3–0,0.7,Saint-Étienne,46957,Parc des Princes,Clément Turpin,Match Report,
4,Sat,2017-08-26,17:15,Nantes,0.3,0–0,1.1,Lyon,30718,Stade de la Beaujoire - Louis Fonteneau,Antony Gautier,Match Report,
4,Sat,2017-08-26,20:00,Amiens,1.3,3–0,0.4,Nice,7922,Stade de la Licorne,Johan Hamel,Match Report,
4,Sat,2017-08-26,20:00,Dijon,1.3,2–1,1.5,Montpellier,10902,Stade Gaston Gérard,Stéphane Jochem,Match Report,
4,Sat,2017-08-26,20:00,Toulouse,2.2,3–2,1.3,Rennes,10651,Stadium Municipal,Franck Schneider,Match Report,
4,Sat,2017-08-26,20:00,Caen,1.3,1–0,0.8,Metz,15697,Stade Michel d'Ornano,Jérôme Brisard,Match Report,
4,Sat,2017-08-26,20:00,Bordeaux,2.5,2–1,0.7,Troyes,19002,Stade Matmut-Atlantique,Tony Chapron,Match Report,
4,Sun,2017-08-27,15:00,Guingamp,1.8,2–0,0.8,Strasbourg,13061,Stade du Roudourou,Mikael Lesage,Match Report,
4,Sun,2017-08-27,17:00,Angers,0.8,1–1,0.8,Lille,10284,Stade Raymond Kopa,Nicolas Rainville,Match Report,
4,Sun,2017-08-27,21:00,Monaco,3.8,6–1,1.5,Marseille,16353,Stade Louis II,Ruddy Buquet,Match Report,
,,,,,,,,,,,,,
5,Fri,2017-09-08,19:00,Lille,0.4,0–0,1.0,Bordeaux,27464,Stade Pierre-Mauroy,François Letexier,Match Report,
5,Fri,2017-09-08,20:45,Metz,1.2,1–5,4.8,Paris S-G,25015,Stade Saint-Symphorien,Sébastien Desiage,Match Report,
5,Sat,2017-09-09,17:00,Nice,2.7,4–0,0.9,Monaco,28995,Stade de Nice,Clément Turpin,Match Report,
5,Sat,2017-09-09,20:00,Troyes,0.6,0–0,0.3,Toulouse,1060,Stade de l'Aube,Hakim Ben El Hadj Salem,Match Report,
5,Sat,2017-09-09,20:00,Montpellier,0.5,0–1,0.7,Nantes,10298,Stade de la Mosson,Jérôme Miguelgorry,Match Report,
5,Sat,2017-09-09,20:00,Strasbourg,0.5,0–1,0.4,Amiens,23424,Stade de la Meinau,Jérôme Brisard,Match Report,
5,Sat,2017-09-09,20:00,Caen,1.5,2–1,0.6,Dijon,15328,Stade Michel d'Ornano,Thomas Léonard,Match Report,
5,Sun,2017-09-10,15:00,Saint-Étienne,0.7,1–1,2.4,Angers,29740,Stade Geoffroy-Guichard,Karim Abed,Match Report,
5,Sun,2017-09-10,17:00,Lyon,0.8,2–1,1.0,Guingamp,36697,Groupama Stadium,Benoît Millot,Match Report,
5,Sun,2017-09-10,21:00,Marseille,1.5,1–3,2.1,Rennes,40343,Orange Vélodrome,Amaury Delerue,Match Report,
,,,,,,,,,,,,,
6,Fri,2017-09-15,20:45,Toulouse,1.2,0–1,0.8,Bordeaux,13616,Stadium Municipal,Clément Turpin,Match Report,
6,Sat,2017-09-16,17:00,Monaco,2.5,3–0,0.9,Strasbourg,8310,Stade Louis II,Johan Hamel,Match Report,
6,Sat,2017-09-16,20:00,Troyes,0.7,0–1,1.1,Montpellier,11970,Stade de l'Aube,Amaury Delerue,Match Report,
6,Sat,2017-09-16,20:00,Guingamp,1.6,1–0,0.5,Lille,11901,Stade du Roudourou,Jérôme Brisard,Match Report,
6,Sat,2017-09-16,20:00,Dijon,1.9,0–1,1.4,Saint-Étienne,13820,Stade Gaston Gérard,Benoît Bastien,Match Report,
6,Sat,2017-09-16,20:00,Nantes,0.4,1–0,0.3,Caen,20245,Stade de la Beaujoire - Louis Fonteneau,Olivier Thual,Match Report,
6,Sun,2017-09-17,15:00,Amiens,0.5,0–2,1.5,Marseille,11698,Stade de la Licorne,Mikael Lesage,Match Report,
6,Sun,2017-09-17,17:00,Rennes,1.0,0–1,0.7,Nice,24892,Roazhon Park,Nicolas Rainville,Match Report,
6,Sun,2017-09-17,17:00,Angers,2.2,0–1,1.9,Metz,9163,Stade Raymond Kopa,Stéphane Jochem,Match Report,
6,Sun,2017-09-17,21:00,Paris S-G,2.0,2–0,0.8,Lyon,47191,Parc des Princes,Ruddy Buquet,Match Report,
,,,,,,,,,,,,,
7,Fri,2017-09-22,19:00,Nice,2.1,2–2,1.5,Angers,18023,Stade de Nice,François Letexier,Match Report,
7,Fri,2017-09-22,20:45,Lille,1.2,0–4,2.7,Monaco,34146,Stade Pierre-Mauroy,Franck Schneider,Match Report,
7,Sat,2017-09-23,17:00,Montpellier,0.2,0–0,0.8,Paris S-G,20975,Stade de la Mosson,Clément Turpin,Match Report,
7,Sat,2017-09-23,20:00,Caen,1.8,1–0,0.0,Amiens,16212,Stade Michel d'Ornano,Hakim Ben El Hadj Salem,Match Report,
7,Sat,2017-09-23,20:00,Bordeaux,2.7,3–1,1.4,Guingamp,20603,Stade Matmut-Atlantique,Benoît Bastien,Match Report,
7,Sat,2017-09-23,20:00,Metz,1.1,0–1,0.6,Troyes,15491,Stade Saint-Symphorien,Karim Abed,Match Report,
7,Sat,2017-09-23,20:00,Lyon,3.5,3–3,1.5,Dijon,33600,Groupama Stadium,Antony Gautier,Match Report,
7,Sun,2017-09-24,15:00,Saint-Étienne,1.8,2–2,1.4,Rennes,31043,Stade Geoffroy-Guichard,Jérôme Miguelgorry,Match Report,
7,Sun,2017-09-24,17:00,Strasbourg,1.5,1–2,0.5,Nantes,23408,Stade de la Meinau,Sébastien Desiage,Match Report,
7,Sun,2017-09-24,21:00,Marseille,2.7,2–0,0.7,Toulouse,39501,Orange Vélodrome,Benoît Millot,Match Report,
,,,,,,,,,,,,,
8,Fri,2017-09-29,20:45,Monaco,0.9,1–1,1.1,Montpellier,7053,Stade Louis II,Tony Chapron,Match Report,
8,Sat,2017-09-30,17:00,Paris S-G,2.0,6–2,2.1,Bordeaux,47537,Parc des Princes,François Letexier,Match Report,
8,Sat,2017-09-30,20:00,Guingamp,1.0,1–1,0.7,Toulouse,13196,Stade du Roudourou,Ruddy Buquet,Match Report,
8,Sat,2017-09-30,20:00,Nantes,1.9,1–0,1.4,Metz,22104,Stade de la Beaujoire - Louis Fonteneau,Johan Hamel,Match Report,
8,Sat,2017-09-30,20:00,Rennes,0.6,0–1,1.5,Caen,18689,Roazhon Park,Amaury Delerue,Match Report,
8,Sat,2017-09-30,20:00,Dijon,1.6,1–1,0.8,Strasbourg,11577,Stade Gaston Gérard,Olivier Thual,Match Report,
8,Sun,2017-10-01,15:00,Troyes,0.8,2–1,1.2,Saint-Étienne,11823,Stade de l'Aube,Nicolas Rainville,Match Report,
8,Sun,2017-10-01,17:00,Angers,1.1,3–3,1.4,Lyon,11432,Stade Raymond Kopa,Mikael Lesage,Match Report,
8,Sun,2017-10-01,21:00,Nice,2.0,2–4,2.6,Marseille,32702,Stade de Nice,Benoît Bastien,Match Report,
,,,,,,,,,,,,,
9,Fri,2017-10-13,20:45,Lyon,1.7,3–2,1.7,Monaco,43295,Groupama Stadium,Benoît Bastien,Match Report,
9,Sat,2017-10-14,17:00,Dijon,0.9,1–2,2.2,Paris S-G,15160,Stade Gaston Gérard,Jérôme Miguelgorry,Match Report,
9,Sat,2017-10-14,20:00,Caen,1.7,0–2,1.8,Angers,16736,Stade Michel d'Ornano,Benoît Millot,Match Report,
9,Sat,2017-10-14,20:00,Guingamp,3.2,2–0,0.5,Rennes,15902,Stade du Roudourou,Franck Schneider,Match Report,
9,Sat,2017-10-14,20:00,Lille,1.3,2–2,1.5,Troyes,29518,Stade Pierre-Mauroy,Hakim Ben El Hadj Salem,Match Report,
9,Sat,2017-10-14,20:00,Toulouse,1.2,1–0,0.3,Amiens,15308,Stadium Municipal,François Letexier,Match Report,
9,Sat,2017-10-14,20:00,Saint-Étienne,2.2,3–1,0.4,Metz,24613,Stade Geoffroy-Guichard,Olivier Thual,Match Report,
9,Sun,2017-10-15,15:00,Bordeaux,1.1,1–1,1.1,Nantes,31048,Stade Matmut-Atlantique,Karim Abed,Match Report,
9,Sun,2017-10-15,17:00,Montpellier,1.3,2–0,2.0,Nice,14374,Stade de la Mosson,Jérôme Brisard,Match Report,
9,Sun,2017-10-15,21:00,Strasbourg,2.0,3–3,3.1,Marseille,26015,Stade de la Meinau,Antony Gautier,Match Report,
,,,,,,,,,,,,,
10,Fri,2017-10-20,20:45,Saint-Étienne,1.5,0–1,1.8,Montpellier,24004,Stade Geoffroy-Guichard,Franck Schneider,Match Report,
10,Sat,2017-10-21,17:00,Monaco,2.3,2–0,0.5,Caen,8040,Stade Louis II,Thomas Léonard,Match Report,
10,Sat,2017-10-21,20:00,Angers,1.5,0–1,0.2,Toulouse,11001,Stade Raymond Kopa,Johan Hamel,Match Report,
10,Sat,2017-10-21,20:00,Metz,1.0,1–2,0.5,Dijon,14748,Stade Saint-Symphorien,Mikael Lesage,Match Report,
10,Sat,2017-10-21,20:00,Nantes,0.7,2–1,0.9,Guingamp,27711,Stade de la Beaujoire - Louis Fonteneau,Amaury Delerue,Match Report,
10,Sat,2017-10-21,20:00,Rennes,0.7,1–0,0.7,Lille,21852,Roazhon Park,Olivier Thual,Match Report,
10,Sat,2017-10-21,20:00,Amiens,1.1,1–0,1.1,Bordeaux,12297,Stade Océane,Sébastien Desiage,Match Report,
10,Sun,2017-10-22,15:00,Nice,1.9,1–2,1.1,Strasbourg,23595,Stade de Nice,Nicolas Rainville,Match Report,
10,Sun,2017-10-22,17:00,Troyes,0.4,0–5,2.6,Lyon,14722,Stade de l'Aube,François Letexier,Match Report,
10,Sun,2017-10-22,21:00,Marseille,1.2,2–2,0.6,Paris S-G,60410,Orange Vélodrome,Ruddy Buquet,Match Report,
,,,,,,,,,,,,,
11,Fri,2017-10-27,20:45,Paris S-G,3.1,3–0,0.3,Nice,47224,Parc des Princes,Tony Chapron,Match Report,
11,Sat,2017-10-28,17:00,Bordeaux,1.6,0–2,1.3,Monaco,28831,Stade Matmut-Atlantique,Antony Gautier,Match Report,
11,Sat,2017-10-28,20:00,Dijon,0.4,1–0,1.1,Nantes,11764,Stade Gaston Gérard,Hakim Ben El Hadj Salem,Match Report,
11,Sat,2017-10-28,20:00,Caen,0.6,1–0,1.1,Troyes,16908,Stade Michel d'Ornano,Jérôme Miguelgorry,Match Report,
11,Sat,2017-10-28,20:00,Strasbourg,2.0,2–2,0.7,Angers,25011,Stade de la Meinau,Amaury Delerue,Match Report,
11,Sat,2017-10-28,20:00,Guingamp,0.9,1–1,0.3,Amiens,13809,Stade du Roudourou,Karim Abed,Match Report,
11,Sat,2017-10-28,20:00,Montpellier,0.9,0–1,0.6,Rennes,11790,Stade de la Mosson,Benoît Bastien,Match Report,
11,Sun,2017-10-29,15:00 (16:00),Lyon,1.1,2–0,0.6,Metz,53921,Groupama Stadium,Benoît Millot,Match Report,
11,Sun,2017-10-29,17:00 (18:00),Toulouse,0.7,0–0,1.0,Saint-Étienne,15062,Stadium Municipal,Jérôme Brisard,Match Report,
11,Sun,2017-10-29,21:00 (22:00),Lille,1.0,0–1,0.8,Marseille,43948,Stade Pierre-Mauroy,François Letexier,Match Report,
,,,,,,,,,,,,,
12,Fri,2017-11-03,20:45 (21:45),Rennes,0.6,1–0,0.4,Bordeaux,24547,Roazhon Park,Ruddy Buquet,Match Report,
12,Sat,2017-11-04,17:00 (18:00),Angers,0.5,0–5,2.5,Paris S-G,12381,Stade Raymond Kopa,Benoît Bastien,Match Report,
12,Sat,2017-11-04,20:00 (21:00),Montpellier,1.0,1–1,0.5,Amiens,10149,Stade de la Mosson,Stéphane Jochem,Match Report,
12,Sat,2017-11-04,20:00 (21:00),Monaco,2.7,6–0,0.5,Guingamp,7066,Stade Louis II,Mikael Lesage,Match Report,
12,Sat,2017-11-04,20:00 (21:00),Nantes,0.7,2–1,0.8,Toulouse,21390,Stade de la Beaujoire - Louis Fonteneau,Antony Gautier,Match Report,
12,Sat,2017-11-04,20:00 (21:00),Troyes,2.5,3–0,0.7,Strasbourg,10260,Stade de l'Aube,Thomas Léonard,Match Report,
12,Sun,2017-11-05,15:00 (16:00),Nice,1.3,1–0,0.6,Dijon,18987,Stade de Nice,Olivier Thual,Match Report,
12,Sun,2017-11-05,17:00 (18:00),Metz,2.2,0–3,1.5,Lille,12506,Stade Saint-Symphorien,Jérôme Brisard,Match Report,
12,Sun,2017-11-05,17:00 (18:00),Marseille,3.9,5–0,1.0,Caen,47687,Orange Vélodrome,Nicolas Rainville,Match Report,
12,Sun,2017-11-05,21:00 (22:00),Saint-Étienne,1.2,0–5,2.4,Lyon,38993,Stade Geoffroy-Guichard,Clément Turpin,Match Report,
,,,,,,,,,,,,,
13,Fri,2017-11-17,19:00 (20:00),Lille,0.7,3–1,1.4,Saint-Étienne,28019,Stade Pierre-Mauroy,Johan Hamel,Match Report,
13,Fri,2017-11-17,20:45 (21:45),Amiens,1.1,1–1,1.0,Monaco,9198,Stade de la Licorne,Jérôme Miguelgorry,Match Report,
13,Sat,2017-11-18,17:00 (18:00),Paris S-G,1.9,4–1,1.0,Nantes,47680,Parc des Princes,Nicolas Rainville,Match Report,
13,Sat,2017-11-18,20:00 (21:00),Guingamp,1.2,1–1,0.5,Angers,13849,Stade du Roudourou,Jérôme Brisard,Match Report,
13,Sat,2017-11-18,20:00 (21:00),Toulouse,2.1,0–0,0.8,Metz,15656,Stadium Municipal,Hakim Ben El Hadj Salem,Match Report,
13,Sat,2017-11-18,20:00 (21:00),Strasbourg,1.3,2–1,0.9,Rennes,22707,Stade de la Meinau,Tony Chapron,Match Report,
13,Sat,2017-11-18,20:00 (21:00),Dijon,1.4,3–1,1.1,Troyes,10227,Stade Gaston Gérard,Franck Schneider,Match Report,
13,Sun,2017-11-19,15:00 (16:00),Caen,2.0,1–1,1.3,Nice,15144,Stade Michel d'Ornano,Sébastien Desiage,Match Report,
13,Sun,2017-11-19,17:00 (18:00),Lyon,0.7,0–0,0.9,Montpellier,47651,Groupama Stadium,Karim Abed,Match Report,
13,Sun,2017-11-19,21:00 (22:00),Bordeaux,0.4,1–1,1.4,Marseille,37356,Stade Matmut-Atlantique,Benoît Millot,Match Report,
,,,,,,,,,,,,,
8,Mon,2017-11-20,19:00 (20:00),Amiens,1.2,3–0,0.5,Lille,9015,Stade de la Licorne,Mikael Lesage,Match Report,
,,,,,,,,,,,,,
14,Fri,2017-11-24,20:45 (21:45),Saint-Étienne,1.7,2–2,1.6,Strasbourg,21282,Stade Geoffroy-Guichard,Benoît Bastien,Match Report,
14,Sat,2017-11-25,17:00 (18:00),Rennes,1.3,2–1,1.2,Nantes,26151,Roazhon Park,Ruddy Buquet,Match Report,
14,Sat,2017-11-25,20:00 (21:00),Montpellier,1.9,3–0,0.4,Lille,11370,Stade de la Mosson,Thomas Léonard,Match Report,
14,Sat,2017-11-25,20:00 (21:00),Dijon,0.9,3–1,1.9,Toulouse,10126,Stade Gaston Gérard,Stéphane Jochem,Match Report,
14,Sat,2017-11-25,20:00 (21:00),Caen,1.0,1–0,1.2,Bordeaux,15275,Stade Michel d'Ornano,Karim Abed,Match Report,
14,Sat,2017-11-25,20:00 (21:00),Troyes,1.2,3–0,0.4,Angers,8906,Stade de l'Aube,Hakim Ben El Hadj Salem,Match Report,
14,Sat,2017-11-25,20:00 (21:00),Metz,1.5,0–2,1.1,Amiens,15079,Stade Saint-Symphorien,Antony Gautier,Match Report,
14,Sun,2017-11-26,15:00 (16:00),Nice,0.4,0–5,2.4,Lyon,27542,Stade de Nice,Franck Schneider,Match Report,
14,Sun,2017-11-26,17:00 (18:00),Marseille,2.1,1–0,0.2,Guingamp,43563,Orange Vélodrome,Amaury Delerue,Match Report,
14,Sun,2017-11-26,21:00 (22:00),Monaco,0.4,1–2,4.2,Paris S-G,16588,Stade Louis II,François Letexier,Match Report,
,,,,,,,,,,,,,
15,Tue,2017-11-28,19:00 (20:00),Amiens,0.8,2–1,1.2,Dijon,8693,Stade de la Licorne,Karim Abed,Match Report,
15,Tue,2017-11-28,19:00 (20:00),Strasbourg,0.5,0–0,1.8,Caen,22175,Stade de la Meinau,Stéphane Jochem,Match Report,
15,Tue,2017-11-28,21:00 (22:00),Bordeaux,0.9,3–0,1.0,Saint-Étienne,21115,Stade Matmut-Atlantique,Mikael Lesage,Match Report,
15,Wed,2017-11-29,19:00 (20:00),Angers,0.5,1–2,1.0,Rennes,10364,Stade Raymond Kopa,Nicolas Rainville,Match Report,
15,Wed,2017-11-29,19:00 (20:00),Lyon,3.1,1–2,1.0,Lille,31679,Groupama Stadium,Jérôme Miguelgorry,Match Report,
15,Wed,2017-11-29,19:00 (20:00),Nantes,0.8,1–0,0.5,Monaco,24800,Stade de la Beaujoire - Louis Fonteneau,Benoît Millot,Match Report,
15,Wed,2017-11-29,19:00 (20:00),Metz,0.4,0–3,2.2,Marseille,18046,Stade Saint-Symphorien,Tony Chapron,Match Report,
15,Wed,2017-11-29,19:00 (20:00),Toulouse,2.0,1–2,1.4,Nice,10348,Stadium Municipal,Johan Hamel,Match Report,
15,Wed,2017-11-29,19:00 (20:00),Guingamp,0.5,0–0,0.4,Montpellier,13578,Stade du Roudourou,Olivier Thual,Match Report,
15,Wed,2017-11-29,21:00 (22:00),Paris S-G,1.6,2–0,0.4,Troyes,40920,Parc des Princes,Jérôme Brisard,Match Report,
,,,,,,,,,,,,,
16,Fri,2017-12-01,20:45 (21:45),Dijon,2.2,3–2,1.3,Bordeaux,10631,Stade Gaston Gérard,Benoît Bastien,Match Report,
16,Sat,2017-12-02,17:00 (18:00),Strasbourg,0.3,2–1,3.1,Paris S-G,25327,Stade de la Meinau,Ruddy Buquet,Match Report,
16,Sat,2017-12-02,20:00 (21:00),Rennes,1.5,2–0,0.3,Amiens,23051,Roazhon Park,Thomas Léonard,Match Report,
16,Sat,2017-12-02,20:00 (21:00),Lille,0.7,1–0,1.2,Toulouse,29287,Stade Pierre-Mauroy,Benoît Millot,Match Report,
16,Sat,2017-12-02,20:00 (21:00),Nice,1.9,3–1,0.5,Metz,16383,Stade de Nice,Mikael Lesage,Match Report,
16,Sat,2017-12-02,20:00 (21:00),Troyes,1.0,0–1,0.7,Guingamp,9149,Stade de l'Aube,Sébastien Desiage,Match Report,
16,Sat,2017-12-02,20:00 (21:00),Monaco,0.3,1–0,0.8,Angers,6545,Stade Louis II,Antony Gautier,Match Report,
16,Sun,2017-12-03,15:00 (16:00),Saint-Étienne,0.9,1–1,1.8,Nantes,24085,Stade Geoffroy-Guichard,François Letexier,Match Report,
16,Sun,2017-12-03,17:00 (18:00),Caen,1.3,1–2,1.6,Lyon,19455,Stade Michel d'Ornano,Amaury Delerue,Match Report,
16,Sun,2017-12-03,21:00 (22:00),Montpellier,1.0,1–1,1.0,Marseille,19230,Stade de la Mosson,Franck Schneider,Match Report,
,,,,,,,,,,,,,
17,Fri,2017-12-08,20:45 (21:45),Bordeaux,0.8,0–3,1.9,Strasbourg,24515,Stade Matmut-Atlantique,Jérôme Brisard,Match Report,
17,Sat,2017-12-09,17:00 (18:00),Paris S-G,1.4,3–1,0.6,Lille,47176,Parc des Princes,Johan Hamel,Match Report,
17,Sat,2017-12-09,20:00 (21:00),Monaco,1.2,3–2,1.6,Troyes,8935,Stade Louis II,Franck Schneider,Match Report,
17,Sat,2017-12-09,20:00 (21:00),Metz,1.3,1–1,0.7,Rennes,11239,Stade Saint-Symphorien,Karim Abed,Match Report,
17,Sat,2017-12-09,20:00 (21:00),Angers,1.4,1–1,1.2,Montpellier,8756,Stade Raymond Kopa,Stéphane Jochem,Match Report,
17,Sat,2017-12-09,20:00 (21:00),Guingamp,1.7,4–0,0.3,Dijon,13825,Stade du Roudourou,Mikael Lesage,Match Report,
17,Sat,2017-12-09,20:00 (21:00),Toulouse,1.9,2–0,1.1,Caen,12613,Stadium Municipal,Sébastien Moreira,Match Report,
17,Sun,2017-12-10,15:00 (16:00),Amiens,2.3,1–2,1.0,Lyon,9130,Stade de la Licorne,Olivier Thual,Match Report,
17,Sun,2017-12-10,17:00 (18:00),Nantes,2.0,1–2,0.7,Nice,19723,Stade de la Beaujoire - Louis Fonteneau,Jérôme Miguelgorry,Match Report,
17,Sun,2017-12-10,21:00 (22:00),Marseille,2.6,3–0,0.3,Saint-Étienne,41943,Orange Vélodrome,Nicolas Rainville,Match Report,
,,,,,,,,,,,,,
18,Fri,2017-12-15,20:45 (21:45),Saint-Étienne,0.3,0–4,2.1,Monaco,23107,Stade Geoffroy-Guichard,Amaury Delerue,Match Report,
18,Sat,2017-12-16,17:00 (18:00),Rennes,2.1,1–4,3.6,Paris S-G,29194,Roazhon Park,Antony Gautier,Match Report,
18,Sat,2017-12-16,20:00 (21:00),Strasbourg,1.7,2–1,1.2,Toulouse,23315,Stade de la Meinau,Jérôme Miguelgorry,Match Report,
18,Sat,2017-12-16,20:00 (21:00),Montpellier,0.4,1–3,0.9,Metz,14055,Stade de la Mosson,Benoît Millot,Match Report,
18,Sat,2017-12-16,20:00 (21:00),Dijon,0.6,3–0,0.7,Lille,10634,Stade Gaston Gérard,Thomas Léonard,Match Report,
18,Sat,2017-12-16,20:00 (21:00),Caen,0.8,0–0,0.3,Guingamp,17173,Stade Michel d'Ornano,Nicolas Rainville,Match Report,
18,Sat,2017-12-16,20:00 (21:00),Troyes,2.5,1–0,0.7,Amiens,14505,Stade de l'Aube,François Letexier,Match Report,
18,Sun,2017-12-17,15:00 (16:00),Nantes,1.3,1–0,0.3,Angers,24285,Stade de la Beaujoire - Louis Fonteneau,Karim Abed,Match Report,
18,Sun,2017-12-17,17:00 (18:00),Nice,1.7,1–0,0.7,Bordeaux,22831,Stade de Nice,Ruddy Buquet,Match Report,
18,Sun,2017-12-17,21:00 (22:00),Lyon,0.9,2–0,1.3,Marseille,57206,Groupama Stadium,Benoît Bastien,Match Report,
,,,,,,,,,,,,,
19,Wed,2017-12-20,20:50 (21:50),Paris S-G,2.2,3–1,1.1,Caen,47490,Parc des Princes,Karim Abed,Match Report,
19,Wed,2017-12-20,20:50 (21:50),Bordeaux,0.5,0–2,1.1,Montpellier,16429,Stade Matmut-Atlantique,Sébastien Desiage,Match Report,
19,Wed,2017-12-20,20:50 (21:50),Angers,2.8,2–1,1.3,Dijon,8017,Stade Raymond Kopa,Amaury Delerue,Match Report,
19,Wed,2017-12-20,20:50 (21:50),Lille,0.8,1–1,0.9,Nice,26450,Stade Pierre-Mauroy,Franck Schneider,Match Report,
19,Wed,2017-12-20,20:50 (21:50),Toulouse,2.4,1–2,2.2,Lyon,15853,Stadium Municipal,François Letexier,Match Report,
19,Wed,2017-12-20,20:50 (21:50),Guingamp,2.4,2–1,0.4,Saint-Étienne,14165,Stade du Roudourou,Johan Hamel,Match Report,
19,Wed,2017-12-20,20:50 (21:50),Monaco,1.9,2–1,1.3,Rennes,7542,Stade Louis II,Benoît Bastien,Match Report,
19,Wed,2017-12-20,20:50 (21:50),Metz,2.2,3–0,1.9,Strasbourg,16874,Stade Saint-Symphorien,Clément Turpin,Match Report,
19,Wed,2017-12-20,20:50 (21:50),Amiens,0.9,0–1,1.1,Nantes,8865,Stade de la Licorne,Jérôme Brisard,Match Report,
19,Wed,2017-12-20,20:50 (21:50),Marseille,1.7,3–1,1.3,Troyes,37949,Orange Vélodrome,Olivier Thual,Match Report,
,,,,,,,,,,,,,
