Rk,Squad,Comp,#_Pl,90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att_GK,Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal_Kicks_Att,Goal_Kicks_Launch%,Goal_Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist
47,Le Havre,fr Ligue 1,2,34.0,45,2,0,5,2,49.9,0.31,6.9,0.2,158,463,34.1,709,135,45.7,33.1,251,55.4,40.9,482,32,6.6,25,0.74,14.5
48,Lecce,it Serie A,1,38.0,54,5,1,7,1,51.0,0.26,-2.0,-0.05,152,489,31.1,801,159,46.7,34.9,340,33.8,29.1,522,20,3.8,20,0.53,11.0
49,Lens,fr Ligue 1,2,34.0,37,6,0,6,1,43.3,0.28,7.3,0.21,164,379,43.3,923,148,33.3,29.0,221,32.6,29.1,396,32,8.1,39,1.15,9.8
50,Leverkusen,de Bundesliga,2,34.0,24,0,0,4,0,27.9,0.27,3.9,0.11,71,202,35.1,715,171,20.3,22.1,183,31.1,31.2,316,28,8.9,40,1.18,15.0
51,Lille,fr Ligue 1,2,34.0,34,3,0,2,2,37.5,0.26,5.5,0.16,106,360,29.4,1030,122,28.7,35.9,190,33.7,32.7,399,27,6.8,32,0.94,15.0
52,Liverpool,eng Premier League,2,38.0,41,1,0,7,2,40.0,0.27,1.0,0.03,92,285,32.3,1348,192,17.0,24.7,228,24.6,27.5,376,18,4.8,46,1.21,17.7
53,Lorient,fr Ligue 1,1,34.0,66,8,1,8,1,64.0,0.28,-1.0,-0.03,139,378,36.8,850,162,30.5,31.4,299,39.8,33.8,591,24,4.1,13,0.38,8.9
54,Luton Town,eng Premier League,2,38.0,85,4,0,13,4,77.7,0.34,-3.3,-0.09,274,814,33.7,1122,151,52.4,50.8,349,64.8,46.8,561,16,2.9,77,2.03,19.0
55,Lyon,fr Ligue 1,2,34.0,55,4,2,7,1,48.1,0.26,-5.9,-0.17,137,386,35.5,890,169,33.5,32.4,249,35.3,31.9,470,39,8.3,31,0.91,12.4
56,Mainz 05,de Bundesliga,2,34.0,51,3,2,2,1,51.7,0.34,1.7,0.05,198,570,34.7,985,160,46.6,34.7,207,53.6,43.6,431,46,10.7,50,1.47,11.3
57,Mallorca,es La Liga,3,38.0,44,4,1,4,1,43.6,0.26,0.6,0.02,333,824,40.4,981,128,61.0,33.0,332,68.1,51.3,520,34,6.5,29,0.76,7.0
58,Manchester City,eng Premier League,2,38.0,34,3,0,3,1,36.2,0.31,3.2,0.08,142,314,45.2,1342,161,19.7,27.9,158,31.0,31.9,312,31,9.9,63,1.66,16.8
59,Manchester Utd,eng Premier League,1,38.0,58,7,1,11,1,59.7,0.27,2.7,0.07,149,513,29.0,1184,140,35.4,31.2,329,28.6,26.0,601,42,7.0,37,0.97,12.9
60,Marseille,fr Ligue 1,2,34.0,41,3,1,7,1,33.8,0.24,-6.2,-0.18,98,337,29.1,1022,119,26.3,28.4,222,30.6,29.4,430,19,4.4,26,0.76,10.4
61,Metz,fr Ligue 1,2,34.0,58,6,1,7,0,53.1,0.26,-4.9,-0.14,215,682,31.5,727,128,57.1,36.4,299,89.3,59.1,583,47,8.1,22,0.65,3.0
62,Milan,it Serie A,4,38.0,49,8,2,4,1,42.7,0.22,-5.3,-0.14,146,351,41.6,1248,233,22.9,29.2,273,23.8,26.9,440,43,9.8,46,1.21,11.9
63,Monaco,fr Ligue 1,2,34.0,42,5,1,6,2,46.7,0.28,6.7,0.2,121,370,32.7,813,159,32.3,32.0,229,46.7,37.9,442,35,7.9,26,0.76,11.0
64,Montpellier,fr Ligue 1,2,34.0,48,4,2,4,3,47.7,0.25,2.7,0.08,168,497,33.8,851,163,45.9,38.0,292,36.3,33.2,527,32,6.1,13,0.38,9.6
65,Monza,it Serie A,2,38.0,51,7,1,6,0,59.8,0.27,8.8,0.23,197,486,40.5,1223,230,28.9,30.6,319,41.7,37.5,531,22,4.1,21,0.55,16.8
66,Nantes,fr Ligue 1,3,34.0,55,9,0,3,0,55.2,0.32,0.2,0.01,175,515,34.0,965,175,37.0,40.3,259,61.0,45.6,505,41,8.1,33,0.97,7.8
67,Napoli,it Serie A,3,38.0,48,2,1,6,0,46.1,0.33,-1.9,-0.05,83,242,34.3,955,149,19.9,17.0,226,23.0,27.9,417,14,3.4,41,1.08,37.0
68,Newcastle Utd,eng Premier League,3,38.0,62,4,1,8,1,61.1,0.29,0.1,0.0,100,301,33.2,803,236,18.8,36.3,281,53.4,40.5,449,30,6.7,53,1.39,19.5
69,Nice,fr Ligue 1,1,34.0,29,5,0,1,1,30.7,0.22,2.7,0.08,74,189,39.2,1025,158,15.2,23.9,208,15.9,22.3,376,32,8.5,21,0.62,12.2
70,Nott'ham Forest,eng Premier League,3,38.0,67,4,1,15,2,47.0,0.27,-18.0,-0.47,229,519,44.1,818,171,42.5,35.7,304,56.3,41.4,610,44,7.2,24,0.63,13.3
71,Osasuna,es La Liga,2,38.0,56,1,0,8,0,51.8,0.33,-4.2,-0.11,329,771,42.7,1071,119,55.2,40.4,308,58.4,43.4,537,30,5.6,58,1.53,16.4
72,Paris S-G,fr Ligue 1,3,34.0,33,4,0,4,0,41.0,0.25,8.0,0.24,54,149,36.2,879,144,13.8,23.5,202,13.9,22.6,402,17,4.2,33,0.97,16.3
73,Rayo Vallecano,es La Liga,2,38.0,48,1,1,5,2,47.8,0.31,1.8,0.05,170,613,27.7,915,176,46.3,36.3,320,59.1,47.8,534,23,4.3,40,1.05,17.0
74,RB Leipzig,de Bundesliga,2,34.0,39,4,1,8,1,35.6,0.27,-2.4,-0.07,79,234,33.8,1189,147,14.2,25.7,237,27.4,30.8,426,23,5.4,51,1.5,17.6
75,Real Madrid,es La Liga,3,38.0,26,1,0,2,1,34.4,0.29,9.4,0.25,79,210,37.6,952,177,17.1,25.2,291,16.2,24.3,487,35,7.2,38,1.0,12.2
76,Real Sociedad,es La Liga,2,38.0,39,6,0,5,1,40.8,0.27,2.8,0.07,192,465,41.3,1099,116,31.8,37.0,199,58.3,45.6,410,19,4.6,58,1.53,20.1
77,Reims,fr Ligue 1,1,34.0,47,6,1,4,1,42.7,0.27,-3.3,-0.1,124,353,35.1,1050,179,27.0,30.1,242,28.5,28.2,522,38,7.3,46,1.35,14.2
78,Rennes,fr Ligue 1,1,34.0,46,3,0,5,3,38.2,0.25,-4.8,-0.14,134,416,32.2,1001,149,30.4,31.5,208,53.8,40.5,451,36,8.0,37,1.09,15.1
79,Roma,it Serie A,2,38.0,46,3,0,5,3,43.6,0.26,0.6,0.02,134,327,41.0,945,163,25.1,25.3,289,31.1,29.7,517,32,6.2,15,0.39,12.0
80,Salernitana,it Serie A,3,38.0,81,10,0,9,2,68.1,0.29,-10.9,-0.29,183,647,28.3,858,127,49.7,44.9,345,64.1,46.6,631,15,2.4,31,0.82,7.6
81,Sassuolo,it Serie A,2,38.0,75,8,2,8,4,56.9,0.28,-14.1,-0.37,189,585,32.3,987,154,45.9,37.8,347,38.0,33.5,582,26,4.5,30,0.79,18.6
82,Sevilla,es La Liga,3,38.0,54,5,1,4,2,53.4,0.28,1.4,0.04,224,613,36.5,920,182,43.8,39.4,288,72.9,53.4,520,31,6.0,32,0.84,13.5
83,Sheffield Utd,eng Premier League,2,38.0,104,5,0,12,7,85.1,0.31,-11.9,-0.31,270,817,33.0,989,126,55.2,41.2,352,77.0,53.9,661,39,5.9,56,1.47,14.4
84,Strasbourg,fr Ligue 1,2,34.0,50,4,0,3,3,39.7,0.28,-7.3,-0.21,144,409,35.2,860,125,40.6,34.5,259,23.2,26.6,460,25,5.4,40,1.18,13.9
85,Stuttgart,de Bundesliga,2,34.0,39,3,0,6,3,35.8,0.26,-0.2,-0.01,148,352,42.0,1180,147,26.1,31.0,214,20.6,23.4,396,31,7.8,62,1.82,16.6
86,Torino,it Serie A,2,38.0,36,7,0,4,0,37.3,0.22,1.3,0.04,274,812,33.7,1370,179,44.2,31.1,273,75.8,59.9,431,41,9.5,40,1.05,12.0
87,Tottenham,eng Premier League,1,38.0,61,7,1,8,3,60.0,0.32,2.0,0.05,53,225,23.6,1308,193,14.9,24.0,256,11.7,19.4,511,33,6.5,81,2.13,17.1
88,Toulouse,fr Ligue 1,1,34.0,46,4,2,6,0,45.3,0.3,-0.7,-0.02,92,285,32.3,643,93,29.9,29.3,252,36.9,32.3,490,7,1.4,16,0.47,10.7
89,Udinese,it Serie A,2,38.0,53,9,2,5,1,49.6,0.26,-2.4,-0.06,156,431,36.2,597,113,45.9,32.3,300,52.3,42.5,647,12,1.9,9,0.24,13.1
90,Union Berlin,de Bundesliga,2,34.0,58,5,2,7,1,52.9,0.28,-4.1,-0.12,202,535,37.8,1081,178,36.4,34.1,269,52.4,41.0,552,54,9.8,37,1.09,5.0
91,Valencia,es La Liga,3,38.0,45,3,1,7,2,51.4,0.29,8.4,0.22,191,696,27.4,883,148,58.2,40.5,275,66.2,49.9,561,46,8.2,32,0.84,11.4
92,Villarreal,es La Liga,2,38.0,65,6,1,9,1,61.7,0.27,-2.3,-0.06,150,378,39.7,1015,190,26.8,30.2,354,29.9,29.8,688,35,5.1,36,0.95,5.3
93,Werder Bremen,de Bundesliga,2,34.0,54,6,0,5,1,54.1,0.3,1.1,0.03,176,415,42.4,1069,198,32.3,34.2,298,23.5,28.6,516,41,7.9,39,1.15,14.4
94,West Ham,eng Premier League,2,38.0,74,8,0,6,4,72.0,0.26,2.0,0.05,210,553,38.0,793,188,46.8,39.0,307,59.3,43.4,582,35,6.0,8,0.21,7.6
95,Wolfsburg,de Bundesliga,2,34.0,56,2,2,4,3,47.8,0.31,-5.2,-0.15,201,494,40.7,989,157,37.7,32.8,258,46.9,38.1,462,26,5.6,41,1.21,12.1
96,Wolves,eng Premier League,2,38.0,65,8,1,7,1,71.7,0.32,7.7,0.2,100,480,20.8,933,199,34.3,33.8,305,52.5,40.0,572,45,7.9,31,0.82,13.3
