Rk,Squad,Comp,#_Pl,Age,Playing_Time_MP,Playing_Time_Min,Playing_Time_Mn/MP,Playing_Time_Min%,Playing_Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team_Success_PPM,Team_Success_onG,Team_Success_onGA,Team_Success_+/-,Team_Success_+/-90,Team_Success_xG_onxG,Team_Success_xG_onxGA,Team_Success_xG_xG+/-,Team_Success_xG_xG+/-90
37,Granada,es La Liga,34,27.4,38,3420,90,100,38.0,418,80,243,176,24,222,1.21,47,65,-18,-0.47,41.1,56.2,-15.0,-0.4
38,Hellas Verona,it Serie A,32,26.2,38,3420,90,100,38.0,418,79,250,170,26,281,1.18,46,48,-2,-0.05,45.3,49.5,-4.1,-0.11
39,Hertha BSC,de Bundesliga,32,25.4,34,3060,90,100,34.0,374,81,227,149,22,157,1.03,41,52,-11,-0.32,41.9,47.4,-5.6,-0.16
40,Hoffenheim,de Bundesliga,30,25.7,34,3060,90,100,34.0,374,83,241,130,21,166,1.26,52,54,-2,-0.06,51.9,53.1,-1.2,-0.04
41,Huesca,es La Liga,27,28.0,38,3420,90,100,38.0,418,82,246,171,21,215,0.89,34,53,-19,-0.5,38.7,48.1,-9.4,-0.25
42,Inter,it Serie A,25,27.7,38,3420,90,100,38.0,418,83,257,162,19,251,2.39,89,35,54,1.42,74.2,39.8,34.3,0.9
43,Juventus,it Serie A,30,27.7,38,3420,90,100,38.0,418,83,268,146,20,265,2.05,77,38,39,1.03,74.4,39.4,35.0,0.92
44,Köln,de Bundesliga,28,24.9,34,3060,90,100,34.0,374,82,225,148,20,157,0.97,34,60,-26,-0.76,40.5,53.6,-13.0,-0.38
45,Lazio,it Serie A,30,29.4,38,3420,90,100,38.0,418,80,228,189,22,239,1.79,61,55,6,0.16,58.2,47.3,10.9,0.29
46,Leeds United,eng Premier League,23,26.1,38,3420,90,100,38.0,418,83,312,107,25,209,1.55,62,54,8,0.21,55.6,57.9,-2.2,-0.06
47,Leicester City,eng Premier League,27,26.5,38,3420,90,100,38.0,418,85,320,99,22,216,1.74,68,50,18,0.47,55.8,46.0,9.8,0.26
48,Lens,fr Ligue 1,27,26.4,38,3420,90,100,38.0,418,83,249,164,18,178,1.5,55,54,1,0.03,56.4,46.8,9.6,0.25
49,Levante,es La Liga,29,28.0,38,3420,90,100,38.0,418,81,233,184,20,219,1.08,46,57,-11,-0.29,40.4,53.5,-13.1,-0.34
50,Leverkusen,de Bundesliga,30,25.4,34,3060,90,100,34.0,374,83,253,123,23,174,1.53,53,39,14,0.41,46.3,39.2,7.1,0.21
51,Lille,fr Ligue 1,21,25.4,38,3420,90,100,38.0,418,83,247,169,18,170,2.18,64,23,41,1.08,48.5,29.8,18.7,0.49
52,Liverpool,eng Premier League,28,26.8,38,3420,90,100,38.0,418,85,314,104,19,212,1.82,68,42,26,0.68,67.5,43.0,24.5,0.65
53,Lorient,fr Ligue 1,27,26.8,38,3420,90,100,38.0,418,82,253,163,19,179,1.11,50,68,-18,-0.47,48.6,52.5,-4.0,-0.1
54,Lyon,fr Ligue 1,29,25.8,38,3420,90,100,38.0,418,81,237,175,20,161,2.0,81,43,38,1.0,81.4,41.5,40.0,1.05
55,Mainz 05,de Bundesliga,31,25.8,34,3060,90,100,34.0,374,83,223,150,18,152,1.15,39,56,-17,-0.5,49.9,52.1,-2.2,-0.06
56,Manchester City,eng Premier League,24,26.1,38,3420,90,100,38.0,418,86,339,77,22,240,2.26,83,32,51,1.34,68.2,30.2,38.0,1.0
57,Manchester Utd,eng Premier League,29,25.6,38,3420,90,100,38.0,418,86,318,99,18,219,1.95,73,44,29,0.76,60.1,41.4,18.6,0.49
58,Marseille,fr Ligue 1,31,27.2,38,3420,90,100,38.0,418,82,258,153,21,188,1.58,54,47,7,0.18,47.0,47.4,-0.4,-0.01
59,Metz,fr Ligue 1,27,25.7,38,3420,90,100,38.0,418,83,281,133,22,205,1.24,44,48,-4,-0.11,44.1,49.2,-5.2,-0.14
60,Milan,it Serie A,29,24.4,38,3420,90,100,38.0,418,82,261,156,22,277,2.08,74,41,33,0.87,70.7,47.0,23.7,0.62
61,Monaco,fr Ligue 1,30,24.8,38,3420,90,100,38.0,418,81,235,180,21,160,2.05,76,42,34,0.89,68.7,34.6,34.1,0.9
62,Montpellier,fr Ligue 1,25,28.0,38,3420,90,100,38.0,418,82,249,162,18,177,1.42,60,62,-2,-0.05,51.9,66.2,-14.3,-0.38
63,Nantes,fr Ligue 1,25,25.8,38,3420,90,100,38.0,418,83,275,139,19,202,1.05,47,55,-8,-0.21,49.0,53.7,-4.7,-0.12
64,Napoli,it Serie A,25,27.1,38,3420,90,100,38.0,418,82,247,169,19,256,2.03,86,41,45,1.18,67.7,42.6,25.2,0.66
65,Newcastle Utd,eng Premier League,27,27.1,38,3420,90,100,38.0,418,85,306,109,19,209,1.18,46,62,-16,-0.42,43.4,58.3,-14.9,-0.39
66,Nice,fr Ligue 1,31,23.5,38,3420,90,100,38.0,418,83,277,137,21,196,1.37,50,53,-3,-0.08,47.9,55.6,-7.6,-0.2
67,Nîmes,fr Ligue 1,33,25.8,38,3420,90,100,38.0,418,83,269,148,19,190,0.92,40,71,-31,-0.82,43.3,64.2,-20.9,-0.55
68,Osasuna,es La Liga,28,27.9,38,3420,90,100,38.0,418,81,240,173,20,247,1.16,37,48,-11,-0.29,38.7,47.8,-9.0,-0.24
69,Paris S-G,fr Ligue 1,33,26.7,38,3420,90,100,38.0,418,82,254,160,20,179,2.16,86,28,58,1.53,80.1,40.6,39.5,1.04
70,Parma,it Serie A,42,28.0,38,3420,90,100,38.0,418,80,251,167,24,272,0.53,39,83,-44,-1.16,42.5,61.0,-18.5,-0.49
71,RB Leipzig,de Bundesliga,25,25.0,34,3060,90,100,34.0,374,81,222,154,22,143,1.91,60,32,28,0.82,64.4,29.4,35.0,1.03
72,Real Madrid,es La Liga,30,27.9,38,3420,90,100,38.0,418,82,279,137,23,217,2.21,67,28,39,1.03,61.5,37.6,23.9,0.63
73,Real Sociedad,es La Liga,30,25.0,38,3420,90,100,38.0,418,81,240,177,21,235,1.63,59,38,21,0.55,60.7,39.2,21.5,0.57
74,Reims,fr Ligue 1,29,24.6,38,3420,90,100,38.0,418,82,266,145,21,195,1.11,42,50,-8,-0.21,32.7,59.0,-26.3,-0.69
75,Rennes,fr Ligue 1,32,25.5,38,3420,90,100,38.0,418,82,259,154,20,187,1.53,52,40,12,0.32,47.8,38.1,9.7,0.26
76,Roma,it Serie A,31,26.7,38,3420,90,100,38.0,418,83,263,153,20,262,1.63,68,58,10,0.26,65.3,45.6,19.7,0.52
77,Saint-Étienne,fr Ligue 1,40,25.4,38,3420,90,100,38.0,418,80,242,176,23,164,1.21,42,54,-12,-0.32,48.7,50.1,-1.4,-0.04
78,Sampdoria,it Serie A,27,27.9,38,3420,90,100,38.0,418,82,263,153,22,295,1.37,52,54,-2,-0.05,45.4,56.1,-10.7,-0.28
79,Sassuolo,it Serie A,28,26.5,38,3420,90,100,38.0,418,80,235,180,22,267,1.63,64,56,8,0.21,58.4,55.4,3.0,0.08
80,Schalke 04,de Bundesliga,42,25.9,34,3060,90,100,34.0,374,83,257,117,23,181,0.47,25,86,-61,-1.79,28.7,69.2,-40.5,-1.19
81,Sevilla,es La Liga,26,28.1,38,3420,90,100,38.0,418,81,233,184,20,266,2.03,53,33,20,0.53,54.4,34.8,19.6,0.52
82,Sheffield Utd,eng Premier League,27,26.7,38,3420,90,100,38.0,418,83,315,103,25,198,0.61,20,63,-43,-1.13,32.6,62.2,-29.6,-0.78
83,Southampton,eng Premier League,29,26.6,38,3420,90,100,38.0,418,85,314,101,19,215,1.13,47,68,-21,-0.55,41.2,53.1,-11.8,-0.31
84,Spezia,it Serie A,35,25.2,38,3420,90,100,38.0,418,80,234,180,22,268,1.03,52,72,-20,-0.53,46.5,65.1,-18.7,-0.49
85,Strasbourg,fr Ligue 1,26,26.8,38,3420,90,100,38.0,418,84,271,144,17,196,1.11,49,58,-9,-0.24,52.8,50.7,2.1,0.06
86,Stuttgart,de Bundesliga,29,24.1,34,3060,90,100,34.0,374,81,217,156,21,150,1.32,56,55,1,0.03,51.4,52.1,-0.8,-0.02
87,Torino,it Serie A,29,26.9,38,3420,90,100,38.0,418,83,269,147,20,280,0.97,50,69,-19,-0.5,50.0,62.0,-11.9,-0.31
88,Tottenham,eng Premier League,24,27.2,38,3420,90,100,38.0,418,85,305,112,20,204,1.63,68,45,23,0.61,53.1,49.1,4.0,0.1
89,Udinese,it Serie A,33,27.2,38,3420,90,100,38.0,418,83,272,146,20,272,1.05,42,58,-16,-0.42,45.7,52.6,-6.9,-0.18
90,Union Berlin,de Bundesliga,27,27.3,34,3060,90,100,34.0,374,82,227,146,19,150,1.47,50,43,7,0.21,46.9,42.8,4.1,0.12
91,Valencia,es La Liga,30,25.2,38,3420,90,100,38.0,418,83,263,150,19,283,1.13,50,53,-3,-0.08,42.6,52.2,-9.6,-0.25
92,Valladolid,es La Liga,32,28.1,38,3420,90,100,38.0,418,81,246,170,21,246,0.82,34,57,-23,-0.61,40.1,52.9,-12.8,-0.34
93,Villarreal,es La Liga,29,28.0,38,3420,90,100,38.0,418,82,253,165,20,238,1.53,60,44,16,0.42,56.4,42.5,13.9,0.37
94,Werder Bremen,de Bundesliga,27,26.3,34,3060,90,100,34.0,374,82,231,144,20,162,0.91,36,57,-21,-0.62,32.9,53.2,-20.3,-0.6
95,West Brom,eng Premier League,30,26.4,38,3420,90,100,38.0,418,84,311,104,22,211,0.68,35,76,-41,-1.08,35.8,67.9,-32.0,-0.84
96,West Ham,eng Premier League,24,27.8,38,3420,90,100,38.0,418,86,316,99,17,214,1.71,62,47,15,0.39,55.4,48.7,6.7,0.18
97,Wolfsburg,de Bundesliga,26,25.6,34,3060,90,100,34.0,374,85,243,128,15,173,1.79,61,37,24,0.71,49.0,42.1,6.9,0.2
98,Wolves,eng Premier League,27,26.3,38,3420,90,100,38.0,418,85,313,106,19,204,1.18,36,52,-16,-0.42,36.5,49.5,-13.0,-0.34
