Rk,Squad,Comp,#_Pl,Playing_Time_MP,Playing_Time_Starts,Playing_Time_Min,90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty_Kicks_PKatt,Penalty_Kicks_PKA,Penalty_Kicks_PKsv,Penalty_Kicks_PKm,Penalty_Kicks_Save%
39,Hertha BSC,de Bundesliga,2,34,34,3060,34.0,43,1.26,146,103,70.5,14,8,12,13,38.2,,,,,
40,Hoffenheim,de Bundesliga,2,34,34,3060,34.0,54,1.59,203,149,73.4,9,10,15,6,17.6,,,,,
41,Ingolstadt 04,de Bundesliga,2,34,34,3060,34.0,42,1.24,121,79,65.3,10,10,14,10,29.4,,,,,
42,Inter,it Serie A,3,38,38,3420,38.0,38,1.0,153,115,75.2,20,7,11,15,39.5,,,,,
43,Juventus,it Serie A,2,38,38,3420,38.0,20,0.53,94,74,78.7,29,4,5,22,57.9,,,,,
44,Köln,de Bundesliga,2,34,34,3060,34.0,42,1.24,160,118,73.8,10,13,11,8,23.5,,,,,
45,La Coruña,es La Liga,3,38,38,3419,38.0,61,1.61,149,92,61.1,8,18,12,7,18.4,5.0,3.0,1.0,1.0,25.0
46,Las Palmas,es La Liga,2,38,38,3417,38.0,53,1.4,181,131,72.4,12,8,18,11,28.9,4.0,3.0,0.0,1.0,0.0
47,Lazio,it Serie A,2,38,38,3420,38.0,52,1.37,155,103,66.5,15,9,14,12,31.6,,,,,
48,Leicester City,eng Premier League,1,38,38,3420,38.0,36,0.95,136,100,73.5,23,12,3,15,39.5,,,,,
49,Levante,es La Liga,2,38,38,3420,38.0,70,1.84,183,119,64.5,8,8,22,6,15.8,7.0,5.0,1.0,1.0,16.7
50,Leverkusen,de Bundesliga,3,34,34,3060,34.0,40,1.18,139,99,71.2,18,6,10,13,38.2,,,,,
51,Lille,fr Ligue 1,2,38,38,3418,38.0,27,0.71,128,101,78.9,15,15,8,18,47.4,,,,,
52,Liverpool,eng Premier League,3,38,38,3420,38.0,50,1.32,130,80,61.5,16,12,10,11,28.9,,,,,
53,Lorient,fr Ligue 1,2,38,38,3419,38.0,58,1.53,183,125,68.3,11,13,14,8,21.1,,,,,
54,Lyon,fr Ligue 1,2,38,38,3420,38.0,43,1.13,139,96,69.1,19,8,11,14,36.8,,,,,
55,Mainz 05,de Bundesliga,1,34,34,3060,34.0,42,1.24,159,117,73.6,14,8,12,9,26.5,,,,,
56,Málaga,es La Liga,2,38,38,3420,38.0,35,0.92,138,105,75.4,12,12,14,12,31.6,2.0,1.0,1.0,0.0,50.0
57,Manchester City,eng Premier League,2,38,38,3420,38.0,41,1.08,125,84,67.2,19,9,10,16,42.1,,,,,
58,Manchester Utd,eng Premier League,2,38,38,3420,38.0,35,0.92,120,85,70.8,19,9,10,18,47.4,,,,,
59,Marseille,fr Ligue 1,2,38,38,3420,38.0,42,1.11,141,99,70.2,10,18,10,9,23.7,,,,,
60,Milan,it Serie A,3,38,38,3420,38.0,43,1.13,142,99,69.7,15,12,11,11,28.9,,,,,
61,Monaco,fr Ligue 1,2,38,38,3420,38.0,50,1.32,170,120,70.6,17,14,7,14,36.8,,,,,
62,Montpellier,fr Ligue 1,3,38,38,3420,38.0,47,1.24,144,97,67.4,14,7,17,9,23.7,,,,,
63,Nantes,fr Ligue 1,2,38,38,3420,38.0,44,1.16,142,98,69.0,12,12,14,15,39.5,,,,,
64,Napoli,it Serie A,2,38,38,3420,38.0,34,0.89,94,60,63.8,25,7,6,15,39.5,,,,,
65,Newcastle Utd,eng Premier League,3,38,38,3420,38.0,65,1.71,178,113,63.5,9,10,19,8,21.1,,,,,
66,Nice,fr Ligue 1,3,38,38,3420,38.0,41,1.08,144,103,71.5,18,9,11,12,31.6,,,,,
67,Norwich City,eng Premier League,2,38,38,3420,38.0,67,1.76,165,98,59.4,9,7,22,5,13.2,,,,,
68,Palermo,it Serie A,4,38,38,3420,38.0,65,1.71,199,134,67.3,10,9,19,10,26.3,,,,,
69,Paris S-G,fr Ligue 1,3,38,38,3420,38.0,19,0.5,114,95,83.3,30,6,2,22,57.9,,,,,
70,Rayo Vallecano,es La Liga,3,38,38,3418,38.0,73,1.92,182,118,63.7,9,11,18,6,15.8,9.0,7.0,2.0,0.0,22.2
71,Real Madrid,es La Liga,2,38,38,3420,38.0,34,0.89,137,106,75.9,28,6,4,14,36.8,4.0,1.0,3.0,0.0,75.0
72,Real Sociedad,es La Liga,2,38,38,3418,38.0,48,1.26,151,109,71.5,13,9,16,13,34.2,8.0,5.0,1.0,2.0,16.7
73,Reims,fr Ligue 1,3,38,38,3420,38.0,57,1.5,169,112,66.3,10,9,19,4,10.5,,,,,
74,Rennes,fr Ligue 1,2,38,38,3420,38.0,54,1.42,171,117,68.4,13,13,12,6,15.8,,,,,
75,Roma,it Serie A,2,38,38,3420,38.0,41,1.08,147,106,72.1,23,11,4,8,21.1,,,,,
76,Saint-Étienne,fr Ligue 1,1,38,38,3420,38.0,37,0.97,144,107,74.3,17,7,14,16,42.1,,,,,
77,Sampdoria,it Serie A,2,38,38,3420,38.0,61,1.61,206,145,70.4,10,10,18,7,18.4,,,,,
78,Sassuolo,it Serie A,2,38,38,3420,38.0,40,1.05,140,100,71.4,16,13,9,11,28.9,,,,,
79,Schalke 04,de Bundesliga,1,34,34,3059,34.0,49,1.44,184,135,73.4,15,7,12,8,23.5,,,,,
80,Sevilla,es La Liga,2,38,38,3420,38.0,50,1.32,174,126,72.4,14,10,14,11,28.9,3.0,2.0,0.0,1.0,0.0
81,Southampton,eng Premier League,4,38,38,3420,38.0,41,1.08,133,92,69.2,18,9,11,12,31.6,,,,,
82,Sporting Gijón,es La Liga,2,38,38,3420,38.0,62,1.63,193,140,71.0,10,9,19,7,18.4,11.0,6.0,3.0,2.0,33.3
83,Stoke City,eng Premier League,3,38,38,3420,38.0,55,1.45,175,120,68.6,14,9,15,10,26.3,,,,,
84,Stuttgart,de Bundesliga,3,34,34,3060,34.0,75,2.21,208,133,63.9,9,6,19,4,11.8,,,,,
85,Sunderland,eng Premier League,3,38,38,3420,38.0,62,1.63,213,151,70.9,9,12,17,7,18.4,,,,,
86,Swansea City,eng Premier League,2,38,38,3420,38.0,52,1.37,165,113,68.5,12,11,15,9,23.7,,,,,
87,Torino,it Serie A,2,38,38,3420,38.0,55,1.45,148,93,62.8,12,9,17,6,15.8,,,,,
88,Tottenham,eng Premier League,2,38,38,3420,38.0,35,0.92,121,86,71.1,19,13,6,13,34.2,,,,,
89,Toulouse,fr Ligue 1,3,38,38,3420,38.0,55,1.45,142,87,61.3,9,13,16,8,21.1,,,,,
90,Troyes,fr Ligue 1,3,38,38,3420,38.0,83,2.18,229,146,63.8,3,9,26,3,7.9,,,,,
91,Udinese,it Serie A,1,38,38,3420,38.0,60,1.58,169,109,64.5,10,9,19,8,21.1,,,,,
92,Valencia,es La Liga,3,38,38,3420,38.0,48,1.26,177,133,74.0,11,11,16,7,18.4,4.0,2.0,2.0,0.0,50.0
93,Villarreal,es La Liga,3,38,38,3420,38.0,35,0.92,131,99,74.8,18,10,10,17,44.7,3.0,2.0,1.0,0.0,33.3
94,Watford,eng Premier League,2,38,38,3420,38.0,50,1.32,123,73,59.3,12,9,17,11,28.9,,,,,
95,Werder Bremen,de Bundesliga,1,34,34,3060,34.0,40,1.18,165,125,75.8,10,8,16,2,5.9,,,,,
96,West Brom,eng Premier League,2,38,38,3420,38.0,48,1.26,155,107,69.0,10,13,15,11,28.9,,,,,
97,West Ham,eng Premier League,2,38,38,3420,38.0,51,1.34,162,111,68.5,16,14,8,11,28.9,,,,,
98,Wolfsburg,de Bundesliga,2,34,34,3060,34.0,49,1.44,153,104,68.0,12,9,13,9,26.5,,,,,
