Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA_SCA,SCA_SCA90,SCA_Types_PassLive,SCA_Types_PassDead,SCA_Types_TO,SCA_Types_Sh,SCA_Types_Fld,SCA_Types_Def,GCA_GCA,GCA_GCA90,GCA_Types_PassLive,GCA_Types_PassDead,GCA_Types_TO,GCA_Types_Sh,GCA_Types_Fld,GCA_Types_Def,Matches
53,Oliver Baumann,de GER,GK,de Hoffenheim,28,1990,6.0,2,0.33,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
54,Ömer Bayram,tr TUR,DF,tr Galatasaray,27,1991,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
55,Riechedly Bazoer,nl NED,MF,pt Porto,21,1996,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
56,Rodrigo Becão,br BRA,DF,ru CSKA Moscow,22,1996,6.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
57,Donny van de Beek,nl NED,MF,nl Ajax,21,1997,10.9,29,2.66,24,0,3,1,1,0,5,0.46,3,0,1,0,1,0,Matches
58,Ishak Belfodil,dz ALG,"FW,MF",de Hoffenheim,26,1992,3.8,14,3.63,14,0,0,0,0,0,1,0.26,1,0,0,0,0,0,Matches
59,Younès Belhanda,ma MAR,MF,tr Galatasaray,28,1990,3.6,8,2.22,5,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
60,Diego Benaglio,ch SUI,GK,fr Monaco,34,1983,4.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
61,Medhi Benatia,ma MAR,DF,it Juventus,31,1987,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
62,Loris Benito,ch SUI,DF,ch Young Boys,26,1992,6.0,6,1.00,5,0,0,0,0,1,1,0.17,1,0,0,0,0,0,Matches
63,Nabil Bentaleb,dz ALG,MF,de Schalke 04,23,1994,4.7,5,1.06,3,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
64,Rodrigo Bentancur,uy URU,MF,it Juventus,21,1997,6.1,17,2.78,14,0,2,0,0,1,0,0.00,0,0,0,0,0,0,Matches
65,Karim Benzema,fr FRA,FW,es Real Madrid,30,1987,6.5,22,3.40,15,0,5,1,0,1,3,0.46,2,0,1,0,0,0,Matches
66,Steve von Bergen,ch SUI,DF,ch Young Boys,35,1983,4.5,3,0.67,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
67,Steven Bergwijn,nl NED,FW,nl PSV Eindhoven,20,1997,4.4,14,3.15,10,0,1,1,1,1,2,0.45,1,0,0,0,0,1,Matches
68,Federico Bernardeschi,it ITA,"MF,FW",it Juventus,24,1994,6.1,27,4.40,13,4,2,4,4,0,4,0.65,1,0,1,1,1,0,Matches
69,Juan Bernat,es ESP,DF,fr Paris S-G,25,1993,7.5,15,2.00,14,1,0,0,0,0,2,0.27,2,0,0,0,0,0,Matches
70,Leonardo Bertone,ch SUI,MF,ch Young Boys,24,1994,1.2,2,1.68,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
71,Giulian Biancone,fr FRA,DF,fr Monaco,18,2000,1.9,3,1.62,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
72,Ermin Bičakčić,ba BIH,DF,de Hoffenheim,28,1990,2.8,4,1.43,4,0,0,0,0,0,1,0.36,1,0,0,0,0,0,Matches
73,Jaka Bijol,si SVN,MF,ru CSKA Moscow,19,1999,3.0,4,1.33,3,0,0,0,1,0,1,0.33,1,0,0,0,0,0,Matches
74,Kristijan Bistrović,hr CRO,MF,ru CSKA Moscow,20,1998,2.0,5,2.50,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
75,Leonardo Bittencourt,de GER,MF,de Hoffenheim,24,1993,1.6,6,3.83,5,1,0,0,0,0,1,0.64,1,0,0,0,0,0,Matches
76,Daley Blind,nl NED,"DF,MF",nl Ajax,28,1990,12.0,20,1.67,17,0,0,2,1,0,0,0.00,0,0,0,0,0,0,Matches
77,Richmond Boakye,gh GHA,FW,rs Red Star,25,1993,2.1,1,0.48,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
78,Jérôme Boateng,de GER,DF,de Bayern Munich,29,1988,5.0,8,1.60,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
79,Serhiy Bolbat,ua UKR,FW,ua Shakhtar,25,1993,1.9,6,3.14,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
80,Leonardo Bonucci,it ITA,DF,it Juventus,31,1987,10.0,15,1.50,14,0,0,0,1,0,3,0.30,2,0,0,0,1,0,Matches
81,Milan Borjan,ca CAN,GK,rs Red Star,30,1987,6.0,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
82,Lucas Boyé,ar ARG,"FW,MF",gr AEK Athens,22,1996,1.4,4,2.93,1,0,3,0,0,0,0,0.00,0,0,0,0,0,0,Matches
83,Yacine Brahimi,dz ALG,"FW,MF",pt Porto,28,1990,6.9,27,4.12,16,0,5,4,0,2,4,0.61,3,0,1,0,0,0,Matches
84,Joshua Brenet,cw CUW,"DF,FW",de Hoffenheim,24,1994,1.5,1,0.67,1,0,0,0,0,0,1,0.67,1,0,0,0,0,0,Matches
85,Marcelo Brozović,hr CRO,MF,it Inter,25,1992,5.9,20,3.37,17,2,0,0,0,1,1,0.17,1,0,0,0,0,0,Matches
86,Jeffrey Bruma,nl NED,DF,de Schalke 04,26,1991,2.0,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
87,Jacob Bruun Larsen,dk DEN,FW,de Dortmund,19,1998,1.7,7,4.17,7,0,0,0,0,0,1,0.60,1,0,0,0,0,0,Matches
88,Gianluigi Buffon,it ITA,GK,fr Paris S-G,40,1978,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
89,Guido Burgstaller,at AUT,FW,de Schalke 04,29,1989,2.6,2,0.77,2,0,0,0,0,0,1,0.39,1,0,0,0,0,0,Matches
90,Roman Bürki,ch SUI,GK,de Dortmund,27,1990,7.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
91,Sergio Busquets,es ESP,MF,es Barcelona,30,1988,11.5,25,2.18,23,0,0,1,1,0,1,0.09,1,0,0,0,0,0,Matches
92,Bohdan Butko,ua UKR,DF,ua Shakhtar,27,1991,1.5,1,0.66,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
93,Daniel Caligiuri,it ITA,"DF,FW",de Schalke 04,30,1988,5.7,13,2.29,8,3,0,1,1,0,2,0.35,1,0,0,1,0,0,Matches
94,José Callejón,es ESP,MF,it Napoli,31,1987,5.7,23,4.01,17,4,1,0,1,0,3,0.52,2,0,0,0,1,0,Matches
95,Emre Can,de GER,"MF,DF",it Juventus,24,1994,3.8,6,1.60,5,0,0,1,0,0,1,0.27,1,0,0,0,0,0,Matches
96,João Cancelo,pt POR,DF,it Juventus,24,1994,5.3,14,2.62,11,0,1,1,1,0,5,0.94,3,0,0,1,1,0,Matches
97,Antonio Candreva,it ITA,"FW,MF",it Inter,31,1987,1.5,4,2.61,3,1,0,0,0,0,1,0.65,0,1,0,0,0,0,Matches
98,Dani Carvajal,es ESP,DF,es Real Madrid,26,1992,4.7,16,3.44,15,0,1,0,0,0,1,0.21,1,0,0,0,0,0,Matches
99,Casemiro,br BRA,MF,es Real Madrid,26,1992,5.6,13,2.33,13,0,0,0,0,0,2,0.36,2,0,0,0,0,0,Matches
100,Iker Casillas,es ESP,GK,pt Porto,37,1981,10.3,1,0.10,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
101,Nicolás Castillo,cl CHI,FW,pt Benfica,25,1993,0.2,1,6.43,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
102,Goran Čaušić,rs SRB,MF,rs Red Star,26,1992,3.5,5,1.44,5,0,0,0,0,0,1,0.29,1,0,0,0,0,0,Matches
103,Edinson Cavani,uy URU,FW,fr Paris S-G,31,1987,4.6,9,1.96,3,0,2,4,0,0,4,0.87,0,0,2,2,0,0,Matches
104,Dani Ceballos,es ESP,MF,es Real Madrid,21,1996,2.1,13,6.29,12,0,0,1,0,0,1,0.48,1,0,0,0,0,0,Matches
105,Muğdat Çelik,tr TUR,FW,tr Galatasaray,28,1990,0.5,1,2.14,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
106,Aleš Čermák,cz CZE,MF,cz Viktoria Plzeň,23,1994,3.9,14,3.62,12,1,0,0,1,0,3,0.78,3,0,0,0,0,0,Matches
107,Franco Cervi,ar ARG,"FW,MF",pt Benfica,24,1994,3.4,6,1.74,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
108,Nacer Chadli,be BEL,MF,fr Monaco,28,1989,3.5,4,1.15,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
109,Fyodor Chalov,ru RUS,FW,ru CSKA Moscow,20,1998,5.6,11,1.99,8,0,1,1,1,0,1,0.18,1,0,0,0,0,0,Matches
110,Pape Cheikh Diop,sn SEN,MF,fr Lyon,20,1997,1.2,4,3.43,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
111,Nikita Chernov,ru RUS,DF,ru CSKA Moscow,22,1996,3.9,1,0.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
112,Denis Cheryshev,ru RUS,"MF,DF",es Valencia,27,1990,1.2,5,4.21,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
113,Giorgio Chiellini,it ITA,DF,it Juventus,33,1984,6.0,9,1.50,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
114,Tahith Chong,nl NED,MF,eng Manchester Utd,18,1999,0.1,1,8.18,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
115,Tomáš Chorý,cz CZE,FW,cz Viktoria Plzeň,23,1995,2.7,2,0.74,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
116,Dmytro Chygrynskiy,ua UKR,DF,gr AEK Athens,31,1986,5.0,1,0.20,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
117,Jasper Cillessen,nl NED,GK,es Barcelona,29,1989,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
118,Kingsley Coman,fr FRA,"FW,MF",de Bayern Munich,22,1996,1.4,3,2.08,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
119,Germán Conti,ar ARG,DF,pt Benfica,24,1994,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
120,Dion Cools,my MAS,"DF,FW",be Club Brugge,22,1996,1.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
121,Francis Coquelin,fr FRA,MF,es Valencia,27,1991,3.1,4,1.29,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
122,Ante Ćorić,hr CRO,MF,it Roma,21,1997,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
123,Vedran Ćorluka,hr CRO,DF,ru Loko Moscow,32,1986,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
124,Maxwel Cornet,ci CIV,"FW,MF",fr Lyon,21,1996,2.4,5,2.08,3,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
125,Jesús Corona,mx MEX,"FW,MF",pt Porto,25,1993,6.2,25,4.05,16,3,4,1,0,1,6,0.97,4,1,0,0,0,1,Matches
126,Ángel Correa,ar ARG,"MF,FW",es Atlético Madrid,23,1995,3.9,11,2.79,9,0,1,1,0,0,2,0.51,1,0,1,0,0,0,Matches
127,Uroš Ćosić,rs SRB,"DF,MF",gr AEK Athens,25,1992,3.3,2,0.61,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
128,Bruno Xavier Almeida Costa,pt POR,MF,pt Porto,21,1997,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
129,Diego Costa,es ESP,FW,es Atlético Madrid,29,1988,3.4,8,2.36,7,0,0,0,1,0,1,0.30,1,0,0,0,0,0,Matches
130,Douglas Costa,br BRA,"FW,DF",it Juventus,27,1990,1.8,8,4.53,6,1,1,0,0,0,1,0.57,1,0,0,0,0,0,Matches
131,Thibaut Courtois,be BEL,GK,es Real Madrid,26,1992,5.0,1,0.20,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
132,Philippe Coutinho,br BRA,"FW,MF",es Barcelona,26,1992,9.5,42,4.43,29,4,3,3,3,0,4,0.42,4,0,0,0,0,0,Matches
133,Bryan Cristante,it ITA,MF,it Roma,23,1995,5.7,19,3.51,16,0,0,2,0,1,1,0.18,0,0,0,1,0,0,Matches
134,Juan Cuadrado,co COL,"MF,DF",it Juventus,30,1988,3.6,20,5.52,18,1,0,1,0,0,2,0.55,1,0,0,1,0,0,Matches
135,Danilo D'Ambrosio,it ITA,DF,it Inter,29,1988,4.0,12,3.00,12,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
136,Colin Dagba,fr FRA,FW,fr Paris S-G,19,1998,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
137,Mahmoud Dahoud,de GER,MF,de Dortmund,22,1996,3.5,7,1.98,7,0,0,0,0,0,2,0.57,2,0,0,0,0,0,Matches
138,Diogo Dalot,pt POR,"DF,MF",eng Manchester Utd,19,1999,2.7,3,1.11,1,0,1,1,0,0,1,0.37,0,0,0,1,0,0,Matches
139,Oleh Danchenko,ua UKR,DF,ua Shakhtar,23,1994,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
140,Danilo,br BRA,DF,eng Manchester City,27,1991,1.3,3,2.25,3,0,0,0,0,0,1,0.75,1,0,0,0,0,0,Matches
141,Arnaut Danjuma,nl NED,"DF,FW",be Club Brugge,21,1997,1.8,2,1.09,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
142,Ben Davies,wls WAL,DF,eng Tottenham,25,1993,6.3,13,2.06,11,0,0,0,2,0,1,0.16,1,0,0,0,0,0,Matches
143,Kevin De Bruyne,be BEL,MF,eng Manchester City,27,1991,2.7,22,8.05,14,4,2,1,1,0,5,1.83,3,1,1,0,0,0,Matches
144,Daniele De Rossi,it ITA,MF,it Roma,35,1983,3.4,5,1.48,3,1,0,0,1,0,1,0.30,1,0,0,0,0,0,Matches
145,Mattia De Sciglio,it ITA,DF,it Juventus,25,1992,3.4,9,2.65,8,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
146,Saulo Decarli,ch SUI,MF,be Club Brugge,26,1992,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
147,Miloš Degenek,au AUS,DF,rs Red Star,24,1994,6.0,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
148,Thomas Delaney,dk DEN,MF,de Dortmund,26,1991,3.3,5,1.52,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
149,Fabian Delph,eng ENG,"DF,MF",eng Manchester City,28,1989,2.9,3,1.03,2,0,0,1,0,0,1,0.34,0,0,0,1,0,0,Matches
150,Mousa Dembélé,be BEL,MF,eng Tottenham,31,1987,1.8,3,1.66,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
151,Moussa Dembélé,fr FRA,FW,fr Lyon,22,1996,3.3,12,3.62,9,0,1,1,1,0,0,0.00,0,0,0,0,0,0,Matches
152,Ousmane Dembélé,fr FRA,FW,es Barcelona,21,1997,4.6,34,7.39,20,3,6,3,2,0,6,1.30,1,0,4,0,1,0,Matches
153,Kerem Demirbay,de GER,MF,de Hoffenheim,25,1993,4.1,17,4.10,12,2,0,3,0,0,2,0.48,2,0,0,0,0,0,Matches
154,Jason Denayer,be BEL,DF,fr Lyon,23,1995,8.0,4,0.50,4,0,0,0,0,0,1,0.12,1,0,0,0,0,0,Matches
155,Igor Denisov,ru RUS,MF,ru Loko Moscow,34,1984,5.2,13,2.49,12,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
156,Emmanuel Dennis,ng NGA,"FW,MF",be Club Brugge,20,1997,2.0,5,2.51,2,0,1,1,1,0,1,0.50,1,0,0,0,0,0,Matches
157,Stefano Denswil,sr SUR,DF,be Club Brugge,25,1993,6.0,8,1.33,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
158,Dentinho,br BRA,"MF,FW",ua Shakhtar,29,1989,0.1,2,13.85,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
159,Eren Derdiyok,ch SUI,FW,tr Galatasaray,30,1988,3.7,4,1.09,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
160,Ángel Di María,ar ARG,"MF,FW",fr Paris S-G,30,1988,7.3,33,4.53,25,3,2,3,0,0,5,0.69,3,2,0,0,0,0,Matches
161,Franco Di Santo,ar ARG,FW,de Schalke 04,29,1989,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
162,Moussa Diaby,fr FRA,DF,fr Paris S-G,19,1999,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
163,Mouctar Diakhaby,gn GUI,DF,es Valencia,21,1996,3.0,1,0.33,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
164,Abdou Diallo,sn SEN,DF,de Dortmund,22,1996,6.9,6,0.87,5,0,0,0,1,0,1,0.15,1,0,0,0,0,0,Matches
165,Rúben Dias,pt POR,DF,pt Benfica,21,1997,4.5,4,0.89,1,0,0,2,0,1,0,0.00,0,0,0,0,0,0,Matches
166,Krépin Diatta,sn SEN,"DF,FW",be Club Brugge,19,1999,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
167,Eric Dier,eng ENG,MF,eng Tottenham,24,1994,3.0,7,2.32,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
168,Sofiane Diop,fr FRA,"FW,MF",fr Monaco,18,2000,3.0,5,1.67,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
169,Kasper Dolberg,dk DEN,FW,nl Ajax,20,1997,3.3,9,2.69,4,0,0,0,5,0,1,0.30,0,0,0,0,1,0,Matches
170,Jaume Doménech,es ESP,GK,es Valencia,27,1990,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
171,Ryan Donk,sr SUR,"MF,DF",tr Galatasaray,32,1986,5.2,10,1.91,8,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
172,Julian Draxler,de GER,MF,fr Paris S-G,24,1993,3.2,14,4.39,9,2,1,0,1,1,2,0.63,1,0,0,0,0,1,Matches
173,Leo Dubois,fr FRA,DF,fr Lyon,23,1994,3.2,3,0.94,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
174,Denzel Dumfries,nl NED,DF,nl PSV Eindhoven,22,1996,6.0,8,1.33,6,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
175,Paulo Dybala,ar ARG,"FW,MF",it Juventus,24,1993,5.8,26,4.52,15,3,1,2,5,0,1,0.17,1,0,0,0,0,0,Matches
