Rk,Squad,Comp,#_Pl,Playing_Time_MP,Playing_Time_Starts,Playing_Time_Min,90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty_Kicks_PKatt,Penalty_Kicks_PKA,Penalty_Kicks_PKsv,Penalty_Kicks_PKm,Penalty_Kicks_Save%
27,Eint Frankfurt,de Bundesliga,2,34,34,3058,34.0,43,1.27,120,77,66.7,11,9,14,11,32.4,4,3,0,1,0.0
28,Empoli,it Serie A,2,38,38,3420,38.0,61,1.61,212,151,73.6,8,8,22,10,26.3,9,5,3,1,37.5
29,Espanyol,es La Liga,2,38,38,3420,38.0,50,1.32,175,127,72.6,15,11,12,11,28.9,2,2,0,0,0.0
30,Everton,eng Premier League,2,38,38,3420,38.0,44,1.16,148,104,72.3,17,10,11,13,34.2,5,3,1,1,25.0
31,Fiorentina,it Serie A,4,38,38,3420,38.0,57,1.5,170,113,69.4,16,12,10,12,31.6,6,5,0,1,0.0
32,Freiburg,de Bundesliga,1,34,34,3060,34.0,60,1.76,165,105,66.1,14,6,14,6,17.6,6,4,2,0,33.3
33,Genoa,it Serie A,3,38,38,3420,38.0,64,1.68,166,102,63.9,9,9,20,8,21.1,8,4,2,2,33.3
34,Gladbach,de Bundesliga,1,34,34,3060,34.0,49,1.44,146,97,69.2,12,9,13,10,29.4,5,4,0,1,0.0
35,Granada,es La Liga,1,38,38,3420,38.0,82,2.16,242,163,66.9,4,8,26,3,7.9,4,2,1,1,33.3
36,Guingamp,fr Ligue 1,3,38,38,3420,38.0,53,1.39,160,107,71.3,14,8,16,9,23.7,11,7,2,2,22.2
37,Hamburger SV,de Bundesliga,3,34,34,3060,34.0,61,1.79,154,93,63.6,10,8,16,8,23.5,8,5,1,2,16.7
38,Hertha BSC,de Bundesliga,1,34,34,3060,34.0,47,1.38,150,103,71.3,15,4,15,11,32.4,5,4,1,0,20.0
39,Hoffenheim,de Bundesliga,1,34,34,3060,34.0,37,1.09,150,113,76.0,16,14,4,12,35.3,3,1,1,1,50.0
40,Hull City,eng Premier League,2,38,38,3420,38.0,80,2.11,214,134,67.8,9,7,22,5,13.2,14,11,2,1,15.4
41,Ingolstadt 04,de Bundesliga,2,34,34,3060,34.0,57,1.68,160,103,68.8,8,8,18,4,11.8,8,7,1,0,12.5
42,Inter,it Serie A,2,38,38,3420,38.0,49,1.29,161,112,72.7,19,5,14,9,23.7,6,5,1,0,16.7
43,Juventus,it Serie A,3,38,38,3420,38.0,27,0.71,108,81,75.9,29,4,5,18,47.4,1,1,0,0,0.0
44,Köln,de Bundesliga,3,34,34,3060,34.0,42,1.24,159,117,76.1,12,13,9,10,29.4,4,4,0,0,0.0
45,La Coruña,es La Liga,3,38,38,3420,38.0,61,1.61,168,110,65.5,8,12,18,9,23.7,3,3,0,0,0.0
46,Las Palmas,es La Liga,2,38,38,3420,38.0,74,1.95,165,102,61.8,10,9,19,5,13.2,11,11,0,0,0.0
47,Lazio,it Serie A,3,38,38,3420,38.0,51,1.34,168,117,72.6,21,7,10,8,21.1,9,5,2,2,28.6
48,Leganés,es La Liga,5,38,38,3416,38.0,55,1.45,137,89,64.2,8,11,19,11,28.9,7,6,1,0,14.3
49,Leicester City,eng Premier League,2,38,38,3420,38.0,63,1.66,190,127,68.4,12,8,18,9,23.7,3,3,0,0,0.0
50,Leverkusen,de Bundesliga,1,34,34,3060,34.0,55,1.62,160,105,67.5,11,8,15,6,17.6,3,3,0,0,0.0
51,Lille,fr Ligue 1,2,38,38,3420,38.0,47,1.24,153,106,71.9,13,7,18,11,28.9,6,4,1,1,20.0
52,Liverpool,eng Premier League,2,38,38,3420,38.0,42,1.11,114,72,65.8,22,10,6,12,31.6,5,3,2,0,40.0
53,Lorient,fr Ligue 1,2,38,38,3420,38.0,70,1.84,201,131,67.2,10,6,22,4,10.5,6,4,1,1,20.0
54,Lyon,fr Ligue 1,2,38,38,3420,38.0,48,1.26,145,97,70.3,21,4,13,13,34.2,6,5,1,0,16.7
55,Mainz 05,de Bundesliga,2,34,34,3060,34.0,55,1.62,160,105,67.5,10,7,17,7,20.6,4,3,1,0,25.0
56,Málaga,es La Liga,2,38,38,3420,38.0,55,1.45,143,95,65.7,12,10,16,8,21.1,7,6,1,0,14.3
57,Manchester City,eng Premier League,2,38,38,3420,38.0,39,1.03,105,66,64.8,23,9,6,12,31.6,5,2,1,2,33.3
58,Manchester Utd,eng Premier League,3,38,38,3420,38.0,29,0.76,116,87,78.4,18,15,5,17,44.7,5,4,1,0,20.0
59,Marseille,fr Ligue 1,1,38,38,3420,38.0,41,1.08,163,122,76.1,17,11,10,18,47.4,2,2,0,0,0.0
60,Metz,fr Ligue 1,3,38,38,3420,38.0,72,1.89,219,147,69.4,11,10,17,11,28.9,7,5,2,0,28.6
61,Middlesbrough,eng Premier League,2,38,38,3420,38.0,53,1.39,171,118,71.3,5,13,20,11,28.9,5,4,0,1,0.0
62,Milan,it Serie A,1,38,38,3420,38.0,45,1.18,189,144,78.8,18,9,11,12,31.6,10,5,2,3,28.6
63,Monaco,fr Ligue 1,4,38,38,3420,38.0,29,0.76,118,89,78.0,30,5,3,17,44.7,5,3,2,0,40.0
64,Montpellier,fr Ligue 1,2,38,38,3420,38.0,66,1.74,170,104,65.3,10,9,19,7,18.4,7,7,0,0,0.0
65,Nancy,fr Ligue 1,2,38,38,3420,38.0,52,1.37,170,118,73.5,9,8,21,13,34.2,8,7,1,0,12.5
66,Nantes,fr Ligue 1,2,38,38,3420,38.0,54,1.42,151,97,70.2,14,9,15,10,26.3,9,9,0,0,0.0
67,Napoli,it Serie A,2,38,38,3420,38.0,38,1.0,125,87,72.0,26,8,4,12,31.6,4,3,1,0,25.0
68,Nice,fr Ligue 1,2,38,38,3420,38.0,36,0.95,160,124,80.0,22,12,4,13,34.2,4,4,0,0,0.0
69,Osasuna,es La Liga,4,38,38,3420,38.0,94,2.47,193,106,53.4,4,10,24,2,5.3,8,4,3,1,42.9
70,Palermo,it Serie A,2,38,38,3420,38.0,77,2.03,210,133,66.2,6,8,24,5,13.2,6,6,0,0,0.0
71,Paris S-G,fr Ligue 1,2,38,38,3420,38.0,27,0.71,90,63,72.2,27,6,5,21,55.3,3,2,1,0,33.3
72,Pescara,it Serie A,2,38,38,3420,38.0,83,2.18,211,128,63.5,3,9,26,4,10.5,6,6,0,0,0.0
73,RB Leipzig,de Bundesliga,2,34,34,3060,34.0,39,1.15,104,65,65.4,20,7,7,10,29.4,5,3,2,0,40.0
74,Real Madrid,es La Liga,2,38,38,3420,38.0,41,1.08,143,105,72.7,29,6,3,10,26.3,4,2,1,1,33.3
75,Real Sociedad,es La Liga,1,38,38,3420,38.0,53,1.39,156,108,68.6,19,7,12,10,26.3,7,4,1,2,20.0
76,Rennes,fr Ligue 1,1,38,38,3420,38.0,42,1.11,143,101,71.3,12,14,12,12,31.6,4,1,1,2,50.0
77,Roma,it Serie A,1,38,38,3420,38.0,38,1.0,154,116,76.6,28,3,7,14,36.8,4,2,2,0,50.0
78,Saint-Étienne,fr Ligue 1,3,38,38,3418,38.0,42,1.11,172,130,76.7,12,14,12,14,36.8,4,2,2,0,50.0
79,Sampdoria,it Serie A,2,38,38,3420,38.0,55,1.45,180,125,72.8,12,12,14,7,18.4,8,6,2,0,25.0
80,Sassuolo,it Serie A,1,38,38,3330,38.0,56,1.51,191,135,73.3,13,7,18,7,18.4,8,5,2,1,28.6
81,Schalke 04,de Bundesliga,1,34,34,3060,34.0,40,1.18,118,78,71.2,11,10,13,8,23.5,10,6,4,0,40.0
82,Sevilla,es La Liga,3,38,38,3417,38.0,48,1.26,161,118,72.7,21,9,8,13,34.2,5,4,1,0,20.0
83,Southampton,eng Premier League,1,38,38,3420,38.0,48,1.26,130,82,67.7,12,10,16,14,36.8,9,6,1,2,14.3
84,Sporting Gijón,es La Liga,2,38,38,3420,38.0,72,1.89,195,132,66.7,7,10,21,7,18.4,9,7,2,0,22.2
85,Stoke City,eng Premier League,3,38,38,3420,38.0,56,1.47,180,124,69.4,11,11,16,11,28.9,2,1,1,0,50.0
86,Sunderland,eng Premier League,2,38,38,3420,38.0,69,1.82,248,179,73.8,6,6,26,6,15.8,4,4,0,0,0.0
87,Swansea City,eng Premier League,2,38,38,3420,38.0,70,1.84,179,109,64.2,12,5,21,8,21.1,8,6,1,1,14.3
88,Torino,it Serie A,2,38,38,3420,38.0,66,1.74,173,107,65.9,13,14,11,5,13.2,7,7,0,0,0.0
89,Tottenham,eng Premier League,2,38,38,3420,38.0,26,0.68,110,84,78.2,26,8,4,17,44.7,2,2,0,0,0.0
90,Toulouse,fr Ligue 1,2,38,38,3420,38.0,41,1.08,166,125,80.1,10,14,14,12,31.6,9,8,1,0,11.1
91,Udinese,it Serie A,2,38,38,3420,38.0,56,1.47,157,101,69.4,12,9,17,7,18.4,9,8,0,1,0.0
92,Valencia,es La Liga,3,38,38,3420,38.0,65,1.71,154,100,61.7,13,7,18,7,18.4,13,6,5,2,45.5
93,Villarreal,es La Liga,2,38,38,3420,38.0,33,0.87,148,121,81.1,19,10,9,16,42.1,6,5,1,0,16.7
94,Watford,eng Premier League,2,38,38,3420,38.0,68,1.79,187,119,65.2,11,7,20,7,18.4,4,3,1,0,25.0
95,Werder Bremen,de Bundesliga,2,34,34,3058,34.0,64,1.88,190,126,70.5,13,6,15,6,17.6,10,8,2,0,20.0
96,West Brom,eng Premier League,1,38,38,3420,38.0,51,1.34,160,109,70.0,12,9,17,6,15.8,3,3,0,0,0.0
97,West Ham,eng Premier League,2,38,38,3420,38.0,64,1.68,182,118,67.6,12,9,17,10,26.3,8,5,1,2,16.7
98,Wolfsburg,de Bundesliga,2,34,34,3060,34.0,52,1.53,155,103,67.7,10,7,17,11,32.4,5,2,1,2,33.3
