Rk,Squad,Comp,#_Pl,Age,Poss,Playing_Time_MP,Playing_Time_Starts,Playing_Time_Min,Playing_Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per_90_Minutes_Gls,Per_90_Minutes_Ast,Per_90_Minutes_G+A,Per_90_Minutes_G-PK,Per_90_Minutes_G+A-PK
56,Málaga,es La Liga,29,26.0,48.4,38,418,3420,38.0,48,33,81,45,3,5,116,7.0,1.26,0.87,2.13,1.18,2.05
57,Manchester City,eng Premier League,25,28.5,65.0,38,418,3420,38.0,75,54,129,68,7,9,71,0.0,1.97,1.42,3.39,1.79,3.21
58,Manchester Utd,eng Premier League,31,26.7,56.5,38,418,3420,38.0,54,37,91,51,3,4,80,1.0,1.42,0.97,2.39,1.34,2.32
59,Marseille,fr Ligue 1,27,27.4,55.9,38,418,3420,38.0,56,37,93,52,4,4,71,1.0,1.47,0.97,2.45,1.37,2.34
60,Metz,fr Ligue 1,31,26.5,42.4,38,418,3420,38.0,37,22,59,29,8,9,75,,0.97,0.58,1.55,0.76,1.34
61,Middlesbrough,eng Premier League,27,27.3,47.3,38,418,3420,38.0,26,22,48,24,2,2,79,1.0,0.68,0.58,1.26,0.63,1.21
62,Milan,it Serie A,28,25.0,54.1,38,418,3420,38.0,55,39,94,48,7,12,98,9.0,1.45,1.03,2.47,1.26,2.29
63,Monaco,fr Ligue 1,29,25.0,51.9,38,418,3420,38.0,103,62,165,92,11,11,53,1.0,2.71,1.63,4.34,2.42,4.05
64,Montpellier,fr Ligue 1,32,26.8,49.4,38,418,3420,38.0,48,30,78,45,3,3,48,2.0,1.26,0.79,2.05,1.18,1.97
65,Nancy,fr Ligue 1,27,27.2,43.1,38,418,3420,38.0,29,22,51,28,1,3,78,1.0,0.76,0.58,1.34,0.74,1.32
66,Nantes,fr Ligue 1,27,24.8,48.4,38,418,3420,38.0,40,31,71,38,2,4,78,1.0,1.05,0.82,1.87,1.0,1.82
67,Napoli,it Serie A,26,26.9,62.1,38,418,3420,38.0,94,68,162,89,5,6,58,0.0,2.47,1.79,4.26,2.34,4.13
68,Nice,fr Ligue 1,27,24.3,58.9,38,418,3420,38.0,63,45,108,57,6,8,60,1.0,1.66,1.18,2.84,1.5,2.68
69,Osasuna,es La Liga,35,26.3,39.0,38,418,3420,38.0,37,24,61,33,4,6,100,3.0,0.97,0.63,1.61,0.87,1.5
70,Palermo,it Serie A,30,26.1,45.6,38,418,3420,38.0,33,24,57,32,1,1,107,6.0,0.87,0.63,1.5,0.84,1.47
71,Paris S-G,fr Ligue 1,28,26.4,65.3,38,418,3420,38.0,79,54,133,70,9,10,54,1.0,2.08,1.42,3.5,1.84,3.26
72,Pescara,it Serie A,34,26.6,46.4,38,418,3420,38.0,32,27,59,30,2,6,98,3.0,0.84,0.71,1.55,0.79,1.5
73,RB Leipzig,de Bundesliga,23,24.0,53.0,34,374,3060,34.0,62,49,111,59,3,4,68,1.0,1.82,1.44,3.26,1.74,3.18
74,Real Madrid,es La Liga,24,27.0,56.2,38,419,3420,38.0,106,83,189,100,6,8,76,2.0,2.79,2.18,4.97,2.63,4.82
75,Real Sociedad,es La Liga,27,26.0,56.7,38,418,3420,38.0,56,39,95,49,7,8,89,6.0,1.47,1.03,2.5,1.29,2.32
76,Rennes,fr Ligue 1,31,26.3,52.0,38,418,3420,38.0,35,25,60,33,2,3,59,,0.92,0.66,1.58,0.87,1.53
77,Roma,it Serie A,22,26.7,57.1,38,418,3420,38.0,88,59,147,76,12,14,64,0.0,2.32,1.55,3.87,2.0,3.55
78,Saint-Étienne,fr Ligue 1,34,26.1,49.8,38,418,3420,38.0,40,26,66,35,5,6,58,,1.05,0.68,1.74,0.92,1.61
79,Sampdoria,it Serie A,24,26.6,52.3,38,418,3420,38.0,45,31,76,38,7,8,75,1.0,1.18,0.82,2.0,1.0,1.82
80,Sassuolo,it Serie A,28,26.7,46.8,38,418,3420,38.0,59,36,95,50,9,10,90,0.0,1.55,0.95,2.5,1.32,2.26
81,Schalke 04,de Bundesliga,29,25.3,51.8,34,374,3060,34.0,45,30,75,43,2,4,69,0.0,1.32,0.88,2.21,1.26,2.15
82,Sevilla,es La Liga,28,26.8,59.2,38,418,3420,38.0,67,48,115,64,3,5,109,4.0,1.76,1.26,3.03,1.68,2.95
83,Southampton,eng Premier League,26,26.0,54.4,38,418,3420,38.0,39,27,66,36,3,6,61,1.0,1.03,0.71,1.74,0.95,1.66
84,Sporting Gijón,es La Liga,29,26.4,44.4,38,418,3420,38.0,42,26,68,38,4,7,116,4.0,1.11,0.68,1.79,1.0,1.68
85,Stoke City,eng Premier League,26,28.7,46.3,38,418,3420,38.0,37,24,61,33,4,6,72,1.0,0.97,0.63,1.61,0.87,1.5
86,Sunderland,eng Premier League,31,26.8,39.7,38,418,3420,38.0,28,11,39,23,5,5,84,3.0,0.74,0.29,1.03,0.61,0.89
87,Swansea City,eng Premier League,27,27.4,47.9,38,418,3420,38.0,45,31,76,42,3,3,56,0.0,1.18,0.82,2.0,1.11,1.92
88,Torino,it Serie A,29,26.4,50.7,38,418,3420,38.0,70,54,124,65,5,9,88,3.0,1.84,1.42,3.26,1.71,3.13
89,Tottenham,eng Premier League,24,25.3,60.5,38,418,3420,38.0,84,59,143,77,7,9,62,0.0,2.21,1.55,3.76,2.03,3.58
90,Toulouse,fr Ligue 1,30,23.3,45.4,38,418,3420,38.0,37,22,59,31,6,9,90,,0.97,0.58,1.55,0.82,1.39
91,Udinese,it Serie A,29,26.7,41.8,38,418,3420,38.0,47,29,76,45,2,3,85,0.0,1.24,0.76,2.0,1.18,1.95
92,Valencia,es La Liga,31,25.9,48.8,38,418,3420,38.0,53,38,91,49,4,6,114,6.0,1.39,1.0,2.39,1.29,2.29
93,Villarreal,es La Liga,27,26.7,49.3,38,418,3420,38.0,55,36,91,49,6,8,91,4.0,1.45,0.95,2.39,1.29,2.24
94,Watford,eng Premier League,33,29.0,46.1,38,418,3420,38.0,39,27,66,36,3,3,90,3.0,1.03,0.71,1.74,0.95,1.66
95,Werder Bremen,de Bundesliga,31,27.0,44.6,34,374,3060,34.0,61,39,100,55,6,6,67,0.0,1.79,1.15,2.94,1.62,2.76
96,West Brom,eng Premier League,23,29.4,37.3,38,418,3420,38.0,43,33,76,42,1,1,80,0.0,1.13,0.87,2.0,1.11,1.97
97,West Ham,eng Premier League,29,27.1,47.1,38,418,3420,38.0,46,28,74,43,3,4,86,4.0,1.21,0.74,1.95,1.13,1.87
98,Wolfsburg,de Bundesliga,31,25.7,51.7,34,374,3060,34.0,32,23,55,29,3,3,69,2.0,0.94,0.68,1.62,0.85,1.53
