Rk,Squad,Comp,#_Pl,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial_Duels_Won,Aerial_Duels_Lost,Aerial_Duels_Won%
88,Tottenham,eng Premier League,28,38.0,58,3,1,376,364,74,643,325,373,3,5,3,2107,599,611,49.5
89,Toulouse,fr Ligue 1,29,38.0,77,5,2,558,468,69,629,384,418,8,6,1,2024,712,653,52.2
90,Udinese,it Serie A,31,38.0,92,4,2,505,469,66,585,381,387,7,9,1,1833,693,662,51.1
91,Valencia,es La Liga,25,38.0,90,3,2,463,514,75,715,418,384,6,8,2,2016,596,621,49.0
92,Valladolid,es La Liga,28,38.0,92,0,0,521,521,96,804,387,441,6,9,1,1967,595,854,41.1
93,Villarreal,es La Liga,26,38.0,118,3,3,518,412,95,618,390,413,3,5,3,1914,613,629,49.4
94,Watford,eng Premier League,25,38.0,80,4,1,433,382,89,570,428,391,1,5,3,2021,753,797,48.6
95,Werder Bremen,de Bundesliga,24,34.0,64,3,3,437,346,40,676,407,344,4,5,0,1825,605,662,47.8
96,West Ham,eng Premier League,26,38.0,59,1,0,331,388,71,631,457,393,5,5,1,2104,636,620,50.6
97,Wolfsburg,de Bundesliga,25,34.0,62,0,0,358,439,67,682,426,343,3,6,0,1813,610,573,51.6
98,Wolves,eng Premier League,21,38.0,73,1,0,409,325,73,622,501,408,4,4,4,2239,803,788,50.5
