Rk,Squad,Comp,#_Pl,90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att_GK,Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal_Kicks_Att,Goal_Kicks_Launch%,Goal_Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist
21,Dortmund,de Bundesliga,2,34.0,42,,,,,,,,,,,,,,,,,,,,,,,,
22,Eibar,es La Liga,2,38.0,55,,,,,,,,,,,,,,,,,,,,,,,,
23,Eint Frankfurt,de Bundesliga,3,34.0,62,,,,,,,,,,,,,,,,,,,,,,,,
24,Elche,es La Liga,2,38.0,62,,,,,,,,,,,,,,,,,,,,,,,,
25,Empoli,it Serie A,2,38.0,52,,,,,,,,,,,,,,,,,,,,,,,,
26,Espanyol,es La Liga,2,38.0,51,,,,,,,,,,,,,,,,,,,,,,,,
27,Everton,eng Premier League,2,38.0,50,,,,,,,,,,,,,,,,,,,,,,,,
28,Evian,fr Ligue 1,2,38.0,62,,,,,,,,,,,,,,,,,,,,,,,,
29,Fiorentina,it Serie A,2,38.0,46,,,,,,,,,,,,,,,,,,,,,,,,
30,Freiburg,de Bundesliga,1,34.0,47,,,,,,,,,,,,,,,,,,,,,,,,
31,Genoa,it Serie A,2,38.0,47,,,,,,,,,,,,,,,,,,,,,,,,
32,Getafe,es La Liga,3,38.0,64,,,,,,,,,,,,,,,,,,,,,,,,
33,Gladbach,de Bundesliga,1,34.0,26,,,,,,,,,,,,,,,,,,,,,,,,
34,Granada,es La Liga,3,38.0,64,,,,,,,,,,,,,,,,,,,,,,,,
35,Guingamp,fr Ligue 1,2,38.0,55,,,,,,,,,,,,,,,,,,,,,,,,
36,Hamburger SV,de Bundesliga,2,34.0,50,,,,,,,,,,,,,,,,,,,,,,,,
37,Hannover 96,de Bundesliga,1,34.0,56,,,,,,,,,,,,,,,,,,,,,,,,
38,Hellas Verona,it Serie A,3,38.0,65,,,,,,,,,,,,,,,,,,,,,,,,
39,Hertha BSC,de Bundesliga,3,34.0,52,,,,,,,,,,,,,,,,,,,,,,,,
40,Hoffenheim,de Bundesliga,1,34.0,55,,,,,,,,,,,,,,,,,,,,,,,,
41,Hull City,eng Premier League,3,38.0,51,,,,,,,,,,,,,,,,,,,,,,,,
42,Inter,it Serie A,2,38.0,48,,,,,,,,,,,,,,,,,,,,,,,,
43,Juventus,it Serie A,2,38.0,24,,,,,,,,,,,,,,,,,,,,,,,,
44,Köln,de Bundesliga,2,34.0,40,,,,,,,,,,,,,,,,,,,,,,,,
45,La Coruña,es La Liga,2,38.0,60,,,,,,,,,,,,,,,,,,,,,,,,
46,Lazio,it Serie A,2,38.0,38,,,,,,,,,,,,,,,,,,,,,,,,
47,Leicester City,eng Premier League,3,38.0,55,,,,,,,,,,,,,,,,,,,,,,,,
48,Lens,fr Ligue 1,3,38.0,61,,,,,,,,,,,,,,,,,,,,,,,,
49,Levante,es La Liga,2,38.0,67,,,,,,,,,,,,,,,,,,,,,,,,
50,Leverkusen,de Bundesliga,1,34.0,37,,,,,,,,,,,,,,,,,,,,,,,,
51,Lille,fr Ligue 1,1,38.0,42,,,,,,,,,,,,,,,,,,,,,,,,
52,Liverpool,eng Premier League,2,38.0,48,,,,,,,,,,,,,,,,,,,,,,,,
53,Lorient,fr Ligue 1,2,38.0,50,,,,,,,,,,,,,,,,,,,,,,,,
54,Lyon,fr Ligue 1,1,38.0,33,,,,,,,,,,,,,,,,,,,,,,,,
55,Mainz 05,de Bundesliga,2,34.0,47,,,,,,,,,,,,,,,,,,,,,,,,
56,Málaga,es La Liga,1,38.0,48,,,,,,,,,,,,,,,,,,,,,,,,
57,Manchester City,eng Premier League,2,38.0,38,,,,,,,,,,,,,,,,,,,,,,,,
58,Manchester Utd,eng Premier League,2,38.0,37,,,,,,,,,,,,,,,,,,,,,,,,
59,Marseille,fr Ligue 1,1,38.0,42,,,,,,,,,,,,,,,,,,,,,,,,
60,Metz,fr Ligue 1,3,38.0,61,,,,,,,,,,,,,,,,,,,,,,,,
61,Milan,it Serie A,2,38.0,50,,,,,,,,,,,,,,,,,,,,,,,,
62,Monaco,fr Ligue 1,2,38.0,26,,,,,,,,,,,,,,,,,,,,,,,,
63,Montpellier,fr Ligue 1,3,38.0,39,,,,,,,,,,,,,,,,,,,,,,,,
64,Nantes,fr Ligue 1,2,38.0,40,,,,,,,,,,,,,,,,,,,,,,,,
65,Napoli,it Serie A,2,38.0,54,,,,,,,,,,,,,,,,,,,,,,,,
66,Newcastle Utd,eng Premier League,3,38.0,63,,,,,,,,,,,,,,,,,,,,,,,,
67,Nice,fr Ligue 1,2,38.0,53,,,,,,,,,,,,,,,,,,,,,,,,
68,Paderborn 07,de Bundesliga,1,34.0,65,,,,,,,,,,,,,,,,,,,,,,,,
69,Palermo,it Serie A,2,38.0,55,,,,,,,,,,,,,,,,,,,,,,,,
70,Paris S-G,fr Ligue 1,2,38.0,36,,,,,,,,,,,,,,,,,,,,,,,,
71,Parma,it Serie A,2,38.0,75,,,,,,,,,,,,,,,,,,,,,,,,
72,QPR,eng Premier League,2,38.0,73,,,,,,,,,,,,,,,,,,,,,,,,
73,Rayo Vallecano,es La Liga,3,38.0,68,,,,,,,,,,,,,,,,,,,,,,,,
74,Real Madrid,es La Liga,2,38.0,38,,,,,,,,,,,,,,,,,,,,,,,,
75,Real Sociedad,es La Liga,2,38.0,51,,,,,,,,,,,,,,,,,,,,,,,,
76,Reims,fr Ligue 1,4,38.0,66,,,,,,,,,,,,,,,,,,,,,,,,
77,Rennes,fr Ligue 1,1,38.0,42,,,,,,,,,,,,,,,,,,,,,,,,
78,Roma,it Serie A,2,38.0,31,,,,,,,,,,,,,,,,,,,,,,,,
79,Saint-Étienne,fr Ligue 1,1,38.0,30,,,,,,,,,,,,,,,,,,,,,,,,
80,Sampdoria,it Serie A,2,38.0,42,,,,,,,,,,,,,,,,,,,,,,,,
81,Sassuolo,it Serie A,2,38.0,57,,,,,,,,,,,,,,,,,,,,,,,,
82,Schalke 04,de Bundesliga,3,34.0,40,,,,,,,,,,,,,,,,,,,,,,,,
83,Sevilla,es La Liga,3,38.0,45,,,,,,,,,,,,,,,,,,,,,,,,
84,Southampton,eng Premier League,3,38.0,33,,,,,,,,,,,,,,,,,,,,,,,,
85,Stoke City,eng Premier League,2,38.0,45,,,,,,,,,,,,,,,,,,,,,,,,
86,Stuttgart,de Bundesliga,2,34.0,60,,,,,,,,,,,,,,,,,,,,,,,,
87,Sunderland,eng Premier League,2,38.0,53,,,,,,,,,,,,,,,,,,,,,,,,
88,Swansea City,eng Premier League,2,38.0,49,,,,,,,,,,,,,,,,,,,,,,,,
89,Torino,it Serie A,3,38.0,45,,,,,,,,,,,,,,,,,,,,,,,,
90,Tottenham,eng Premier League,2,38.0,53,,,,,,,,,,,,,,,,,,,,,,,,
91,Toulouse,fr Ligue 1,2,38.0,64,,,,,,,,,,,,,,,,,,,,,,,,
92,Udinese,it Serie A,2,38.0,56,,,,,,,,,,,,,,,,,,,,,,,,
93,Valencia,es La Liga,2,38.0,32,,,,,,,,,,,,,,,,,,,,,,,,
94,Villarreal,es La Liga,2,38.0,37,,,,,,,,,,,,,,,,,,,,,,,,
95,Werder Bremen,de Bundesliga,3,34.0,65,,,,,,,,,,,,,,,,,,,,,,,,
96,West Brom,eng Premier League,2,38.0,51,,,,,,,,,,,,,,,,,,,,,,,,
97,West Ham,eng Premier League,2,38.0,47,,,,,,,,,,,,,,,,,,,,,,,,
98,Wolfsburg,de Bundesliga,2,34.0,38,,,,,,,,,,,,,,,,,,,,,,,,
