Rk,Squad,Comp,#_Pl,Playing_Time_MP,Playing_Time_Starts,Playing_Time_Min,90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty_Kicks_PKatt,Penalty_Kicks_PKA,Penalty_Kicks_PKsv,Penalty_Kicks_PKm,Penalty_Kicks_Save%
66,Newcastle Utd,eng Premier League,3,38,38,3420,38.0,63,1.66,161,98,60.9,10,9,19,8,21.1,,,,,
67,Nice,fr Ligue 1,2,38,38,3390,38.0,53,1.41,150,97,64.7,13,9,16,10,26.3,,,,,
68,Paderborn 07,de Bundesliga,1,34,34,3060,34.0,65,1.91,177,112,63.3,7,10,17,6,17.6,,,,,
69,Palermo,it Serie A,2,38,38,3420,38.0,55,1.45,167,112,67.1,12,13,13,7,18.4,,,,,
70,Paris S-G,fr Ligue 1,2,38,38,3420,38.0,36,0.95,114,78,68.4,24,11,3,13,34.2,,,,,
71,Parma,it Serie A,2,38,38,3420,38.0,75,1.97,206,131,63.6,6,8,24,8,21.1,,,,,
72,QPR,eng Premier League,2,38,38,3420,38.0,73,1.92,209,136,65.1,8,6,24,6,15.8,,,,,
73,Rayo Vallecano,es La Liga,3,38,38,3410,38.0,68,1.79,180,112,62.2,15,4,19,10,26.3,,,,,
74,Real Madrid,es La Liga,2,38,38,3420,38.0,38,1.0,132,94,71.2,30,2,6,15,39.5,,,,,
75,Real Sociedad,es La Liga,2,38,38,3420,38.0,51,1.34,170,119,70.0,11,13,14,8,21.1,,,,,
76,Reims,fr Ligue 1,4,38,38,3420,38.0,66,1.74,185,119,64.3,12,8,18,9,23.7,,,,,
77,Rennes,fr Ligue 1,1,38,38,3420,38.0,42,1.11,140,98,70.0,13,11,14,15,39.5,,,,,
78,Roma,it Serie A,2,38,38,3420,38.0,31,0.82,116,85,73.3,19,13,6,17,44.7,,,,,
79,Saint-Étienne,fr Ligue 1,1,38,38,3420,38.0,30,0.79,125,95,76.0,19,12,7,18,47.4,,,,,
80,Sampdoria,it Serie A,2,38,38,3420,38.0,42,1.11,170,128,75.3,13,17,8,11,28.9,,,,,
81,Sassuolo,it Serie A,2,38,38,3420,38.0,57,1.5,187,130,69.5,12,13,13,8,21.1,,,,,
82,Schalke 04,de Bundesliga,3,34,34,3060,34.0,40,1.18,176,136,77.3,13,9,12,10,29.4,,,,,
83,Sevilla,es La Liga,3,38,38,3420,38.0,45,1.18,146,101,69.2,23,7,8,14,36.8,,,,,
84,Southampton,eng Premier League,3,38,38,3420,38.0,33,0.87,109,76,69.7,18,6,14,15,39.5,,,,,
85,Stoke City,eng Premier League,2,38,38,3420,38.0,45,1.18,139,94,67.6,15,9,14,9,23.7,,,,,
86,Stuttgart,de Bundesliga,2,34,34,3060,34.0,60,1.76,169,109,64.5,9,9,16,6,17.6,,,,,
87,Sunderland,eng Premier League,2,38,38,3420,38.0,53,1.39,191,138,72.3,7,17,14,13,34.2,,,,,
88,Swansea City,eng Premier League,2,38,38,3420,38.0,49,1.29,188,139,73.9,16,8,14,13,34.2,,,,,
89,Torino,it Serie A,3,38,38,3420,38.0,45,1.18,150,105,70.0,14,12,12,11,28.9,,,,,
90,Tottenham,eng Premier League,2,38,38,3420,38.0,53,1.39,170,117,68.8,19,7,12,9,23.7,,,,,
91,Toulouse,fr Ligue 1,2,38,38,3420,38.0,64,1.68,157,93,59.2,12,6,20,7,18.4,,,,,
92,Udinese,it Serie A,2,38,38,3357,38.0,56,1.5,189,133,70.4,10,11,17,7,18.4,,,,,
93,Valencia,es La Liga,2,38,38,3420,38.0,32,0.84,125,93,74.4,22,11,5,13,34.2,,,,,
94,Villarreal,es La Liga,2,38,38,3420,38.0,37,0.97,141,104,73.8,16,12,10,16,42.1,,,,,
95,Werder Bremen,de Bundesliga,3,34,34,3060,34.0,65,1.91,166,101,60.8,11,10,13,7,20.6,,,,,
96,West Brom,eng Premier League,2,38,38,3420,38.0,51,1.34,182,131,72.0,11,11,16,16,42.1,,,,,
97,West Ham,eng Premier League,2,38,38,3420,38.0,47,1.24,174,127,73.0,12,11,15,9,23.7,,,,,
98,Wolfsburg,de Bundesliga,2,34,34,3060,34.0,38,1.12,145,107,73.8,20,9,5,8,23.5,,,,,
