Rk,Squad,Comp,#_Pl,90s,SCA_SCA,SCA_SCA90,SCA_Types_PassLive,SCA_Types_PassDead,SCA_Types_TO,SCA_Types_Sh,SCA_Types_Fld,SCA_Types_Def,GCA_GCA,GCA_GCA90,GCA_Types_PassLive,GCA_Types_PassDead,GCA_Types_TO,GCA_Types_Sh,GCA_Types_Fld,GCA_Types_Def
35,Fulham,eng Premier League,28,38.0,814,21.42,601,73,47,56,28,9,59,1.55,42,3,6,5,3,0
36,Genoa,it Serie A,31,38.0,931,24.5,636,103,43,60,60,29,63,1.66,44,7,2,3,4,3
37,Getafe,es La Liga,26,38.0,674,17.74,428,90,49,36,56,15,78,2.05,46,7,11,5,8,1
38,Girona,es La Liga,26,38.0,692,18.21,462,84,39,39,62,6,63,1.66,39,6,2,9,7,0
39,Gladbach,de Bundesliga,22,34.0,804,23.65,596,63,41,63,32,9,97,2.85,73,5,9,7,3,0
40,Guingamp,fr Ligue 1,30,38.0,718,18.89,495,83,39,37,54,10,50,1.32,31,8,1,4,6,0
41,Hannover 96,de Bundesliga,32,34.0,662,19.47,457,64,41,36,49,15,55,1.62,43,2,4,2,4,0
42,Hertha BSC,de Bundesliga,26,34.0,711,20.91,496,66,52,51,37,9,83,2.44,51,4,9,10,7,2
43,Hoffenheim,de Bundesliga,29,34.0,1081,31.79,786,80,80,69,44,22,118,3.47,84,6,8,12,8,0
44,Huddersfield,eng Premier League,31,38.0,683,17.97,487,74,27,43,37,15,33,0.87,23,4,0,3,3,0
45,Huesca,es La Liga,30,38.0,815,21.45,546,93,45,56,54,21,76,2.0,42,10,4,10,10,0
46,Inter,it Serie A,23,38.0,1129,29.71,866,98,42,67,38,18,98,2.58,66,8,6,9,7,2
47,Juventus,it Serie A,31,38.0,1103,29.03,816,87,53,72,58,17,108,2.84,71,7,4,14,9,3
48,Lazio,it Serie A,30,38.0,1093,28.76,834,81,53,64,44,17,89,2.34,60,7,7,9,4,2
49,Leganés,es La Liga,29,38.0,707,18.61,490,86,37,34,45,15,61,1.61,42,8,3,5,3,0
50,Leicester City,eng Premier League,25,38.0,898,23.63,625,87,64,56,50,16,85,2.24,59,3,7,7,9,0
51,Levante,es La Liga,26,38.0,759,19.97,512,66,61,41,64,15,98,2.58,63,10,10,7,8,0
52,Leverkusen,de Bundesliga,21,34.0,894,26.29,683,55,44,57,40,15,117,3.44,94,5,1,11,6,0
53,Lille,fr Ligue 1,25,38.0,895,23.55,655,75,58,36,56,15,124,3.26,80,8,16,5,13,2
54,Liverpool,eng Premier League,23,38.0,1013,26.66,747,74,77,56,45,14,149,3.92,104,10,14,10,10,1
55,Lyon,fr Ligue 1,25,38.0,1215,31.97,890,86,79,77,74,9,129,3.39,98,1,9,11,8,2
56,Mainz 05,de Bundesliga,28,34.0,861,25.32,630,67,59,49,41,15,77,2.26,54,3,9,4,4,3
57,Manchester City,eng Premier League,21,38.0,1216,32.0,927,71,92,71,44,11,168,4.42,139,6,9,5,8,1
58,Manchester Utd,eng Premier League,28,38.0,957,25.18,730,61,54,53,52,7,118,3.11,81,4,12,10,10,1
59,Marseille,fr Ligue 1,24,38.0,925,24.34,647,113,36,62,54,13,101,2.66,69,10,4,15,3,0
60,Milan,it Serie A,23,38.0,1052,27.68,838,61,55,45,35,18,90,2.37,69,3,5,7,5,1
61,Monaco,fr Ligue 1,42,38.0,818,21.53,571,80,54,51,44,18,64,1.68,44,3,4,5,6,2
62,Montpellier,fr Ligue 1,25,38.0,889,23.39,633,91,60,41,53,11,84,2.21,55,6,7,9,5,2
63,Nantes,fr Ligue 1,33,38.0,905,23.82,630,101,32,47,76,19,72,1.89,46,5,5,9,7,0
64,Napoli,it Serie A,26,38.0,1266,33.32,1045,55,56,58,27,25,129,3.39,100,5,7,11,4,2
65,Newcastle Utd,eng Premier League,24,38.0,784,20.63,571,77,33,43,42,18,68,1.79,46,5,4,10,2,1
66,Nice,fr Ligue 1,30,38.0,792,20.84,513,77,82,44,61,15,47,1.24,30,3,4,3,7,0
67,Nîmes,fr Ligue 1,23,38.0,886,23.32,594,95,66,57,61,13,89,2.34,46,12,11,9,10,1
68,Nürnberg,de Bundesliga,27,34.0,624,18.35,426,72,21,48,50,7,39,1.15,24,4,1,7,3,0
69,Paris S-G,fr Ligue 1,30,38.0,997,26.24,753,68,66,43,50,17,181,4.76,134,7,14,12,11,3
70,Parma,it Serie A,31,38.0,601,15.82,383,63,54,42,45,14,61,1.61,30,6,7,9,8,1
71,Rayo Vallecano,es La Liga,29,38.0,792,20.84,537,80,65,50,42,18,67,1.76,45,2,6,8,6,0
72,RB Leipzig,de Bundesliga,23,34.0,861,25.32,626,75,58,48,46,8,101,2.97,63,3,16,10,5,4
73,Real Madrid,es La Liga,27,38.0,1071,28.18,792,81,71,66,49,12,103,2.71,66,6,7,13,10,1
74,Real Sociedad,es La Liga,30,38.0,754,19.84,522,72,53,41,47,19,74,1.95,46,7,5,5,9,2
75,Reims,fr Ligue 1,27,38.0,689,18.13,487,68,50,41,33,10,70,1.84,49,4,8,4,4,1
76,Rennes,fr Ligue 1,28,38.0,837,22.03,566,61,63,42,86,19,90,2.37,55,8,8,9,10,0
77,Roma,it Serie A,26,38.0,1107,29.13,785,110,71,74,48,19,116,3.05,80,8,8,7,12,1
78,Saint-Étienne,fr Ligue 1,29,38.0,837,22.03,577,89,49,64,46,12,95,2.5,59,13,3,9,10,1
79,Sampdoria,it Serie A,24,38.0,838,22.05,642,54,35,44,44,19,104,2.74,81,2,7,6,8,0
80,Sassuolo,it Serie A,29,38.0,882,23.21,678,58,43,54,34,15,79,2.08,52,6,2,12,7,0
81,Schalke 04,de Bundesliga,32,34.0,707,20.79,442,93,42,43,69,18,60,1.76,34,6,6,6,7,1
82,Sevilla,es La Liga,27,38.0,933,24.55,739,59,44,43,35,13,110,2.89,88,3,6,8,5,0
83,Southampton,eng Premier League,30,38.0,819,21.55,565,73,49,62,47,23,77,2.03,54,3,3,6,7,4
84,SPAL,it Serie A,28,38.0,831,21.87,604,83,33,40,57,14,82,2.16,50,14,4,5,9,0
85,Strasbourg,fr Ligue 1,26,38.0,717,18.87,519,78,46,34,31,9,100,2.63,73,8,4,8,6,1
86,Stuttgart,de Bundesliga,26,34.0,714,21.0,517,73,36,39,34,15,58,1.71,41,6,4,6,1,0
87,Torino,it Serie A,25,38.0,916,24.11,646,99,56,49,51,15,86,2.26,55,10,4,5,9,3
88,Tottenham,eng Premier League,28,38.0,937,24.66,676,81,62,55,46,17,115,3.03,81,9,6,11,7,1
89,Toulouse,fr Ligue 1,29,38.0,750,19.74,493,79,60,56,52,10,55,1.45,30,4,3,10,8,0
90,Udinese,it Serie A,31,38.0,818,21.53,599,61,66,38,39,15,65,1.71,45,6,5,4,5,0
91,Valencia,es La Liga,25,38.0,855,22.5,641,74,42,44,42,12,92,2.42,67,7,4,4,8,2
92,Valladolid,es La Liga,28,38.0,742,19.53,524,70,51,37,49,11,53,1.39,32,5,4,4,8,0
93,Villarreal,es La Liga,26,38.0,871,22.92,638,74,62,51,29,17,77,2.03,45,7,10,11,3,1
94,Watford,eng Premier League,25,38.0,724,19.05,523,56,46,42,46,11,83,2.18,48,8,15,6,4,2
95,Werder Bremen,de Bundesliga,24,34.0,832,24.47,636,61,44,48,30,13,102,3.0,68,3,14,9,7,1
96,West Ham,eng Premier League,26,38.0,772,20.32,545,77,43,54,36,17,88,2.32,60,5,7,10,5,1
97,Wolfsburg,de Bundesliga,25,34.0,754,22.18,543,83,37,40,45,6,100,2.94,64,9,6,13,6,2
98,Wolves,eng Premier League,21,38.0,828,21.79,605,69,53,48,40,13,82,2.16,58,6,4,6,8,0
