Rk,Squad,Comp,#_Pl,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial_Duels_Won,Aerial_Duels_Lost,Aerial_Duels_Won%
38,Hoffenheim,de Bundesliga,35,34.0,66,2,0,391,366,70,732,291,336,2,6,3,1466,577,588,49.5
39,Holstein Kiel,de Bundesliga,27,34.0,77,4,2,407,350,44,482,294,328,4,7,3,1267,546,607,47.4
40,Inter,it Serie A,26,38.0,56,1,1,417,405,90,751,227,288,6,4,1,1440,604,419,59.0
41,Ipswich Town,eng Premier League,32,38.0,92,5,4,430,404,52,505,303,340,2,6,2,1437,552,533,50.9
42,Juventus,it Serie A,29,38.0,67,3,1,480,378,52,630,215,353,3,5,0,1516,458,461,49.8
43,Las Palmas,es La Liga,34,38.0,110,4,2,452,462,59,674,321,370,1,10,3,1454,529,561,48.5
44,Lazio,it Serie A,27,38.0,93,7,3,425,484,46,864,295,319,4,4,2,1439,473,491,49.1
45,Le Havre,fr Ligue 1,31,34.0,56,4,1,379,403,50,695,324,387,6,6,1,1399,451,436,50.8
46,Lecce,it Serie A,31,38.0,61,7,1,466,427,52,628,285,372,2,10,3,1484,676,651,50.9
47,Leganés,es La Liga,26,38.0,82,6,0,503,470,84,495,332,384,7,8,3,1500,472,614,43.5
48,Leicester City,eng Premier League,32,38.0,87,0,0,420,393,63,621,327,431,3,4,3,1478,503,579,46.5
49,Lens,fr Ligue 1,33,34.0,86,8,3,499,360,84,706,321,365,2,9,0,1576,450,414,52.1
50,Leverkusen,de Bundesliga,23,34.0,62,1,1,325,352,64,735,234,259,5,4,4,1463,463,419,52.5
51,Lille,fr Ligue 1,27,34.0,77,2,1,410,376,48,535,271,356,8,4,1,1535,392,350,52.8
52,Liverpool,eng Premier League,24,38.0,67,3,1,430,359,60,729,299,391,6,2,2,1621,406,368,52.5
53,Lyon,fr Ligue 1,31,34.0,60,0,0,407,357,71,598,282,340,6,3,0,1422,305,332,47.9
54,Mainz 05,de Bundesliga,25,34.0,71,5,3,408,329,78,658,352,325,3,5,0,1545,618,697,47.0
55,Mallorca,es La Liga,28,38.0,81,6,1,466,432,78,735,326,361,4,3,1,1523,672,609,52.5
56,Manchester City,eng Premier League,30,38.0,59,2,1,287,382,45,659,229,299,4,4,2,1437,310,334,48.1
57,Manchester Utd,eng Premier League,31,38.0,86,3,1,403,371,69,630,358,493,4,4,2,1736,486,488,49.9
58,Marseille,fr Ligue 1,32,34.0,64,6,4,394,371,53,609,280,358,5,6,2,1485,312,249,55.6
59,Milan,it Serie A,35,38.0,70,6,1,415,428,60,634,234,349,7,2,3,1397,434,391,52.6
60,Monaco,fr Ligue 1,28,34.0,60,4,2,462,444,69,563,357,429,3,3,0,1763,426,421,50.3
61,Montpellier,fr Ligue 1,35,34.0,87,7,2,427,438,65,646,273,389,3,9,3,1349,374,442,45.8
62,Monza,it Serie A,36,38.0,90,3,2,512,529,54,656,305,315,0,4,3,1299,567,605,48.4
63,Nantes,fr Ligue 1,30,34.0,71,4,0,413,389,31,611,283,376,3,8,3,1289,426,439,49.2
64,Napoli,it Serie A,27,38.0,47,0,0,415,445,55,681,270,323,4,4,2,1435,530,460,53.5
65,Newcastle Utd,eng Premier League,24,38.0,68,1,0,394,450,71,705,270,371,4,2,2,1632,487,466,51.1
66,Nice,fr Ligue 1,31,34.0,59,5,2,391,417,56,599,365,399,5,3,1,1608,427,402,51.5
67,Nott'ham Forest,eng Premier League,23,38.0,90,2,2,401,419,91,621,322,419,3,3,0,1588,570,559,50.5
68,Osasuna,es La Liga,25,38.0,88,0,0,508,379,66,819,266,365,9,7,1,1461,617,515,54.5
69,Paris S-G,fr Ligue 1,28,34.0,37,0,0,307,336,54,562,265,386,6,3,1,1654,262,214,55.0
70,Parma,it Serie A,32,38.0,78,6,3,405,458,31,427,279,293,5,5,2,1365,499,502,49.9
71,Rayo Vallecano,es La Liga,26,38.0,96,3,0,522,391,79,769,334,396,1,8,1,1688,485,540,47.3
72,RB Leipzig,de Bundesliga,29,34.0,68,5,2,376,333,83,563,268,333,4,3,0,1533,480,439,52.2
73,Real Madrid,es La Liga,30,38.0,57,4,0,332,518,85,578,331,359,11,3,1,1541,334,267,55.6
74,Real Sociedad,es La Liga,31,38.0,85,4,0,501,417,82,740,283,401,3,7,0,1569,578,606,48.8
75,Reims,fr Ligue 1,34,34.0,66,6,2,392,372,59,611,289,359,1,5,0,1407,378,430,46.8
76,Rennes,fr Ligue 1,35,34.0,67,2,0,445,382,48,580,337,363,4,6,2,1458,443,393,53.0
77,Roma,it Serie A,28,38.0,66,1,1,405,484,59,636,282,328,6,4,1,1437,441,476,48.1
78,Saint-Étienne,fr Ligue 1,32,34.0,65,3,1,449,361,46,402,328,382,4,15,2,1428,342,386,47.0
79,Sevilla,es La Liga,35,38.0,98,8,3,494,402,70,612,367,390,1,6,1,1543,521,427,55.0
80,Southampton,eng Premier League,36,38.0,89,3,0,459,421,49,548,305,378,2,9,0,1440,468,421,52.6
81,St. Pauli,de Bundesliga,28,34.0,53,4,3,353,352,66,600,257,315,2,5,1,1350,533,656,44.8
82,Strasbourg,fr Ligue 1,30,34.0,71,3,1,393,417,48,496,282,335,2,9,2,1436,339,324,51.1
83,Stuttgart,de Bundesliga,29,34.0,72,5,3,358,411,62,637,298,282,4,3,1,1378,468,448,51.1
84,Torino,it Serie A,31,38.0,80,3,1,483,386,57,675,278,261,2,7,2,1296,538,564,48.8
85,Tottenham,eng Premier League,31,38.0,72,1,1,446,483,63,753,322,414,4,3,4,1658,422,436,49.2
86,Toulouse,fr Ligue 1,27,34.0,54,3,0,441,415,46,580,281,364,4,2,3,1531,426,443,49.0
87,Udinese,it Serie A,31,38.0,88,5,3,543,379,50,679,302,346,2,8,5,1426,550,493,52.7
88,Union Berlin,de Bundesliga,28,34.0,72,1,0,419,313,67,608,312,318,3,6,1,1368,656,676,49.2
89,Valencia,es La Liga,32,38.0,86,1,0,442,446,72,763,302,415,4,9,3,1550,449,540,45.4
90,Valladolid,es La Liga,38,38.0,91,5,2,459,486,67,671,311,357,3,7,1,1355,544,524,50.9
91,Venezia,it Serie A,36,38.0,75,2,2,503,451,58,529,279,361,4,11,3,1450,490,626,43.9
92,Villarreal,es La Liga,31,38.0,96,4,1,442,463,77,674,281,396,6,8,1,1547,492,399,55.2
93,Werder Bremen,de Bundesliga,23,34.0,75,4,3,335,402,72,667,315,321,4,3,3,1453,473,470,50.2
94,West Ham,eng Premier League,27,38.0,82,3,2,443,397,73,613,331,388,2,3,3,1558,587,560,51.2
95,Wolfsburg,de Bundesliga,27,34.0,75,3,0,350,366,49,574,312,301,4,3,1,1344,519,562,48.0
96,Wolves,eng Premier League,32,38.0,79,2,2,480,425,62,568,298,471,0,9,3,1659,451,475,48.7
