Rk,Squad,Comp,#_Pl,Playing_Time_MP,Playing_Time_Starts,Playing_Time_Min,90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty_Kicks_PKatt,Penalty_Kicks_PKA,Penalty_Kicks_PKsv,Penalty_Kicks_PKm,Penalty_Kicks_Save%
40,Inter,it Serie A,2,38,38,3420,38.0,35,0.92,130,95,75.4,24,9,5,16,42.1,4,3,1,0,25.0
41,Ipswich Town,eng Premier League,3,38,38,3420,38.0,82,2.16,210,130,63.8,4,10,24,2,5.3,6,6,0,0,0.0
42,Juventus,it Serie A,2,38,38,3420,38.0,35,0.92,119,84,74.8,18,16,4,17,44.7,5,5,0,0,0.0
43,Las Palmas,es La Liga,2,38,38,3420,38.0,61,1.61,182,120,69.2,8,8,22,4,10.5,10,5,4,1,44.4
44,Lazio,it Serie A,2,38,38,3420,38.0,49,1.29,119,72,62.2,18,11,9,9,23.7,4,4,0,0,0.0
45,Le Havre,fr Ligue 1,2,34,34,3060,34.0,71,2.09,175,104,62.3,10,4,20,4,11.8,6,5,1,0,16.7
46,Lecce,it Serie A,1,38,38,3420,38.0,58,1.53,181,125,72.4,8,10,20,9,23.7,10,8,1,1,11.1
47,Leganés,es La Liga,2,38,38,3420,38.0,56,1.47,175,122,72.0,9,13,16,11,28.9,8,7,0,1,0.0
48,Leicester City,eng Premier League,3,38,38,3420,38.0,80,2.11,209,131,63.2,6,7,25,3,7.9,4,3,1,0,25.0
49,Lens,fr Ligue 1,3,34,34,3060,34.0,39,1.15,142,102,78.2,15,7,12,13,38.2,9,8,1,0,11.1
50,Leverkusen,de Bundesliga,2,34,34,3060,34.0,43,1.26,134,95,70.9,19,12,3,9,26.5,4,4,0,0,0.0
51,Lille,fr Ligue 1,1,34,34,3060,34.0,36,1.06,126,91,74.6,17,9,8,11,32.4,4,4,0,0,0.0
52,Liverpool,eng Premier League,3,38,38,3420,38.0,41,1.08,138,98,71.0,25,9,4,14,36.8,2,1,1,0,50.0
53,Lyon,fr Ligue 1,2,34,34,3060,34.0,46,1.35,166,120,74.1,17,6,11,10,29.4,3,3,0,0,0.0
54,Mainz 05,de Bundesliga,2,34,34,3060,34.0,43,1.26,150,106,74.0,14,10,10,9,26.5,5,4,1,0,20.0
55,Mallorca,es La Liga,2,38,38,3420,38.0,44,1.16,165,122,75.2,13,9,16,9,23.7,3,3,0,0,0.0
56,Manchester City,eng Premier League,2,38,38,3420,38.0,44,1.16,128,86,68.8,21,8,9,13,34.2,4,4,0,0,0.0
57,Manchester Utd,eng Premier League,2,38,38,3420,38.0,54,1.42,149,96,65.8,11,9,18,10,26.3,4,3,1,0,25.0
58,Marseille,fr Ligue 1,1,34,34,3060,34.0,47,1.38,135,87,67.4,20,5,9,5,14.7,6,3,3,0,50.0
59,Milan,it Serie A,2,38,38,3420,38.0,43,1.13,142,101,70.4,18,9,11,13,34.2,2,1,1,0,50.0
60,Monaco,fr Ligue 1,2,34,34,3060,34.0,41,1.21,128,87,70.3,18,7,9,11,32.4,3,3,0,0,0.0
61,Montpellier,fr Ligue 1,2,34,34,3060,34.0,79,2.32,194,117,63.4,4,4,26,1,2.9,9,8,1,0,11.1
62,Monza,it Serie A,3,38,38,3420,38.0,69,1.82,183,115,63.4,3,9,26,3,7.9,4,2,2,0,50.0
63,Nantes,fr Ligue 1,3,34,34,3060,34.0,52,1.53,148,99,69.6,8,12,14,6,17.6,8,7,0,1,0.0
64,Napoli,it Serie A,3,38,38,3420,38.0,27,0.71,96,69,72.9,24,10,4,19,50.0,4,1,2,1,66.7
65,Newcastle Utd,eng Premier League,2,38,38,3420,38.0,47,1.24,161,115,71.4,20,6,12,13,34.2,2,1,1,0,50.0
66,Nice,fr Ligue 1,1,34,34,3060,34.0,41,1.21,161,120,75.8,17,9,8,8,23.5,3,2,1,0,33.3
67,Nott'ham Forest,eng Premier League,1,38,38,3420,38.0,46,1.21,165,119,73.9,19,8,11,13,34.2,3,3,0,0,0.0
68,Osasuna,es La Liga,2,38,38,3420,38.0,52,1.37,187,136,75.9,12,16,10,9,23.7,7,7,0,0,0.0
69,Paris S-G,fr Ligue 1,3,34,34,3060,34.0,35,1.03,103,69,68.9,26,6,2,7,20.6,3,3,0,0,0.0
70,Parma,it Serie A,2,38,38,3330,38.0,58,1.57,158,102,66.5,7,15,16,7,18.4,5,5,0,0,0.0
71,Rayo Vallecano,es La Liga,2,38,38,3420,38.0,45,1.18,153,107,74.5,13,13,12,10,26.3,8,6,2,0,25.0
72,RB Leipzig,de Bundesliga,2,34,34,3060,34.0,48,1.41,158,109,70.9,13,12,9,14,41.2,3,2,1,0,33.3
73,Real Madrid,es La Liga,3,38,38,3420,38.0,38,1.0,126,89,72.2,26,6,6,15,39.5,3,3,0,0,0.0
74,Real Sociedad,es La Liga,2,38,38,3420,38.0,46,1.21,142,94,71.1,13,7,18,13,34.2,7,5,2,0,28.6
75,Reims,fr Ligue 1,1,34,34,3060,34.0,47,1.38,179,131,76.0,8,9,17,7,20.6,5,4,1,0,20.0
76,Rennes,fr Ligue 1,3,34,34,3060,34.0,50,1.47,138,87,65.9,13,2,19,11,32.4,6,3,3,0,50.0
77,Roma,it Serie A,1,38,38,3420,38.0,35,0.92,151,117,79.5,20,9,9,16,42.1,4,4,0,0,0.0
78,Saint-Étienne,fr Ligue 1,1,34,34,3060,34.0,77,2.26,209,132,69.4,8,6,20,5,14.7,15,13,2,0,13.3
79,Sevilla,es La Liga,2,38,38,3420,38.0,55,1.45,148,93,66.2,10,11,17,10,26.3,6,5,1,0,16.7
80,Southampton,eng Premier League,3,38,38,3420,38.0,86,2.26,245,157,67.8,2,6,30,3,7.9,9,7,2,0,22.2
81,St. Pauli,de Bundesliga,2,34,34,3060,34.0,41,1.21,140,96,71.4,8,8,18,9,26.5,5,1,4,0,80.0
82,Strasbourg,fr Ligue 1,2,34,34,3060,34.0,44,1.29,169,126,78.7,16,9,9,10,29.4,9,8,1,0,11.1
83,Stuttgart,de Bundesliga,1,34,34,3060,34.0,53,1.56,136,83,62.5,14,8,12,7,20.6,3,2,1,0,33.3
84,Torino,it Serie A,2,38,38,3420,38.0,45,1.18,180,133,76.7,10,14,14,10,26.3,7,3,4,0,57.1
85,Tottenham,eng Premier League,4,38,38,3420,38.0,65,1.71,180,119,65.6,11,5,22,6,15.8,3,3,0,0,0.0
86,Toulouse,fr Ligue 1,3,34,34,3060,34.0,43,1.26,108,67,61.1,11,9,14,10,29.4,2,1,1,0,50.0
87,Udinese,it Serie A,3,38,38,3420,38.0,56,1.47,164,113,70.1,12,8,18,9,23.7,8,7,0,1,0.0
88,Union Berlin,de Bundesliga,2,34,34,3060,34.0,50,1.47,139,86,65.5,10,11,13,8,23.5,6,2,4,0,66.7
89,Valencia,es La Liga,2,38,38,3420,38.0,54,1.42,148,95,67.6,11,13,14,8,21.1,9,6,2,1,25.0
90,Valladolid,es La Liga,3,38,38,3420,38.0,90,2.37,204,115,59.3,4,4,30,5,13.2,7,7,0,0,0.0
91,Venezia,it Serie A,3,38,38,3420,38.0,56,1.47,188,134,75.5,5,14,19,6,15.8,11,10,1,0,9.1
92,Villarreal,es La Liga,2,38,38,3420,38.0,51,1.34,160,110,72.5,20,10,8,7,18.4,8,7,0,1,0.0
93,Werder Bremen,de Bundesliga,1,34,34,3060,34.0,57,1.68,156,102,65.4,14,9,11,10,29.4,3,3,0,0,0.0
94,West Ham,eng Premier League,2,38,38,3420,38.0,62,1.63,186,127,68.3,11,10,17,7,18.4,3,3,0,0,0.0
95,Wolfsburg,de Bundesliga,2,34,34,3060,34.0,54,1.59,160,106,67.5,11,10,13,6,17.6,3,2,1,0,33.3
96,Wolves,eng Premier League,4,38,38,3420,38.0,69,1.82,168,100,63.1,12,6,20,8,21.1,9,7,2,0,22.2
