Rk,Squad,Comp,#_Pl,Age,Playing_Time_MP,Playing_Time_Min,Playing_Time_Mn/MP,Playing_Time_Min%,Playing_Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team_Success_PPM,Team_Success_onG,Team_Success_onGA,Team_Success_+/-,Team_Success_+/-90,Team_Success_xG_onxG,Team_Success_xG_onxGA,Team_Success_xG_xG+/-,Team_Success_xG_xG+/-90
21,Chelsea,eng Premier League,29,23.7,38,3420,90,100,38.0,418,83,277,140,19,202,1.82,64,43,21,0.55,67.8,47.3,20.5,0.54
22,Como,it Serie A,38,26.3,38,3420,90,100,38.0,418,81,229,187,18,308,1.29,49,52,-3,-0.08,45.4,43.0,2.4,0.06
23,Crystal Palace,eng Premier League,29,26.2,38,3420,90,100,38.0,418,83,268,148,18,192,1.39,51,51,0,0.0,60.4,49.1,11.4,0.3
24,Dortmund,de Bundesliga,28,26.6,34,3060,90,100,34.0,374,81,216,154,20,147,1.68,71,51,20,0.59,61.2,42.8,18.4,0.54
25,Eint Frankfurt,de Bundesliga,26,24.9,34,3060,90,100,34.0,374,81,211,162,20,144,1.76,68,46,22,0.65,65.1,48.0,17.1,0.5
26,Empoli,it Serie A,34,25.4,38,3420,90,100,38.0,418,82,245,169,19,292,0.82,33,59,-26,-0.68,32.5,50.1,-17.6,-0.46
27,Espanyol,es La Liga,27,25.2,38,3420,90,100,38.0,418,81,238,180,21,270,1.11,40,51,-11,-0.29,34.4,53.8,-19.4,-0.51
28,Everton,eng Premier League,26,28.0,38,3420,90,100,38.0,418,84,286,130,19,211,1.26,42,44,-2,-0.05,41.8,46.2,-4.5,-0.12
29,Fiorentina,it Serie A,34,26.3,38,3420,90,100,38.0,418,81,240,177,21,253,1.71,60,41,19,0.5,48.9,42.8,6.0,0.16
30,Freiburg,de Bundesliga,26,27.1,34,3060,90,100,34.0,374,82,216,157,18,149,1.62,49,53,-4,-0.12,44.3,42.4,1.8,0.05
31,Fulham,eng Premier League,26,28.1,38,3420,90,100,38.0,418,83,239,179,17,163,1.42,54,54,0,0.0,49.0,47.2,1.8,0.05
32,Genoa,it Serie A,37,26.2,38,3420,90,100,38.0,418,81,249,170,22,319,1.13,37,49,-12,-0.32,37.2,47.2,-10.0,-0.26
33,Getafe,es La Liga,30,27.7,38,3420,90,100,38.0,418,81,251,164,21,247,1.11,34,39,-5,-0.13,36.8,46.2,-9.4,-0.25
34,Girona,es La Liga,30,27.5,38,3420,90,100,38.0,418,81,245,172,22,249,1.08,44,60,-16,-0.42,42.5,50.4,-7.9,-0.21
35,Gladbach,de Bundesliga,26,26.5,34,3060,90,100,34.0,374,83,207,165,16,141,1.32,55,57,-2,-0.06,50.6,63.4,-12.7,-0.37
36,Heidenheim,de Bundesliga,27,26.8,34,3060,90,100,34.0,374,80,213,162,23,144,0.85,37,64,-27,-0.79,40.3,57.6,-17.4,-0.51
37,Hellas Verona,it Serie A,32,25.1,38,3420,90,100,38.0,418,80,231,180,23,368,0.97,34,66,-32,-0.84,33.8,53.4,-19.6,-0.51
38,Hoffenheim,de Bundesliga,35,26.5,34,3060,90,100,34.0,374,81,221,151,22,153,0.94,46,68,-22,-0.65,42.6,55.8,-13.1,-0.39
39,Holstein Kiel,de Bundesliga,27,25.6,34,3060,90,100,34.0,374,79,210,162,24,143,0.74,49,80,-31,-0.91,39.8,61.0,-21.1,-0.62
40,Inter,it Serie A,26,29.4,38,3420,90,100,38.0,418,80,231,188,22,273,2.13,79,35,44,1.16,66.9,36.5,30.4,0.8
41,Ipswich Town,eng Premier League,32,25.8,38,3420,90,100,38.0,418,82,237,178,17,164,0.58,36,82,-46,-1.21,34.4,72.7,-38.3,-1.01
42,Juventus,it Serie A,29,24.6,38,3420,90,100,38.0,418,82,255,164,20,203,1.84,58,35,23,0.61,51.1,34.0,17.0,0.45
43,Las Palmas,es La Liga,34,26.8,38,3420,90,100,38.0,418,80,226,189,21,246,0.84,40,61,-21,-0.55,36.3,66.8,-30.5,-0.8
44,Lazio,it Serie A,27,27.1,38,3420,90,100,38.0,418,80,239,174,22,244,1.71,61,49,12,0.32,57.2,37.7,19.5,0.51
45,Le Havre,fr Ligue 1,31,26.9,34,3060,90,100,34.0,374,82,224,147,19,159,1.0,40,71,-31,-0.91,41.4,62.8,-21.4,-0.63
46,Lecce,it Serie A,31,26.1,38,3420,90,100,38.0,418,80,245,168,24,339,0.89,27,58,-31,-0.82,34.6,57.1,-22.5,-0.59
47,Leganés,es La Liga,26,27.8,38,3420,90,100,38.0,418,81,247,167,21,250,1.05,39,56,-17,-0.45,36.0,59.4,-23.4,-0.62
48,Leicester City,eng Premier League,32,26.6,38,3420,90,100,38.0,418,82,250,168,19,174,0.66,33,80,-47,-1.24,32.6,71.9,-39.3,-1.03
49,Lens,fr Ligue 1,33,27.1,34,3060,90,100,34.0,374,81,214,158,19,146,1.53,42,39,3,0.09,51.8,45.3,6.5,0.19
50,Leverkusen,de Bundesliga,23,27.0,34,3060,90,100,34.0,374,83,239,136,19,165,2.03,72,43,29,0.85,56.9,36.2,20.6,0.61
51,Lille,fr Ligue 1,27,26.1,34,3060,90,100,34.0,374,82,218,156,20,149,1.76,52,36,16,0.47,54.7,42.5,12.2,0.36
52,Liverpool,eng Premier League,24,27.2,38,3420,90,100,38.0,418,82,252,165,20,177,2.21,86,41,45,1.18,82.2,38.6,43.6,1.15
53,Lyon,fr Ligue 1,31,27.4,34,3060,90,100,34.0,374,83,232,143,18,163,1.68,65,46,19,0.56,60.3,45.7,14.6,0.43
54,Mainz 05,de Bundesliga,25,27.4,34,3060,90,100,34.0,374,82,229,145,18,160,1.53,55,43,12,0.35,50.1,48.1,2.0,0.06
55,Mallorca,es La Liga,28,28.7,38,3420,90,100,38.0,418,82,233,179,18,260,1.26,35,44,-9,-0.24,38.8,46.8,-8.1,-0.21
56,Manchester City,eng Premier League,30,26.8,38,3420,90,100,38.0,418,85,286,131,16,207,1.87,72,44,28,0.74,68.1,47.7,20.4,0.54
57,Manchester Utd,eng Premier League,31,25.5,38,3420,90,100,38.0,418,81,256,161,23,180,1.11,44,54,-10,-0.26,52.6,53.8,-1.3,-0.03
58,Marseille,fr Ligue 1,32,26.7,34,3060,90,100,34.0,374,81,225,147,21,158,1.91,74,47,27,0.79,63.8,45.2,18.6,0.55
59,Milan,it Serie A,35,25.6,38,3420,90,100,38.0,418,81,249,166,22,282,1.66,61,43,18,0.47,63.7,41.3,22.4,0.59
60,Monaco,fr Ligue 1,28,24.4,34,3060,90,100,34.0,374,82,219,153,19,152,1.79,63,41,22,0.65,72.8,34.8,38.0,1.12
61,Montpellier,fr Ligue 1,35,26.1,34,3060,90,100,34.0,374,81,219,151,23,147,0.47,23,79,-56,-1.65,33.5,63.3,-29.9,-0.88
62,Monza,it Serie A,36,26.8,38,3420,90,100,38.0,418,81,243,172,20,310,0.47,28,69,-41,-1.08,29.9,54.7,-24.8,-0.65
63,Nantes,fr Ligue 1,30,26.7,34,3060,90,100,34.0,374,83,219,155,15,151,1.06,39,52,-13,-0.38,39.1,55.5,-16.4,-0.48
64,Napoli,it Serie A,27,28.6,38,3420,90,100,38.0,418,85,260,158,14,269,2.16,59,27,32,0.84,53.0,29.6,23.4,0.62
65,Newcastle Utd,eng Premier League,24,27.4,38,3420,90,100,38.0,418,83,254,163,18,179,1.74,68,47,21,0.55,63.8,45.5,18.3,0.48
66,Nice,fr Ligue 1,31,26.4,34,3060,90,100,34.0,374,83,213,158,17,148,1.76,66,41,25,0.74,61.6,40.2,21.4,0.63
67,Nott'ham Forest,eng Premier League,23,26.1,38,3420,90,100,38.0,418,83,249,167,18,174,1.71,58,46,12,0.32,45.5,48.9,-3.4,-0.09
68,Osasuna,es La Liga,25,27.4,38,3420,90,100,38.0,418,82,239,183,18,256,1.37,48,52,-4,-0.11,44.0,53.7,-9.6,-0.25
69,Paris S-G,fr Ligue 1,28,23.6,34,3060,90,100,34.0,374,81,230,144,24,156,2.47,92,35,57,1.68,88.9,31.2,57.7,1.7
70,Parma,it Serie A,32,23.8,38,3420,90,100,38.0,418,78,234,185,26,284,0.95,44,58,-14,-0.37,43.1,56.4,-13.3,-0.35
71,Rayo Vallecano,es La Liga,26,29.3,38,3420,90,100,38.0,418,80,227,188,22,256,1.37,41,45,-4,-0.11,45.4,49.0,-3.5,-0.09
72,RB Leipzig,de Bundesliga,29,25.3,34,3060,90,100,34.0,374,81,212,158,20,142,1.5,53,48,5,0.15,46.6,53.3,-6.8,-0.2
73,Real Madrid,es La Liga,30,26.6,38,3420,90,100,38.0,418,83,270,144,18,213,2.21,78,38,40,1.05,75.3,42.8,32.5,0.86
74,Real Sociedad,es La Liga,31,25.2,38,3420,90,100,38.0,418,79,233,181,25,268,1.21,35,46,-11,-0.29,42.5,43.9,-1.5,-0.04
75,Reims,fr Ligue 1,34,24.5,34,3060,90,100,34.0,374,82,223,148,20,160,0.97,33,47,-14,-0.41,37.4,57.4,-19.9,-0.59
76,Rennes,fr Ligue 1,35,25.1,34,3060,90,100,34.0,374,82,224,148,20,158,1.21,51,50,1,0.03,48.6,46.0,2.6,0.08
77,Roma,it Serie A,28,26.5,38,3420,90,100,38.0,418,81,247,171,21,317,1.82,56,35,21,0.55,53.0,40.9,12.1,0.32
78,Saint-Étienne,fr Ligue 1,32,25.9,34,3060,90,100,34.0,374,82,229,142,20,163,0.88,39,77,-38,-1.12,36.4,74.3,-37.9,-1.12
79,Sevilla,es La Liga,35,26.1,38,3420,90,100,38.0,418,82,240,174,18,266,1.08,42,55,-13,-0.34,42.7,47.4,-4.7,-0.12
80,Southampton,eng Premier League,36,25.2,38,3420,90,100,38.0,418,80,237,180,22,162,0.32,26,86,-60,-1.58,32.7,84.8,-52.1,-1.37
81,St. Pauli,de Bundesliga,28,26.9,34,3060,90,100,34.0,374,84,229,143,16,163,0.94,28,41,-13,-0.38,35.3,45.4,-10.1,-0.3
82,Strasbourg,fr Ligue 1,30,21.4,34,3060,90,100,34.0,374,84,242,131,16,177,1.68,56,44,12,0.35,49.3,56.1,-6.9,-0.2
83,Stuttgart,de Bundesliga,29,24.9,34,3060,90,100,34.0,374,81,210,161,19,142,1.47,64,53,11,0.32,62.3,46.9,15.4,0.45
84,Torino,it Serie A,31,26.7,38,3420,90,100,38.0,418,80,236,179,21,253,1.16,39,45,-6,-0.16,34.6,50.4,-15.8,-0.42
85,Tottenham,eng Premier League,31,25.0,38,3420,90,100,38.0,418,82,261,158,22,183,1.0,64,65,-1,-0.03,58.8,63.3,-4.5,-0.12
86,Toulouse,fr Ligue 1,27,25.2,34,3060,90,100,34.0,374,83,231,140,17,165,1.24,44,43,1,0.03,49.1,36.8,12.4,0.36
87,Udinese,it Serie A,31,26.4,38,3420,90,100,38.0,418,80,232,181,21,278,1.16,41,56,-15,-0.39,38.2,52.6,-14.4,-0.38
88,Union Berlin,de Bundesliga,28,27.2,34,3060,90,100,34.0,374,80,207,168,22,137,1.18,35,51,-16,-0.47,37.0,47.8,-10.7,-0.32
89,Valencia,es La Liga,32,24.7,38,3420,90,100,38.0,418,82,238,179,19,264,1.21,44,54,-10,-0.26,43.2,51.9,-8.6,-0.23
90,Valladolid,es La Liga,38,25.6,38,3420,90,100,38.0,418,79,238,177,25,264,0.42,26,90,-64,-1.68,34.6,67.6,-33.0,-0.87
91,Venezia,it Serie A,36,25.4,38,3420,90,100,38.0,418,81,232,187,19,317,0.76,32,56,-24,-0.63,35.8,57.5,-21.7,-0.57
92,Villarreal,es La Liga,31,26.7,38,3420,90,100,38.0,418,81,239,177,21,179,1.84,71,51,20,0.53,64.8,44.4,20.4,0.54
93,Werder Bremen,de Bundesliga,23,27.5,34,3060,90,100,34.0,374,83,215,156,17,145,1.5,54,57,-3,-0.09,49.1,48.1,1.0,0.03
94,West Ham,eng Premier League,27,28.1,38,3420,90,100,38.0,418,81,243,172,22,170,1.13,46,62,-16,-0.42,47.0,59.7,-12.7,-0.33
95,Wolfsburg,de Bundesliga,27,25.2,34,3060,90,100,34.0,374,82,220,155,19,150,1.26,56,54,2,0.06,47.5,52.5,-5.1,-0.15
96,Wolves,eng Premier League,32,26.9,38,3420,90,100,38.0,418,83,250,167,18,174,1.11,54,69,-15,-0.39,43.7,58.1,-14.5,-0.38
