Rk,Squad,Comp,#_Pl,90s,SCA_SCA,SCA_SCA90,SCA_Types_PassLive,SCA_Types_PassDead,SCA_Types_TO,SCA_Types_Sh,SCA_Types_Fld,SCA_Types_Def,GCA_GCA,GCA_GCA90,GCA_Types_PassLive,GCA_Types_PassDead,GCA_Types_TO,GCA_Types_Sh,GCA_Types_Fld,GCA_Types_Def
20,Celta Vigo,es La Liga,30,38.0,789,20.76,607,41,42,57,30,12,98,2.58,77,1,5,8,7,0
21,Chelsea,eng Premier League,29,38.0,1061,27.92,811,60,58,70,39,23,109,2.87,75,5,9,9,7,4
22,Como,it Serie A,38,38.0,920,24.21,673,84,44,66,40,13,79,2.08,66,2,5,3,1,2
23,Crystal Palace,eng Premier League,29,38.0,877,23.08,634,76,32,71,48,16,89,2.34,60,8,6,8,6,1
24,Dortmund,de Bundesliga,28,34.0,857,25.21,628,58,72,58,26,15,123,3.62,88,4,13,8,5,5
25,Eint Frankfurt,de Bundesliga,26,34.0,849,24.97,594,65,57,77,36,20,115,3.38,67,8,17,13,5,5
26,Empoli,it Serie A,34,38.0,638,16.79,452,53,41,35,39,18,51,1.34,35,4,5,4,2,1
27,Espanyol,es La Liga,27,38.0,632,16.63,431,73,36,35,45,12,68,1.79,41,8,3,5,10,1
28,Everton,eng Premier League,26,38.0,713,18.76,530,65,44,31,31,12,68,1.79,46,4,6,4,5,3
29,Fiorentina,it Serie A,34,38.0,799,21.03,579,59,51,50,45,15,100,2.63,65,8,9,10,8,0
30,Freiburg,de Bundesliga,26,34.0,714,21.0,501,63,38,57,44,11,84,2.47,60,7,3,9,4,1
31,Fulham,eng Premier League,26,38.0,940,24.74,718,73,38,70,25,16,99,2.61,80,3,5,4,4,3
32,Genoa,it Serie A,37,38.0,657,17.29,455,80,22,45,44,11,61,1.61,45,7,1,6,2,0
33,Getafe,es La Liga,30,38.0,736,19.37,483,94,45,37,58,19,56,1.47,33,7,1,8,5,2
34,Girona,es La Liga,30,38.0,727,19.13,562,60,34,37,23,11,77,2.03,56,6,2,9,3,1
35,Gladbach,de Bundesliga,26,34.0,736,21.65,542,73,27,50,29,15,93,2.74,73,7,3,5,4,1
36,Heidenheim,de Bundesliga,27,34.0,713,20.97,489,77,43,47,49,8,60,1.76,32,8,4,9,6,1
37,Hellas Verona,it Serie A,32,38.0,640,16.84,459,66,31,40,31,13,48,1.26,29,5,3,6,3,2
38,Hoffenheim,de Bundesliga,35,34.0,790,23.24,585,74,39,50,35,7,81,2.38,55,8,6,7,4,1
39,Holstein Kiel,de Bundesliga,27,34.0,652,19.18,459,74,21,49,40,9,81,2.38,49,8,5,10,6,3
40,Inter,it Serie A,26,38.0,1028,27.05,781,97,31,62,42,15,133,3.5,99,10,5,10,8,1
41,Ipswich Town,eng Premier League,32,38.0,658,17.32,458,72,51,30,33,14,58,1.53,46,2,6,2,2,0
42,Juventus,it Serie A,29,38.0,908,23.89,690,60,55,58,31,14,94,2.47,69,5,8,7,3,2
43,Las Palmas,es La Liga,34,38.0,741,19.5,543,65,39,39,46,9,68,1.79,54,2,2,5,4,1
44,Lazio,it Serie A,27,38.0,954,25.11,712,67,49,76,32,18,103,2.71,76,4,7,10,5,1
45,Le Havre,fr Ligue 1,31,34.0,588,17.29,386,57,32,45,53,15,62,1.82,38,3,4,8,8,1
46,Lecce,it Serie A,31,38.0,777,20.45,547,77,38,45,50,20,47,1.24,36,3,1,4,3,0
47,Leganés,es La Liga,26,38.0,608,16.0,399,57,50,35,51,16,73,1.92,48,3,9,4,7,2
48,Leicester City,eng Premier League,32,38.0,585,15.39,427,49,44,26,34,5,56,1.47,37,4,6,5,4,0
49,Lens,fr Ligue 1,33,34.0,859,25.26,647,70,42,66,22,12,65,1.91,47,2,5,8,2,1
50,Leverkusen,de Bundesliga,23,34.0,910,26.76,673,72,55,67,32,11,124,3.65,90,8,8,13,4,1
51,Lille,fr Ligue 1,27,34.0,769,22.62,582,62,33,52,31,9,84,2.47,51,4,4,14,9,2
52,Liverpool,eng Premier League,24,38.0,1151,30.29,881,70,82,73,27,18,147,3.87,111,7,12,10,6,1
53,Lyon,fr Ligue 1,31,34.0,802,23.59,637,52,34,51,24,4,114,3.35,90,2,7,9,6,0
54,Mainz 05,de Bundesliga,25,34.0,736,21.65,557,67,30,42,30,10,93,2.74,75,2,0,9,6,1
55,Mallorca,es La Liga,28,38.0,684,18.0,471,96,30,48,33,6,60,1.58,45,8,0,2,4,1
56,Manchester City,eng Premier League,30,38.0,1096,28.84,852,69,68,56,41,10,125,3.29,95,3,11,10,4,2
57,Manchester Utd,eng Premier League,31,38.0,939,24.71,711,78,38,61,36,15,70,1.84,45,4,5,6,6,4
58,Marseille,fr Ligue 1,32,34.0,878,25.82,648,71,55,64,25,15,129,3.79,99,3,8,8,7,4
59,Milan,it Serie A,35,38.0,1011,26.61,749,70,72,62,39,19,107,2.82,69,7,6,14,8,3
60,Monaco,fr Ligue 1,28,34.0,868,25.53,658,67,38,56,31,18,106,3.12,77,7,4,11,5,2
61,Montpellier,fr Ligue 1,35,34.0,614,18.06,429,57,32,34,44,18,39,1.15,23,4,5,3,4,0
62,Monza,it Serie A,36,38.0,588,15.47,437,56,25,34,31,5,43,1.13,32,3,1,6,0,1
63,Nantes,fr Ligue 1,30,34.0,616,18.12,441,59,43,37,23,13,64,1.88,46,1,8,6,3,0
64,Napoli,it Serie A,27,38.0,882,23.21,672,70,39,61,28,12,100,2.63,75,4,7,6,7,1
65,Newcastle Utd,eng Premier League,24,38.0,938,24.68,711,73,39,53,37,25,115,3.03,94,7,3,5,4,2
66,Nice,fr Ligue 1,31,34.0,861,25.32,626,63,53,61,38,20,105,3.09,74,8,6,8,8,1
67,Nott'ham Forest,eng Premier League,23,38.0,798,21.0,569,74,35,60,40,20,91,2.39,58,10,3,8,8,4
68,Osasuna,es La Liga,25,38.0,726,19.11,503,93,39,42,43,6,82,2.16,49,5,5,8,14,1
69,Paris S-G,fr Ligue 1,28,34.0,1153,33.91,921,59,64,59,27,23,158,4.65,124,4,11,10,6,3
70,Parma,it Serie A,32,38.0,749,19.71,542,61,49,37,45,15,73,1.92,47,6,7,6,5,2
71,Rayo Vallecano,es La Liga,26,38.0,886,23.32,648,82,45,58,41,12,59,1.55,38,4,7,7,1,2
72,RB Leipzig,de Bundesliga,29,34.0,721,21.21,542,59,39,36,34,11,85,2.5,60,4,4,11,5,1
73,Real Madrid,es La Liga,30,38.0,1160,30.53,860,84,92,70,39,15,137,3.61,98,9,11,10,8,1
74,Real Sociedad,es La Liga,31,38.0,682,17.95,493,74,38,34,31,12,59,1.55,42,5,5,2,5,0
75,Reims,fr Ligue 1,34,34.0,689,20.26,505,53,39,50,27,15,57,1.68,43,3,4,7,0,0
76,Rennes,fr Ligue 1,35,34.0,757,22.26,559,72,36,46,29,15,83,2.44,57,5,6,8,5,2
77,Roma,it Serie A,28,38.0,934,24.58,695,81,34,67,47,10,95,2.5,67,3,4,11,8,2
78,Saint-Étienne,fr Ligue 1,32,34.0,628,18.47,465,44,45,39,24,11,65,1.91,47,3,6,5,4,0
79,Sevilla,es La Liga,35,38.0,818,21.53,596,69,60,49,31,13,70,1.84,58,4,3,4,1,0
80,Southampton,eng Premier League,36,38.0,616,16.21,427,56,51,46,28,8,42,1.11,23,5,3,9,1,1
81,St. Pauli,de Bundesliga,28,34.0,662,19.47,448,72,36,49,43,14,45,1.32,29,2,7,5,1,1
82,Strasbourg,fr Ligue 1,30,34.0,622,18.29,456,50,41,34,25,16,93,2.74,71,6,3,6,5,2
83,Stuttgart,de Bundesliga,29,34.0,841,24.74,648,52,40,68,24,9,104,3.06,72,5,9,12,4,2
84,Torino,it Serie A,31,38.0,663,17.45,500,52,24,48,29,10,58,1.53,38,6,4,5,4,1
85,Tottenham,eng Premier League,31,38.0,875,23.03,648,67,53,59,36,12,106,2.79,79,7,8,7,4,1
86,Toulouse,fr Ligue 1,27,34.0,699,20.56,484,80,36,43,41,15,78,2.29,56,6,5,4,6,1
87,Udinese,it Serie A,31,38.0,757,19.92,557,67,31,52,31,19,61,1.61,33,4,5,14,3,2
88,Union Berlin,de Bundesliga,28,34.0,709,20.85,485,96,28,51,41,8,62,1.82,37,8,4,7,5,1
89,Valencia,es La Liga,32,38.0,676,17.79,503,65,27,34,31,16,71,1.87,49,4,3,8,5,2
90,Valladolid,es La Liga,38,38.0,601,15.82,425,63,48,21,36,8,42,1.11,30,0,6,1,5,0
91,Venezia,it Serie A,36,38.0,685,18.03,491,67,37,36,45,9,49,1.29,26,5,3,8,7,0
92,Villarreal,es La Liga,31,38.0,962,25.32,729,82,41,59,35,16,124,3.26,101,4,4,8,6,1
93,Werder Bremen,de Bundesliga,23,34.0,772,22.71,584,64,26,49,39,10,94,2.76,75,4,1,6,6,2
94,West Ham,eng Premier League,27,38.0,815,21.45,582,69,48,65,34,17,67,1.76,42,5,3,13,3,1
95,Wolfsburg,de Bundesliga,27,34.0,754,22.18,528,80,35,54,45,12,95,2.79,57,11,5,11,9,2
96,Wolves,eng Premier League,32,38.0,756,19.89,547,57,58,36,34,24,96,2.53,77,5,7,1,2,4
