Rk,Squad,Comp,#_Pl,90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att_GK,Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal_Kicks_Att,Goal_Kicks_Launch%,Goal_Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist
37,Guingamp,fr Ligue 1,1,38.0,59,5,0,5,1,50.5,0.26,-7.5,-0.2,295,705,41.8,867,163,52.4,41.2,308,81.5,58.6,547,27,4.9,21,0.55,12.9
38,Hamburger SV,de Bundesliga,2,34.0,53,3,1,5,1,52.2,0.35,0.2,0.01,186,577,32.2,986,128,40.8,40.6,264,66.3,52.1,446,36,8.1,33,0.97,14.8
39,Hannover 96,de Bundesliga,2,34.0,54,2,1,11,0,48.9,0.27,-5.1,-0.15,253,569,44.5,972,181,42.8,35.1,300,51.0,40.5,563,32,5.7,23,0.68,12.4
40,Hellas Verona,it Serie A,2,38.0,78,6,4,10,2,69.3,0.24,-6.7,-0.18,374,903,41.4,1068,257,52.6,41.1,423,80.6,54.7,761,49,6.4,32,0.84,12.7
41,Hertha BSC,de Bundesliga,2,34.0,46,6,0,7,1,39.3,0.22,-5.7,-0.17,316,840,37.6,990,106,61.2,44.0,277,84.5,56.5,522,37,7.1,19,0.56,11.9
42,Hoffenheim,de Bundesliga,1,34.0,48,3,1,9,2,42.6,0.27,-3.4,-0.1,223,590,37.8,1181,179,36.2,33.4,261,62.5,47.9,480,37,7.7,28,0.82,12.5
43,Huddersfield,eng Premier League,1,38.0,58,4,0,6,1,51.7,0.3,-5.3,-0.14,360,891,40.4,1083,103,59.4,45.2,304,81.6,57.9,493,31,6.3,55,1.45,14.4
44,Inter,it Serie A,1,38.0,30,2,1,1,4,30.5,0.25,4.5,0.12,127,280,45.4,808,250,18.7,26.1,312,41.3,35.9,546,20,3.7,23,0.61,14.0
45,Juventus,it Serie A,3,38.0,24,3,1,4,2,29.7,0.29,7.7,0.2,168,356,47.2,840,184,28.5,31.9,246,47.6,39.5,445,15,3.4,32,0.84,14.0
46,Köln,de Bundesliga,1,34.0,70,8,0,7,0,66.5,0.29,-3.5,-0.1,302,746,40.5,787,84,62.9,44.1,299,83.9,57.3,592,25,4.2,31,0.91,13.7
47,La Coruña,es La Liga,5,38.0,76,4,4,11,3,62.3,0.33,-10.7,-0.28,236,599,39.4,668,148,53.6,39.4,330,73.0,53.4,600,30,5.0,13,0.34,11.0
48,Las Palmas,es La Liga,2,38.0,74,5,1,7,1,73.7,0.33,0.7,0.02,198,559,35.4,1195,239,32.2,34.1,324,53.7,45.8,533,30,5.6,66,1.74,17.0
49,Lazio,it Serie A,1,38.0,49,9,2,3,2,51.3,0.27,4.3,0.11,217,466,46.6,883,180,38.5,34.2,308,40.9,38.8,437,18,4.1,35,0.92,14.8
50,Leganés,es La Liga,3,38.0,51,6,4,4,0,51.8,0.3,0.8,0.02,338,963,35.1,922,94,74.7,46.3,285,96.1,63.6,511,31,6.1,49,1.29,16.0
51,Leicester City,eng Premier League,3,38.0,60,2,3,11,2,50.5,0.29,-7.5,-0.2,338,875,38.6,973,134,60.4,43.8,307,93.5,63.3,563,28,5.0,66,1.74,16.3
52,Levante,es La Liga,3,38.0,58,5,1,8,3,57.9,0.29,2.9,0.08,280,745,37.6,748,113,62.4,44.1,330,84.2,56.4,601,30,5.0,42,1.11,14.7
53,Leverkusen,de Bundesliga,2,34.0,44,5,2,3,0,39.3,0.29,-4.7,-0.14,197,546,36.1,1028,140,39.2,35.0,256,55.9,45.6,380,29,7.6,35,1.03,14.4
54,Lille,fr Ligue 1,4,38.0,67,5,1,5,3,57.6,0.28,-6.4,-0.17,158,400,39.5,960,212,24.4,29.5,323,51.4,45.0,503,39,7.8,63,1.66,16.1
55,Liverpool,eng Premier League,2,38.0,38,4,0,5,0,36.4,0.3,-1.6,-0.04,130,435,29.9,1023,208,33.2,32.6,204,46.6,42.8,393,25,6.4,67,1.76,17.5
56,Lyon,fr Ligue 1,2,38.0,43,5,2,3,3,42.4,0.25,2.4,0.06,128,354,36.2,880,181,28.3,31.6,263,39.9,38.9,576,24,4.2,30,0.79,13.9
57,Mainz 05,de Bundesliga,3,34.0,52,5,1,10,1,41.9,0.26,-9.1,-0.27,199,580,34.3,824,155,43.7,38.7,284,77.5,55.1,501,31,6.2,45,1.32,14.3
58,Málaga,es La Liga,2,38.0,61,6,1,3,0,66.6,0.36,5.6,0.15,308,822,37.5,791,91,67.0,46.6,314,93.0,60.9,537,29,5.4,20,0.53,11.8
59,Manchester City,eng Premier League,2,38.0,27,0,1,1,2,25.5,0.28,0.5,0.01,114,239,47.7,996,183,15.0,26.2,170,52.9,45.7,286,21,7.3,90,2.37,18.8
60,Manchester Utd,eng Premier League,2,38.0,28,1,1,5,2,39.4,0.28,13.4,0.35,238,627,38.0,817,152,48.5,39.6,297,77.8,55.8,501,17,3.4,21,0.55,12.8
61,Marseille,fr Ligue 1,2,38.0,47,4,2,5,2,40.8,0.26,-4.2,-0.11,166,446,37.2,875,168,36.3,31.8,248,51.6,41.7,427,32,7.5,24,0.63,15.8
62,Metz,fr Ligue 1,3,38.0,76,3,1,9,2,71.9,0.33,-2.1,-0.06,299,764,39.1,865,189,54.9,42.5,320,90.3,59.5,559,19,3.4,44,1.16,15.5
63,Milan,it Serie A,1,38.0,42,2,0,4,1,38.9,0.28,-2.1,-0.05,174,392,44.4,968,150,28.0,29.7,267,45.3,37.8,487,16,3.3,39,1.03,14.1
64,Monaco,fr Ligue 1,3,38.0,45,5,1,4,1,46.1,0.29,2.1,0.05,197,506,38.9,753,179,43.4,37.3,324,55.2,45.0,576,36,6.3,25,0.66,13.0
65,Montpellier,fr Ligue 1,1,38.0,33,5,1,4,0,37.9,0.29,4.9,0.13,249,556,44.8,880,219,44.2,37.6,268,62.3,45.8,494,51,10.3,24,0.63,12.8
66,Nantes,fr Ligue 1,2,38.0,41,3,0,8,1,35.2,0.24,-4.8,-0.13,237,625,37.9,767,176,44.3,37.2,341,83.6,56.9,653,44,6.7,25,0.66,11.5
67,Napoli,it Serie A,2,38.0,29,2,2,3,0,27.0,0.26,-2.0,-0.05,149,337,44.2,964,179,25.8,30.0,240,36.7,36.5,360,10,2.8,57,1.5,18.8
68,Newcastle Utd,eng Premier League,3,38.0,47,4,0,3,3,48.8,0.3,4.8,0.13,293,801,36.6,880,115,58.8,44.1,339,83.8,56.4,601,39,6.5,32,0.84,13.2
69,Nice,fr Ligue 1,2,38.0,52,3,2,1,3,50.3,0.3,1.3,0.03,141,341,41.3,734,197,22.8,29.2,323,53.9,43.8,562,18,3.2,9,0.24,11.1
70,Paris S-G,fr Ligue 1,2,38.0,29,3,2,5,1,31.2,0.23,3.2,0.08,56,110,50.9,729,187,9.9,22.8,262,14.5,28.9,470,26,5.5,55,1.45,16.1
71,RB Leipzig,de Bundesliga,2,34.0,53,5,0,8,0,48.3,0.29,-4.7,-0.14,234,563,41.6,930,158,43.7,36.0,213,73.7,50.5,451,36,8.0,35,1.03,13.9
72,Real Madrid,es La Liga,3,38.0,44,2,0,7,2,45.4,0.3,3.4,0.09,105,277,37.9,756,184,20.2,31.0,243,51.0,44.3,434,18,4.1,36,0.95,13.3
73,Real Sociedad,es La Liga,3,38.0,59,6,2,7,1,52.7,0.3,-5.3,-0.14,234,559,41.9,1356,149,30.8,35.1,246,57.7,43.8,470,28,6.0,49,1.29,14.8
74,Rennes,fr Ligue 1,3,38.0,44,5,1,6,2,48.3,0.28,6.3,0.16,226,630,35.9,782,118,51.5,40.6,293,77.5,54.3,548,28,5.1,53,1.39,15.5
75,Roma,it Serie A,2,38.0,28,3,0,2,0,36.0,0.23,8.0,0.21,220,429,51.3,1099,250,28.9,32.1,259,42.9,40.9,484,17,3.5,92,2.42,18.9
76,Saint-Étienne,fr Ligue 1,2,38.0,50,6,3,5,1,55.6,0.28,6.6,0.17,228,608,37.5,959,144,40.5,42.6,320,68.8,47.1,600,33,5.5,22,0.58,9.8
77,Sampdoria,it Serie A,3,38.0,60,6,1,7,2,61.6,0.27,3.6,0.1,238,588,40.5,936,148,42.8,38.8,320,58.4,46.7,612,23,3.8,44,1.16,13.1
78,Sassuolo,it Serie A,2,38.0,59,2,3,7,2,51.8,0.28,-5.2,-0.14,280,622,45.0,837,189,47.3,39.3,311,72.7,48.9,625,22,3.5,23,0.61,11.9
79,Schalke 04,de Bundesliga,2,34.0,37,3,1,3,1,35.6,0.25,-0.4,-0.01,195,489,39.9,727,129,45.7,38.3,245,64.1,47.6,463,53,11.4,19,0.56,10.9
80,Sevilla,es La Liga,2,38.0,58,5,1,6,1,51.7,0.32,-5.3,-0.14,165,455,36.3,754,188,35.1,33.6,290,65.5,49.1,548,30,5.5,26,0.68,12.0
81,Southampton,eng Premier League,2,38.0,56,1,1,6,0,46.3,0.28,-9.7,-0.25,200,683,29.3,664,118,61.6,43.4,304,90.1,59.3,569,29,5.1,24,0.63,14.1
82,SPAL,it Serie A,3,38.0,59,9,1,7,4,64.4,0.27,9.4,0.25,254,733,34.7,835,133,57.6,44.1,352,71.6,49.4,626,16,2.6,20,0.53,13.8
83,Stoke City,eng Premier League,2,38.0,68,5,0,9,2,66.5,0.29,0.5,0.01,402,1029,39.1,1003,117,70.3,48.4,361,89.8,62.2,648,26,4.0,43,1.13,13.7
84,Strasbourg,fr Ligue 1,3,38.0,67,6,0,8,0,59.3,0.31,-7.7,-0.2,289,721,40.1,853,146,52.4,38.3,326,84.0,56.2,568,32,5.6,24,0.63,12.6
85,Stuttgart,de Bundesliga,1,34.0,36,4,2,2,0,40.7,0.24,4.7,0.14,296,834,35.5,1029,123,57.2,42.8,300,81.7,59.0,547,34,6.2,37,1.09,13.6
86,Swansea City,eng Premier League,1,38.0,56,3,1,5,2,59.5,0.28,5.5,0.14,315,812,38.8,914,159,54.5,42.2,358,87.7,59.9,615,42,6.8,22,0.58,11.4
87,Torino,it Serie A,2,38.0,46,5,3,5,0,47.5,0.25,1.5,0.04,242,562,43.1,1027,204,35.5,34.1,327,60.2,44.7,637,33,5.2,50,1.32,13.8
88,Tottenham,eng Premier League,3,38.0,36,2,1,7,1,35.0,0.27,0.0,0.0,159,397,40.1,972,174,29.4,33.4,244,45.5,40.8,452,19,4.2,78,2.05,15.6
89,Toulouse,fr Ligue 1,1,38.0,54,6,3,6,2,52.2,0.3,0.2,0.01,315,740,42.6,931,166,51.9,39.6,331,77.6,54.6,565,23,4.1,79,2.08,17.7
90,Troyes,fr Ligue 1,2,38.0,59,4,0,6,1,54.7,0.27,-3.3,-0.09,275,827,33.3,956,173,52.6,41.3,357,90.8,59.0,650,31,4.8,30,0.79,13.8
91,Udinese,it Serie A,2,38.0,63,2,1,11,5,53.1,0.29,-4.9,-0.13,281,669,42.0,906,164,46.2,38.0,342,73.1,49.1,605,26,4.3,32,0.84,13.1
92,Valencia,es La Liga,2,38.0,38,3,1,5,0,50.7,0.28,12.7,0.33,188,536,35.1,647,181,45.7,39.7,311,77.2,55.8,622,23,3.7,10,0.26,9.6
93,Villarreal,es La Liga,3,38.0,50,5,1,6,0,50.8,0.28,0.8,0.02,180,532,33.8,726,184,39.3,32.4,332,74.4,52.8,687,31,4.5,36,0.95,10.0
94,Watford,eng Premier League,2,38.0,64,6,1,9,1,55.9,0.33,-7.1,-0.19,320,804,39.8,889,146,66.1,42.3,260,83.1,56.9,524,25,4.8,27,0.71,12.2
95,Werder Bremen,de Bundesliga,1,34.0,40,2,0,6,2,42.0,0.25,4.0,0.12,234,576,40.6,915,185,44.7,38.6,256,65.2,49.6,482,27,5.6,17,0.5,10.7
96,West Brom,eng Premier League,2,38.0,56,1,2,7,2,46.0,0.3,-8.0,-0.21,353,920,38.4,821,70,71.7,48.5,347,95.4,65.4,614,40,6.5,27,0.71,12.8
97,West Ham,eng Premier League,2,38.0,68,5,1,10,1,60.6,0.31,-6.4,-0.17,329,914,36.0,824,99,72.5,49.1,339,93.5,62.8,600,17,2.8,42,1.11,13.0
98,Wolfsburg,de Bundesliga,1,34.0,48,6,1,4,2,50.4,0.28,4.4,0.13,248,654,37.9,1043,210,44.2,38.0,288,67.0,52.0,522,57,10.9,30,0.88,12.1
